N	2gram	Bakhtin_Fr	Problema
149	что здесь	3	17
150	мы уже	13	17
151	значение и	3	17
152	и здесь	6	17
153	это и	10	17
154	что они	3	17
155	во всех	20	17
156	к тому	4	16
157	но все	2	16
158	и вовсе	3	16
159	между собою	6	16
160	в одно	2	16
161	далеко не	6	16
162	для этого	2	16
163	как это	5	16
164	что она	4	16
165	он и	6	16
166	в чем	6	15
167	здесь в	9	15
168	всякого рода	3	15
169	казалось бы	2	15
170	в частности	4	15
171	у него	4	15
172	что не	4	15
173	с этим	6	15
174	в той	2	15
175	и сам	2	15
176	что все	4	14
177	за пределы	4	14
178	в дальнейшем	2	14
179	уже и	3	14
180	сих пор	3	14
181	нас в	4	14
182	в котором	3	14
183	с другими	3	14
184	только о	2	14
185	до сих	3	14
186	дело в	5	13
187	в целях	2	13
188	здесь только	5	13
189	в других	2	13
190	из этого	5	13
191	в их	4	13
192	бы и	2	13
193	в области	2	13
194	же и	2	13
195	из них	5	13
196	нисколько не	4	12
197	но именно	2	12
198	не будем	3	12
199	на первый	4	12
200	в другом	4	12
201	с одной	2	12
202	в самой	8	12
203	значения и	2	12
204	в целом	2	12
205	для них	2	12
206	что это	4	12
207	в начале	2	12
208	в литературе	4	12
209	на земле	2	12
210	то время	4	12
211	и во	4	11
212	в истории	2	11
213	вообще не	3	11
214	здесь перед	3	11
215	тот же	4	11
216	не могут	3	11
217	одной стороны	2	11
218	и у	7	11
219	по поводу	5	11
220	жизни в	3	11
221	и их	6	11
222	к нему	5	11
223	в искусстве	3	11
224	в заключение	3	10
225	состоит из	2	10
226	один из	6	10
227	все время	3	10
228	слова и	2	10
229	ни с	2	10
230	что у	2	10
231	в одном	7	10
232	или менее	2	10
233	он в	4	10
234	относится к	3	10
235	бы не	2	10
236	со всеми	6	10
237	на том	2	10
238	более или	2	10
239	в году	6	10
240	но он	5	10
241	находим в	3	9
242	тогда когда	3	9
243	в условиях	3	9
244	здесь как	4	9
245	и до	3	9
246	имеется в	2	9
247	только для	4	9
248	и наконец	5	9
249	то он	2	9
250	чем же	5	9
251	их в	2	9
252	мы говорили	2	9
253	правда в	3	9
254	но эта	3	9
255	нет и	4	9
256	в которых	3	9
257	что даже	2	9
258	литературы и	3	9
259	бы в	5	9
260	это было	4	9
261	поэтому и	8	9
262	и другие	5	9
263	жизнь и	5	9
264	в жизни	4	9
265	как он	3	8
266	от этого	2	8
267	в г	2	8
268	на его	2	8
269	и по	3	8
270	для него	4	8
271	если в	3	8
272	не все	2	8
273	самом же	4	8
274	еще в	3	8
275	в период	2	8
276	если же	2	8
277	для всех	4	8
278	том как	2	8
279	вплоть до	2	8
280	здесь нет	4	8
281	из этих	4	8
282	и больше	2	8
283	и самый	3	8
284	почти всегда	3	8
285	он был	8	8
286	с самого	3	8
287	и он	4	8
288	и этот	2	8
289	с ее	7	8
290	как они	4	8
291	и при	2	8
292	и образ	3	8
293	же деле	4	8
294	мы будем	2	8
295	конечно не	5	8
296	что на	3	7
297	и поэтому	2	7
298	времени и	4	7
299	самого начала	3	7
300	одной из	6	7
301	на этой	3	7
302	на землю	2	7
303	в основе	6	7
304	в эпоху	17	7
305	до нас	4	7
306	же не	2	7
307	его как	4	7
308	в значительной	2	7
309	все они	7	7
310	чем не	3	7
311	учения о	2	7
312	даже в	5	7
313	во все	2	7
314	мира и	10	7
315	образы и	4	7
316	же как	4	7
317	по преимуществу	2	7
318	это в	3	7
319	на этот	4	7
320	мы все	2	7
321	тому же	5	7
322	не как	3	6
323	ведь и	3	6
324	на него	2	6
325	этих образов	11	6
326	когда он	2	6
327	г в	2	6
328	именно на	3	6
329	первый план	3	6
330	дело здесь	3	6
331	до конца	2	6
332	чтобы не	2	6
333	есть и	8	6
334	по существу	4	6
335	в общем	5	6
336	с которой	2	6
337	во время	15	6
338	под названием	3	6
339	с его	11	6
340	но она	5	6
341	независимо от	3	6
342	одновременно и	4	6
343	особенно в	4	6
344	к ней	2	6
345	перестает быть	3	6
346	мы еще	2	6
347	этом отношении	7	6
348	нового времени	6	6
349	к своему	2	6
350	как на	6	6
351	не мог	8	6
352	но оно	4	6
353	и речи	2	6
354	ровно ничего	2	6
355	слова но	2	5
356	говорили что	2	5
357	и прежде	4	5
358	он должен	2	5
359	нами в	2	5
360	нам в	2	5
361	об этой	4	5
362	ли он	2	5
363	нужно сказать	4	5
364	и тот	2	5
365	лишь в	3	5
366	нет ни	2	5
367	в известной	5	5
368	или на	2	5
369	от его	4	5
370	из самых	3	5
371	все что	3	5
372	образом и	2	5
373	тому как	2	5
374	что эта	3	5
375	доходит до	2	5
376	между тем	3	5
377	от того	3	5
378	ведь это	3	5
379	и вся	2	5
380	для всего	3	5
381	его не	5	5
382	мы видели	11	5
383	о нем	2	5
384	том числе	6	5
385	там где	10	5
386	когда в	2	5
387	чем мы	2	5
388	здесь и	12	5
389	к этому	4	5
390	больше чем	2	5
391	в этот	3	5
392	в свете	3	5
393	одним из	7	5
394	в пределах	2	5
395	они не	5	5
396	подобно тому	2	5
397	раз в	2	5
398	поэтому в	4	5
399	которая не	2	5
400	в каждом	3	5
401	как его	2	5
402	от него	2	4
403	на эту	3	4
404	в духе	4	4
405	должен быть	2	4
406	не хочет	3	4
407	следовательно и	2	4
408	а как	3	4
409	у них	2	4
410	отличие от	3	4
411	одно из	2	4
412	так например	3	4
413	в эту	2	4
414	к одной	2	4
415	в ту	3	4
416	и само	2	4
417	во втором	3	4
418	она и	2	4
419	переходит в	3	4
420	и она	3	4
421	числе и	3	4
422	себя и	2	4
423	со всем	2	4
424	и они	2	4
425	эту тему	2	4
426	кажется что	2	4
427	дает нам	2	4
428	бы он	2	4
429	и времени	2	4
430	нам о	2	4
431	конечно и	4	4
432	свободы и	2	4
433	и наиболее	2	4
434	можно говорить	2	4
435	им в	3	4
436	они вовсе	2	4
437	той же	6	4
438	момент в	2	4
439	время и	2	4
440	начиная с	2	4
441	и почти	2	4
442	но на	3	4
443	этот путь	2	4
444	этот мотив	2	4
445	и за	2	4
446	дается в	4	4
447	на котором	2	4
448	в корне	2	4
449	тем как	2	4
450	но мы	3	4
451	говорит и	2	4
452	их с	4	4
453	и др	11	4
454	в разных	2	4
455	в сущности	13	4
456	свое значение	2	4
457	мы сказали	2	4
458	например в	6	4
459	нельзя было	2	4
460	по всему	2	4
461	образов и	8	4
462	очень часто	4	4
463	к ним	2	4
464	а главное	2	4
465	себя самого	2	4
466	этот образ	5	4
467	но они	6	4
468	это время	2	4
469	образа и	2	4
470	как ее	2	3
471	что дело	3	3
472	материи и	2	3
473	сосредоточиться на	2	3
474	том же	3	3
475	в трех	2	3
476	самой жизни	2	3
477	в какой-то	2	3
478	для этой	2	3
479	времени в	2	3
480	которая в	2	3
481	а потому	2	3
482	в отличие	3	3
483	произведение в	2	3
484	и та	2	3
485	в образе	9	3
486	нуждается в	3	3
487	что многие	2	3
488	в первом	3	3
489	выходит за	3	3
490	и другим	2	3
491	всего этого	3	3
492	превращается в	5	3
493	значение как	2	3
494	очень важно	2	3
495	более не	2	3
496	делает его	2	3
497	эти последние	3	3
498	остановимся на	2	3
499	думать что	2	3
500	за все	2	3
501	он может	2	3
502	в мировой	3	3
503	был в	3	3
504	связанные с	7	3
505	зрения на	5	3
506	заметить что	2	3
507	находится в	2	3
508	это был	2	3
509	весь мир	10	3
510	и жизни	2	3
511	и других	2	3
512	с помощью	6	3
513	в одной	3	3
514	и земли	2	3
515	оно было	2	3
516	он хочет	3	3
517	в атмосфере	12	3
518	в романе	15	3
519	страха и	6	3
520	образом в	4	3
521	со всей	2	3
522	происходит в	3	3
523	не столько	5	3
524	мы видим	6	3
525	и смерти	2	3
526	и борьбы	2	3
527	в первой	5	3
528	на небе	3	3
529	конечно в	4	3
530	представлений о	3	3
531	но этот	5	3
532	кто не	3	3
533	где он	2	3
534	мысли и	6	3
535	формы и	2	3
536	это конечно	4	3
537	связан с	2	3
538	всей своей	2	3
539	мир и	5	3
540	на нем	2	3
541	там же	3	3
542	на этом	7	3
543	ведь все	2	3
544	чтобы его	2	3
545	место в	3	3
546	в системе	2	3
547	женщины в	3	2
548	в третьем	3	2
549	в плане	5	2
550	о природе	2	2
551	этой жизни	3	2
552	о своей	2	2
553	все те	2	2
554	не нуждается	2	2
555	и любви	3	2
556	момента в	2	2
557	от их	3	2
558	тех кто	2	2
559	эти образы	13	2
560	известной мере	5	2
561	два раза	2	2
562	в один	2	2
563	такой же	5	2
564	образы являются	2	2
565	стихотворение в	2	2
566	они были	2	2
567	является одним	2	2
568	здесь он	2	2
569	вещами и	2	2
570	большую роль	2	2
571	ту же	3	2
572	хотя он	2	2
573	своего рода	7	2
574	после всего	2	2
575	между этими	3	2
576	вот это	3	2
577	по тому	2	2
578	несколько слов	2	2
579	женщина в	2	2
580	его для	2	2
581	уже более	2	2
582	этот момент	3	2
583	и эта	2	2
584	вовсе нет	2	2
585	и вот	4	2
586	жизни они	2	2
587	всеми своими	2	2
588	как у	2	2
589	за его	2	2
590	когда они	2	2
591	свидетельствуют о	2	2
592	образ этот	2	2
593	почти все	6	2
594	всеми другими	2	2
595	видели что	2	2
596	от всех	6	2
597	для выражения	2	2
598	роль в	5	2
599	эта связь	4	2
600	свободу и	5	2
601	такие образы	2	2
602	на фоне	4	2
603	но его	3	2
604	не дает	2	2
605	здесь с	2	2
606	роль и	2	2
607	в средневековой	2	2
608	за счет	2	2
609	духа в	2	2
610	на все	4	2
611	у вас	2	2
612	есть о	2	2
613	в другое	3	2
614	право на	10	2
615	нем не	4	2
616	никаких сомнений	2	2
617	в средневековом	2	2
618	образ самого	2	2
619	они и	3	2
620	даже при	2	2
621	притом в	2	2
622	которые были	2	2
623	часто в	4	2
624	искусстве и	2	2
625	большинстве случаев	6	2
626	он его	3	2
627	на них	2	2
628	уже сказали	3	2
629	известной степени	4	2
630	признать что	2	2
631	образов но	5	2
632	здесь изображается	2	2
633	ее как	2	2
634	что такие	2	2
635	словом и	4	2
636	что человек	2	2
637	и там	4	2
638	к самым	2	2
639	образов в	12	2
640	единство и	3	2
641	по адресу	2	2
642	всего его	2	2
643	по городу	2	2
644	и внутреннее	3	2
645	что по	3	2
646	человека с	5	2
647	не случайно	3	2
648	него не	2	2
649	и сейчас	2	2
650	от страха	3	2
651	в большей	2	2
652	на всех	2	2
653	ко всему	3	2
654	но их	2	2
655	исторического процесса	2	2
656	подчеркнуть что	5	2
