N	2gram	Vygotskiy_	FransuaR
294	до известной	2	9
295	известной степени	2	9
296	мы можем	7	9
297	но на	3	9
298	отношения к	5	9
299	с этой	5	8
300	так что	8	8
301	здесь мы	2	8
302	с тем	8	8
303	от этого	3	8
304	с самого	13	8
305	и без	2	8
306	языка и	6	8
307	движение в	3	8
308	для этого	4	8
309	если бы	8	8
310	значение в	3	8
311	нуждается в	5	8
312	включает в	2	8
313	но эта	2	8
314	по поводу	3	8
315	но эти	2	8
316	нельзя было	2	8
317	как они	2	8
318	и она	2	8
319	в совершенно	3	8
320	все те	2	8
321	и при	2	8
322	всего в	2	8
323	понятно что	3	8
324	видели что	3	8
325	но с	4	8
326	не менее	6	8
327	речи и	36	8
328	в этот	3	8
329	тому же	2	8
330	ко всему	2	8
331	то время	8	8
332	точку зрения	4	7
333	точка зрения	2	7
334	интерес к	2	7
335	в одну	2	7
336	никак не	5	7
337	себе и	2	7
338	связи и	3	7
339	что у	4	7
340	в свою	3	7
341	тому как	2	7
342	мы говорили	3	7
343	есть только	3	7
344	тенденция к	6	7
345	только с	2	7
346	на том	2	7
347	одного из	2	7
348	по этому	4	7
349	в виде	2	7
350	и всей	3	7
351	жить и	2	7
352	во всяком	2	7
353	подобно тому	2	7
354	из которых	3	7
355	в таком	2	7
356	в состоянии	4	7
357	том как	2	7
358	в развитии	27	7
359	значительной мере	2	7
360	эта связь	2	7
361	освобождение от	2	7
362	и там	3	7
363	своего развития	4	7
364	представление о	8	7
365	что по	2	7
366	нет и	4	7
367	для всего	2	6
368	что здесь	2	6
369	свою очередь	3	6
370	у них	2	6
371	мы знаем	5	6
372	исторического развития	3	6
373	в центре	2	6
374	входит в	3	6
375	что эта	7	6
376	ее в	11	6
377	казалось бы	4	6
378	могут быть	7	6
379	что она	8	6
380	котором мы	2	6
381	совершенно не	2	6
382	к его	3	6
383	представления о	2	6
384	и которые	3	6
385	и следовательно	8	6
386	и обратно	6	6
387	его и	2	6
388	друг друга	9	6
389	в новом	2	6
390	самого начала	13	6
391	до того	2	6
392	этого слова	5	6
393	не могли	5	6
394	и слово	4	6
395	от того	6	6
396	принадлежит к	2	6
397	в устной	14	6
398	с таким	3	6
399	мысль и	3	6
400	как она	6	6
401	находится в	3	6
402	тем же	8	6
403	которые в	5	6
404	поэтому он	2	6
405	за счет	4	6
406	себе в	5	6
407	еще один	2	6
408	происходит в	2	6
409	чем мы	3	6
410	таким же	3	6
411	тем самым	14	5
412	язык в	2	5
413	тогда когда	12	5
414	но мы	5	5
415	к самому	2	5
416	в первом	6	5
417	их как	2	5
418	первом случае	5	5
419	из важнейших	4	5
420	говорит что	3	5
421	друг с	6	5
422	и весь	3	5
423	нами выше	2	5
424	но только	5	5
425	можно говорить	2	5
426	с собой	3	5
427	когда он	2	5
428	в другой	4	5
429	значения и	3	5
430	не является	4	5
431	что мы	14	5
432	чем в	5	5
433	находим в	2	5
434	для его	2	5
435	есть не	3	5
436	вместо того	2	5
437	с другими	5	5
438	с другом	6	5
439	совсем не	2	5
440	почти всегда	3	5
441	что слово	2	5
442	имеет в	4	5
443	этого процесса	3	5
444	должно быть	3	5
445	словом и	10	5
446	ко всем	6	5
447	и самое	2	5
448	должен был	2	5
449	одного и	3	5
450	для всей	2	5
451	сравнению с	21	5
452	слова в	7	5
453	если мы	6	5
454	он сам	2	5
455	что было	2	5
456	и только	7	5
457	же самое	12	5
458	в слове	11	5
459	на основе	5	5
460	от его	2	5
461	оказывается что	2	5
462	но даже	2	5
463	сверху вниз	5	5
464	во втором	5	5
465	не могла	2	5
466	себя и	2	5
467	которой мы	2	5
468	входят в	2	5
469	по сравнению	23	5
470	в собственном	4	5
471	из одного	2	5
472	и из	2	5
473	вообще не	6	5
474	в ряду	3	5
475	подобного рода	2	5
476	между этими	3	5
477	то в	4	5
478	на первом	2	5
479	стороны и	6	5
480	всем этим	3	5
481	один раз	4	5
482	он с	2	5
483	же как	14	5
484	мы в	3	5
485	мы имеем	3	5
486	на то	5	5
487	и речи	19	5
488	одну из	2	4
489	в каждом	3	4
490	с более	2	4
491	значение для	2	4
492	что этот	6	4
493	совершенно иначе	2	4
494	в известном	2	4
495	нельзя сказать	2	4
496	речи как	9	4
497	была в	2	4
498	у нее	5	4
499	ее от	2	4
500	но если	5	4
501	эти последние	2	4
502	которой он	2	4
503	я не	3	4
504	о которой	2	4
505	друг другу	5	4
506	не видит	2	4
507	образом все	2	4
508	самом начале	5	4
509	одной и	5	4
510	дело с	3	4
511	к этой	2	4
512	представляется нам	3	4
513	вещи и	2	4
514	языка но	2	4
515	и больше	2	4
516	это есть	6	4
517	что эти	3	4
518	ее как	2	4
519	заключается в	14	4
520	если же	2	4
521	учение о	3	4
522	но для	2	4
523	связь между	10	4
524	и притом	4	4
525	и слова	6	4
526	что уже	2	4
527	находит свое	3	4
528	он мог	2	4
529	о которых	3	4
530	мы упоминали	2	4
531	самим собой	2	4
532	одно и	3	4
533	только и	5	4
534	в чисто	2	4
535	которых мы	5	4
536	оно не	3	4
537	этот вопрос	2	4
538	что между	2	4
539	только не	14	4
540	внимание на	4	4
541	в период	2	4
542	и своего	2	4
543	мы и	5	4
544	без всякого	2	4
545	в действительности	3	4
546	если в	6	4
547	не раз	2	4
548	втором случае	5	4
549	и тем	10	4
550	его от	2	4
551	особенности в	2	4
552	будущее в	2	4
553	из тех	2	4
554	о его	3	4
555	всегда в	2	4
556	и той	5	4
557	к ней	2	4
558	самое существенное	2	4
559	эти три	2	4
560	нами в	6	4
561	не по	7	4
562	обратимся к	3	4
563	не могло	3	4
564	и значение	5	4
565	новых и	2	4
566	знаем что	3	4
567	в смысле	9	4
568	по себе	5	4
569	собственном смысле	4	4
570	и понимания	2	3
571	в каком	2	3
572	высшей ступени	2	3
573	само собой	2	3
574	в речи	6	3
575	должно было	2	3
576	друг от	3	3
577	смысле этого	4	3
578	она не	7	3
579	я видел	2	3
580	в меньшей	3	3
581	перехода от	10	3
582	устной речи	18	3
583	значение этого	2	3
584	на ней	2	3
585	переходит к	4	3
586	известно что	3	3
587	речь эта	2	3
588	должны были	2	3
589	в новую	2	3
590	в наших	8	3
591	и наиболее	2	3
592	мы говорим	2	3
593	ближе к	2	3
594	от друга	3	3
595	и того	3	3
596	в каждой	4	3
597	которые он	2	3
598	этот путь	3	3
599	для других	15	3
600	этой работы	3	3
601	в современной	2	3
602	движения в	3	3
603	тому что	14	3
604	даже при	2	3
605	в основной	2	3
606	имеет место	4	3
607	одной плоскости	2	3
608	есть то	4	3
609	с ней	3	3
610	между отдельными	4	3
611	что его	2	3
612	время как	7	3
613	этой речи	7	3
614	ключ к	3	3
615	это совершенно	2	3
616	всякий раз	3	3
617	не из	2	3
618	в любой	2	3
619	из ее	3	3
620	в живом	3	3
621	слова но	3	3
622	о природе	9	3
623	в живой	2	3
624	из того	7	3
625	для нее	3	3
626	в силу	21	3
627	наряду с	2	3
628	что их	2	3
629	начинается с	2	3
630	между собой	15	3
631	а с	3	3
632	с вещами	2	3
633	нам в	2	3
634	нее нет	2	3
635	между двумя	5	3
636	вот почему	3	3
637	на этих	2	3
638	именно поэтому	3	3
639	содержит в	4	3
640	слово и	10	3
641	первый из	2	3
642	есть такой	2	3
643	за ним	3	3
644	по своим	2	3
645	нашего исследования	10	3
646	которого мы	2	3
647	развития и	4	3
648	выражения в	3	3
649	является не	4	3
650	ясно что	4	3
651	то новое	3	3
652	все более	2	3
653	сторона этого	2	3
654	этом смысле	2	3
655	остается в	2	3
656	иначе чем	3	3
657	может стать	2	3
658	никаких сомнений	2	3
659	становится возможным	6	3
660	что с	7	3
661	и может	2	3
662	же точно	6	3
663	признать что	2	3
664	эти особенности	4	3
665	гораздо больше	3	3
666	и тогда	3	3
667	действительности в	3	3
668	снизу вверх	4	3
669	следовательно не	2	3
670	речи в	31	3
671	в сферу	3	3
672	из основных	3	3
673	не есть	4	3
674	в понимании	2	3
675	приводит к	10	3
676	языке и	2	3
677	в лучшем	3	3
678	не для	2	3
679	этих двух	4	3
680	находятся в	2	2
681	о человеке	2	2
682	мы должны	7	2
683	действия и	4	2
684	а и	2	2
685	функции в	2	2
686	что ему	3	2
687	т.е от	3	2
688	оно имеет	2	2
689	по горизонтали	3	2
690	совершается в	5	2
691	развития в	5	2
692	в зоне	2	2
693	а только	2	2
694	и непосредственно	3	2
695	этому поводу	3	2
696	для развития	3	2
697	своей природе	8	2
698	всего сказанного	3	2
699	это с	2	2
700	речи так	4	2
701	ключом к	2	2
702	известном смысле	2	2
703	его с	3	2
704	при таком	2	2
705	о своем	2	2
706	и завершается	2	2
707	по мере	10	2
708	нам о	2	2
709	переход от	5	2
710	мы снова	3	2
711	между словом	8	2
712	в меру	9	2
713	мы всегда	3	2
714	даже с	2	2
715	учения о	4	2
716	что такое	2	2
717	друг к	3	2
718	это же	2	2
719	это движение	2	2
720	самых основных	2	2
721	одним и	2	2
722	тем и	2	2
723	законов и	3	2
724	случае в	4	2
725	и движение	2	2
726	как таковое	2	2
727	восприятия и	3	2
728	с которыми	3	2
729	было сказано	3	2
730	значений и	3	2
731	если оно	2	2
732	на двух	2	2
733	содержащийся в	3	2
734	стороны с	2	2
735	понятий в	8	2
736	речь не	6	2
737	может и	3	2
738	говорили выше	3	2
739	на вопрос	6	2
740	речь и	5	2
741	и самые	2	2
742	к слову	14	2
743	можно ли	2	2
744	в такой	6	2
745	с теми	2	2
746	изменений в	2	2
747	в двух	2	2
748	что каждая	2	2
749	одном и	4	2
750	что если	2	2
751	всей речи	2	2
752	речи мы	7	2
753	и мышления	2	2
754	к другу	4	2
755	идет в	3	2
756	в середине	2	2
757	его отношения	2	2
758	слова с	5	2
759	это положение	4	2
760	и внутренней	3	2
761	в какой	6	2
762	что есть	2	2
763	и свой	2	2
764	тенденцию к	4	2
765	как эта	3	2
766	в самых	2	2
767	это отношение	3	2
768	свою силу	4	2
769	и первый	2	2
770	мог бы	6	2
771	совпадает с	5	2
772	к ряду	2	2
773	и развития	3	2
774	высшую ступень	2	2
775	выражения и	2	2
776	в первую	3	2
777	его отношение	2	2
778	в другую	3	2
779	от ее	3	2
780	гораздо более	4	2
781	в письменной	8	2
782	мы называем	2	2
783	как для	2	2
784	должны быть	5	2
785	к которой	3	2
786	в нашей	4	2
787	не исключает	2	2
788	только к	4	2
789	это единство	2	2
790	отличается от	6	2
791	общего и	3	2
792	языка на	2	2
793	свое выражение	8	2
794	том и	3	2
795	и самым	2	2
796	прежде чем	3	2
797	понятия и	5	2
798	после всего	2	2
799	полагает что	2	2
800	оба эти	10	2
801	сам по	2	2
802	и делает	2	2
803	при котором	2	2
804	в конечном	2	2
805	одним словом	2	2
806	нас и	2	2
807	которые мы	4	2
808	то понимание	2	2
809	и столь	3	2
810	плана в	3	2
811	от всякой	2	2
812	не можем	4	2
813	ступени развития	7	2
814	что оно	9	2
815	и вместе	2	2
816	а из	4	2
817	мы встречаемся	2	2
818	содержится в	5	2
819	не исчерпывает	2	2
820	случае не	2	2
821	свою особую	2	2
822	этом случае	15	2
823	поэтому мы	5	2
824	которая является	3	2
825	мышления и	16	2
826	проявляются в	2	2
827	конечном счете	2	2
828	которое мы	4	2
829	чем у	3	2
830	природе в	2	2
831	но также	3	2
832	только о	3	2
833	как по	5	2
834	мысли в	12	2
835	в ином	3	2
836	не с	3	2
837	и является	5	2
838	оно может	2	2
839	что при	4	2
840	как два	2	2
841	вниз в	2	2
842	из той	2	2
843	от внешней	6	2
844	и обобщения	3	2
845	устной и	4	2
846	только как	2	2
847	языка в	2	2
848	рода и	2	2
849	однако не	2	2
