N	2gram	Tiupa_Hudo	Komedia
200	далеко не	4	4
201	их в	3	4
202	дома и	2	4
203	мог бы	3	4
204	в той	3	4
205	не следует	4	4
206	в себя	4	4
207	если мы	2	3
208	и потому	2	3
209	всего лишь	6	3
210	при всей	2	3
211	и притом	3	3
212	как к	5	3
213	для себя	4	3
214	должен быть	2	3
215	от своего	2	3
216	в году	2	3
217	ни одно	2	3
218	а с	2	3
219	для понимания	2	3
220	состоит в	20	3
221	с ними	2	3
222	принадлежит к	3	3
223	между двумя	2	3
224	в рамках	13	3
225	числе и	2	3
226	могла бы	2	3
227	право на	2	3
228	в финале	2	3
229	конечном счете	5	3
230	и одновременно	5	3
231	было и	2	3
232	и более	2	3
233	не с	2	3
234	отношения к	4	3
235	за пределами	3	3
236	более или	6	3
237	в самой	2	3
238	по себе	2	3
239	в таком	3	3
240	в нашем	2	3
241	этих двух	2	3
242	образом и	2	2
243	еще и	2	2
244	в каком	2	2
245	тем самым	5	2
246	я на	2	2
247	человека и	2	2
248	свою жизнь	2	2
249	для которого	2	2
250	не как	2	2
251	в конечном	5	2
252	к более	2	2
253	не могли	2	2
254	от себя	3	2
255	во времени	4	2
256	того что	5	2
257	в душе	9	2
258	как уже	3	2
259	могло быть	2	2
260	была бы	3	2
261	во втором	4	2
262	не входит	2	2
263	этой точки	2	2
264	в известном	2	2
265	в состав	6	2
266	здесь не	2	2
267	к внутреннему	2	2
268	все эти	2	2
269	себя и	3	2
270	и может	2	2
271	текста не	2	2
272	известной степени	3	2
273	для обозначения	2	2
274	чем это	2	2
275	еще один	2	2
276	то в	2	2
277	с другими	5	2
278	в литературе	2	2
279	не все	2	2
280	ни был	2	2
281	в противоположность	3	2
282	дело не	2	2
283	в порядке	2	2
284	с ее	6	2
285	я и	7	2
286	слова и	2	2
287	превращается в	2	2
288	жизни в	2	2
289	а для	2	2
290	отношении к	3	2
291	с человеком	2	2
292	для него	5	2
293	в жизни	3	2
294	человека с	3	2
295	подобно тому	3	2
296	ее в	2	2
297	от всех	2	2
298	не будет	3	2
299	не вполне	2	2
300	аналогичным образом	4	2
301	имеем в	3	2
302	я думаю	2	2
303	этом смысле	3	2
304	тому как	3	2
305	к жизни	2	2
306	в случае	2	2
307	сводится к	11	2
308	к другому	2	2
309	основе своей	2	2
310	в форме	4	2
