N	2gram	Bakhtin_Pr	Myslijsy
187	в других	2	10
188	если же	7	10
189	тем же	3	10
190	слово с	5	10
191	слово в	10	10
192	тому что	3	10
193	находится в	2	10
194	мы видим	3	10
195	это слово	6	10
196	и от	3	10
197	и мы	2	10
198	в словах	4	10
199	бы в	7	10
200	он не	14	10
201	если мы	3	10
202	и с	9	10
203	то время	2	10
204	что как	2	10
205	и есть	3	10
206	вопрос о	3	9
207	нам кажется	7	9
208	зрения и	5	9
209	могли бы	2	9
210	для самого	2	9
211	и даже	5	9
212	на него	6	9
213	себе не	2	9
214	и о	7	9
215	далеко не	7	9
216	с точки	21	9
217	от нее	2	9
218	самом деле	10	9
219	один из	3	9
220	в целом	8	9
221	можно сказать	2	9
222	что она	7	9
223	таким же	3	9
224	на самом	5	8
225	на вопрос	2	8
226	нельзя сказать	2	8
227	тот же	2	8
228	не как	20	8
229	слово как	5	8
230	и слово	4	8
231	все равно	2	8
232	но все	6	8
233	в самой	9	8
234	их в	8	8
235	именно в	5	8
236	в которых	4	8
237	только не	2	8
238	слова не	2	8
239	была бы	5	8
240	от них	3	8
241	между ними	6	8
242	с ними	2	8
243	словом и	3	8
244	слова с	7	8
245	от одного	2	8
246	не из	3	8
247	перестает быть	4	8
248	или в	7	8
249	слова но	4	7
250	для себя	3	7
251	а как	11	7
252	том же	4	7
253	одном из	2	7
254	самого начала	2	7
255	то оно	2	7
256	она не	10	7
257	к сознанию	2	7
258	и во	3	7
259	себя и	5	7
260	из одного	8	7
261	все эти	13	7
262	за пределы	7	7
263	за ним	4	7
264	за собою	3	7
265	превращается в	5	7
266	с этой	2	7
267	что у	2	7
268	в своих	4	7
269	в другой	4	7
270	все в	3	7
271	его к	4	7
272	слово может	4	7
273	но как	4	7
274	не всегда	2	7
275	тем как	5	7
276	на котором	3	7
277	самое слово	2	7
278	для понимания	4	7
279	на себе	3	7
280	в данном	2	7
281	бы и	6	7
282	сама по	5	7
283	в жизни	5	7
284	этом смысле	12	7
285	несмотря на	7	7
286	его на	2	6
287	и слова	2	6
288	слов в	2	6
289	в виду	3	6
290	как он	3	6
291	оно должно	2	6
292	в один	2	6
293	на его	2	6
294	в образе	2	6
295	в ее	2	6
296	в своей	11	6
297	должна быть	8	6
298	в этой	5	6
299	никак не	4	6
300	слово и	9	6
301	в мире	7	6
302	художественного произведения	2	6
303	в речи	3	6
304	у нас	3	6
305	то он	3	6
306	друг другу	3	6
307	образом и	4	6
308	в каждой	2	6
309	и к	5	6
310	но есть	2	6
311	к которому	2	6
312	в их	6	6
313	может стать	5	6
314	сознание и	6	6
315	к слову	2	6
316	и до	6	6
317	имеет значение	2	6
318	в сущности	10	6
319	да и	2	6
320	есть то	3	6
321	слово не	8	6
322	как например	2	6
323	об этом	3	6
324	и самое	4	6
325	ни было	4	6
326	а именно	2	6
327	не могло	2	6
328	представляется нам	2	6
329	но на	3	6
330	жизни и	3	6
331	и уже	3	6
332	же и	5	6
333	у него	11	6
334	ни был	2	6
335	лишь в	4	6
336	мы уже	4	6
337	и сами	3	6
338	но он	4	6
339	в процессе	6	5
340	были бы	5	5
341	от своего	2	5
342	как же	6	5
343	а с	2	5
344	можно было	3	5
345	они не	5	5
346	для создания	2	5
347	однако в	3	5
348	как слово	5	5
349	нет но	2	5
350	рядом с	19	5
351	уже и	2	5
352	одна из	5	5
353	на ней	2	5
354	себе а	3	5
355	как не	9	5
356	отношение к	4	5
357	входит в	9	5
358	этот вопрос	4	5
359	в нашем	2	5
360	чем в	3	5
361	даже в	6	5
362	перед нами	12	5
363	оно и	2	5
364	на предмет	4	5
365	слова а	2	5
366	и у	3	5
367	что может	4	5
368	как предмет	4	5
369	в произведении	7	5
370	на том	2	5
371	мы его	2	5
372	известной степени	2	5
373	слов и	2	5
374	все то	5	5
375	но при	4	5
376	но эти	4	5
377	времени и	2	5
378	в единстве	9	5
379	человека в	8	5
380	одним из	7	5
381	отношении к	5	5
382	в какой	2	5
383	лучше сказать	2	5
384	время как	2	5
385	на этот	4	5
386	и здесь	6	5
387	в той	5	5
388	к другому	6	5
389	конечно не	4	5
390	следовательно и	3	4
391	данном случае	2	4
392	в другом	3	4
393	мысль не	4	4
394	ее с	2	4
395	к своему	2	4
396	а его	2	4
397	от этого	2	4
398	но так	2	4
399	в поэзии	2	4
400	иначе и	2	4
401	ту же	2	4
402	искать в	2	4
403	то ни	3	4
404	не на	7	4
405	был бы	6	4
406	том и	2	4
407	и они	2	4
408	кажется что	4	4
409	произведения не	2	4
410	иметь в	2	4
411	что так	2	4
412	дело в	2	4
413	его как	5	4
414	кажется нам	2	4
415	все они	2	4
416	если оно	3	4
417	себе что	2	4
418	точке зрения	3	4
419	он может	4	4
420	ни в	5	4
421	еще более	2	4
422	из самого	2	4
423	или даже	2	4
424	но с	4	4
425	не дает	3	4
426	он должен	2	4
427	ничего не	8	4
428	не потому	2	4
429	сознании и	4	4
430	произведения и	2	4
431	не во	5	4
432	есть и	5	4
433	но эта	5	4
434	не знает	6	4
435	же нам	2	4
436	самый предмет	2	4
437	говорит он	6	4
438	он в	3	4
439	все его	3	4
440	этой точки	2	4
441	бы то	3	4
442	с его	11	4
443	внешнего мира	3	4
444	только то	3	4
445	стороны и	4	4
446	явления в	2	4
447	сознания и	8	4
448	и вполне	2	4
449	этом отношении	3	4
450	такой же	4	4
451	и так	2	4
452	про себя	2	4
453	эти отношения	2	4
454	он говорит	2	4
455	души в	2	4
456	на этом	2	4
457	со своим	2	4
458	я и	2	4
459	он есть	6	4
460	отношения к	5	4
461	бы с	2	3
462	к этим	2	3
463	как человек	3	3
464	и сама	2	3
465	она может	2	3
466	нисколько не	3	3
467	слово а	2	3
468	и ее	5	3
469	в отношении	5	3
470	мы и	2	3
471	ни были	3	3
472	из тех	2	3
473	и всегда	2	3
474	о слове	2	3
475	в формах	3	3
476	от ее	3	3
477	отличие от	4	3
478	и др	7	3
479	здесь мы	4	3
480	что этот	2	3
481	к самому	2	3
482	и человек	2	3
483	идеи в	10	3
484	на слово	2	3
485	слова мы	2	3
486	не была	4	3
487	как объект	5	3
488	входят в	2	3
489	представим себе	2	3
490	для этого	3	3
491	кроме того	5	3
492	и наконец	7	3
493	или как	8	3
494	себе и	5	3
495	сказать о	2	3
496	я в	2	3
497	речь и	2	3
498	его жизни	2	3
499	у меня	6	3
500	как будто	4	3
501	именно на	3	3
502	в себя	6	3
503	находиться в	3	3
504	мы будем	2	3
505	в различных	3	3
506	а что	5	3
507	и говорить	2	3
508	в одной	8	3
509	но для	3	3
510	в приведенном	2	3
511	видеть в	2	3
512	а то	3	3
513	него самого	2	3
514	с которой	2	3
515	образ а	2	3
516	сливается с	6	3
517	словом но	2	3
518	большинстве случаев	10	3
519	здесь не	7	3
520	человек и	2	3
521	в пространстве	3	3
522	как во	2	3
523	это в	2	3
524	в результате	7	3
525	мы увидим	6	3
526	предмет в	2	3
527	ее в	3	3
528	или наоборот	2	3
529	лежащие в	2	3
530	жизни не	2	3
531	в большинстве	11	3
532	их и	2	3
533	настоящего времени	2	3
534	связи между	3	3
535	на мир	6	3
536	он сам	5	3
537	в форме	8	3
538	они ни	2	3
539	не значит	4	3
540	в большей	2	3
541	однако не	3	3
542	он все	3	2
543	во времени	3	2
544	во все	2	2
545	его внутреннюю	2	2
546	к более	2	2
547	себе как	2	2
548	на пути	2	2
549	человека по	2	2
550	бы оно	2	2
551	слова что	2	2
552	на друга	2	2
553	одном слове	3	2
554	к различным	2	2
555	словом как	3	2
556	для другого	2	2
557	нуждаются в	2	2
558	значение для	3	2
559	для своего	2	2
560	все остальное	2	2
561	тоже не	3	2
562	же не	4	2
563	в единство	9	2
564	как дух	2	2
565	и самого	4	2
566	того и	4	2
567	приходит в	2	2
568	далее и	2	2
569	на языке	2	2
570	этом не	2	2
571	быть и	2	2
572	на их	2	2
573	художественный образ	2	2
574	бы он	4	2
575	какой бы	2	2
576	словами в	2	2
577	лежит в	2	2
578	и эта	2	2
579	в первой	3	2
580	с их	7	2
581	время не	3	2
582	самосознания и	4	2
583	но этого	2	2
584	этот мир	3	2
585	оно ни	2	2
586	переходит к	2	2
587	целый ряд	2	2
588	во второй	2	2
589	нет ни	2	2
590	понятно что	2	2
591	образом как	3	2
592	глубины души	3	2
593	и имеет	2	2
594	нами в	3	2
595	образ в	2	2
596	непосредственно в	2	2
597	и грубый	2	2
598	тому же	2	2
599	когда он	2	2
600	и могут	3	2
601	его слово	2	2
602	раз и	6	2
603	не об	2	2
604	при всей	2	2
605	слов с	2	2
606	ему не	2	2
607	внешнее и	2	2
608	него как	3	2
609	эта особенность	4	2
610	человека но	2	2
611	как выражение	2	2
612	что из	2	2
613	является в	2	2
614	для других	2	2
615	это и	5	2
616	друга и	2	2
617	то будет	2	2
618	себе самом	12	2
619	о нем	15	2
620	входящий в	2	2
621	мы ее	2	2
622	заключенных в	2	2
623	сознания не	4	2
624	может служить	3	2
625	она так	2	2
626	от предшествующих	2	2
627	не образ	2	2
628	и другого	3	2
629	же как	2	2
630	из его	3	2
631	становится объектом	2	2
632	не за	3	2
633	я не	6	2
634	мира но	2	2
635	не исчерпывается	2	2
636	слово то	2	2
637	и нет	6	2
638	они могут	4	2
639	ведь мы	2	2
640	и еще	2	2
641	в противоположность	2	2
642	всех этих	2	2
643	себя в	3	2
644	не нужно	2	2
645	вне его	4	2
646	отличается от	5	2
647	ко второму	2	2
648	слова как	3	2
649	человека из	4	2
650	и сам	6	2
651	его и	3	2
652	бы уже	2	2
653	друг на	2	2
654	переходим к	4	2
655	точек зрения	7	2
656	оно может	2	2
657	в устах	2	2
658	из которых	3	2
659	действительности не	2	2
660	личной жизни	2	2
661	зависимости от	5	2
662	лишь один	2	2
663	себе еще	4	2
664	как его	4	2
665	по своим	4	2
666	этих случаях	2	2
667	а следовательно	2	2
