N	2gram	Voloshinov	Narrotol
339	чем иным	2	2
340	во внешнем	12	2
341	в мир	4	2
342	и вообще	4	2
343	все то	3	2
344	но все	2	2
345	время в	2	2
346	сознания и	6	2
347	и через	2	2
348	нас в	2	2
349	должно быть	2	2
350	по мнению	8	2
351	на это	3	2
352	бы в	2	2
353	в составе	2	2
354	матери а	2	2
355	также в	2	2
356	в этот	4	2
357	мы можем	20	2
358	на первый	5	2
359	слова и	4	2
360	превращается в	2	2
361	все это	12	2
362	и служит	2	2
363	не есть	2	2
364	жизни то	2	2
365	и наконец	12	2
366	человека как	2	2
367	и есть	3	2
368	одним из	3	2
369	опирается на	2	2
370	его и	2	2
371	смысл и	2	2
372	в течение	2	2
373	себе и	3	2
374	во всех	13	2
375	должна быть	2	2
376	отношение к	7	2
377	о своих	3	2
378	и является	3	2
379	всей его	2	2
380	которое не	3	2
381	когда он	3	2
382	того же	3	2
383	будто бы	2	2
384	во многом	2	2
385	в историю	2	2
386	зрения на	6	2
387	из которых	2	2
388	таком случае	4	2
389	вся жизнь	2	2
390	личной жизни	2	2
391	новое и	2	2
392	раз и	3	2
393	еще более	2	2
394	свести к	3	2
395	из него	3	2
396	это и	4	2
397	может оказаться	2	2
398	совершенно иной	2	2
399	если же	2	2
400	один и	3	2
401	этих двух	3	2
402	мы и	4	2
403	не можем	6	2
404	с помощью	20	2
405	а потому	4	2
406	ясно что	2	2
