N	2gram	Ircho_Kome	Problemy
179	все его	2	7
180	он с	2	7
181	между ними	4	7
182	из своего	5	7
183	то ни	4	7
184	что они	3	7
185	и ее	3	7
186	все равно	3	7
187	например в	3	7
188	тот же	11	7
189	бы то	3	7
190	сказать что	4	7
191	друг другу	3	7
192	что она	10	7
193	такой же	2	7
194	во всех	4	7
195	на этот	6	7
196	если же	2	7
197	не было	6	7
198	как его	4	7
199	идет о	3	6
200	в построении	4	6
201	как он	5	6
202	которым он	2	6
203	на вопрос	5	6
204	знает что	2	6
205	отличие от	5	6
206	он знает	4	6
207	а с	2	6
208	по существу	4	6
209	выражение в	3	6
210	не менее	9	6
211	и этим	3	6
212	на его	5	6
213	себя в	3	6
214	и во	3	6
215	во время	8	6
216	и здесь	11	6
217	на них	3	6
218	для этого	3	6
219	как же	2	6
220	с этим	5	6
221	в начале	5	6
222	можно было	3	6
223	ни был	2	6
224	за ним	3	6
225	во всем	2	6
226	и вот	3	6
227	него в	3	6
228	друг друга	7	6
229	в отличие	3	6
230	в этой	7	6
231	на то	3	6
232	в своих	4	6
233	этот вопрос	2	6
234	в другой	5	6
235	в которых	7	6
236	на этом	3	6
237	конечно не	4	6
238	в основе	3	6
239	на фоне	2	6
240	не мог	2	6
241	отношения к	2	6
242	знаю что	2	6
243	нисколько не	3	5
244	слов в	2	5
245	не хочет	6	5
246	том же	2	5
247	была бы	2	5
248	со всеми	2	5
249	по своему	3	5
250	с тем	6	5
251	тому что	5	5
252	они не	2	5
253	того же	9	5
254	в уста	2	5
255	на себя	10	5
256	в чем	7	5
257	я теперь	2	5
258	однако в	5	5
259	один из	6	5
260	мы не	6	5
261	в ее	3	5
262	но при	2	5
263	в глаза	3	5
264	совершенно не	2	5
265	нет и	4	5
266	человека с	2	5
267	тому же	11	5
268	когда он	5	5
269	что ты	3	5
270	как можно	2	5
271	да что	2	5
272	с собой	4	5
273	высшей степени	2	5
274	я и	2	5
275	в высшей	2	5
276	в ней	7	5
277	вместе с	16	5
278	тем не	3	4
279	нет ни	2	4
280	в каждой	2	4
281	стороны и	4	4
282	при всей	2	4
283	конечно в	2	4
284	от того	2	4
285	под влиянием	2	4
286	из которых	7	4
287	или менее	2	4
288	для понимания	3	4
289	от них	2	4
290	более или	2	4
291	на себе	2	4
292	и без	2	4
293	остается в	3	4
294	перед его	2	4
295	то это	5	4
296	здесь в	2	4
297	связи с	5	4
298	он был	6	4
299	войти в	2	4
300	в первом	2	4
301	которую он	3	4
302	в первой	3	4
303	хоть и	3	4
304	время как	3	4
305	что с	4	4
306	это в	2	4
307	в которой	6	4
308	к концу	3	4
309	его за	3	4
310	только что	11	4
311	об этом	12	4
312	бы не	3	4
313	и мысли	3	4
314	этом отношении	2	4
315	с этой	5	4
316	времени и	2	4
317	именно потому	2	4
318	все что	6	4
319	еще более	4	4
320	образом и	2	4
321	и если	3	4
322	если не	7	4
323	таким же	2	4
324	здесь нет	4	4
325	чтобы не	3	3
326	он понимает	2	3
327	или к	2	3
328	о чем	11	3
329	ни одной	2	3
330	человека и	2	3
331	сам не	2	3
332	по своей	2	3
333	же ты	3	3
334	ты как	2	3
335	что вы	2	3
336	а его	2	3
337	от ее	3	3
338	мы знаем	2	3
339	в руках	3	3
340	он говорит	3	3
341	может служить	2	3
342	меня и	2	3
343	между собой	5	3
344	нуждается в	2	3
345	что из	2	3
346	того чтобы	9	3
347	а затем	4	3
348	между двумя	2	3
349	и по	3	3
350	же в	3	3
351	е в	2	3
352	этом случае	2	3
353	еще один	2	3
354	обращается к	4	3
355	признать что	5	3
356	в других	4	3
357	того как	5	3
358	мы видим	2	3
359	и мы	5	3
360	одной из	4	3
361	чтобы в	3	3
362	как например	2	3
363	из этих	2	3
364	говорить о	6	3
365	и еще	4	3
366	то время	3	3
367	не является	5	3
368	да еще	3	3
369	так я	2	3
370	в изображении	3	3
371	и есть	3	3
372	себе не	2	3
373	что его	10	3
374	по всему	3	3
375	мы можем	7	3
376	не с	2	3
377	раз в	3	3
378	в смысле	2	3
379	если мы	2	3
380	все еще	2	3
381	в устах	2	3
382	говорит о	2	3
383	и рассказ	2	3
384	и особенно	2	3
385	уверен что	2	3
386	в таком	2	3
387	нового времени	5	3
388	и эта	2	3
389	не дает	5	3
390	без всякого	2	3
391	тем же	3	3
392	чем в	5	3
393	сам себе	2	2
394	что их	4	2
395	из всех	3	2
396	его на	5	2
397	в ответ	4	2
398	такая же	2	2
399	же его	2	2
400	знаю я	2	2
401	к этому	11	2
402	должны были	2	2
403	не был	2	2
404	ему и	3	2
405	видеть в	2	2
406	должен быть	2	2
407	того в	3	2
408	отца не	3	2
409	не всегда	2	2
410	от своего	2	2
411	ни одно	3	2
412	свою очередь	10	2
413	и был	2	2
414	из уст	2	2
415	друга и	2	2
416	в образе	5	2
417	достаточно сравнить	2	2
418	к сожалению	2	2
419	человека а	2	2
420	себе в	6	2
421	одно из	3	2
422	чем не	2	2
423	надо было	3	2
424	не так	4	2
425	по сравнению	3	2
426	среди которых	4	2
427	материал для	2	2
428	в г	3	2
429	она была	2	2
430	друг за	2	2
431	как она	2	2
432	с большим	4	2
433	теперь же	3	2
434	в лучшем	2	2
435	и там	3	2
436	ипполита и	4	2
437	с которой	2	2
438	для создания	2	2
439	как впрочем	2	2
440	ответ на	7	2
441	он так	4	2
442	не могла	3	2
443	не позволяет	4	2
444	этих двух	2	2
445	такое же	2	2
446	отнюдь не	5	2
447	ней в	2	2
448	обращает на	3	2
449	этот раз	2	2
450	до того	4	2
451	известной степени	2	2
452	образом в	2	2
453	же если	2	2
454	к его	4	2
455	ты меня	2	2
456	любовь к	4	2
457	независимо от	4	2
458	ее на	2	2
459	не знаю	2	2
460	бы к	2	2
461	его жизни	2	2
462	во второй	2	2
463	в которые	2	2
464	наконец на	2	2
465	с уже	2	2
466	было в	2	2
467	стало быть	2	2
468	целый ряд	5	2
469	что здесь	2	2
470	не он	3	2
471	в качестве	4	2
472	для того	9	2
473	отрывок из	2	2
474	в истории	2	2
475	для нас	7	2
476	не столько	3	2
477	отказаться от	3	2
478	в центре	2	2
479	к ней	9	2
480	она и	2	2
481	сюжета в	2	2
482	с одной	5	2
483	на пути	2	2
484	в какой	4	2
485	после того	3	2
486	больше всего	4	2
487	иначе как	2	2
488	не имеет	6	2
489	не случайно	3	2
490	за пределами	3	2
491	прежде чем	4	2
492	что для	7	2
493	столь же	5	2
494	правда он	3	2
495	ничем не	4	2
496	представляется нам	2	2
497	ему не	4	2
498	в свою	12	2
499	найти в	2	2
500	за другом	2	2
501	роль в	3	2
502	перед ним	4	2
503	здесь и	3	2
504	от нее	5	2
505	только как	2	2
506	из этого	2	2
507	человека который	3	2
508	не следует	2	2
509	же самое	3	2
510	один и	3	2
511	впрочем и	2	2
512	и речи	4	2
513	меня в	2	2
514	что касается	5	2
515	во втором	2	2
516	с помощью	4	2
