N	2gram	Vygotskiy_	Komedia
149	а затем	4	8
150	связи с	14	8
151	другой стороны	5	8
152	можно было	10	8
153	бы в	5	8
154	с этой	6	8
155	в течение	2	8
156	при всем	2	8
157	что у	3	8
158	в которых	3	8
159	во всех	3	8
160	вопрос о	2	7
161	в первую	2	7
162	до конца	2	7
163	в себе	9	7
164	и поэтому	4	7
165	в другом	3	7
166	и у	7	7
167	и к	9	7
168	мы знаем	10	7
169	самого начала	6	7
170	в других	2	7
171	но если	2	7
172	и это	7	7
173	и во	4	7
174	этот раз	2	7
175	в связи	9	7
176	что они	23	7
177	во всяком	10	7
178	если в	3	7
179	тех же	2	7
180	из этих	5	7
181	хотя бы	2	7
182	в результате	6	7
183	дело с	3	7
184	целый ряд	4	7
185	должен был	2	7
186	не является	13	7
187	ни было	2	7
188	в этих	4	7
189	и тот	6	7
190	не имеет	3	7
191	по которым	2	7
192	или иначе	2	7
193	отнюдь не	6	7
194	для нас	6	7
195	всяком случае	10	7
196	даже в	5	6
197	в силу	9	6
198	в виду	4	6
199	и тем	8	6
200	в области	9	6
201	том числе	3	6
202	могут быть	9	6
203	здесь в	2	6
204	в сущности	3	6
205	в дальнейшем	3	6
206	на которые	3	6
207	тем не	6	6
208	и как	11	6
209	как правило	2	6
210	с и	2	6
211	в отличие	8	6
212	в какой	5	6
213	на то	7	6
214	в своих	3	6
215	когда он	5	6
216	которую он	2	6
217	в другой	2	6
218	а по	3	6
219	на этом	3	6
220	представляет собой	6	6
221	главным образом	3	6
222	с точки	11	6
223	или в	4	6
224	а не	7	6
225	не дает	2	6
226	не мог	4	6
227	никогда не	11	5
228	этом отношении	9	5
229	это не	5	5
230	из всех	2	5
231	из того	4	5
232	вслед за	4	5
233	в каждом	2	5
234	в обоих	2	5
235	одним из	6	5
236	в следующем	4	5
237	роль в	5	5
238	и мы	2	5
239	вывод что	2	5
240	в развитии	46	5
241	все время	6	5
242	по существу	4	5
243	представить себе	3	5
244	мы имеем	6	5
245	что на	2	5
246	между собой	15	5
247	же не	3	5
248	в действительности	3	5
249	который в	4	5
250	все остальные	2	5
251	совпадают с	5	5
252	сказать что	10	5
253	и от	5	5
254	для этого	3	5
255	что это	8	5
256	в мире	2	5
257	ни малейшего	2	5
258	также в	2	5
259	известно что	2	5
260	от того	8	5
261	что по	2	5
262	именно в	6	5
263	приводит к	5	5
264	от нее	4	5
265	же самое	9	5
266	той же	8	5
267	тем же	8	5
268	с помощью	64	5
269	чем в	4	5
270	все более	2	4
271	которые в	5	4
272	к этим	2	4
273	в построении	2	4
274	в глаза	2	4
275	не столько	4	4
276	видеть в	4	4
277	в пользу	7	4
278	с достаточной	2	4
279	к которому	6	4
280	по своей	12	4
281	ничем не	2	4
282	тем как	4	4
283	или менее	5	4
284	отрицать что	2	4
285	по сравнению	6	4
286	это обстоятельство	4	4
287	с полным	3	4
288	может служить	2	4
289	все его	2	4
290	он так	2	4
291	между ними	6	4
292	сравнению с	4	4
293	аналогии с	2	4
294	же как	10	4
295	когда в	3	4
296	что с	8	4
297	не на	2	4
298	здесь мы	4	4
299	например в	2	4
300	в основе	32	4
301	как известно	7	4
302	обоих случаях	2	4
303	одна из	2	4
304	одно из	2	4
305	каждый из	2	4
306	то и	5	4
307	с их	3	4
308	был бы	2	4
309	и их	4	4
310	такой же	4	4
311	одновременно с	2	4
312	нас в	4	4
313	том чтобы	2	4
314	далеко не	2	4
315	с ребенком	2	4
316	их в	6	4
317	с которым	2	4
318	что мы	18	4
319	мог бы	5	4
320	в той	2	4
321	перед ним	4	4
322	что эта	2	4
323	этой области	2	4
324	все равно	4	4
325	в себя	3	4
326	и речи	27	4
327	если мы	12	3
328	в так	2	3
329	и потому	2	3
330	не могут	5	3
331	путь к	3	3
332	указывает на	3	3
333	действия и	2	3
334	нисколько не	3	3
335	приходит к	7	3
336	с той	3	3
337	для себя	2	3
338	остается в	2	3
339	на пути	2	3
340	ситуации в	2	3
341	что именно	3	3
342	на все	2	3
343	а как	2	3
344	том же	3	3
345	друг от	2	3
346	только на	2	3
347	которым он	2	3
348	такое же	2	3
349	представления о	2	3
350	а с	4	3
351	не являются	4	3
352	характеризуется как	2	3
353	на две	2	3
354	мы в	3	3
355	от этого	6	3
356	в эту	3	3
357	они не	4	3
358	или по	2	3
359	с другом	10	3
360	состоит в	4	3
361	только при	2	3
362	в высшей	11	3
363	таким же	4	3
364	этом же	2	3
365	внешней и	3	3
366	по этому	6	3
367	обстоятельство что	4	3
368	для них	3	3
369	в виде	4	3
370	для развития	5	3
371	с ними	3	3
372	и когда	3	3
373	все еще	2	3
374	между двумя	3	3
375	конечно в	2	3
376	мы видели	8	3
377	числе и	3	3
378	нет никаких	6	3
379	и эта	4	3
380	в новое	2	3
381	бы к	2	3
382	друг с	10	3
383	мы находим	3	3
384	в действии	8	3
385	и одновременно	3	3
386	пути к	3	3
387	и внутренней	4	3
388	и более	4	3
389	более или	3	3
390	связанные с	3	3
391	если это	2	3
392	к одной	3	3
393	то обстоятельство	4	3
394	по себе	11	3
395	находится в	4	3
396	только после	2	3
397	в один	4	3
398	высшей степени	11	3
399	является не	6	3
400	целого ряда	2	3
401	в таком	4	3
402	как на	2	3
403	нельзя не	2	3
404	во всем	7	3
405	в нашем	2	3
406	один и	6	3
407	однако не	3	3
408	от друга	2	3
409	еще и	2	2
410	в каком	3	2
411	перед нами	15	2
412	к одному	10	2
413	отношения между	6	2
414	тем самым	6	2
415	те же	6	2
416	показывают что	6	2
417	для человека	2	2
418	означает что	2	2
419	случае в	2	2
420	без слов	2	2
421	одному и	5	2
422	с целью	2	2
423	человека и	6	2
424	собой и	2	2
425	а потом	2	2
426	не как	3	2
427	в конечном	2	2
428	что здесь	2	2
429	поэтому мы	2	2
430	которых мы	2	2
431	остановиться на	3	2
432	достаточно вспомнить	2	2
433	слово в	4	2
434	всех остальных	2	2
435	об отношении	2	2
436	не могли	3	2
437	полным основанием	3	2
438	в свое	2	2
439	к выводу	2	2
440	у них	3	2
441	и при	3	2
442	в основном	6	2
443	нас не	2	2
444	того что	17	2
445	со всеми	9	2
446	со всей	5	2
447	на которых	3	2
448	о нем	2	2
449	только потому	2	2
450	как уже	8	2
451	что все	2	2
452	общего с	3	2
453	и тех	2	2
454	мы узнаем	2	2
455	и третий	2	2
456	зависимости от	7	2
457	указывают на	4	2
458	ту же	2	2
459	ближе всего	3	2
460	этой точки	4	2
461	выступает в	3	2
462	и те	3	2
463	в известном	6	2
464	же что	2	2
465	в основу	5	2
466	точно так	4	2
467	здесь не	2	2
468	мы видим	13	2
469	средством для	2	2
470	в зависимости	6	2
471	все эти	9	2
472	чтобы они	2	2
473	и может	4	2
474	нечто подобное	2	2
475	в реальном	3	2
476	который по	2	2
477	что эти	4	2
478	этом случае	4	2
479	для обозначения	4	2
480	бы и	2	2
481	особенно в	2	2
482	с которыми	4	2
483	вообще говоря	2	2
484	имеет в	2	2
485	по одному	3	2
486	то в	3	2
487	того типа	2	2
488	быть не	2	2
489	которую можно	2	2
490	как например	2	2
491	они могут	3	2
492	с другими	3	2
493	так мы	2	2
494	но это	7	2
495	в собственном	12	2
496	однако и	2	2
497	с ней	4	2
498	о котором	2	2
499	с уже	2	2
500	реакции на	2	2
501	же образом	2	2
502	с ее	5	2
503	слова и	8	2
504	встречается в	5	2
505	слова с	2	2
506	зрения на	2	2
507	не означает	2	2
508	но они	4	2
509	речь в	3	2
510	формы и	3	2
511	друг на	3	2
512	для него	6	2
513	в жизни	3	2
514	иначе как	2	2
515	можно считать	3	2
516	и является	2	2
517	этот вопрос	5	2
518	его к	6	2
519	то мы	2	2
520	ее в	2	2
521	что речь	4	2
522	от всех	2	2
523	не будет	2	2
524	стороны он	2	2
525	в смысле	9	2
526	внимание что	2	2
527	и тому	6	2
528	наталкивается на	2	2
529	указывает что	3	2
530	этом смысле	7	2
531	и снова	4	2
532	в настоящем	2	2
533	ко всем	2	2
534	как она	4	2
535	тому как	2	2
536	не знаем	2	2
537	которой он	2	2
538	к жизни	2	2
539	в случае	3	2
540	в стороне	2	2
541	к другому	2	2
542	связь с	4	2
543	бы ни	2	2
544	мы уже	8	2
545	на первый	5	2
546	и только	4	2
547	в форме	2	2
548	же и	2	2
549	первый план	5	2
550	со словом	2	2
