N	2gram	Ircho_Kome	Formalny
192	же и	2	7
193	в высшей	2	7
194	чем же	2	7
195	в которой	6	6
196	в конце	14	6
197	отношение к	7	6
198	на этом	3	6
199	и тем	4	6
200	в частности	4	6
201	его и	3	6
202	и это	4	6
203	тому что	5	6
204	в этих	2	6
205	его не	3	6
206	на ее	4	6
207	один из	6	6
208	нисколько не	3	6
209	он был	6	6
210	к его	4	6
211	из этих	2	6
212	за пределы	3	6
213	такой же	2	6
214	не по	7	6
215	от нее	5	6
216	нет и	4	6
217	например в	3	6
218	о том	21	6
219	их в	3	6
220	в смысле	2	6
221	уже в	3	6
222	если он	3	6
223	как она	2	6
224	с ним	10	6
225	той же	2	6
226	даже в	3	5
227	она должна	2	5
228	должен был	6	5
229	должно было	3	5
230	от того	2	5
231	в виду	3	5
232	а как	2	5
233	отличие от	5	5
234	одной из	4	5
235	не так	4	5
236	не приходится	5	5
237	одного из	4	5
238	в отличие	3	5
239	не могла	3	5
240	то это	5	5
241	что не	5	5
242	и по	3	5
243	обстоит дело	3	5
244	даже не	5	5
245	хотя и	6	5
246	да и	3	5
247	если в	4	5
248	в эпоху	2	5
249	не столько	3	5
250	как например	2	5
251	в мире	2	5
252	и эта	2	5
253	а о	2	5
254	мы можем	7	5
255	с этой	5	5
256	для нас	7	5
257	к нему	8	5
258	не имеет	6	5
259	в котором	6	5
260	в отношении	4	5
261	приводит к	4	5
262	и со	2	5
263	равно как	7	5
264	и что	8	5
265	же в	3	5
266	таким же	2	5
267	друг другу	3	5
268	не найдем	2	5
269	вопрос о	2	5
270	чтобы не	3	4
271	от него	2	4
272	а на	3	4
273	должны были	2	4
274	одним из	2	4
275	конце концов	3	4
276	как он	5	4
277	себе в	6	4
278	они были	2	4
279	он в	2	4
280	идет о	3	4
281	между двумя	2	4
282	к этой	2	4
283	того же	9	4
284	не будет	2	4
285	здесь в	2	4
286	аналогии с	2	4
287	самого начала	5	4
288	и во	3	4
289	был бы	4	4
290	с самого	5	4
291	только как	2	4
292	тех же	3	4
293	но при	2	4
294	бы к	2	4
295	к ней	9	4
296	тем не	3	4
297	на него	6	4
298	едва ли	16	4
299	целый ряд	5	4
300	как не	2	4
301	в таком	2	4
302	и о	3	4
303	под влиянием	2	4
304	но если	3	4
305	сам он	3	4
306	что для	7	4
307	каждой из	4	4
308	один и	3	4
309	или иначе	3	4
310	этот вопрос	2	4
311	и этим	3	4
312	в лучшем	2	4
313	к другому	2	4
314	это время	2	4
315	и если	3	3
316	для создания	2	3
317	том как	5	3
318	иначе обстоит	3	3
319	то мы	2	3
320	не всегда	2	3
321	так что	7	3
322	в развитии	3	3
323	к сожалению	2	3
324	со всеми	2	3
325	от них	2	3
326	материал для	2	3
327	так или	3	3
328	она была	2	3
329	с другом	3	3
330	состоит в	2	3
331	на его	5	3
332	нуждается в	2	3
333	ней и	3	3
334	мы видим	2	3
335	числе и	2	3
336	к своему	4	3
337	было в	2	3
338	в качестве	4	3
339	е в	2	3
340	требует от	4	3
341	тот же	11	3
342	все остальные	2	3
343	никак не	2	3
344	является конечно	2	3
345	тем более	9	3
346	в это	2	3
347	и тот	6	3
348	друг с	3	3
349	дело с	4	3
350	во второй	2	3
351	во всем	2	3
352	каждого из	3	3
353	том числе	2	3
354	бы не	3	3
355	в чем	7	3
356	в известной	3	3
357	не с	2	3
358	том чтобы	4	3
359	на то	3	3
360	когда он	5	3
361	к одной	2	3
362	в которых	7	3
363	из себя	3	3
364	вещей и	2	3
365	в одном	3	3
366	и снова	2	3
367	со своей	2	3
368	что эта	2	3
369	полагать что	2	3
370	и особенно	2	3
371	же самое	3	3
372	за ней	2	3
373	не дает	5	3
374	но он	3	3
375	иначе как	2	2
376	человека в	4	2
377	не делает	2	2
378	вывод что	2	2
379	в каждой	2	2
380	из того	3	2
381	о чем	11	2
382	в тех	4	2
383	человека и	2	2
384	как из	3	2
385	в другом	2	2
386	не был	2	2
387	если она	2	2
388	того в	3	2
389	сама она	2	2
390	положение вещей	3	2
391	ни одной	2	2
392	они будут	2	2
393	тем как	2	2
394	или вовсе	2	2
395	что ни	7	2
396	не знает	7	2
397	а с	2	2
398	в руках	3	2
399	к ним	5	2
400	к вопросу	2	2
401	общего с	2	2
402	представляется нам	2	2
403	и без	2	2
404	или к	2	2
405	мы имеем	4	2
406	уже о	2	2
407	всю свою	2	2
408	не говоря	2	2
409	однако в	5	2
410	один шаг	2	2
411	по этому	3	2
412	же не	3	2
413	мы в	3	2
414	его на	5	2
415	в силу	2	2
416	при всем	5	2
417	ней как	2	2
418	на кого	2	2
419	о ней	2	2
420	говоря уже	2	2
421	никто не	2	2
422	в двух	7	2
423	этом случае	2	2
424	из его	3	2
425	который в	3	2
426	в первой	3	2
427	представление о	2	2
428	отношения между	2	2
429	к началу	3	2
430	нет никаких	2	2
431	х годов	2	2
432	из этой	2	2
433	это в	2	2
434	можно было	3	2
435	что она	10	2
436	себя в	3	2
437	дело не	2	2
438	таким путем	2	2
439	а сам	2	2
440	прежде чем	4	2
441	принадлежат к	2	2
442	и вот	3	2
443	на земле	2	2
444	времени и	2	2
445	явно не	2	2
446	что его	10	2
447	действующих лиц	7	2
448	а для	2	2
449	все равно	3	2
450	именно потому	2	2
451	на этот	6	2
452	далеко не	3	2
453	он говорит	3	2
454	мы найдем	3	2
455	какой мере	2	2
456	только один	2	2
457	имеем в	2	2
458	в другой	5	2
459	что между	2	2
460	выражение в	3	2
461	этих двух	2	2
462	времени не	2	2
463	что мы	4	2
464	несмотря на	7	2
465	начинается с	2	2
466	все что	6	2
467	говорит о	2	2
468	и есть	3	2
469	и всякий	2	2
470	чем в	5	2
