N	2gram	Losev_Vesc	FransuaR
131	превращается в	3	18
132	но они	2	18
133	это и	12	18
134	перед нами	3	18
135	одна из	6	18
136	конечно и	2	18
137	для того	3	17
138	но все	3	17
139	того что	16	17
140	можно было	6	17
141	в результате	9	17
142	и вот	4	17
143	еще более	4	17
144	конечно не	2	17
145	а не	34	17
146	нужно сказать	2	16
147	тот же	4	16
148	ничего не	12	16
149	в свете	8	16
150	между ними	6	16
151	в другом	3	16
152	дело в	6	16
153	с одной	3	16
154	одно из	2	15
155	в истории	3	15
156	и вообще	6	15
157	мысли и	5	15
158	мы еще	2	15
159	и прежде	2	15
160	говорили что	2	15
161	а затем	2	15
162	в первой	2	15
163	в которой	5	15
164	почти все	2	15
165	от всех	5	15
166	в самой	3	15
167	не мог	3	15
168	мы не	8	14
169	все что	3	14
170	по существу	3	14
171	в данном	6	14
172	и образ	3	14
173	в более	2	14
174	несмотря на	6	14
175	в чем	10	14
176	в котором	4	14
177	как он	2	13
178	что все	2	13
179	на этой	2	13
180	это было	2	13
181	или в	3	13
182	с этим	4	13
183	и еще	4	13
184	бы в	9	13
185	жизнь и	2	13
186	в жизни	5	13
187	и есть	40	13
188	и сам	3	13
189	не на	2	13
190	и эта	4	13
191	о чем	2	13
192	на все	2	13
193	только на	3	13
194	одной стороны	3	13
195	у нас	9	12
196	вещей и	12	12
197	все то	2	12
198	жизни в	3	12
199	и ее	19	12
200	но именно	3	12
201	по своей	3	12
202	раз в	2	12
203	главным образом	3	12
204	не был	2	12
205	можно сказать	8	12
206	другой стороны	3	12
207	об этом	5	12
208	с полной	6	12
209	это уже	2	11
210	и более	4	11
211	ни с	8	11
212	из этого	3	11
213	в свое	2	11
214	она была	2	11
215	он говорит	2	11
216	уже не	15	11
217	и что	22	11
218	другими словами	9	11
219	из самых	3	11
220	момент в	6	11
221	слова и	7	11
222	между собою	12	11
223	с ними	4	11
224	той или	3	11
225	что они	12	11
226	и так	2	11
227	данном случае	2	10
228	и они	2	10
229	образом и	4	10
230	здесь как	2	10
231	по преимуществу	2	10
232	поэтому в	2	10
233	человека и	3	10
234	конце концов	2	10
235	к тому	3	10
236	ту же	2	10
237	его как	2	10
238	нас в	3	10
239	что для	5	10
240	выражение в	3	10
241	даже и	5	10
242	в целом	3	10
243	да и	5	10
244	не просто	23	10
245	но оно	3	10
246	свое время	2	9
247	что не	11	9
248	говорит о	3	9
249	относится к	6	9
250	но как	3	9
251	как это	4	9
252	в разных	6	9
253	и то	14	9
254	видим что	2	9
255	для нас	2	9
256	и со	2	9
257	как к	5	9
258	что на	2	9
259	что образ	2	9
260	не имеет	2	9
261	мы можем	4	9
262	о котором	2	9
263	но на	2	9
264	не понимает	3	9
265	отношения к	3	9
266	чем же	5	9
267	с этой	6	8
268	следовательно и	2	8
269	так что	9	8
270	с тем	8	8
271	от этого	3	8
272	и без	4	8
273	со всем	5	8
274	для этого	5	8
275	если бы	8	8
276	и мира	2	8
277	нуждается в	2	8
278	но эта	2	8
279	и ни	3	8
280	в это	2	8
281	мы сказали	2	8
282	ведь и	6	8
283	но эти	2	8
284	нельзя было	4	8
285	и она	3	8
286	перестает быть	3	8
287	отрыве от	3	8
288	более или	4	8
289	видели что	3	8
290	но с	2	8
291	или менее	4	8
292	не менее	11	8
293	дело не	4	8
294	как о	5	8
295	то время	4	8
296	к этим	2	7
297	точка зрения	5	7
298	в отрыве	3	7
299	и та	2	7
300	как нечто	3	7
301	в одну	2	7
302	них и	2	7
303	никак не	7	7
304	не как	2	7
305	себе и	2	7
306	что у	5	7
307	в свою	5	7
308	должен быть	5	7
309	тому как	5	7
310	мы говорили	2	7
311	мы будем	3	7
312	есть только	18	7
313	только с	3	7
314	одного из	2	7
315	в виде	3	7
316	во всяком	4	7
317	себя в	11	7
318	подобно тому	5	7
319	из которых	3	7
320	в состоянии	2	7
321	том как	4	7
322	на него	3	7
323	и если	5	7
324	что значит	8	7
325	к себе	4	7
326	и вещей	3	7
327	нас не	2	7
328	нет ничего	2	7
329	но она	3	7
330	нет и	4	7
331	же и	2	7
332	руки и	2	6
333	для всего	2	6
334	что здесь	2	6
335	тех кто	2	6
336	свою очередь	5	6
337	у них	2	6
338	свидетельствует о	3	6
339	вот это	3	6
340	переходит в	4	6
341	на их	2	6
342	что эта	2	6
343	и чисто	4	6
344	казалось бы	3	6
345	как я	6	6
346	было в	3	6
347	что она	23	6
348	совершенно не	11	6
349	к его	2	6
350	и следовательно	20	6
351	его на	4	6
352	его и	4	6
353	и эти	3	6
354	вещами и	3	6
355	между прочим	4	6
356	понимания и	3	6
357	судить о	4	6
358	можно только	6	6
359	хотя бы	9	6
360	они как	2	6
361	от того	7	6
362	то он	2	6
363	является и	3	6
364	он становится	2	6
365	как она	5	6
366	находится в	4	6
367	как будто	2	6
368	основе своей	2	6
369	тем же	2	6
370	от всего	15	6
371	себе в	5	6
372	не столько	2	6
373	еще один	2	6
374	и пр	10	6
375	чем мы	3	6
376	говорить о	9	6
377	тем самым	2	5
378	тогда когда	5	5
379	имен и	3	5
380	быть только	6	5
381	нисколько не	7	5
382	все вещи	2	5
383	в первом	2	5
384	должна быть	8	5
385	первом случае	2	5
386	тем более	3	5
387	из его	2	5
388	друг с	2	5
389	но только	4	5
390	можно говорить	2	5
391	не вполне	2	5
392	с собой	2	5
393	когда он	2	5
394	не является	3	5
395	что мы	17	5
396	находим в	2	5
397	ему не	3	5
398	для его	2	5
399	есть не	17	5
400	ничем не	4	5
401	и дает	2	5
402	с другими	8	5
403	с другом	2	5
404	у всех	3	5
405	с нею	19	5
406	совсем не	2	5
407	и когда	5	5
408	на язык	3	5
409	должно быть	8	5
410	и этот	2	5
411	и самое	3	5
412	ни было	12	5
413	смысл и	12	5
414	сравнению с	7	5
415	слова в	2	5
416	если мы	12	5
417	бы и	9	5
418	всяком случае	2	5
419	он сам	2	5
420	и только	11	5
421	в слове	2	5
422	а следовательно	4	5
423	от его	2	5
424	и сама	4	5
425	но даже	3	5
426	со всей	2	5
427	во втором	2	5
428	себя и	8	5
429	в применении	2	5
430	тут же	4	5
431	по сравнению	8	5
432	в собственном	3	5
433	применении к	3	5
434	но уже	3	5
435	было ни	2	5
436	вообще не	6	5
437	сливаются в	2	5
438	раз и	2	5
439	живой и	2	5
440	и выражения	2	5
441	но самое	2	5
442	то в	4	5
443	стороны и	2	5
444	слово в	2	5
445	же как	3	5
446	независимо от	5	5
447	мы имеем	8	5
448	только то	4	5
449	и вещи	6	5
450	не к	3	5
451	на то	9	5
452	как ее	2	4
453	явления как	3	4
454	состоит из	3	4
455	ни о	3	4
456	действительности и	5	4
457	же мы	2	4
458	нельзя сказать	3	4
459	ее не	6	4
460	и всем	4	4
461	именно для	2	4
462	понять и	4	4
463	но если	12	4
464	что только	4	4
465	но к	2	4
466	о них	4	4
467	я не	7	4
468	о которой	3	4
469	чтобы не	2	4
470	и заставляет	2	4
471	оно и	4	4
472	что из	3	4
473	образ в	2	4
474	за ними	2	4
475	в отдельности	4	4
476	вещи и	40	4
477	и больше	13	4
478	это есть	8	4
479	что эти	2	4
480	ее как	4	4
481	есть именно	7	4
482	ее на	2	4
483	на это	5	4
484	но ведь	2	4
485	при всем	2	4
486	заключается в	3	4
487	если же	5	4
488	учение о	2	4
489	но для	2	4
490	со своим	8	4
491	сущности это	2	4
492	и притом	4	4
493	о которых	2	4
494	не так	2	4
495	и само	3	4
496	же не	4	4
497	тексты и	2	4
498	быть и	5	4
499	одно и	6	4
500	только и	8	4
501	в чисто	5	4
502	это вовсе	2	4
503	знает и	2	4
504	не случайно	2	4
505	оно не	6	4
506	этот вопрос	6	4
507	что между	2	4
508	на такой	2	4
509	только не	5	4
510	которая была	2	4
511	что я	26	4
512	один и	2	4
513	у меня	3	4
514	без всякого	7	4
515	и внутреннее	2	4
516	в действительности	7	4
517	есть нечто	12	4
518	и тем	7	4
519	его от	2	4
520	и свои	2	4
521	образ и	3	4
522	бы ни	3	4
523	к ней	4	4
524	кто не	3	4
525	она и	2	4
526	ничто не	2	4
527	ни на	7	4
528	в смысле	22	4
529	по себе	22	4
530	собственном смысле	4	4
531	явления и	4	4
532	и понимания	3	3
533	в каком	6	3
534	в свой	2	3
535	он есть	2	3
536	в подлинном	3	3
537	это только	2	3
538	она не	9	3
539	в полной	2	3
540	когда она	4	3
541	вопрос об	2	3
542	смысла и	8	3
543	на нее	2	3
544	не что	12	3
545	же она	2	3
546	не о	2	3
547	что иное	12	3
548	чем не	2	3
549	ни к	3	3
550	было и	2	3
551	именно потому	2	3
552	это выражение	2	3
553	мы говорим	6	3
554	ближе к	2	3
555	и того	2	3
556	и всякий	3	3
557	же вы	2	3
558	указывает на	8	3
559	не потому	7	3
560	необходимо и	5	3
561	на столе	2	3
562	со стороны	9	3
563	в одно	2	3
564	смысл в	2	3
565	сказали что	2	3
566	тому что	2	3
567	не знаем	2	3
568	равно как	4	3
569	и совершенно	2	3
570	есть еще	3	3
571	знать что	2	3
572	бы то	12	3
573	есть то	12	3
574	же это	5	3
575	с ней	2	3
576	бы к	2	3
577	ее с	5	3
578	те кто	3	3
579	лишь как	2	3
580	время как	4	3
581	явлений и	3	3
582	это совершенно	4	3
583	не существует	4	3
584	сущности не	3	3
585	не из	2	3
586	к одному	3	3
587	как чисто	2	3
588	из того	3	3
589	для нее	2	3
590	иное как	12	3
591	и формы	2	3
592	в силу	4	3
593	наряду с	2	3
594	и тут	7	3
595	между собой	2	3
596	а с	3	3
597	с вещами	3	3
598	и такой	2	3
599	а потому	2	3
600	даже больше	6	3
601	не будет	13	3
602	вот почему	3	3
603	то ни	13	3
604	содержит в	11	3
605	слово и	4	3
606	всем что	2	3
607	и необходимо	2	3
608	том чтобы	2	3
609	где она	2	3
610	или иных	2	3
611	же они	3	3
612	сущности и	14	3
613	которую мы	2	3
614	является не	2	3
615	но еще	3	3
616	ясно что	10	3
617	этом смысле	2	3
618	на три	2	3
619	когда же	2	3
620	чтобы они	2	3
621	что именно	4	3
622	существует только	2	3
623	я вижу	2	3
624	на две	2	3
625	вещей в	3	3
626	к природе	2	3
627	с которой	3	3
628	и может	3	3
629	своего существования	3	3
630	же точно	2	3
631	тех или	6	3
632	признать что	2	3
633	и мы	5	3
634	могла бы	3	3
635	и уже	2	3
636	истории и	2	3
637	то это	5	3
638	и тогда	7	3
639	действительности в	3	3
640	себя самого	4	3
641	явление то	4	3
642	от всякого	4	3
643	в сферу	2	3
644	есть все	2	3
645	и ноги	2	3
646	из основных	3	3
647	не есть	79	3
648	знания и	5	3
649	приводит к	2	3
650	так чтобы	4	3
651	но когда	3	3
652	есть для	2	3
653	этих двух	2	3
654	находятся в	2	2
655	при помощи	4	2
656	как же	6	2
657	условиях не	2	2
658	мы должны	5	2
659	а и	13	2
660	различие между	3	2
661	предполагает что	11	2
662	очень интересный	2	2
663	то мы	3	2
664	что ему	3	2
665	бы его	2	2
666	с самим	4	2
667	только тогда	4	2
668	человеческой мысли	2	2
669	никак нельзя	2	2
670	а только	3	2
671	это понимание	2	2
672	осмысления и	2	2
673	только один	3	2
674	форме и	2	2
675	и должна	2	2
676	я уже	2	2
677	имени в	4	2
678	нем нет	2	2
679	переход от	2	2
680	понимать как	2	2
681	вещь и	18	2
682	об их	3	2
683	учения о	2	2
684	что такое	20	2
685	здравого смысла	2	2
686	из себя	6	2
687	это так	4	2
688	если не	3	2
689	если он	3	2
690	в настоящем	5	2
691	это можно	2	2
692	есть как	3	2
693	и явления	8	2
694	если оно	9	2
695	на двух	2	2
696	и новой	2	2
697	может и	3	2
698	это тоже	2	2
699	на вопрос	2	2
700	суждения о	2	2
701	быть может	3	2
702	можно ли	7	2
703	том или	2	2
704	и внешнее	2	2
705	всегда есть	5	2
706	в каком-то	5	2
707	о каком	2	2
708	одном и	2	2
709	что если	2	2
710	и явлений	4	2
711	затем и	2	2
712	если она	11	2
713	тут нет	3	2
714	в науке	3	2
715	же по	2	2
716	нет никакой	4	2
717	силы и	2	2
718	что есть	8	2
719	говорится о	2	2
720	оно всегда	2	2
721	все существующее	2	2
722	как с	7	2
723	мог бы	7	2
724	с в	3	2
725	и реального	3	2
726	части и	2	2
727	есть система	2	2
728	ее и	2	2
729	и возможно	2	2
730	материя и	2	2
731	и таким	2	2
732	вообще и	5	2
733	и самой	2	2
734	и чем	4	2
735	знает что	2	2
736	от ее	6	2
737	гораздо более	2	2
738	раз я	2	2
739	есть тот	2	2
740	должны быть	6	2
741	я бы	2	2
742	собственное имя	5	2
743	сознания и	2	2
744	только к	2	2
745	вещи в	10	2
746	и нет	3	2
747	отличается от	8	2
748	но лишь	2	2
749	и имен	5	2
750	или как	3	2
751	свое выражение	3	2
752	отношении вещей	2	2
753	понимание и	3	2
754	на почве	6	2
755	ни от	7	2
756	никакого отношения	4	2
757	оба эти	3	2
758	сам по	4	2
759	и делает	2	2
760	очень хорошо	2	2
761	и чтобы	2	2
762	будучи в	2	2
763	явление как	3	2
764	и имени	5	2
765	но зато	2	2
766	есть ли	10	2
767	которые мы	2	2
768	что вы	4	2
769	это все	3	2
770	для такого	2	2
771	существования и	4	2
772	но из	2	2
773	больше того	6	2
774	не можем	3	2
775	что оно	10	2
776	это для	2	2
777	содержится в	3	2
778	случае не	3	2
779	не все	3	2
780	есть ее	4	2
781	бы на	3	2
782	и оно	4	2
783	только о	2	2
784	как только	6	2
785	не с	8	2
786	нарицательное имя	2	2
787	из наиболее	2	2
788	оно может	3	2
789	смысле и	4	2
790	только как	2	2
791	выражение и	2	2
792	бы что	3	2
793	однако не	4	2
