N	2gram	Vygotskiy_	Tvorches
298	но мы	4	2
299	он приходит	2	2
300	о чем	2	2
301	в тех	2	2
302	вслед за	3	2
303	не потому	2	2
304	и поэтому	2	2
305	включает в	2	2
306	но даже	2	2
307	в силу	8	2
308	по своей	9	2
309	который является	2	2
310	есть не	3	2
311	должен быть	6	2
312	он пытается	2	2
313	я должен	2	2
314	на эти	3	2
315	свою очередь	3	2
316	одном из	3	2
317	в современной	3	2
318	точку зрения	8	2
319	но сам	2	2
320	связано с	3	2
321	с тем	8	2
322	эти наблюдения	2	2
323	тому что	6	2
324	она не	3	2
325	на том	2	2
326	не могу	3	2
327	он в	6	2
328	точка зрения	3	2
329	что можно	4	2
330	которая в	2	2
331	личности не	3	2
332	ответ на	4	2
333	от мысли	4	2
334	то это	2	2
335	целом ряде	2	2
336	между собой	5	2
337	в известном	4	2
338	а скорее	2	2
339	что же	3	2
340	нуждается в	2	2
341	и отношений	2	2
342	с такой	4	2
343	когда она	2	2
344	того чтобы	23	2
345	когда в	2	2
346	числе и	3	2
347	по выражению	2	2
348	было бы	12	2
349	представляют собой	2	2
350	протяжении всего	2	2
351	связи с	7	2
352	этой концепции	2	2
353	первую очередь	3	2
354	в сущности	13	2
355	в связи	3	2
356	в качестве	12	2
357	в двух	3	2
358	значение в	4	2
359	к анализу	3	2
360	по поводу	5	2
361	отношений между	4	2
362	и вообще	2	2
363	всех этих	2	2
364	мышления и	50	2
365	к необходимости	2	2
366	не могли	2	2
367	он как	4	2
368	что если	3	2
369	известном смысле	3	2
370	в данном	5	2
371	с другими	5	2
372	вот что	2	2
373	только то	2	2
374	же это	2	2
375	в раннем	2	2
376	а к	2	2
377	человек с	3	2
378	во всех	4	2
379	по всей	2	2
380	высшей степени	7	2
381	с самим	2	2
382	влияет на	2	2
383	по мере	5	2
384	но этот	3	2
385	переход от	5	2
386	мир в	2	2
387	что как	4	2
388	в новых	3	2
389	но ведь	2	2
390	в речи	3	2
391	как о	2	2
392	другом в	2	2
393	и со	2	2
394	в результате	7	2
395	указывает на	4	2
396	думается что	7	2
397	в жизнь	2	2
398	наконец в	2	2
399	с одной	14	2
400	о своих	2	2
401	то он	3	2
402	действительности но	2	2
403	человека с	3	2
404	не имеет	5	2
405	и является	2	2
406	от всех	3	2
407	ни в	6	2
408	столь же	8	2
409	их в	6	2
410	сам автор	2	2
411	все что	4	2
412	в сфере	4	2
413	ключ к	2	2
414	к его	3	2
415	целом и	6	2
416	в эту	4	2
417	но для	2	2
418	сам с	4	2
419	в сновидении	2	2
420	всякий раз	2	2
421	на первом	2	2
422	которой он	2	2
423	влечет за	2	2
424	от жизни	2	2
425	и теперь	2	2
426	в стороне	2	2
427	с их	2	2
428	из этого	6	2
429	уже говорили	3	2
430	представлений о	2	2
431	или даже	2	2
432	том числе	3	2
433	и делает	2	2
434	как на	5	2
435	в высшей	7	2
436	как его	2	2
437	за то	2	2
438	не к	3	2
439	о которой	2	2
440	как раз	8	2
441	мы уже	7	2
442	согласии с	2	2
443	по самому	2	2
444	ясно что	2	2
