N	2gram	Propp_Russ	Problema
267	оно не	2	7
268	все в	2	7
269	не на	2	7
270	в это	4	7
271	и а	4	7
272	но что	2	7
273	его от	2	7
274	или вообще	3	7
275	к другому	2	7
276	же как	5	7
277	на этот	3	7
278	ее в	7	7
279	не можем	5	7
280	с той	2	6
281	или другие	3	6
282	если угодно	2	6
283	а н	21	6
284	или не	2	6
285	этого слова	3	6
286	когда он	3	6
287	г в	5	6
288	этот вопрос	4	6
289	что именно	3	6
290	до конца	5	6
291	в песне	4	6
292	есть и	2	6
293	не всегда	4	6
294	после этого	6	6
295	видно что	8	6
296	только как	2	6
297	в отдельности	2	6
298	по существу	7	6
299	могут быть	3	6
300	во время	23	6
301	под названием	3	6
302	вся эта	2	6
303	но она	3	6
304	независимо от	3	6
305	дело не	2	6
306	к ней	4	6
307	в него	2	6
308	природы и	3	6
309	не к	3	6
310	и после	2	6
311	как на	2	6
312	одна из	12	5
313	он должен	2	5
314	в ряд	2	5
315	тот кто	2	5
316	до того	3	5
317	говорится что	4	5
318	из земли	3	5
319	или на	11	5
320	из самых	2	5
321	том чтобы	3	5
322	для обозначения	2	5
323	все что	2	5
324	тому как	3	5
325	между тем	9	5
326	во многих	14	5
327	мы видели	3	5
328	которые как	2	5
329	на себя	4	5
330	там где	3	5
331	что с	2	5
332	только по	2	5
333	к этому	7	5
334	и еще	2	5
335	должно быть	2	5
336	в этот	19	5
337	в свете	5	5
338	одним из	2	5
339	от одного	2	5
340	в пределах	2	5
341	подобно тому	3	5
342	то на	3	5
343	в разные	4	5
344	а мы	2	5
345	по его	2	5
346	в каждом	2	5
347	по содержанию	3	5
348	не знали	2	4
349	должны были	3	4
350	должен быть	2	4
351	следовательно и	2	4
352	нас к	5	4
353	у них	2	4
354	отличие от	4	4
355	одно из	6	4
356	так например	7	4
357	в эту	3	4
358	бросается в	3	4
359	которое в	2	4
360	себя и	2	4
361	собой и	2	4
362	на нее	5	4
363	что от	4	4
364	за ним	3	4
365	ни одна	2	4
366	с целью	2	4
367	можно говорить	2	4
368	xix в	16	4
369	эта теория	5	4
370	о них	2	4
371	здесь говорится	2	4
372	друг к	2	4
373	разница между	2	4
374	она в	4	4
375	тем и	4	4
376	начиная с	4	4
377	в глаза	3	4
378	iv в	2	4
379	сразу же	2	4
380	xx в	2	4
381	нет в	2	4
382	и за	2	4
383	и те	3	4
384	и др	4	4
385	в разных	3	4
386	и всей	2	4
387	например в	3	4
388	что эти	2	4
389	по всему	2	4
390	там и	2	4
391	но эти	3	4
392	к ним	4	4
393	к другу	2	4
394	мы увидим	8	4
395	от другого	2	4
396	и пр	4	4
397	в свою	3	4
398	но они	4	4
399	н г	2	4
400	это время	4	4
401	на что	2	4
402	так чтобы	2	4
403	ее и	2	3
404	воздействовать на	3	3
405	к выводу	3	3
406	том же	6	3
407	можно будет	3	3
408	относятся к	3	3
409	для этой	3	3
410	в более	2	3
411	и непосредственно	2	3
412	тех случаях	2	3
413	в отличие	4	3
414	в образе	3	3
415	на некоторые	2	3
416	чтобы они	4	3
417	и другим	3	3
418	именно с	3	3
419	его с	4	3
420	и никаких	2	3
421	борьбы с	2	3
422	после того	3	3
423	случаях когда	2	3
424	но тем	2	3
425	думать что	3	3
426	много и	3	3
427	за все	2	3
428	и другой	5	3
429	связанные с	5	3
430	представляет собой	5	3
431	заметить что	3	3
432	такую же	2	3
433	увидим ниже	3	3
434	находится в	3	3
435	в и	19	3
436	земли и	5	3
437	рассматривается как	3	3
438	и других	9	3
439	чем в	4	3
440	в москве	4	3
441	но можно	2	3
442	его к	3	3
443	каждый из	3	3
444	выводу что	3	3
445	но есть	3	3
446	или когда	2	3
447	так называемая	2	3
448	образом в	2	3
449	в россии	4	3
450	от них	4	3
451	при всех	2	3
452	в природе	2	3
453	и м	22	3
454	не столько	3	3
455	на другой	2	3
456	и свои	2	3
457	с ними	6	3
458	мы видим	2	3
459	не будут	2	3
460	и действительно	2	3
461	т е	41	3
462	а к	3	3
463	из нее	2	3
464	еще до	2	3
465	должен был	3	3
466	или ее	3	3
467	основана на	2	3
468	там же	15	3
469	на этом	6	3
470	многие другие	2	3
471	и всех	2	3
472	в середине	4	3
473	место в	2	3
474	и сами	2	3
475	что ему	2	2
476	а и	7	2
477	становится ясным	2	2
478	с другим	2	2
479	однако как	3	2
480	которые можно	2	2
481	такое же	2	2
482	в один	2	2
483	такой же	3	2
484	ниже в	3	2
485	обычно не	2	2
486	они были	2	2
487	мы наблюдаем	2	2
488	ту же	2	2
489	отличаются от	2	2
490	своего рода	3	2
491	и под	4	2
492	и и	2	2
493	судить по	2	2
494	к нам	2	2
495	на каждом	3	2
496	в самый	2	2
497	как у	2	2
498	когда они	2	2
499	рассматриваться как	2	2
500	дерева в	2	2
501	чтобы она	2	2
502	на которой	2	2
503	в самих	3	2
504	ее для	2	2
505	эта связь	2	2
506	в стороне	2	2
507	в уже	3	2
508	из других	2	2
509	их на	5	2
510	свою очередь	2	2
511	или же	2	2
512	за счет	2	2
513	года в	2	2
514	а на	8	2
515	на все	3	2
516	право на	2	2
517	как например	6	2
518	в в	3	2
519	что каждый	2	2
520	они и	2	2
521	он пишет	2	2
522	на новый	3	2
523	большинстве случаев	2	2
524	так называемое	2	2
525	ее на	3	2
526	на них	4	2
527	дерева и	2	2
528	такие же	4	2
529	работы на	2	2
530	песни и	7	2
531	и некоторые	3	2
532	и многие	2	2
533	общего не	2	2
534	силу и	2	2
535	других случаях	4	2
536	в ночь	3	2
537	некоторые из	2	2
538	научное значение	2	2
539	что такие	2	2
540	будем здесь	2	2
541	в прошлом	2	2
542	и там	2	2
543	также в	5	2
544	например на	2	2
545	при изучении	6	2
546	советской науке	2	2
547	что ее	3	2
548	не означает	2	2
549	н а	5	2
550	что есть	2	2
551	не с	5	2
552	что по	7	2
553	этого дерева	2	2
554	не случайно	2	2
555	еще далеко	2	2
556	думает что	2	2
557	к новому	2	2
558	слова в	3	2
559	не отличаются	2	2
560	их и	3	2
561	ii в	2	2
562	встречаются в	2	2
563	не имели	2	2
564	ко всему	2	2
565	землю и	2	2
566	только одно	2	2
