N	2gram	Losev_Dial	slovoVRo
148	говорить о	9	6
149	стороны и	4	6
150	хотя бы	6	6
151	именно в	4	6
152	по себе	39	6
153	в одном	4	6
154	мира и	2	6
155	между тем	3	6
156	становления и	2	6
157	в каждом	4	5
158	не как	4	5
159	только на	3	5
160	не знает	2	5
161	стремится к	2	5
162	не менее	5	5
163	в поэзии	8	5
164	своего предмета	2	5
165	и по	5	5
166	почти всегда	4	5
167	должен быть	2	5
168	хотя и	4	5
169	для этого	2	5
170	в данном	5	5
171	и при	3	5
172	с их	2	5
173	в результате	2	5
174	и может	7	5
175	этом отношении	2	5
176	не является	3	5
177	для того	2	5
178	должна быть	5	5
179	и более	7	5
180	не с	5	5
181	они не	3	5
182	в дальнейшем	6	5
183	о том	8	5
184	к его	2	5
185	уже в	5	5
186	но он	3	5
187	или прямо	2	5
188	вместе с	3	5
189	в различных	2	4
190	так же	6	4
191	но как	7	4
192	в другом	6	4
193	что и	7	4
194	в виду	9	4
195	что он	16	4
196	не всегда	2	4
197	здесь как	2	4
198	в виде	2	4
199	в частности	4	4
200	связано с	2	4
201	того что	6	4
202	может иметь	6	4
203	до сих	4	4
204	но конечно	2	4
205	с другом	2	4
206	все его	3	4
207	именно как	2	4
208	даже и	3	4
209	в чем	9	4
210	что оно	9	4
211	тогда когда	6	4
212	поэзии и	4	4
213	же как	3	4
214	одно и	8	4
215	только и	5	4
216	но это	12	4
217	бы ни	3	4
218	дело не	3	4
219	в которой	3	4
220	и как	14	4
221	и образ	6	4
222	если бы	12	4
223	вообще не	2	4
224	с этой	3	4
225	со всеми	2	4
226	и о	4	4
227	или как	2	4
228	сих пор	4	4
229	быть только	3	4
230	к тому	6	4
231	друг с	2	4
232	новые и	2	4
233	зрения и	2	4
234	которая не	2	4
235	он может	3	4
236	из них	5	4
237	из этого	2	4
238	и уже	4	4
239	как только	4	4
240	отношения к	3	4
241	по существу	2	4
242	на первый	2	4
243	как раз	7	4
244	чем он	2	4
245	в системе	2	4
246	время и	2	3
247	в широком	2	3
248	нисколько не	7	3
249	нуждается в	6	3
250	еще раз	2	3
251	но она	4	3
252	еще на	3	3
253	не был	3	3
254	а лишь	3	3
255	себе как	3	3
256	но эта	4	3
257	в одно	5	3
258	следовательно в	2	3
259	форм и	2	3
260	как это	8	3
261	может и	5	3
262	и где	5	3
263	в разных	6	3
264	от всякой	2	3
265	они были	2	3
266	тому что	4	3
267	только с	3	3
268	его с	6	3
269	широком смысле	2	3
270	разной степени	2	3
271	на все	2	3
272	различия между	3	3
273	и до	2	3
274	было бы	14	3
275	того и	3	3
276	и они	3	3
277	в корне	2	3
278	почти все	2	3
279	них и	2	3
280	и то	15	3
281	на всю	6	3
282	и вообще	10	3
283	даны в	4	3
284	от поэтического	3	3
285	к этому	2	3
286	в сознании	3	3
287	из этих	2	3
288	как более	2	3
289	от этого	5	3
290	должно быть	7	3
291	если она	4	3
292	это было	4	3
293	отличается от	3	3
294	на него	2	3
295	но лишь	4	3
296	сама по	12	3
297	но уже	3	3
298	тем что	2	3
299	в связи	3	3
300	быть очень	3	3
301	такой же	2	3
302	смысл и	6	3
303	лишь как	3	3
304	или на	3	3
305	ни с	8	3
306	тех или	5	3
307	не есть	67	3
308	в этой	3	3
309	или наоборот	2	3
310	на нем	2	3
311	потому что	23	3
312	все что	2	3
313	если мы	3	3
314	и это	6	3
315	вещей и	5	3
316	личности и	2	3
317	и почти	6	3
318	и тем	2	3
319	без всякого	3	3
320	и остается	2	3
321	и нет	2	3
322	на самом	5	2
323	и идея	4	2
324	этой линии	2	2
325	ни о	5	2
326	о которых	2	2
327	но мы	3	2
328	и этого	2	2
329	чаще всего	2	2
330	что уже	3	2
331	есть только	9	2
332	всю его	2	2
333	без всяких	2	2
334	как ни	3	2
335	по своей	5	2
336	он также	2	2
337	и у	2	2
338	и есть	20	2
339	есть не	8	2
340	и эти	2	2
341	это и	6	2
342	просто не	2	2
343	как он	5	2
344	не остается	2	2
345	у них	3	2
346	это как	3	2
347	и этой	2	2
348	так что	21	2
349	и ни	7	2
350	в один	3	2
351	есть в	2	2
352	самого начала	2	2
353	а с	2	2
354	то что	25	2
355	по своему	4	2
356	ничего нового	2	2
357	что все	2	2
358	и оно	2	2
359	только не	2	2
360	это может	4	2
361	с самого	2	2
362	к ним	3	2
363	или его	2	2
364	жизнь в	2	2
365	на себе	3	2
366	и философии	2	2
367	которые были	2	2
368	далее в	2	2
369	у пушкина	6	2
370	этой точки	2	2
371	и та	8	2
372	же он	2	2
373	всегда и	4	2
374	что не	13	2
375	в ее	3	2
376	мы видим	6	2
377	только как	3	2
378	что они	8	2
379	случае не	4	2
380	бы только	2	2
381	своего развития	2	2
382	на ту	2	2
383	того как	3	2
384	да и	11	2
385	время как	7	2
386	то в	8	2
387	как например	2	2
388	то и	3	2
389	утверждать что	3	2
390	независимо от	2	2
391	и что	17	2
392	существенно и	2	2
393	можно было	5	2
394	и эта	3	2
395	что она	18	2
396	свой смысл	2	2
397	с ней	2	2
398	не нужно	2	2
399	та же	6	2
400	наоборот в	2	2
401	же в	2	2
402	в области	2	2
403	то или	5	2
404	лежащая в	3	2
405	об этом	7	2
406	как о	2	2
407	ни было	2	2
408	в жизни	3	2
409	тем не	3	2
410	иметь в	4	2
411	совершенно не	13	2
412	как у	3	2
413	а именно	3	2
414	нет никакой	2	2
415	чем не	2	2
416	ни к	2	2
417	к ней	4	2
418	но они	2	2
419	мы можем	5	2
420	в какой	3	2
421	заключается в	4	2
422	как известно	3	2
423	есть все	2	2
424	чтобы понять	3	2
425	нет и	2	2
426	на то	5	2
427	можно говорить	2	2
428	что для	3	2
429	мы увидим	2	2
430	в котором	5	2
431	есть для	2	2
432	всех возможных	2	2
433	или иначе	3	2
434	зрения самого	2	2
435	в сфере	2	2
436	как с	2	2
437	и становится	2	2
438	главным образом	2	2
439	момент в	2	2
440	несмотря на	12	2
441	или иное	5	2
442	то время	3	2
443	не обязательно	5	2
444	не просто	19	2
445	и жизни	4	2
446	он есть	6	2
447	что как	2	2
448	только о	3	2
449	и только	5	2
450	друг другу	4	2
451	не к	2	2
452	не значит	6	2
453	мы и	3	2
454	а просто	2	2
