N	2gram	Bakhtin_Pr	Vladivir
159	xix века	2	8
160	тоже не	2	8
161	как бы	27	8
162	тот же	2	8
163	из этих	3	8
164	и он	5	8
165	должно быть	4	8
166	тем что	2	8
167	в этих	8	8
168	как в	10	8
169	и для	5	8
170	когда он	2	8
171	конечно не	11	8
172	в смысле	2	8
173	и особенно	3	8
174	к его	2	7
175	в свое	4	7
176	как он	4	7
177	никак нельзя	2	7
178	к этой	3	7
179	себе и	2	7
180	на его	4	7
181	здесь мы	3	7
182	бы и	3	7
183	мы видели	2	7
184	за пределы	7	7
185	к ней	3	7
186	но если	4	7
187	в одном	4	7
188	в таком	3	7
189	в них	4	7
190	мы и	4	7
191	его в	4	6
192	на себя	3	6
193	а это	2	6
194	есть и	4	6
195	уже на	4	6
196	и тут	2	6
197	и всегда	2	6
198	к своему	4	6
199	в виду	3	6
200	что на	2	6
201	в общем	2	6
202	жизнь и	3	6
203	нельзя сказать	2	6
204	здесь в	11	6
205	по своему	6	6
206	другой стороны	3	6
207	тем более	2	6
208	что она	2	6
209	на него	2	6
210	мысли и	2	6
211	и наконец	4	6
212	но только	2	6
213	мы не	7	6
214	и из	3	6
215	в жизни	14	6
216	если мы	5	6
217	но на	2	6
218	той же	6	6
219	главным образом	3	6
220	по своей	12	6
221	он сам	5	6
222	чем в	2	6
223	в очень	2	5
224	начиная с	4	5
225	но она	3	5
226	друг друга	7	5
227	и прежде	6	5
228	на все	4	5
229	и тем	4	5
230	в их	7	5
231	в последний	4	5
232	она не	4	5
233	с самого	4	5
234	он в	2	5
235	и без	4	5
236	мы находим	8	5
237	один из	7	5
238	место в	3	5
239	и до	6	5
240	бытия и	5	5
241	того и	3	5
242	что они	2	5
243	в области	6	5
244	ее в	4	5
245	во многом	3	5
246	все то	4	5
247	он как	2	5
248	мы имеем	4	5
249	нет ничего	3	5
250	и еще	2	5
251	во всех	15	5
252	жизни в	4	5
253	что я	2	5
254	которой мы	3	5
255	и так	4	5
256	но уже	2	5
257	будем говорить	2	5
258	далеко не	4	5
259	еще более	6	5
260	и глубоко	2	5
261	из них	7	5
262	со своей	2	5
263	говорит о	2	5
264	это был	2	5
265	не к	3	5
266	не о	2	4
267	на самом	2	4
268	перед нами	17	4
269	всех этих	2	4
270	тем самым	2	4
271	о которых	2	4
272	не могут	4	4
273	крайней мере	2	4
274	в тех	2	4
275	вплоть до	5	4
276	человека и	10	4
277	но для	2	4
278	не будем	4	4
279	в духе	10	4
280	котором он	2	4
281	бога и	2	4
282	наряду с	6	4
283	вообще в	2	4
284	не могли	2	4
285	и других	12	4
286	совершенно не	4	4
287	как у	5	4
288	оно должно	2	4
289	одной из	6	4
290	нам кажется	4	4
291	только с	3	4
292	в более	5	4
293	не то	3	4
294	ведь если	2	4
295	уже сказали	2	4
296	и во	6	4
297	себя и	3	4
298	нужно сказать	2	4
299	в сущности	15	4
300	представление о	3	4
301	кажется что	3	4
302	время в	2	4
303	с ней	4	4
304	которые не	2	4
305	но этот	2	4
306	мы можем	9	4
307	в особенности	2	4
308	и нужно	2	4
309	если оно	3	4
310	и другие	14	4
311	по крайней	2	4
312	это конечно	3	4
313	и более	3	4
314	нет и	3	4
315	всей своей	2	4
316	их в	3	4
317	этом не	2	4
318	и стал	2	4
319	на этом	4	4
320	ровно ничего	2	4
321	платона и	2	4
322	но с	2	4
323	по своим	2	4
324	вполне понятно	2	4
325	так сказать	8	3
326	следовательно и	2	3
327	которые в	3	3
328	указывает на	2	3
329	время и	3	3
330	от него	3	3
331	и ее	8	3
332	и через	5	3
333	не как	5	3
334	него как	4	3
335	здесь о	2	3
336	наконец в	3	3
337	себя внимание	2	3
338	и никогда	2	3
339	но эта	2	3
340	между ними	14	3
341	казалось бы	4	3
342	жизни а	2	3
343	и при	2	3
344	мы здесь	4	3
345	и вся	4	3
346	здесь нет	2	3
347	так например	2	3
348	для понимания	3	3
349	это последнее	2	3
350	значение для	5	3
351	человеческой жизни	3	3
352	выше всего	2	3
353	и она	2	3
354	для них	2	3
355	не была	2	3
356	и др	18	3
357	отметить что	3	3
358	в разных	4	3
359	самого начала	5	3
360	при всем	3	3
361	по одному	2	3
362	нет ни	2	3
363	мы сказали	4	3
364	все еще	3	3
365	правда в	5	3
366	том числе	15	3
367	того как	4	3
368	некоторое время	2	3
369	очень часто	4	3
370	во многих	2	3
371	в чисто	2	3
372	с ними	2	3
373	ума и	2	3
374	в литературе	8	3
375	особенно в	7	3
376	с их	3	3
377	самом же	2	3
378	бы в	2	3
379	с самим	7	3
380	отличается от	2	3
381	но теперь	2	3
382	но во	2	3
383	я и	2	3
384	в заключение	4	3
385	на земле	14	3
386	одним из	6	3
387	отношении к	2	3
388	влияние на	14	3
389	в мире	8	3
390	а за	2	3
391	это была	2	3
392	строго говоря	2	3
393	в которых	2	3
394	ни у	3	3
395	и действительно	3	3
396	же деле	2	3
397	к жизни	2	3
398	этой области	2	3
399	как будто	3	3
400	быть и	2	3
401	человека в	6	2
402	к одному	2	2
403	всего этого	4	2
404	у достоевского	30	2
405	слова не	2	2
406	это очень	5	2
407	что уже	2	2
408	еще раз	6	2
409	глубокой и	2	2
410	одна из	9	2
411	к себе	8	2
412	не могу	3	2
413	но к	4	2
414	раз что	2	2
415	не всегда	3	2
416	почти не	2	2
417	но именно	4	2
418	это все	2	2
419	в эпоху	12	2
420	xviii века	3	2
421	а во	3	2
422	в атмосфере	4	2
423	ли бы	2	2
424	знает что	2	2
425	идеи и	5	2
426	же он	2	2
427	со всеми	8	2
428	и ту	2	2
429	образом в	2	2
430	и совершенно	3	2
431	в произведении	3	2
432	его по	2	2
433	на этой	2	2
434	для всех	2	2
435	они не	5	2
436	или по	3	2
437	могло бы	3	2
438	рядом с	2	2
439	мира и	3	2
440	и заключается	2	2
441	же не	2	2
442	людей в	2	2
443	в ее	3	2
444	несколько слов	3	2
445	в собственном	3	2
446	той или	2	2
447	почти всегда	6	2
448	все равно	6	2
449	например в	8	2
450	этого слова	3	2
451	в двух	3	2
452	своего развития	3	2
453	этом мы	3	2
454	в основе	6	2
455	литературы и	4	2
456	если в	2	2
457	нашей работы	3	2
458	истории и	2	2
459	любовь к	4	2
460	но эти	3	2
461	с другими	6	2
462	его творчества	12	2
463	в первой	2	2
464	его как	3	2
465	менее всего	4	2
466	поэтому и	4	2
467	с ее	3	2
468	а главное	3	2
469	и тот	4	2
470	и которая	2	2
471	почти в	2	2
472	ко второму	2	2
473	о тех	2	2
474	все они	2	2
475	и которые	2	2
476	достоевского но	4	2
477	и их	6	2
478	во сне	7	2
479	второй половины	2	2
480	сих пор	8	2
481	во всей	5	2
482	которые мы	3	2
483	или на	3	2
484	характерна для	4	2
485	человека с	3	2
486	в самых	2	2
487	не за	3	2
488	знаком с	2	2
489	в самой	2	2
490	здесь перед	3	2
491	из которых	2	2
492	он часто	2	2
493	личности и	2	2
494	должны быть	2	2
495	нас интересует	4	2
496	единство и	2	2
497	этих двух	5	2
498	и поэтому	2	2
499	в той	2	2
500	можно назвать	2	2
501	характер но	2	2
502	здесь и	7	2
503	и уже	2	2
504	представлений о	2	2
505	говорить о	2	2
506	в некоторых	7	2
507	и жизни	3	2
508	и перед	2	2
509	в себя	8	2
510	все в	3	2
511	и почти	3	2
512	жизнь в	4	2
513	а следовательно	2	2
514	до сих	8	2
