N	2gram	Bakhtin_Fr	Komedia
179	не хочет	3	6
180	в виду	2	6
181	в области	2	6
182	том числе	6	6
183	так в	3	6
184	здесь в	9	6
185	что не	4	6
186	в сущности	13	6
187	нет и	4	6
188	в дальнейшем	2	6
189	и он	4	6
190	это было	4	6
191	к концу	2	6
192	и как	7	6
193	во второй	3	6
194	как будто	2	6
195	по всему	2	6
196	в отличие	3	6
197	на то	2	6
198	когда он	2	6
199	которую он	3	6
200	там же	3	6
201	на этом	7	6
202	с точки	5	6
203	или в	3	6
204	а не	6	6
205	не дает	2	6
206	не мог	8	6
207	никогда не	6	5
208	и если	3	5
209	этом отношении	7	5
210	это не	5	5
211	для всех	4	5
212	том как	2	5
213	в каждом	3	5
214	одним из	7	5
215	роль в	5	5
216	все время	3	5
217	по существу	4	5
218	к ним	2	5
219	и без	3	5
220	что на	3	5
221	же не	2	5
222	в ее	2	5
223	в первом	3	5
224	под названием	3	5
225	признать что	2	5
226	все остальные	3	5
227	сказать что	12	5
228	и от	6	5
229	для этого	2	5
230	что это	4	5
231	в первой	5	5
232	за пределы	4	5
233	в период	2	5
234	к своему	2	5
235	от того	3	5
236	что по	3	5
237	раз в	2	5
238	именно в	5	5
239	здесь нет	4	5
240	он и	6	5
241	жизни и	11	5
242	здесь и	12	5
243	конечно не	5	5
244	же самое	3	5
245	той же	6	5
246	но он	5	5
247	с помощью	6	5
248	чтобы не	2	4
249	нуждается в	3	4
250	по тому	2	4
251	не остается	4	4
252	в духе	4	4
253	не столько	5	4
254	за счет	2	4
255	к началу	3	4
256	всякого рода	3	4
257	самом начале	2	4
258	тем как	2	4
259	или менее	2	4
260	образом в	4	4
261	и этим	2	4
262	и там	4	4
263	времени в	2	4
264	его не	5	4
265	между ними	4	4
266	один раз	2	4
267	же как	4	4
268	когда в	2	4
269	из самых	3	4
270	например в	6	4
271	в основе	6	4
272	как известно	2	4
273	из этого	5	4
274	одно из	2	4
275	бы он	2	4
276	у нее	3	4
277	бы не	2	4
278	и их	6	4
279	у нас	3	4
280	времени и	4	4
281	и другие	5	4
282	за его	2	4
283	такой же	5	4
284	в пределах	2	4
285	нас в	4	4
286	не случайно	3	4
287	далеко не	6	4
288	их в	2	4
289	в городе	3	4
290	он знает	2	4
291	в той	2	4
292	что эта	3	4
293	этой же	2	4
294	правда в	3	4
295	как его	2	4
296	в себя	6	4
297	на площади	3	4
298	и речи	2	4
299	чем же	5	4
300	если мы	3	3
301	нет ни	2	3
302	не могут	3	3
303	от него	2	3
304	нисколько не	4	3
305	в одной	3	3
306	ней и	2	3
307	вплоть до	2	3
308	и притом	2	3
309	как к	2	3
310	должен быть	2	3
311	на все	4	3
312	а как	3	3
313	казалось бы	2	3
314	том же	3	3
315	в году	6	3
316	своего времени	3	3
317	в какой-то	2	3
318	от этого	2	3
319	в эту	2	3
320	для этой	2	3
321	они не	5	3
322	с другом	2	3
323	он в	4	3
324	его и	2	3
325	в известной	5	3
326	и за	2	3
327	этой связи	3	3
328	почти не	2	3
329	в споре	2	3
330	на них	2	3
331	для них	2	3
332	на землю	2	3
333	его для	2	3
334	было в	2	3
335	всего этого	3	3
336	конечно в	4	3
337	мы видели	11	3
338	они были	2	3
339	числе и	3	3
340	в эпоху	17	3
341	право на	10	3
342	это в	3	3
343	и эта	2	3
344	в лице	2	3
345	и вовсе	3	3
346	друг с	2	3
347	мы находим	5	3
348	и одновременно	5	3
349	пути к	2	3
350	и мысли	2	3
351	только для	4	3
352	чувствует себя	2	3
353	чем не	3	3
354	чем на	2	3
355	и внутренней	2	3
356	жизнь и	5	3
357	более или	2	3
358	в самой	8	3
359	или на	2	3
360	связанные с	7	3
361	к одной	2	3
362	время и	2	3
363	в большинстве	6	3
364	но там	2	3
365	соответствии с	2	3
366	ко всему	3	3
367	в эти	2	3
368	роль играет	4	3
369	находится в	2	3
370	относится к	3	3
371	в один	2	3
372	в таком	2	3
373	и есть	5	3
374	как на	6	3
375	своего отца	3	3
376	в нашем	3	3
377	образом и	2	2
378	находим в	3	2
379	площади и	2	2
380	еще и	6	2
381	убеждение в	4	2
382	женщины в	3	2
383	как ее	2	2
384	перед нами	6	2
385	с которой	2	2
386	на пиру	3	2
387	своего героя	2	2
388	доходит до	2	2
389	не как	3	2
390	связанных с	6	2
391	даже при	2	2
392	что здесь	3	2
393	никак не	3	2
394	о браке	2	2
395	уверен что	3	2
396	были в	3	2
397	во времени	2	2
398	он сумел	2	2
399	у них	2	2
400	и при	2	2
401	встреча с	2	2
402	дает нам	2	2
403	что даже	2	2
404	того что	4	2
405	нем не	4	2
406	со всеми	6	2
407	со всей	2	2
408	о нем	2	2
409	что все	4	2
410	судить о	2	2
411	здесь же	4	2
412	в ту	3	2
413	в общем	5	2
414	ли он	2	2
415	ту же	3	2
416	во втором	3	2
417	которые были	2	2
418	в уста	2	2
419	и та	2	2
420	большинстве случаев	6	2
421	в основу	2	2
422	их было	2	2
423	здесь не	7	2
424	мы видим	6	2
425	и были	3	2
426	и до	3	2
427	все эти	12	2
428	себя и	2	2
429	этого рода	3	2
430	почти всегда	3	2
431	мир в	4	2
432	но его	3	2
433	свидетельствуют о	2	2
434	известной степени	4	2
435	после обеда	3	2
436	рядом с	6	2
437	бы и	2	2
438	еще один	2	2
439	особенно в	4	2
440	первом случае	3	2
441	у вас	2	2
442	то в	3	2
443	с другими	3	2
444	в литературе	4	2
445	это был	2	2
446	но это	10	2
447	не все	2	2
448	в этот	3	2
449	этих слов	2	2
450	с ее	7	2
451	всех трех	2	2
452	женщин и	3	2
453	идет в	2	2
454	слова и	2	2
455	превращается в	5	2
456	сцены в	2	2
457	на земле	2	2
458	жизни в	3	2
459	от их	3	2
460	где он	2	2
461	зрения на	5	2
462	и наиболее	2	2
463	второй половины	3	2
464	в любовных	2	2
465	но они	6	2
466	она и	2	2
467	формы и	2	2
468	для него	4	2
469	почти все	6	2
470	в жизни	4	2
471	человека с	5	2
472	из области	5	2
473	подобно тому	2	2
474	него не	2	2
475	от всех	6	2
476	не будет	2	2
477	на нем	2	2
478	и она	3	2
479	тому как	2	2
480	связь с	3	2
481	мы уже	13	2
482	в пьесе	2	2
483	на первый	4	2
484	и только	2	2
485	в форме	2	2
486	именно на	3	2
487	на фоне	4	2
488	же и	2	2
489	первый план	3	2
490	если же	2	2
491	рассказывает о	2	2
492	со словом	2	2
493	сходство между	2	2
