N	2gram	Losev_Dial	Komedia
296	вплоть до	2	3
297	сам не	2	3
298	всего это	2	3
299	и притом	10	3
300	не меньше	2	3
301	как к	2	3
302	для себя	2	3
303	что именно	10	3
304	а как	2	3
305	же можно	2	3
306	от своего	2	3
307	только на	8	3
308	от этого	5	3
309	она не	10	3
310	к этой	2	3
311	они не	3	3
312	или по	4	3
313	на себе	4	3
314	людей и	2	3
315	идет речь	4	3
316	а из	3	3
317	на них	2	3
318	ни одного	2	3
319	в виде	11	3
320	мы понимаем	3	3
321	с ними	3	3
322	и когда	4	3
323	о ней	3	3
324	было в	2	3
325	все еще	2	3
326	всего этого	2	3
327	только как	7	3
328	нет никаких	3	3
329	если она	4	3
330	на что	2	3
331	бы к	2	3
332	и уже	5	3
333	мы находим	5	3
334	стало быть	23	3
335	же она	3	3
336	как о	6	3
337	совершенно не	6	3
338	не мешает	3	3
339	и из	2	3
340	жизнь и	9	3
341	раз на	2	3
342	отношения к	4	3
343	или на	2	3
344	если это	2	3
345	если он	2	3
346	по себе	31	3
347	находится в	2	3
348	в один	2	3
349	в таком	15	3
350	и есть	24	3
351	как на	6	3
352	во всем	5	3
353	однако не	2	3
354	еще и	2	2
355	в каком	9	2
356	перед нами	5	2
357	она должна	3	2
358	тем самым	3	2
359	с тех	2	2
360	с которой	2	2
361	как же	9	2
362	помнить что	2	2
363	и следовательно	2	2
364	человека и	2	2
365	что здесь	3	2
366	и формы	2	2
367	никак не	3	2
368	слово в	2	2
369	ничего нет	5	2
370	бы его	2	2
371	к ее	2	2
372	от себя	5	2
373	не надо	3	2
374	и при	4	2
375	этого не	2	2
376	это как	3	2
377	событий а	2	2
378	мере в	3	2
379	обычно не	2	2
380	что даже	2	2
381	того что	22	2
382	нем не	2	2
383	со всеми	2	2
384	о нем	6	2
385	только потому	4	2
386	что все	16	2
387	и тех	2	2
388	но еще	2	2
389	она была	3	2
390	была бы	5	2
391	жизнь в	2	2
392	зависимости от	4	2
393	а мы	3	2
394	меня и	2	2
395	этой точки	4	2
396	однако что	2	2
397	сама она	2	2
398	и та	4	2
399	и сама	6	2
400	точно так	3	2
401	здесь не	2	2
402	же от	2	2
403	мы видим	4	2
404	в зависимости	3	2
405	все эти	4	2
406	себя и	3	2
407	это дает	2	2
408	мир в	3	2
409	и может	2	2
410	но его	3	2
411	должна быть	11	2
412	и можно	5	2
413	бы и	2	2
414	к отцу	2	2
415	у вас	2	2
416	по одному	3	2
417	то в	5	2
418	быть не	3	2
419	которую можно	2	2
420	как например	2	2
421	знали что	3	2
422	при таком	2	2
423	но это	10	2
424	в собственном	3	2
425	в противоположность	3	2
426	и так	2	2
427	о котором	4	2
428	дело не	2	2
429	на свете	8	2
430	в этот	3	2
431	с ее	10	2
432	как не	4	2
433	я и	2	2
434	превращается в	6	2
435	себе не	3	2
436	понимать как	4	2
437	а для	2	2
438	но они	3	2
439	как только	5	2
440	она и	3	2
441	для него	4	2
442	я говорю	2	2
443	не будучи	2	2
444	в жизни	4	2
445	это уже	2	2
446	знает что	2	2
447	и является	2	2
448	при его	3	2
449	подобно тому	5	2
450	то мы	3	2
451	ее в	3	2
452	не будет	5	2
453	на нем	3	2
454	ему все	2	2
455	не вполне	2	2
456	в смысле	4	2
457	эти две	5	2
458	вещей и	6	2
459	я думаю	2	2
460	того кто	4	2
461	хочет быть	4	2
462	и она	4	2
463	в лучшем	2	2
464	тому как	5	2
465	из чего	2	2
466	сами эти	2	2
467	к другому	2	2
468	своим собственным	3	2
469	говорит о	5	2
470	мы уже	6	2
471	да что	2	2
472	на первый	4	2
473	и только	6	2
474	же и	2	2
475	первый план	4	2
476	одних и	2	2
477	если же	8	2
478	меня в	2	2
479	и всякий	4	2
480	без всякого	2	2
