N	2gram	Propp_Isto	Vvedenie
221	все время	2	2
222	но как	4	2
223	лежит в	2	2
224	с ней	4	2
225	другом месте	2	2
226	для нее	2	2
227	тем более	2	2
228	это в	3	2
229	этой точки	3	2
230	которые не	2	2
231	в форме	4	2
232	что здесь	10	2
233	что именно	2	2
234	и те	2	2
235	в связи	3	2
236	а с	3	2
237	этой стороны	4	2
238	что если	2	2
239	у них	3	2
240	это очевидно	2	2
241	и при	2	2
242	этого не	2	2
243	и другие	10	2
244	после этого	8	2
245	когда мы	2	2
246	с соответствующими	2	2
247	так и	8	2
248	чаще всего	8	2
249	к своему	4	2
250	и др	4	2
251	после того	6	2
252	на котором	3	2
253	увидим что	2	2
254	ни с	2	2
255	и так	2	2
256	тому что	2	2
257	д в	3	2
258	на то	5	2
259	если это	2	2
260	для объяснения	3	2
261	а если	3	2
262	уже знаем	5	2
263	себе и	3	2
264	был в	2	2
265	и с	4	2
266	в достаточной	2	2
267	но это	5	2
268	и из	2	2
269	он и	3	2
270	не столько	4	2
271	что мы	3	2
272	мы можем	11	2
273	точно так	2	2
274	жизни и	3	2
275	не было	3	2
276	тогда как	4	2
277	только после	3	2
278	из него	3	2
279	мы не	10	2
280	в тех	8	2
281	по его	2	2
282	только о	2	2
283	что они	5	2
284	стоит в	3	2
285	как только	5	2
286	именно на	2	2
287	должна быть	3	2
288	например в	6	2
289	во всем	2	2
290	в дальнейшем	3	2
291	из его	2	2
292	по существу	5	2
293	мы уже	10	2
294	этих случаях	18	2
