N	2gram	Ircho_Kome	Vladivir
344	казалось бы	3	3
345	был человеком	2	3
346	также что	2	3
347	только потому	2	3
348	гораздо более	2	3
349	тех пор	2	3
350	а мы	2	3
351	из трех	2	3
352	не могла	2	3
353	если это	2	3
354	для них	2	3
355	с такой	2	3
356	же как	3	3
357	самого начала	2	3
358	находится в	2	3
359	когда в	3	3
360	при всем	3	3
361	по одному	2	3
362	и самого	3	3
363	первую очередь	6	3
364	правда в	3	3
365	интерес к	2	3
366	том числе	4	3
367	того как	3	3
368	не столь	2	3
369	молодой человек	9	3
370	три года	2	3
371	с ними	2	3
372	в свои	4	3
373	в литературе	2	3
374	вернуться к	2	3
375	в противоположность	2	3
376	с их	4	3
377	бы в	3	3
378	является не	2	3
379	в изображении	2	3
380	одним из	3	3
381	как известно	4	3
382	и хотя	4	3
383	что по	3	3
384	в мире	3	3
385	если у	2	3
386	надо считать	2	3
387	это была	2	3
388	в состоянии	3	3
389	все что	3	3
390	в какой	2	3
391	будто бы	2	3
392	в настоящем	2	3
393	с известной	2	3
394	что к	2	3
395	по всем	2	3
396	этой области	2	3
397	как будто	3	3
398	г в	5	3
399	человека в	2	2
400	в действительности	4	2
401	всего этого	2	2
402	путь к	2	2
403	не является	2	2
404	собой и	2	2
405	одна из	4	2
406	у других	4	2
407	с той	2	2
408	ни было	4	2
409	что из	3	2
410	ни одного	2	2
411	коль скоро	2	2
412	не по	5	2
413	по адресу	18	2
414	не всегда	2	2
415	почти не	2	2
416	жизни так	2	2
417	видно из	4	2
418	своего времени	2	2
419	отрицать что	2	2
420	образом в	2	2
421	следующие слова	2	2
422	теперь в	2	2
423	было только	2	2
424	г с	2	2
425	для всех	5	2
426	или по	3	2
427	к середине	2	2
428	времени в	2	2
429	которые были	2	2
430	одного из	7	2
431	ответ на	2	2
432	обращает на	4	2
433	однако в	4	2
434	же не	2	2
435	содержания и	2	2
436	в ее	2	2
437	даже для	2	2
438	ни малейшего	2	2
439	почти всегда	2	2
440	в двух	6	2
441	если в	3	2
442	если они	3	2
443	имеет в	2	2
444	меньше всего	3	2
445	его творчества	4	2
446	этот отрывок	2	2
447	в первой	2	2
448	на это	3	2
449	с ее	2	2
450	от этого	2	2
451	была уже	2	2
452	дело с	3	2
453	за ним	2	2
454	известно что	4	2
455	с г	2	2
456	из египта	2	2
457	и их	3	2
458	судя по	6	2
459	а из	2	2
460	отрывок из	2	2
461	второй половины	2	2
462	одновременно с	3	2
463	сих пор	3	2
464	после того	3	2
465	или на	2	2
466	в г	28	2
467	ко времени	3	2
468	за то	4	2
469	в порядке	2	2
470	в самой	2	2
471	из которых	5	2
472	отрывки из	4	2
473	которые он	3	2
474	и платон	2	2
475	и поэтому	2	2
476	в той	2	2
477	к числу	2	2
478	здесь и	2	2
479	до года	2	2
480	и уже	2	2
481	говорить о	3	2
482	чем это	2	2
483	и после	3	2
484	в себя	3	2
485	относится к	2	2
486	в годы	7	2
487	до сих	3	2
