N	2gram	Bakhtin_Pr	VeschiIm
259	находится в	2	4
260	же время	10	4
261	он не	11	4
262	и сам	5	4
263	однако не	2	4
264	принципиально не	2	3
265	и понимания	3	3
266	ему не	2	3
267	перед нами	8	3
268	для меня	2	3
269	но как	4	3
270	не является	2	3
271	человека и	2	3
272	что из	3	3
273	но именно	5	3
274	в частности	2	3
275	идеи и	2	3
276	на ее	2	3
277	а с	4	3
278	по существу	5	3
279	мы видели	3	3
280	к нему	13	3
281	только с	2	3
282	а только	3	3
283	была бы	5	3
284	и само	2	3
285	с которой	4	3
286	другой стороны	3	3
287	понимания и	2	3
288	себя как	5	3
289	если не	2	3
290	в целом	8	3
291	же как	5	3
292	вот почему	3	3
293	и во	2	3
294	заключается в	3	3
295	той или	3	3
296	в истории	3	3
297	все еще	2	3
298	из его	4	3
299	только один	2	3
300	не все	2	3
301	тем более	2	3
302	от этого	2	3
303	и нет	2	3
304	в науке	2	3
305	я это	2	3
306	только что	3	3
307	и самое	4	3
308	превращается в	4	3
309	жизни в	3	3
310	для того	3	3
311	как в	10	3
312	но все	8	3
313	сами по	4	3
314	у него	9	3
315	не имеет	2	3
316	самой действительности	2	3
317	в своих	5	3
318	в самой	10	3
319	оно может	2	3
320	чтобы быть	2	3
321	выражение в	6	3
322	стало быть	2	3
323	из которых	3	3
324	образ действительности	2	3
325	к другому	2	3
326	однако в	2	3
327	перестает быть	4	3
328	или в	2	3
329	он есть	5	3
330	отношения к	4	3
331	у меня	4	3
332	мы уже	4	3
333	но он	3	3
334	не о	3	2
335	данном случае	3	2
336	как ее	2	2
337	тем самым	3	2
338	ее и	2	2
339	следовательно и	2	2
340	тому что	3	2
341	бытия в	3	2
342	к этим	2	2
343	а что	2	2
344	еще раз	3	2
345	не как	15	2
346	то есть	64	2
347	подходит к	5	2
348	и прежде	2	2
349	воздерживается от	2	2
350	слово в	3	2
351	конце концов	7	2
352	в виду	2	2
353	но эта	4	2
354	человека по	2	2
355	как он	5	2
356	что если	4	2
357	и со	3	2
358	точку зрения	9	2
359	быть в	2	2
360	на вопрос	2	2
361	же мы	2	2
362	одно из	2	2
363	человеческой мысли	2	2
364	не так	3	2
365	никак нельзя	2	2
366	для такого	2	2
367	говорить об	2	2
368	со всей	2	2
369	но эти	2	2
370	видим что	2	2
371	зрения и	2	2
372	он говорит	3	2
373	с другом	4	2
374	уже в	9	2
375	не из	3	2
376	по природе	4	2
377	и человек	2	2
378	ли вы	4	2
379	а потому	4	2
380	всяком случае	3	2
381	она и	3	2
382	и вне	2	2
383	не столько	3	2
384	тем или	2	2
385	нужно сказать	2	2
386	не на	6	2
387	это вовсе	2	2
388	в первом	3	2
389	мы сказали	2	2
390	в первой	3	2
391	есть у	2	2
392	все то	5	2
393	существует только	2	2
394	существенно и	3	2
395	здесь не	2	2
396	в начале	3	2
397	в особом	3	2
398	сознания и	9	2
399	его как	6	2
400	к этому	6	2
401	по преимуществу	3	2
402	бы к	2	2
403	это было	3	2
404	поэтому и	3	2
405	знает и	2	2
406	друг с	4	2
407	исходит из	3	2
408	как не	9	2
409	природе своей	3	2
410	человека в	8	2
411	этом отношении	7	2
412	и понимает	3	2
413	но ведь	4	2
414	же по	3	2
415	и другие	4	2
416	себе и	3	2
417	но они	4	2
418	жизнь и	3	2
419	лишь как	6	2
420	образ в	2	2
421	же и	2	2
422	самим собою	3	2
423	именно потому	3	2
424	конечно и	5	2
425	далеко не	3	2
426	где она	2	2
427	можно говорить	2	2
428	поэтому в	2	2
429	именно в	8	2
430	слова в	4	2
431	же вы	3	2
432	и к	5	2
433	для его	4	2
434	но для	2	2
435	приводит к	4	2
436	но на	2	2
437	он и	9	2
438	для нас	3	2
439	и на	15	2
440	что образ	2	2
441	то он	3	2
442	раз и	4	2
443	из самого	2	2
444	он сам	9	2
445	и уже	3	2
446	конечно не	7	2
447	является не	3	2
448	как будто	4	2
449	но с	4	2
450	этом смысле	12	2
451	той же	7	2
452	с другою	2	2
453	с его	14	2
