N	2gram	Vinokur_St	Freidism
248	уже в	3	3
249	на это	2	3
250	для них	2	3
251	говорит о	5	3
252	и сам	4	3
253	есть только	2	3
254	случае не	3	3
255	не приходится	5	3
256	о которой	3	3
257	до сих	13	3
258	похоже на	3	3
259	во втором	5	3
260	между тем	7	3
261	бы то	2	3
262	да и	4	2
263	них и	2	2
264	в отношении	11	2
265	вопрос о	9	2
266	о которых	3	2
267	нас к	2	2
268	а также	4	2
269	то в	3	2
270	нужно отметить	2	2
271	из того	2	2
272	но эти	2	2
273	и об	7	2
274	что как	3	2
275	из этой	2	2
276	другом месте	2	2
277	в одной	3	2
278	для своего	2	2
279	бы и	4	2
280	дело в	9	2
281	бы в	2	2
282	превращается в	2	2
283	такого рода	2	2
284	дело не	4	2
285	это было	2	2
286	не как	2	2
287	большое значение	2	2
288	отличается от	2	2
289	не имели	2	2
290	также в	2	2
291	применении к	3	2
292	в конце	5	2
293	как к	3	2
294	для себя	3	2
295	или же	3	2
296	должен быть	3	2
297	нужно сказать	6	2
298	однако и	2	2
299	пишет он	2	2
300	нет это	2	2
301	а на	4	2
302	конце концов	2	2
303	таком виде	2	2
304	при помощи	4	2
305	и тем	3	2
306	никаких оснований	2	2
307	он должен	2	2
308	в некоторых	3	2
309	в их	3	2
310	но именно	3	2
311	к своему	3	2
312	и другие	3	2
313	а именно	3	2
314	для нас	7	2
315	в течение	7	2
316	что значит	2	2
317	меньшей мере	3	2
318	доказать что	2	2
319	его не	3	2
320	в такой	2	2
321	с одной	3	2
322	должна быть	3	2
323	а с	6	2
324	для понимания	2	2
325	от этого	2	2
326	думать что	2	2
327	и так	3	2
328	в эту	3	2
329	не имеет	5	2
330	значение для	2	2
331	материал для	6	2
332	вообще не	5	2
333	также и	10	2
334	с другой	11	2
335	но нет	2	2
336	и творчества	2	2
337	стремление к	3	2
338	еще более	5	2
339	отказаться от	2	2
340	на которой	2	2
341	но все	9	2
342	во многом	3	2
343	то обстоятельство	3	2
344	одной стороны	2	2
345	в применении	3	2
346	этом смысле	2	2
347	свое выражение	2	2
348	по меньшей	3	2
349	такое же	2	2
350	и их	3	2
351	это прежде	2	2
352	на них	2	2
353	обстоятельство что	4	2
354	ведь если	2	2
355	но если	5	2
356	случае в	4	2
357	то или	3	2
358	и теперь	2	2
359	там где	6	2
360	же как	5	2
361	и уже	3	2
362	что с	4	2
363	и во	3	2
364	и всей	2	2
365	в качестве	7	2
366	в первом	2	2
367	отношения к	2	2
368	не к	2	2
369	что при	3	2
370	или иное	3	2
371	чем он	3	2
372	будто бы	4	2
373	ясно что	10	2
