N	2gram	Vygotskiy_	Literetu
189	с тем	18	4
190	общего с	3	4
191	со всей	5	4
192	и все	5	4
193	на том	3	4
194	на его	5	4
195	могли бы	16	4
196	ту же	2	4
197	могут быть	9	4
198	в них	3	4
199	не бывает	2	4
200	аналогии с	2	4
201	во всей	3	4
202	хотя и	2	4
203	как мы	14	4
204	во всяком	10	4
205	мышления и	39	4
206	тех же	2	4
207	но это	7	4
208	к этому	5	4
209	для того	14	4
210	такой же	4	4
211	со всеми	9	4
212	но тем	2	4
213	все они	2	4
214	можно сказать	2	4
215	на то	7	4
216	а по	3	4
217	приводит к	5	4
218	на этом	3	4
219	свое место	2	4
220	перед ним	4	4
221	вовсе не	5	4
222	и что	15	4
223	таким образом	36	4
224	не мог	4	4
225	вопрос о	2	3
226	в действительности	3	3
227	и потому	2	3
228	для его	2	3
229	так же	26	3
230	различие между	2	3
231	но как	4	3
232	по себе	11	3
233	в отношении	14	3
234	на один	5	3
235	от слова	2	3
236	том же	3	3
237	но по	3	3
238	а с	4	3
239	о нем	2	3
240	как уже	8	3
241	следующим образом	4	3
242	они не	4	3
243	но только	3	3
244	той или	2	3
245	направленной на	2	3
246	речь идет	4	3
247	там где	4	3
248	же как	10	3
249	того чтобы	15	3
250	числе и	3	3
251	все эти	9	3
252	становится для	2	3
253	и тогда	2	3
254	не на	2	3
255	в истории	9	3
256	во время	3	3
257	свою очередь	3	3
258	который в	4	3
259	тот же	10	3
260	ее в	2	3
261	если в	3	3
262	и от	5	3
263	во многих	3	3
264	как например	2	3
265	можно было	10	3
266	бы и	2	3
267	с их	3	3
268	с ней	4	3
269	которая не	5	3
270	если бы	12	3
271	по которым	2	3
272	также и	3	3
273	был бы	2	3
274	в этих	4	3
275	все равно	4	3
276	не по	2	3
277	речь в	3	3
278	в какой	5	3
279	в историческом	2	3
280	не имеет	3	3
281	и является	2	3
282	в роли	4	3
283	в чем	2	3
284	когда он	5	3
285	не есть	5	3
286	отношения между	6	3
287	путь к	3	3
288	из которых	6	3
289	к общему	2	3
290	всяком случае	10	3
291	все что	4	3
292	и того	5	3
293	мы в	3	3
294	здесь не	2	3
295	не просто	3	3
296	ничего общего	4	3
297	же самое	9	3
298	же и	2	3
299	с ним	4	3
300	мы и	4	3
301	свое время	2	2
302	перед нами	15	2
303	начиная с	2	2
304	не станем	5	2
305	бы они	2	2
306	в ход	5	2
307	приходит к	7	2
308	который по	2	2
309	человека и	6	2
310	и у	7	2
311	есть и	2	2
312	и вместе	2	2
313	роль в	5	2
314	остается в	2	2
315	об отношении	2	2
316	а как	2	2
317	нас к	2	2
318	у них	3	2
319	и при	3	2
320	в такой	3	2
321	в свое	2	2
322	речь не	4	2
323	тем как	4	2
324	где каждый	2	2
325	в него	4	2
326	и тех	2	2
327	тому что	3	2
328	со словом	2	2
329	говорил он	2	2
330	могло бы	4	2
331	что развитие	4	2
332	что на	2	2
333	тогда когда	10	2
334	ключ к	5	2
335	от других	2	2
336	по этому	6	2
337	для них	3	2
338	исследования в	2	2
339	и другого	2	2
340	с ними	3	2
341	между двумя	3	2
342	целом но	3	2
343	побуждает и	2	2
344	то как	2	2
345	что нам	3	2
346	повествование о	2	2
347	и по	5	2
348	что они	23	2
349	и более	4	2
350	от тех	2	2
351	этом случае	4	2
352	и другими	2	2
353	и другим	2	2
354	уже и	5	2
355	здесь мы	4	2
356	в значении	2	2
357	одно и	7	2
358	сказать что	10	2
359	собой не	2	2
360	и мы	2	2
361	бы в	5	2
362	им в	3	2
363	с другими	3	2
364	в нашей	4	2
365	в результате	6	2
366	из этих	5	2
367	другом месте	3	2
368	тем более	2	2
369	свое имя	2	2
370	однако и	2	2
371	бы быть	2	2
372	который не	3	2
373	этом и	2	2
374	процесса в	7	2
375	значение в	5	2
376	лишь на	2	2
377	иначе говоря	2	2
378	в первый	2	2
379	не обладает	2	2
380	та же	3	2
381	могут служить	2	2
382	не означает	2	2
383	одновременно с	2	2
384	к той	2	2
385	в живом	3	2
386	как известно	7	2
387	что по	2	2
388	новых и	2	2
389	что у	3	2
390	от всех	2	2
391	в котором	3	2
392	если это	2	2
393	слова в	8	2
394	как с	4	2
395	оно не	3	2
396	нам остается	2	2
397	всякий раз	2	2
398	только не	2	2
399	не можем	4	2
400	мог бы	5	2
401	внимание на	4	2
402	так чтобы	2	2
403	в той	2	2
404	историческом развитии	2	2
405	в таком	4	2
406	не идет	2	2
407	является по	2	2
408	во всем	7	2
409	в совершенно	5	2
410	целом и	2	2
411	на первый	5	2
412	имеем дело	2	2
413	мы имеем	6	2
414	на основе	29	2
