N	2gram	Potebnia_M	Freidism
212	в свой	2	3
213	и притом	3	3
214	все то	3	3
215	в сознании	36	3
216	независимо от	10	3
217	такие же	2	3
218	и даже	3	3
219	и тот	5	3
220	тем же	6	3
221	связанное с	3	3
222	и как	8	3
223	и содержание	2	3
224	единство и	2	3
225	на все	3	3
226	а как	2	3
227	одним из	3	3
228	и при	5	3
229	у нас	2	3
230	этого не	3	3
231	представления и	4	3
232	одной и	6	3
233	связано с	2	3
234	как на	6	3
235	и той	4	3
236	сих пор	4	3
237	в какой	3	3
238	в искусстве	6	3
239	и следовательно	3	3
240	мы в	3	3
241	сказать о	2	3
242	часть его	2	3
243	которое не	2	3
244	это содержание	7	3
245	о том	7	3
246	один и	2	3
247	того же	5	3
248	человека с	2	3
249	все его	2	3
250	собственном смысле	2	3
251	оно не	7	3
252	к его	2	3
253	их в	3	3
254	ответ на	3	3
255	мы называем	2	3
256	в одном	4	3
257	что мы	16	3
258	в них	9	3
259	только не	5	3
260	уже в	10	3
261	к сознанию	4	3
262	формы и	2	3
263	возможно только	6	3
264	на это	4	3
265	находится в	5	3
266	между двумя	5	3
267	мы видим	3	3
268	из него	4	3
269	на другие	7	3
270	жизни к	2	3
271	сказать и	2	3
272	и есть	4	3
273	природы и	2	3
274	есть только	9	3
275	них не	4	3
276	до сих	4	3
277	между тем	19	3
278	представляется нам	2	3
279	бы то	2	3
280	да и	2	2
281	самого себя	3	2
282	как ее	2	2
283	вопрос о	2	2
284	следовательно и	2	2
285	когда мы	4	2
286	в различных	2	2
287	с первого	2	2
288	и между	4	2
289	из того	2	2
290	его с	3	2
291	что как	4	2
292	время в	3	2
293	и сама	2	2
294	таких случаях	2	2
295	одним словом	3	2
296	же с	7	2
297	бы и	4	2
298	в состоянии	5	2
299	должно быть	9	2
300	к другим	4	2
301	когда человек	3	2
302	бы в	3	2
303	превращается в	3	2
304	всех сторон	3	2
305	это было	3	2
306	не как	3	2
307	в науке	3	2
308	в глаза	2	2
309	не имели	2	2
310	и мысли	2	2
311	есть и	3	2
312	для себя	3	2
313	или же	8	2
314	друг друга	6	2
315	ее от	2	2
316	и самое	3	2
317	но так	3	2
318	при помощи	2	2
319	и тем	8	2
320	он должен	2	2
321	находятся в	3	2
322	в их	2	2
323	если и	2	2
324	только для	3	2
325	ни одно	2	2
326	ни было	2	2
327	для сознания	5	2
328	к своему	3	2
329	и та	5	2
330	для нас	40	2
331	между собою	13	2
332	в течение	2	2
333	отличие от	2	2
334	его не	2	2
335	человек может	2	2
336	нас в	3	2
337	в такой	2	2
338	которые мы	3	2
339	с одной	8	2
340	для ребенка	2	2
341	должна быть	2	2
342	а с	4	2
343	при таких	2	2
344	образом в	4	2
345	для понимания	5	2
346	в мире	3	2
347	или вовсе	3	2
348	мы только	2	2
349	от этого	2	2
350	думать что	6	2
351	в эту	4	2
352	не имеет	10	2
353	относится к	6	2
354	явлений и	3	2
355	не есть	24	2
356	же что	8	2
357	как совокупность	2	2
358	с другой	8	2
359	только одну	2	2
360	но нет	2	2
361	предмета и	2	2
362	заметить что	7	2
363	зависит от	7	2
364	только при	2	2
365	воспоминания о	2	2
366	на первых	2	2
367	отказаться от	2	2
368	входит в	3	2
369	на которой	4	2
370	но все	2	2
371	во многом	3	2
372	одной стороны	4	2
373	в самое	2	2
374	с таким	3	2
375	что между	2	2
376	этом смысле	2	2
377	тогда когда	20	2
378	такое же	5	2
379	и их	4	2
380	но как	2	2
381	не то	6	2
382	по-видимому не	2	2
383	на них	2	2
384	чувства и	5	2
385	на другой	2	2
386	и значение	2	2
387	но если	2	2
388	равно как	2	2
389	идеи и	2	2
390	в тени	2	2
391	то или	2	2
392	и теперь	6	2
393	там где	6	2
394	для развития	3	2
395	но вместе	5	2
396	на более	2	2
397	человек не	4	2
398	что с	2	2
399	в нас	2	2
400	могли бы	3	2
401	только о	2	2
402	не следует	6	2
403	в первом	5	2
404	же самое	3	2
405	отношения к	2	2
406	представлений и	5	2
407	не к	4	2
408	рядом с	2	2
409	жизни то	2	2
410	что при	3	2
411	на языке	2	2
412	или только	2	2
413	мы могли	2	2
414	художественный образ	2	2
415	ли мы	3	2
