N	2gram	Bakhtin_Fr	Problemy
301	в литературе	9	4
302	это в	5	4
303	особенно в	2	4
304	всех этих	10	4
305	это было	2	4
306	с ее	3	4
307	вне его	2	4
308	в свете	3	4
309	конечно и	4	4
310	с миром	3	4
311	об этом	2	4
312	этом отношении	5	4
313	времени и	9	4
314	особый тип	2	4
315	жизнь и	3	4
316	речи и	2	4
317	также и	3	4
318	поэтому в	3	4
319	все что	2	4
320	еще более	6	4
321	оно не	2	4
322	еще в	3	4
323	разобранные нами	2	4
324	и действительно	2	4
325	перестает быть	3	4
326	бы ни	2	4
327	мы и	4	4
328	вполне понятно	2	4
329	или даже	2	3
330	он понимает	3	3
331	не для	2	3
332	или к	2	3
333	о чем	3	3
334	есть только	3	3
335	человека и	4	3
336	по своей	3	3
337	целом ряде	2	3
338	воспринимается как	2	3
339	в основном	4	3
340	например у	2	3
341	а его	2	3
342	же он	2	3
343	узком смысле	2	3
344	своего рода	2	3
345	значение для	2	3
346	и само	2	3
347	так в	4	3
348	в узком	4	3
349	здесь же	3	3
350	почти не	2	3
351	и та	2	3
352	или меньшей	7	3
353	того чтобы	3	3
354	а затем	4	3
355	и по	3	3
356	же в	4	3
357	можно сказать	4	3
358	выходит за	5	3
359	в других	3	3
360	ее в	2	3
361	мы видим	2	3
362	и вообще	5	3
363	одной из	3	3
364	меньшей степени	8	3
365	как например	2	3
366	из этих	7	3
367	и еще	5	3
368	дело в	2	3
369	по преимуществу	3	3
370	это очень	2	3
371	не является	4	3
372	особенности его	2	3
373	в изображении	2	3
374	мы здесь	4	3
375	в чисто	2	3
376	но они	4	3
377	мы можем	2	3
378	нем в	2	3
379	из тех	2	3
380	связан с	5	3
381	есть в	6	3
382	раз в	4	3
383	почти на	3	3
384	знает только	2	3
385	человек в	2	3
386	в смысле	2	3
387	речь и	2	3
388	в устах	2	3
389	большей или	7	3
390	и одновременно	6	3
391	говорит о	2	3
392	и особенно	4	3
393	в таком	2	3
394	нового времени	17	3
395	именно на	2	3
396	и эта	5	3
397	в большей	8	3
398	мы будем	4	3
399	без всякого	3	3
400	еще и	6	2
401	в книге	3	2
402	во все	2	2
403	и почти	3	2
404	из всех	3	2
405	к этим	2	2
406	а и	2	2
407	его на	2	2
408	на всю	4	2
409	одну из	2	2
410	утрачивает свою	2	2
411	к этому	2	2
412	он дает	4	2
413	видеть в	2	2
414	входящих в	2	2
415	и эти	2	2
416	и других	6	2
417	от своего	2	2
418	мире и	3	2
419	и ни	4	2
420	и иногда	2	2
421	себе в	2	2
422	одно из	7	2
423	в особенности	7	2
424	по сравнению	2	2
425	при всех	2	2
426	для своего	2	2
427	в г	3	2
428	она была	6	2
429	это уже	4	2
430	мы наблюдаем	3	2
431	он пишет	2	2
432	вступают в	2	2
433	хоть раз	2	2
434	где они	3	2
435	форме и	2	2
436	он так	2	2
437	не могла	2	2
438	в значительной	9	2
439	находит свое	2	2
440	этих двух	2	2
441	с нею	2	2
442	нельзя сказать	2	2
443	для них	2	2
444	отметить что	2	2
445	и очень	2	2
446	же она	2	2
447	очень хорошо	2	2
448	известной степени	2	2
449	образом в	3	2
450	на языке	2	2
451	проникает в	2	2
452	в противоположность	3	2
453	почти все	3	2
454	нашей работы	6	2
455	можно найти	3	2
456	значительной степени	4	2
457	его творчество	2	2
458	затем и	2	2
459	но даже	2	2
460	этот процесс	5	2
461	бы быть	2	2
462	нельзя понять	2	2
463	их с	2	2
464	во второй	2	2
465	с ней	2	2
466	для романтизма	2	2
467	целый ряд	2	2
468	прекрасного и	2	2
469	в заключение	2	2
470	для того	2	2
471	его нельзя	2	2
472	в истории	5	2
473	и другие	10	2
474	в условиях	15	2
475	для нас	5	2
476	всех его	3	2
477	к ней	2	2
478	с одной	2	2
479	в какой	2	2
480	всего на	3	2
481	радости и	2	2
482	иной форме	4	2
483	громадное значение	2	2
484	еще далеко	2	2
485	от всех	3	2
486	не к	2	2
487	в нашем	3	2
488	что для	3	2
489	и глубоко	3	2
490	лежащие в	2	2
491	освободиться от	2	2
492	вся эта	4	2
493	тело и	5	2
494	на первом	4	2
495	и она	2	2
496	роль в	6	2
497	во многом	3	2
498	и именно	2	2
499	здесь и	5	2
500	основная особенность	2	2
501	слов о	2	2
502	и перед	3	2
503	совершенно иной	2	2
504	и речи	2	2
505	и становится	2	2
506	в самые	3	2
507	что касается	3	2
508	здесь еще	3	2
