N	2gram	Vinokur_Ku	Problemy
267	того же	6	5
268	на себя	3	5
269	в чем	2	5
270	однако в	2	5
271	но здесь	2	5
272	один из	8	5
273	в такой	2	5
274	в зависимости	7	5
275	в ее	2	5
276	слов и	2	5
277	в последнем	2	5
278	по своим	2	5
279	в речи	5	5
280	совершенно не	4	5
281	между собою	3	5
282	по крайней	11	5
283	тому же	2	5
284	именно в	7	5
285	когда он	4	5
286	в обычном	3	5
287	как можно	2	5
288	слова на	2	5
289	в ней	6	5
290	вместе с	8	5
291	тем не	10	4
292	слова не	2	4
293	тому чтобы	2	4
294	в духе	3	4
295	от того	5	4
296	ни были	3	4
297	под влиянием	3	4
298	он должен	2	4
299	в одно	2	4
300	это как	2	4
301	из которых	3	4
302	или менее	3	4
303	смысле этого	5	4
304	мы видели	3	4
305	но только	5	4
306	а то	2	4
307	более или	3	4
308	не значит	2	4
309	и говорит	2	4
310	на себе	10	4
311	в сторону	2	4
312	даже и	5	4
313	и без	2	4
314	по мере	3	4
315	что оно	6	4
316	к слову	2	4
317	то это	3	4
318	переходит в	2	4
319	находится в	2	4
320	связи с	8	4
321	в первом	3	4
322	уже и	3	4
323	нет в	2	4
324	что с	2	4
325	характер и	2	4
326	то и	4	4
327	всех этих	4	4
328	в которой	7	4
329	это было	2	4
330	конечно и	3	4
331	только что	2	4
332	что если	4	4
333	об этом	4	4
334	и мысли	2	4
335	этом отношении	8	4
336	с этой	4	4
337	сами по	2	4
338	речи и	8	4
339	вообще не	2	4
340	также и	7	4
341	что такое	8	4
342	само по	6	4
343	и если	4	4
344	оно не	5	4
345	не есть	4	4
346	если не	4	4
347	за собой	2	4
348	со словом	3	4
349	он тоже	2	4
350	данном случае	2	3
351	или даже	2	3
352	следовательно и	2	3
353	уж не	2	3
354	для самого	3	3
355	не для	2	3
356	это действительно	2	3
357	устной речи	2	3
358	о чем	2	3
359	в настоящее	2	3
360	которые в	2	3
361	о слове	2	3
362	которых мы	2	3
363	есть нечто	2	3
364	здесь действительно	2	3
365	это все	2	3
366	этого не	5	3
367	мы знаем	3	3
368	что даже	2	3
369	бы сказать	3	3
370	в структуре	3	3
371	увидим что	2	3
372	узком смысле	2	3
373	как я	2	3
374	своего рода	4	3
375	на который	2	3
376	могли бы	4	3
377	может служить	4	3
378	что этот	2	3
379	так в	2	3
380	что на	2	3
381	меня и	3	3
382	настоящее время	2	3
383	в узком	3	3
384	всего в	2	3
385	или меньшей	2	3
386	нуждается в	5	3
387	того чтобы	25	3
388	и по	4	3
389	же в	5	3
390	самый факт	2	3
391	е в	3	3
392	можно сказать	6	3
393	этом случае	4	3
394	выходит за	2	3
395	должны быть	4	3
396	еще один	3	3
397	ее в	2	3
398	того как	6	3
399	очень часто	2	3
400	и мы	2	3
401	меньшей степени	2	3
402	чтобы в	2	3
403	того или	6	3
404	как например	3	3
405	в данном	8	3
406	только то	2	3
407	что так	3	3
408	из этих	5	3
409	говорить о	5	3
410	и еще	4	3
411	противоречии с	2	3
412	дело в	2	3
413	по преимуществу	3	3
414	и уже	2	3
415	как такового	2	3
416	не является	2	3
417	и при	3	3
418	и есть	3	3
419	у нас	19	3
420	что его	2	3
421	мы можем	2	3
422	том и	3	3
423	не с	4	3
424	связан с	2	3
425	есть в	6	3
426	но уже	6	3
427	в смысле	2	3
428	если мы	5	3
429	как таковой	2	3
430	так ли	2	3
431	в устах	3	3
432	жизнь в	2	3
433	большей или	2	3
434	но что	3	3
435	сводится к	3	3
436	в таком	3	3
437	будто бы	3	3
438	ту же	6	3
439	в большей	2	3
440	однако не	9	3
441	без всякого	2	3
442	и сами	2	3
443	тем же	2	3
444	чем в	3	3
445	материалом для	2	3
446	еще и	7	2
447	все более	2	2
448	во все	2	2
449	в силах	2	2
450	что их	2	2
451	перед вами	2	2
452	указывает на	2	2
453	или поздно	2	2
454	предполагает что	2	2
455	ними и	2	2
456	не потому	6	2
457	этой точки	4	2
458	п все	2	2
459	одного и	2	2
460	не раз	3	2
461	к этому	4	2
462	коллектива к	2	2
463	не был	2	2
464	но есть	2	2
465	или же	3	2
466	социальной жизни	3	2
467	должен быть	8	2
468	и эти	3	2
469	тех кто	2	2
470	же слово	2	2
471	не всегда	4	2
472	здесь как	3	2
473	свою очередь	4	2
474	тогда когда	7	2
475	мы с	3	2
476	может и	2	2
477	же касается	4	2
478	письме к	2	2
479	своего времени	2	2
480	быть в	2	2
481	мне не	2	2
482	не сделал	3	2
483	к сожалению	2	2
484	себе в	3	2
485	то оно	2	2
486	одно из	3	2
487	из письма	2	2
488	в особенности	6	2
489	не так	2	2
490	от этого	4	2
491	рано или	2	2
492	по сравнению	3	2
493	в контексте	2	2
494	в г	3	2
495	на том	4	2
496	слово это	11	2
497	мы наблюдаем	2	2
498	с большим	4	2
499	показать что	2	2
500	и там	2	2
501	своей собственной	3	2
502	как впрочем	2	2
503	при том	2	2
504	ответ на	2	2
505	формулы и	2	2
506	в прямом	2	2
507	отнюдь не	5	2
508	смысле слова	3	2
509	для них	2	2
510	да рядом	3	2
511	же как	3	2
512	что вся	2	2
513	почти всегда	3	2
514	же это	2	2
515	до того	2	2
516	образом в	3	2
517	тогда в	2	2
518	этих случаях	2	2
519	и свое	3	2
520	что значит	2	2
521	в рамках	5	2
522	е не	2	2
523	любовь к	2	2
524	ли это	4	2
525	я уже	2	2
526	не знаю	2	2
527	не все	4	2
528	но даже	3	2
529	в которые	2	2
530	речи в	7	2
531	есть лишь	3	2
532	было в	2	2
533	целый ряд	8	2
534	иной раз	2	2
535	в статье	3	2
536	лишает их	2	2
537	в качестве	12	2
538	а следовательно	2	2
539	для того	23	2
540	в истории	3	2
541	а именно	4	2
542	для нас	6	2
543	не столько	2	2
544	речь в	7	2
545	с одной	3	2
546	в какой	7	2
547	после того	3	2
548	больше всего	3	2
549	иначе как	2	2
550	не имеет	6	2
551	и является	4	2
552	не случайно	7	2
553	в противоречии	2	2
554	в нашем	8	2
555	что для	3	2
556	столь же	2	2
557	только и	3	2
558	как с	2	2
559	в свою	4	2
560	вся эта	2	2
561	сплошь да	3	2
562	мысль и	2	2
563	роль в	6	2
564	во многом	2	2
565	и именно	3	2
566	в стороне	2	2
567	и того	2	2
568	только как	3	2
569	и должно	2	2
570	слов о	2	2
571	лишь с	3	2
572	не следует	6	2
573	быть не	2	2
574	свою речь	3	2
575	но оно	2	2
576	и становится	3	2
577	что касается	4	2
578	во втором	2	2
579	с помощью	12	2
580	а потому	6	2
