N	2gram	Potebnia_M	Formalny
126	формы и	2	10
127	мы не	17	10
128	не было	12	10
129	бы то	2	10
130	мы видели	5	10
131	другой стороны	4	10
132	как о	3	10
133	в первом	5	10
134	и как	8	10
135	в своих	2	10
136	большинстве случаев	2	10
137	и теперь	6	10
138	конечно не	2	10
139	он не	4	10
140	в слове	41	10
141	тем же	6	10
142	одним словом	3	9
143	для понимания	5	9
144	совсем не	2	9
145	но это	9	9
146	и до	2	9
147	и может	4	9
148	в каждом	6	9
149	бы ни	6	9
150	и даже	3	9
151	у нас	2	9
152	не могло	3	9
153	в свою	6	9
154	ни было	2	9
155	языка в	6	9
156	говорить о	6	9
157	отношения к	2	9
158	в языке	19	9
159	это не	2	8
160	в других	3	8
161	была бы	5	8
162	до сих	4	8
163	одной стороны	4	8
164	в них	9	8
165	с одной	8	8
166	в области	3	8
167	что это	6	8
168	с этим	12	8
169	в данном	3	8
170	сих пор	4	8
171	и к	5	8
172	в поэтическом	2	8
173	для того	8	8
174	не следует	6	8
175	следовательно и	2	7
176	том что	28	7
177	в себе	26	7
178	свою очередь	6	7
179	что именно	5	7
180	или менее	6	7
181	более или	6	7
182	в систему	2	7
183	в сущности	3	7
184	художественном произведении	3	7
185	бы быть	3	7
186	сказать что	8	7
187	к этому	3	7
188	время в	3	7
189	и наконец	3	7
190	и только	5	7
191	в какой	3	7
192	и более	4	7
193	но все	2	7
194	сами по	3	7
195	столь же	8	7
196	из них	11	7
197	в той	2	7
198	же и	3	7
199	от этого	2	7
200	данном случае	3	6
201	тем самым	11	6
202	в которой	9	6
203	отношение к	2	6
204	и тем	8	6
205	и других	3	6
206	так в	4	6
207	и это	6	6
208	тому что	6	6
209	в этих	2	6
210	те же	6	6
211	не из	4	6
212	его не	2	6
213	на ее	2	6
214	один из	7	6
215	смысле этого	9	6
216	этого слова	14	6
217	должны быть	3	6
218	ее в	2	6
219	к его	2	6
220	его с	3	6
221	из этих	10	6
222	за пределы	2	6
223	от его	2	6
224	от нее	2	6
225	искусства и	3	6
226	нет и	2	6
227	например в	9	6
228	о том	7	6
229	их в	3	6
230	в смысле	4	6
231	в произведении	4	6
232	произведения искусства	2	6
233	уже в	10	6
234	только не	5	6
235	как она	2	6
236	сам по	9	6
237	именно на	2	6
238	с ним	10	6
239	той же	6	6
240	даже в	3	5
241	должен был	2	5
242	ни о	3	5
243	мы должны	6	5
244	могло бы	2	5
245	время и	2	5
246	все более	2	5
247	не можем	8	5
248	виду что	2	5
249	должно было	2	5
250	что оно	12	5
251	от того	10	5
252	или же	8	5
253	на все	3	5
254	а как	2	5
255	связь между	6	5
256	мы уже	5	5
257	может стать	3	5
258	отличие от	2	5
259	и между	4	5
260	одной из	3	5
261	так например	3	5
262	а только	7	5
263	она есть	2	5
264	не могла	2	5
265	то это	9	5
266	в такой	2	5
267	что не	12	5
268	и по	5	5
269	даже не	2	5
270	можно сказать	4	5
271	из виду	4	5
272	хотя и	3	5
273	бы и	4	5
274	да и	2	5
275	и то	13	5
276	если в	2	5
277	произведения не	2	5
278	не от	3	5
279	значительной степени	2	5
280	не столько	2	5
281	как например	2	5
282	то и	10	5
283	в мире	3	5
284	и эта	2	5
285	его как	3	5
286	перестает быть	5	5
287	мы можем	13	5
288	в эту	4	5
289	восприятия и	2	5
290	с этой	2	5
291	для нас	40	5
292	к нему	7	5
293	звуком и	3	5
294	непосредственно в	2	5
295	то он	2	5
296	слово как	5	5
297	не имеет	10	5
298	в котором	7	5
299	слова в	7	5
300	этом смысле	2	5
301	настоящего времени	3	5
302	тому как	6	5
303	равно как	2	5
304	и что	13	5
305	же в	3	5
306	таким же	2	5
307	как на	6	5
308	друг другу	2	5
309	звука и	4	5
310	вопрос о	2	5
311	и притом	3	4
312	очевидно что	9	4
313	и следовательно	3	4
314	от него	2	4
315	к другим	4	4
316	но даже	3	4
317	увидим что	2	4
318	и сами	2	4
319	одним из	3	4
320	слово в	6	4
321	входящих в	2	4
322	он должен	2	4
323	тогда когда	20	4
324	влияние на	3	4
325	и чем	3	4
326	на котором	4	4
327	себе в	2	4
328	самый предмет	2	4
329	между двумя	5	4
330	того же	5	4
331	без нее	2	4
332	бы она	2	4
333	не будет	4	4
334	или в	4	4
335	нужно было	2	4
336	этой последней	2	4
337	и тогда	4	4
338	был бы	2	4
339	только как	9	4
340	могла бы	2	4
341	а к	4	4
342	ближайшим образом	3	4
343	нам кажется	7	4
344	к ней	7	4
345	это единство	2	4
346	тем не	7	4
347	на него	3	4
348	сама по	3	4
349	целый ряд	2	4
350	и содержание	2	4
351	не ради	2	4
352	превращается в	3	4
353	та же	3	4
354	в таком	6	4
355	в последнем	4	4
356	и о	6	4
357	от одного	5	4
358	отношении к	3	4
359	но если	2	4
360	или на	2	4
361	не к	4	4
362	думать что	6	4
363	подобно тому	3	4
364	что для	5	4
365	каждой из	3	4
366	один и	2	4
367	что такое	2	4
368	зависит от	7	4
369	мы говорим	2	4
370	между людьми	2	4
371	же что	8	4
372	к самому	2	4
373	эта связь	2	4
374	внутренней формы	31	4
375	только при	2	4
376	к другому	3	4
377	но эта	3	4
378	все в	3	4
379	поэзии в	2	3
380	и если	4	3
381	в нее	5	3
382	перед нами	3	3
383	к одному	7	3
384	для создания	2	3
385	а и	5	3
386	том как	3	3
387	в каком	8	3
388	что уже	2	3
389	есть только	9	3
390	в понятии	2	3
391	проявляется в	2	3
392	бы оно	2	3
393	это только	2	3
394	не всегда	5	3
395	в науке	3	3
396	и при	5	3
397	души и	2	3
398	так что	14	3
399	связано с	2	3
400	том смысле	6	3
401	от них	4	3
402	это последнее	4	3
403	как предмет	2	3
404	но как	2	3
405	так или	2	3
406	что содержание	6	3
407	в различных	2	3
408	что на	3	3
409	из одного	3	3
410	возможно только	6	3
411	внутренняя форма	18	3
412	на его	4	3
413	перехода от	3	3
414	мы видим	3	3
415	к своему	3	3
416	себе а	4	3
417	было в	6	3
418	как совокупность	2	3
419	и звук	2	3
420	содержания в	3	3
421	касается до	2	3
422	тот же	2	3
423	вряд ли	4	3
424	языка мы	3	3
425	все остальные	3	3
426	кажется что	3	3
427	никак не	3	3
428	слово и	4	3
429	в сознании	36	3
430	можно только	3	3
431	быть только	5	3
432	тем более	9	3
433	в словах	3	3
434	то по	2	3
435	всех сторон	3	3
436	в это	2	3
437	это было	3	3
438	их отношения	2	3
439	и тот	5	3
440	но уже	2	3
441	во всем	2	3
442	единство и	2	3
443	то или	2	3
444	каждого из	2	3
445	что как	4	3
446	имеет значение	6	3
447	бы не	6	3
448	находятся в	3	3
449	и другое	3	3
450	а от	2	3
451	в чем	6	3
452	этот образ	7	3
453	в известной	3	3
454	в форме	2	3
455	и из	2	3
456	не с	4	3
457	на нее	2	3
458	вытекает из	2	3
459	произведение есть	2	3
460	том чтобы	4	3
461	формы в	3	3
462	на то	6	3
463	предмета и	2	3
464	он может	2	3
465	и значением	2	3
466	явления и	2	3
467	сознания и	2	3
468	к одной	4	3
469	строгом смысле	2	3
470	в которых	5	3
471	из себя	3	3
472	или наоборот	2	3
473	с таким	3	3
474	могла быть	2	3
475	именно из	2	3
476	в одном	4	3
477	но что	4	3
478	со своей	2	3
479	влияния на	2	3
480	внимание на	2	3
481	можно назвать	2	3
482	в системе	2	3
483	не об	2	3
484	человек не	4	3
485	что эта	3	3
486	не то	6	3
487	ничего общего	2	3
488	лишь тогда	5	3
489	же самое	3	3
490	но оно	6	3
491	тем и	5	3
492	что при	3	3
493	не дает	2	3
494	что собственно	2	3
495	но он	3	3
496	иначе как	2	2
497	человека в	2	2
498	только тогда	13	2
499	смысле что	2	2
500	во времени	2	2
501	в каждой	4	2
502	от всего	4	2
503	из того	2	2
504	и сама	2	2
505	человека и	8	2
506	относиться к	2	2
507	или с	2	2
508	мысли в	2	2
509	что язык	5	2
510	но есть	3	2
511	это определение	2	2
512	есть не	9	2
513	в данное	2	2
514	форма в	5	2
515	не потому	2	2
516	с нею	5	2
517	может в	2	2
518	звук и	5	2
519	и поэзия	2	2
520	в звуке	4	2
521	что если	5	2
522	привести в	2	2
523	в виде	3	2
524	ко всем	5	2
525	друг от	2	2
526	при помощи	2	2
527	и та	5	2
528	тем как	4	2
529	или вовсе	3	2
530	одной и	6	2
531	что ни	3	2
532	не знает	4	2
533	а с	4	2
534	то оно	4	2
535	со всех	3	2
536	к ним	3	2
537	происходит в	2	2
538	только потому	8	2
539	на языке	2	2
540	но так	3	2
541	представляется нам	2	2
542	в более	4	2
543	что этот	2	2
544	связь с	4	2
545	ему в	2	2
546	и без	9	2
547	не говоря	3	2
548	до нее	2	2
549	его место	2	2
550	значит что	2	2
551	по этому	2	2
552	есть еще	4	2
553	разница между	3	2
554	тогда и	3	2
555	предмета в	2	2
556	мы в	3	2
557	его на	3	2
558	в силу	7	2
559	слагаются в	2	2
560	с ними	6	2
561	находится в	5	2
562	к другой	4	2
563	что будет	3	2
564	заключается в	2	2
565	в природе	3	2
566	в нас	2	2
567	эту последнюю	2	2
568	никто не	5	2
569	слове не	2	2
570	этом случае	2	2
571	о необходимости	2	2
572	который в	2	2
573	это событие	2	2
574	вопрос об	2	2
575	отношения между	4	2
576	все то	3	2
577	научной мысли	2	2
578	или не	3	2
579	одно и	7	2
580	языке и	4	2
581	него самого	3	2
582	это в	2	2
583	в собственном	3	2
584	образ и	6	2
585	что она	4	2
586	в душе	17	2
587	самого слова	2	2
588	мы только	2	2
589	что человек	4	2
590	из нее	2	2
591	таким путем	2	2
592	оно ни	2	2
593	переход от	3	2
594	что каждое	2	2
595	все содержание	2	2
596	предмета а	3	2
597	в какие	2	2
598	прежде чем	2	2
599	и самое	3	2
600	именно того	2	2
601	и вполне	2	2
602	и многие	3	2
603	в речи	4	2
604	с другим	2	2
605	значение не	4	2
606	ее с	2	2
607	времени и	2	2
608	как у	2	2
609	слова с	4	2
610	что его	3	2
611	но только	3	2
612	языком и	3	2
613	в самое	2	2
614	при таких	2	2
615	все равно	5	2
616	мысли об	3	2
617	от одной	3	2
618	далеко не	5	2
619	он говорит	3	2
620	языка с	2	2
621	бы например	2	2
622	и понятие	2	2
623	от друга	2	2
624	собственном смысле	2	2
625	жизни не	3	2
626	только один	3	2
627	во многом	3	2
628	в другой	3	2
629	как средство	2	2
630	что между	2	2
631	том случае	2	2
632	слово есть	12	2
633	одного к	2	2
634	таком случае	2	2
635	ее от	2	2
636	иметь в	2	2
637	что мы	16	2
638	это можно	4	2
639	несмотря на	2	2
640	все что	4	2
641	в ряду	7	2
642	и того	2	2
643	из него	4	2
644	иначе и	3	2
645	и есть	4	2
646	эти последние	3	2
647	одним и	4	2
648	значение слова	8	2
649	значение его	2	2
650	чем в	2	2
