N	2gram	Losev_Dial	Stilisti
147	чаще всего	3	3
148	не знает	4	3
149	в разных	2	3
150	только он	2	3
151	для него	4	3
152	по своему	2	3
153	и для	5	3
154	нет и	5	3
155	ни на	5	3
156	что у	2	3
157	в котором	2	3
158	их в	2	3
159	заметить что	2	3
160	и само	3	3
161	что оно	9	3
162	быть может	3	3
163	как таковой	6	3
164	если не	3	3
165	допустим что	16	3
166	из которых	4	3
167	не будет	5	3
168	но что	11	3
169	из них	4	3
170	если он	2	3
171	для нас	2	3
172	хотя и	9	3
173	несмотря на	2	3
174	жизни и	8	3
175	что и	8	3
176	в ее	5	3
177	и уже	5	3
178	все эти	4	3
179	конечно не	6	3
180	связи с	3	3
181	что было	2	3
182	не имеем	3	3
183	но вот	3	3
184	отношения к	4	3
185	в основе	6	3
186	не мог	3	3
187	что иное	6	2
188	еще и	2	2
189	в каком	9	2
190	для этого	3	2
191	и вообще	7	2
192	нельзя ни	3	2
193	вопрос о	9	2
194	и потому	6	2
195	помнить что	2	2
196	как например	2	2
197	с этим	4	2
198	бытия в	2	2
199	мы имеем	3	2
200	нет ничего	14	2
201	из этих	5	2
202	но как	3	2
203	же такое	3	2
204	человека и	2	2
205	бы и	2	2
206	но даже	4	2
207	должно быть	7	2
208	будет значить	4	2
209	и нет	9	2
210	к этому	3	2
211	и больше	5	2
212	не нужно	2	2
213	иное как	6	2
214	при условии	5	2
215	у человека	2	2
216	друг друга	3	2
217	есть не	11	2
218	слово в	2	2
219	я и	2	2
220	на первый	4	2
221	кроме того	8	2
222	тем что	5	2
223	этом отношении	2	2
224	из двух	4	2
225	в их	2	2
226	тот или	2	2
227	не всегда	3	2
228	и при	4	2
229	в этих	3	2
230	что он	18	2
231	ничем не	7	2
232	и ни	3	2
233	ни к	3	2
234	к чему	2	2
235	его не	3	2
236	при всем	5	2
237	ведь и	3	2
238	и кроме	2	2
239	только тогда	7	2
240	одной из	3	2
241	в жизни	4	2
242	в мире	2	2
243	мы как	2	2
244	только потому	4	2
245	но не	3	2
246	в него	2	2
247	также и	6	2
248	не должно	2	2
249	к нему	4	2
250	тому же	2	2
251	которое не	2	2
252	видим что	3	2
253	прежде чем	2	2
254	достаточно было	2	2
255	равно как	2	2
256	зависит от	4	2
257	в точном	2	2
258	в своих	3	2
259	только одна	3	2
260	почему же	3	2
261	даже и	9	2
262	не есть	95	2
263	говорить и	2	2
264	от чего	7	2
265	ни один	2	2
266	не говоря	6	2
267	и он	3	2
268	место в	2	2
269	о чем	2	2
270	как таковое	5	2
271	не было	6	2
272	как не	4	2
273	и когда	4	2
274	здесь не	2	2
275	но это	10	2
276	и сознание	3	2
277	это же	3	2
278	в своей	4	2
279	как нечто	2	2
280	и тогда	6	2
281	в нас	2	2
282	или в	4	2
283	в связи	3	2
284	был бы	2	2
285	он не	8	2
286	природы и	4	2
287	с ним	3	2
288	вовсе не	18	2
289	как с	2	2
290	ясно что	16	2
