N	2gram	Losev_Prob	DiskursI
112	никогда не	7	6
113	к его	5	6
114	в одной	2	6
115	не как	3	6
116	отношение к	3	6
117	что он	12	6
118	в трагедии	9	6
119	одно из	2	6
120	именно в	11	6
121	однако в	4	6
122	здесь не	12	6
123	крайней мере	8	6
124	в ее	6	6
125	и то	6	6
126	в эпоху	5	6
127	то в	4	6
128	дело в	4	6
129	во всех	2	6
130	по крайней	8	6
131	с точки	13	6
132	в период	4	6
133	в античной	3	5
134	ничего не	3	5
135	в другом	6	5
136	по словам	2	5
137	проявляется в	3	5
138	в виду	3	5
139	в их	4	5
140	не всегда	5	5
141	свою очередь	2	5
142	и потому	4	5
143	того что	8	5
144	к ним	3	5
145	мира и	5	5
146	во втором	2	5
147	несмотря на	7	5
148	один из	2	5
149	здесь в	7	5
150	русской литературе	3	5
151	того как	5	5
152	как будто	9	5
153	сказать что	13	5
154	из этих	2	5
155	в значительной	3	5
156	что касается	5	5
157	в свою	4	5
158	в литературе	5	5
159	не вполне	2	5
160	в той	5	5
161	как раз	7	5
162	же самое	2	5
163	не к	3	5
164	в ней	4	5
165	тем что	2	5
166	не о	2	4
167	до конца	4	4
168	не могут	3	4
169	и прежде	2	4
170	подобного рода	9	4
171	и тем	4	4
172	того или	3	4
173	по своему	3	4
174	как это	5	4
175	и это	3	4
176	только на	2	4
177	человеческой жизни	5	4
178	его на	3	4
179	на его	4	4
180	что не	3	4
181	в году	9	4
182	можно назвать	2	4
183	и до	2	4
184	и во	2	4
185	что они	4	4
186	во всяком	7	4
187	или иного	2	4
188	мы имеем	3	4
189	с ней	3	4
190	это в	2	4
191	в результате	11	4
192	по преимуществу	2	4
193	тем не	8	4
194	я не	3	4
195	связи с	11	4
196	в какой	5	4
197	есть в	6	4
198	в жизни	4	4
199	но уже	3	4
200	в самом	7	4
201	будто бы	5	4
202	не есть	3	4
203	и к	9	4
204	по себе	5	4
205	не для	2	4
206	и весьма	2	4
207	к другому	5	4
208	говорит о	9	4
209	или в	7	4
210	и есть	4	4
211	с ним	4	4
212	еще и	6	3
213	вопрос о	2	3
214	и притом	8	3
215	для человека	2	3
216	указывает на	4	3
217	в тех	2	3
218	вплоть до	2	3
219	в обоих	2	3
220	там же	2	3
221	ли не	2	3
222	как показывает	2	3
223	это и	4	3
224	мог быть	2	3
225	в области	3	3
226	здесь как	5	3
227	в одно	6	3
228	в каждой	2	3
229	а его	5	3
230	мере в	4	3
231	рассказ о	2	3
232	они и	2	3
233	но как	3	3
234	о котором	4	3
235	но так	2	3
236	они не	3	3
237	он говорит	2	3
238	об этом	11	3
239	в романе	2	3
240	ему в	3	3
241	уже о	2	3
242	на себя	2	3
243	не говоря	2	3
244	и он	5	3
245	для этого	2	3
246	все эти	12	3
247	было бы	12	3
248	мы не	7	3
249	говоря уже	2	3
250	том числе	2	3
251	некоторого рода	6	3
252	как мы	5	3
253	да и	5	3
254	не столь	3	3
255	и от	7	3
256	тут же	7	3
257	с этим	3	3
258	в начале	6	3
259	его как	2	3
260	хотя бы	11	3
261	в которой	7	3
262	к ней	2	3
263	и по	2	3
264	не просто	12	3
265	и наконец	4	3
266	чем не	2	3
267	при всем	3	3
268	и более	3	3
269	но все	6	3
270	не имеет	3	3
271	всей своей	2	3
272	когда он	3	3
273	уже в	4	3
274	всяком случае	6	3
275	жизни и	7	3
276	то ни	4	3
277	или даже	4	3
278	и сам	5	3
279	о себе	3	3
280	и что	9	3
281	однако не	2	3
282	и без	5	3
283	тем же	4	3
284	вместе с	15	3
285	я с	2	2
286	в отношении	8	2
287	трагедии и	4	2
288	именно о	2	2
289	его к	2	2
290	для всех	2	2
291	мифа и	3	2
292	вслед за	2	2
293	а потом	4	2
294	в каждом	2	2
295	все того	2	2
296	едва ли	13	2
297	как весьма	2	2
298	он как	2	2
299	начала и	2	2
300	в науке	2	2
301	и при	2	2
302	о которых	2	2
303	к своему	3	2
304	самом деле	3	2
305	в чем	3	2
306	его не	3	2
307	которого и	2	2
308	по существу	2	2
309	в россии	2	2
310	мы видели	2	2
311	со всей	2	2
312	к нему	3	2
313	с самого	3	2
314	а только	5	2
315	жизнь в	3	2
316	свидетельствует о	4	2
317	разного рода	4	2
318	преступления и	2	2
319	однако на	2	2
320	же автора	2	2
321	большинстве случаев	2	2
322	мы его	3	2
323	не то	4	2
324	же не	4	2
325	самого начала	3	2
326	все это	8	2
327	который в	10	2
328	и они	3	2
329	вовсе не	18	2
330	бы то	4	2
331	по поводу	2	2
332	представление о	2	2
333	и вообще	11	2
334	не могли	2	2
335	удивительно что	2	2
336	до нас	7	2
337	том чтобы	3	2
338	его с	2	2
339	время в	2	2
340	однако для	2	2
341	тем более	2	2
342	в первой	2	2
343	что она	2	2
344	в новое	3	2
345	это было	2	2
346	что представляет	2	2
347	мы можем	5	2
348	на него	3	2
349	то чтобы	2	2
350	себя самого	3	2
351	если бы	2	2
352	и вполне	7	2
353	и делает	2	2
354	в драме	2	2
355	ни было	2	2
356	для того	4	2
357	и их	7	2
358	с этой	4	2
359	за его	2	2
360	нас в	5	2
361	но оказывается	2	2
362	на фоне	2	2
363	у него	13	2
364	ни с	4	2
365	точке зрения	2	2
366	ее в	2	2
367	на то	2	2
368	в самой	5	2
369	в роли	2	2
370	новое время	3	2
371	стороны это	3	2
372	еще более	4	2
373	и другой	2	2
374	под названием	5	2
375	и с	10	2
376	вторая часть	3	2
377	но для	2	2
378	обратить внимание	4	2
379	из которых	2	2
380	он сам	3	2
381	является не	2	2
382	по его	2	2
383	только о	3	2
384	и только	4	2
385	во всем	5	2
386	поскольку в	4	2
387	в нашем	5	2
388	а как	2	2
389	с помощью	2	2
390	как с	2	2
