N	2gram	Ircho_Kome	StatiiOP
387	его от	5	3
388	себе в	6	3
389	образом в	2	3
390	сцена из	2	3
391	в руках	3	3
392	от них	2	3
393	могло быть	2	3
394	сцену в	2	3
395	она не	3	3
396	к этой	2	3
397	ли в	3	3
398	может служить	2	3
399	ни разу	3	3
400	и как	3	3
401	в голову	2	3
402	полное право	2	3
403	не говоря	2	3
404	не могла	3	3
405	на них	3	3
406	здесь не	2	3
407	не будет	2	3
408	а затем	4	3
409	по тому	4	3
410	представляют собой	3	3
411	себя и	2	3
412	этот раз	2	3
413	первую очередь	2	3
414	говоря уже	2	3
415	и ее	3	3
416	этом случае	2	3
417	том числе	2	3
418	бы то	3	3
419	к его	4	3
420	бы в	5	3
421	чтобы в	3	3
422	до нас	7	3
423	все время	3	3
424	любовь к	4	3
425	и до	2	3
426	х годов	2	3
427	больше чем	4	3
428	к концу	3	3
429	также в	2	3
430	бы не	3	3
431	сцены из	2	3
432	каждого из	3	3
433	судя по	3	3
434	себе отчет	2	3
435	больше всего	4	3
436	со всеми	2	3
437	можно считать	2	3
438	что из	2	3
439	их в	3	3
440	я и	2	3
441	когда он	5	3
442	в свою	12	3
443	найти в	2	3
444	у меня	5	3
445	себя внимание	3	3
446	представляет собой	5	3
447	он и	5	3
448	в лучшем	2	3
449	к числу	2	3
450	от нее	5	3
451	то ни	4	3
452	целого ряда	2	3
453	более или	2	3
454	как его	4	3
455	отношения к	2	3
456	не дает	5	3
457	с помощью	4	3
458	совпадают с	4	2
459	это делает	2	2
460	таким путем	2	2
461	из всех	3	2
462	нуждается в	2	2
463	мой взгляд	2	2
464	да еще	3	2
465	что их	4	2
466	с ума	3	2
467	является его	2	2
468	в монологе	2	2
469	едва ли	16	2
470	ли не	6	2
471	в произведениях	2	2
472	видеть в	2	2
473	не надо	2	2
474	того в	3	2
475	выражение в	3	2
476	на пути	2	2
477	из рук	2	2
478	ответа на	2	2
479	от себя	2	2
480	ни одной	2	2
481	от своего	2	2
482	свою очередь	10	2
483	из жизни	2	2
484	которым он	2	2
485	тем как	2	2
486	отличие от	5	2
487	мы знаем	2	2
488	по своему	3	2
489	для понимания	3	2
490	к вопросу	2	2
491	это обстоятельство	3	2
492	бы по	2	2
493	стиха и	2	2
494	с полным	4	2
495	со временем	5	2
496	на себе	2	2
497	все его	2	2
498	времени в	2	2
499	что тот	2	2
500	он с	2	2
501	в комедии	22	2
502	между собой	5	2
503	по содержанию	3	2
504	и этим	3	2
505	еще одно	2	2
506	и когда	2	2
507	числе и	2	2
508	было в	2	2
509	и может	2	2
510	но столь	3	2
511	хотя в	3	2
512	из самых	2	2
513	сам он	3	2
514	тот же	11	2
515	лет назад	2	2
516	и от	3	2
517	никак не	2	2
518	тут же	8	2
519	бы он	3	2
520	тех же	3	2
521	из этой	2	2
522	не знаю	2	2
523	не виноват	2	2
524	и эта	2	2
525	и еще	4	2
526	на свете	2	2
527	этот человек	2	2
528	на мой	2	2
529	дело с	4	2
530	в изображении	3	2
531	до тех	5	2
532	чуть ли	2	2
533	за ним	3	2
534	сам же	2	2
535	всех трех	2	2
536	пути к	2	2
537	и вот	3	2
538	ни было	3	2
539	отрывок из	2	2
540	отказаться от	3	2
541	чем не	2	2
542	чаще всего	2	2
543	в известной	3	2
544	лет до	2	2
545	в пределах	3	2
546	в отличие	3	2
547	в глазах	10	2
548	в свой	2	2
549	но нет	2	2
550	принадлежат к	2	2
551	этой комедии	9	2
552	не случайно	3	2
553	далеко не	3	2
554	каждой из	4	2
555	ему все	2	2
556	хотя это	2	2
557	в последние	2	2
558	сразу же	5	2
559	к одной	2	2
560	имеем в	2	2
561	ли ты	4	2
562	как она	2	2
563	роль в	3	2
564	и теперь	2	2
565	в случае	2	2
566	как не	2	2
567	мы в	3	2
568	выходит из	3	2
569	же самое	3	2
570	чем же	2	2
571	меня в	2	2
572	на что	2	2
