N	2gram	Bakhtin_Pr	Marksizm
120	же самое	2	9
121	или иной	2	8
122	и ее	2	8
123	в форме	4	8
124	в их	10	8
125	что не	4	8
126	что и	2	8
127	другой стороны	4	8
128	за пределы	12	8
129	и даже	3	8
130	мы можем	6	8
131	кроме того	3	8
132	у нас	2	8
133	на то	2	8
134	в свою	2	8
135	и с	17	8
136	столь же	2	8
137	не было	2	8
138	ясно что	3	8
139	от него	3	7
140	может стать	3	7
141	того что	2	7
142	место в	8	7
143	и те	2	7
144	могут быть	5	7
145	там где	6	7
146	с ними	4	7
147	в начале	2	7
148	в этих	2	7
149	и значение	2	7
150	следует что	2	7
151	далеко не	5	7
152	о том	4	7
153	в котором	2	7
154	оно может	2	7
155	на основе	6	7
156	не есть	6	6
157	для понимания	2	6
158	мы должны	2	6
159	не имеют	2	6
160	она может	3	6
161	языка для	2	6
162	то есть	46	6
163	в другом	2	6
164	слово в	2	6
165	одной стороны	3	6
166	здесь же	2	6
167	в какой	2	6
168	должны быть	4	6
169	все это	3	6
170	должна быть	4	6
171	слово и	2	6
172	с другими	3	6
173	из важнейших	3	6
174	язык в	2	6
175	лишь как	4	6
176	с одной	3	6
177	смысле слова	2	6
178	между ними	4	6
179	входит в	8	6
180	в единстве	12	6
181	в корне	2	6
182	не к	6	6
183	этом отношении	2	5
184	но как	2	5
185	и у	2	5
186	в виду	4	5
187	и тем	3	5
188	форм и	2	5
189	в особенности	2	5
190	не менее	4	5
191	или в	2	5
192	в более	4	5
193	дело идет	2	5
194	той или	2	5
195	в двух	2	5
196	хотя и	3	5
197	да и	3	5
198	и внешнего	2	5
199	себя в	2	5
200	должно быть	5	5
201	менее всего	3	5
202	следовательно не	2	5
203	нами в	2	5
204	она не	2	5
205	формы и	5	5
206	но не	12	5
207	лишь для	2	5
208	в каких	2	4
209	другими словами	2	4
210	слова но	3	4
211	не могут	2	4
212	нуждается в	2	4
213	в тех	3	4
214	едва ли	3	4
215	и прежде	5	4
216	в области	11	4
217	к своему	2	4
218	и к	3	4
219	узком смысле	2	4
220	лишь там	2	4
221	что все	2	4
222	можно сказать	2	4
223	связь с	3	4
224	находит свое	2	4
225	и он	2	4
226	в них	5	4
227	в единство	2	4
228	войти в	2	4
229	нет и	3	4
230	не будем	3	4
231	относится к	4	4
232	к его	2	4
233	независимо от	13	4
234	наук об	3	4
235	со всеми	3	4
236	не знает	3	4
237	науку об	3	4
238	только при	2	4
239	подхода к	2	4
240	несмотря на	3	4
241	в других	4	4
242	переходим к	2	4
243	не дает	2	4
244	тем что	2	4
245	как чисто	2	3
246	является как	2	3
247	иногда и	3	3
248	к себе	2	3
249	не все	2	3
250	как к	2	3
251	должен быть	2	3
252	в значительной	2	3
253	и при	2	3
254	в виде	2	3
255	в целом	3	3
256	действительности и	3	3
257	как это	2	3
258	они не	3	3
259	что оно	2	3
260	на них	3	3
261	и др	8	3
262	связаны с	2	3
263	не на	5	3
264	есть только	2	3
265	а иногда	2	3
266	в применении	3	3
267	имеет место	5	3
268	и вообще	2	3
269	все то	3	3
270	того или	2	3
271	в нашей	2	3
272	к единству	5	3
273	здесь не	4	3
274	но это	3	3
275	можно было	4	3
276	за бортом	5	3
277	дано в	3	3
278	тем не	3	3
279	применении к	3	3
280	правильного понимания	2	3
281	себя самого	4	3
282	мы увидим	3	3
283	на первый	2	3
284	человека в	2	3
285	и о	5	3
286	или как	3	3
287	ни к	2	3
288	но они	4	3
289	лингвистики и	2	3
290	не с	4	3
291	действительности но	2	3
292	в дальнейшем	3	3
293	также и	3	3
294	он может	2	3
295	в своих	2	3
296	зрения самого	2	3
297	приводит к	3	3
298	из которых	2	3
299	здесь нет	2	3
300	совпадает с	2	3
301	или точнее	2	3
302	форму и	2	3
303	что эта	2	3
304	говорить о	3	3
305	и есть	2	3
306	и только	4	3
307	не следует	2	3
308	первый план	2	3
309	с ним	5	3
310	и других	2	3
311	почти совершенно	3	2
312	связь и	2	2
313	он должен	2	2
314	тем самым	4	2
315	но можно	2	2
316	оценок и	2	2
317	содержание и	2	2
318	не совпадает	2	2
319	для нее	8	2
320	момента в	2	2
321	дифференциации и	2	2
322	можем сказать	2	2
323	противном случае	3	2
324	же стороны	2	2
325	имеют место	2	2
326	не остается	2	2
327	мы здесь	4	2
328	логику и	2	2
329	в современной	2	2
330	в частности	2	2
331	и вся	2	2
332	тем как	5	2
333	была бы	2	2
334	со всех	2	2
335	от них	2	2
336	без всякой	2	2
337	положении находится	2	2
338	а только	2	2
339	в лучшем	2	2
340	форме и	2	2
341	как вещь	4	2
342	но здесь	3	2
343	в психике	6	2
344	в романе	4	2
345	других областях	2	2
346	его не	2	2
347	и мир	2	2
348	и во	2	2
349	форму как	5	2
350	себя и	3	2
351	известной степени	4	2
352	данном случае	4	2
353	момент и	2	2
354	этот момент	2	2
355	определить как	2	2
356	нем и	2	2
357	например в	3	2
358	или иного	2	2
359	содержания в	4	2
360	является конечно	2	2
361	можно только	6	2
362	создает новую	2	2
363	его как	3	2
364	действительности в	2	2
365	всех сторон	2	2
366	его целом	5	2
367	отличается от	2	2
368	перестает быть	4	2
369	нему и	2	2
370	значение имеет	3	2
371	бы не	2	2
372	в коем	2	2
373	и наконец	6	2
374	только по	4	2
375	и другие	2	2
376	в чем	2	2
377	эти моменты	2	2
378	всех своих	2	2
379	совершенно независимо	2	2
380	на него	3	2
381	дело с	6	2
382	культуры и	3	2
383	есть его	3	2
384	есть лишь	3	2
385	конечно и	4	2
386	во всем	2	2
387	вообще не	7	2
388	в самой	2	2
389	поэтому в	2	2
390	это отношение	2	2
391	слова с	2	2
392	основных понятий	2	2
393	не вполне	2	2
394	оно не	3	2
395	коем случае	2	2
396	этом смысле	3	2
397	нашем примере	2	2
398	и своеобразие	2	2
399	строго различать	3	2
400	в противном	3	2
401	имеет дело	9	2
402	отношения к	6	2
403	конститутивным моментом	4	2
404	и весь	2	2
405	но с	3	2
406	и именно	2	2
407	явление языка	5	2
