N	2gram	Tiupa_Narr	Vvedenie
212	и тогда	2	3
213	и сам	4	3
214	как будто	4	3
215	не следует	3	3
216	же самое	3	3
217	в этой	8	3
218	в слове	4	3
219	одно и	2	2
220	центре внимания	2	2
221	ничего не	8	2
222	первом случае	3	2
223	у нас	4	2
224	и потому	2	2
225	во всех	2	2
226	или иным	2	2
227	все время	2	2
228	но как	3	2
229	и сама	2	2
230	для нее	2	2
231	тем более	2	2
232	еще раз	3	2
233	при всей	5	2
234	каждый из	3	2
235	бы в	2	2
236	не существует	3	2
237	в обоих	4	2
238	в форме	7	2
239	в соответствии	8	2
240	в следующем	2	2
241	что именно	2	2
242	истории не	3	2
243	в связи	3	2
244	подобно тому	4	2
245	казалось бы	2	2
246	так называемая	2	2
247	а с	2	2
248	одного и	2	2
249	свою очередь	2	2
250	этого не	2	2
251	обратим внимание	2	2
252	в формах	2	2
253	так и	12	2
254	к своему	2	2
255	на протяжении	12	2
256	она была	2	2
257	но уже	2	2
258	в наиболее	2	2
259	тому что	4	2
260	это уже	3	2
261	на то	4	2
262	могло бы	3	2
263	о которой	3	2
264	состоит в	19	2
265	в своих	2	2
266	себе и	2	2
267	в ряде	2	2
268	будто бы	2	2
269	в свою	4	2
270	и с	3	2
271	истории в	8	2
272	о них	5	2
273	жизни как	2	2
274	соответствии с	7	2
275	но это	2	2
276	он и	2	2
277	не столько	2	2
278	что мы	2	2
279	мы можем	2	2
280	тому как	4	2
281	точно так	2	2
282	речь идет	3	2
283	себя в	4	2
284	для них	2	2
285	жизни и	7	2
286	тем или	2	2
287	возникает и	2	2
288	не было	3	2
289	большей части	5	2
290	тогда как	23	2
291	мы не	5	2
292	на рубеже	2	2
293	по его	3	2
294	нами не	2	2
295	все равно	2	2
296	должна быть	2	2
297	не мог	7	2
298	например в	2	2
299	если же	2	2
300	не к	4	2
301	этих двух	2	2
302	во втором	6	2
303	с помощью	2	2
304	быть и	3	2
305	но зато	4	2
