N	2gram	Tiupa_Lite	Narrotol
305	текста как	2	3
306	о своем	3	3
307	дело в	3	3
308	дело не	2	3
309	несет в	2	3
310	каждого из	2	3
311	во второй	2	3
312	лишь в	4	3
313	бы не	3	3
314	в противовес	2	3
315	в культуре	5	3
316	где в	2	3
317	в этих	2	3
318	перед лицом	2	3
319	со своей	3	3
320	не должен	3	3
321	восходит к	2	3
322	в е	3	3
323	всей своей	2	3
324	в роли	3	3
325	этом в	3	3
326	освободиться от	2	3
327	о себе	7	3
328	жизни не	2	3
329	быть не	2	3
330	обращается к	5	3
331	жизни как	3	3
332	приводит к	4	3
333	он и	5	3
334	с точки	4	3
335	и что	2	3
336	не просто	2	3
337	и только	4	3
338	как на	3	3
339	на фоне	5	3
340	к своей	2	3
341	по терминологии	2	3
342	тем же	5	3
343	очевидно что	2	2
344	от имени	2	2
345	в действительности	2	2
346	в каждой	2	2
347	могло быть	2	2
348	адресата а	2	2
349	своего героя	2	2
350	именно так	3	2
351	с легкой	2	2
352	наконец в	2	2
353	собственной жизни	2	2
354	мыслится как	5	2
355	в их	3	2
356	казалось бы	6	2
357	от своего	3	2
358	к своему	2	2
359	так что	4	2
360	в формах	4	2
361	т п	2	2
362	легкой руки	2	2
363	от текста	2	2
364	е годы	3	2
365	сознания не	2	2
366	но одновременно	2	2
367	для читателя	2	2
368	он говорит	2	2
369	друг для	2	2
370	воспринимающего сознания	2	2
371	своей собственной	2	2
372	которая в	3	2
373	русской литературы	3	2
374	могут быть	4	2
375	по этой	2	2
376	быть может	2	2
377	в году	18	2
378	войне и	2	2
379	говорится в	2	2
380	собственного я	6	2
381	для них	2	2
382	героя с	2	2
383	коммуникативная стратегия	9	2
384	по выражению	2	2
385	в сущности	5	2
386	нами не	2	2
387	личности в	4	2
388	от тех	2	2
389	могут служить	2	2
390	хх века	12	2
391	вовсе не	3	2
392	жизни с	2	2
393	если в	2	2
394	все то	2	2
395	и мы	2	2
396	в россии	2	2
397	другой стороны	5	2
398	этой причине	2	2
399	по аналогии	3	2
400	на второй	2	2
401	на это	2	2
402	бы на	2	2
403	первый раз	2	2
404	мысль о	2	2
405	субъекта и	3	2
406	автора в	2	2
407	и одновременно	2	2
408	разговоре с	2	2
409	слова и	6	2
410	превращается в	2	2
411	художественного целого	3	2
412	тем что	6	2
413	адресата в	2	2
414	та же	2	2
415	не есть	2	2
416	в особенности	2	2
417	и наконец	2	2
418	силу своей	3	2
419	и есть	3	2
420	одним из	8	2
421	от сознания	2	2
422	себе не	2	2
423	бытия не	2	2
424	себе и	2	2
425	во всех	4	2
426	русской литературе	7	2
427	должна быть	3	2
428	на нее	2	2
429	а за	3	2
430	и является	2	2
431	но уже	2	2
432	неклассической художественности	8	2
433	мир и	2	2
434	и чужого	2	2
435	восприниматься как	2	2
436	того же	5	2
437	или иначе	9	2
438	своего я	2	2
439	отношения между	3	2
440	а по	2	2
441	того кто	2	2
442	со своим	2	2
443	как все	2	2
444	из которых	3	2
445	как замечает	2	2
446	начала жизни	2	2
447	раз и	2	2
448	и рецептивного	2	2
449	не для	2	2
450	более чем	4	2
451	с собой	4	2
452	на рубеже	4	2
453	на роль	2	2
454	для друга	2	2
455	но с	3	2
456	и вновь	2	2
457	не оставляет	3	2
458	однако не	2	2
459	не можем	2	2
460	с читателем	2	2
461	а потому	4	2
