N	2gram	Bakhtin_Fr	Formalny
171	и понимания	2	7
172	вот как	4	7
173	следовательно и	2	7
174	том что	6	7
175	в себе	5	7
176	в одной	3	7
177	в понимании	2	7
178	свою очередь	2	7
179	стороны и	2	7
180	даже и	3	7
181	не входит	2	7
182	в сущности	15	7
183	не на	2	7
184	форм и	2	7
185	сказать что	3	7
186	к этому	6	7
187	в первый	2	7
188	в особенности	6	7
189	и наконец	5	7
190	смысл и	2	7
191	и более	2	7
192	но все	5	7
193	за счет	3	7
194	из них	8	7
195	он и	10	7
196	в той	7	7
197	мы увидим	3	7
198	же и	4	7
199	от этого	2	7
200	данном случае	3	6
201	в которой	6	6
202	материал и	2	6
203	в конце	8	6
204	отношение к	11	6
205	на этом	3	6
206	и других	7	6
207	не перестает	2	6
208	в частности	4	6
209	так в	4	6
210	и это	5	6
211	в этих	8	6
212	те же	6	6
213	один из	9	6
214	смысле этого	2	6
215	он был	5	6
216	этого слова	3	6
217	должны быть	2	6
218	из этих	2	6
219	они и	4	6
220	особенно в	6	6
221	кроме того	5	6
222	такой же	3	6
223	жизнь и	2	6
224	например в	2	6
225	о том	5	6
226	по преимуществу	3	6
227	их в	7	6
228	в произведении	3	6
229	уже в	4	6
230	как она	2	6
231	с ним	3	6
232	той же	9	6
233	даже в	4	5
234	случае в	2	5
235	или же	2	5
236	к которому	2	5
237	в виду	8	5
238	связь между	3	5
239	в основном	7	5
240	мы уже	19	5
241	отличие от	3	5
242	характерно что	2	5
243	одной из	3	5
244	так например	2	5
245	не так	3	5
246	без всякой	2	5
247	одного из	3	5
248	в отличие	3	5
249	в значительной	3	5
250	и самый	2	5
251	и по	4	5
252	можно сказать	2	5
253	слов и	4	5
254	хотя и	2	5
255	да и	2	5
256	и то	2	5
257	в эпоху	18	5
258	значительной степени	2	5
259	то в	2	5
260	в мире	6	5
261	какой бы	2	5
262	перестает быть	2	5
263	в эту	7	5
264	значение в	4	5
265	как они	2	5
266	в условиях	3	5
267	к нему	4	5
268	в котором	3	5
269	слова в	3	5
270	в отношении	3	5
271	еще в	4	5
272	он становится	2	5
273	тому как	2	5
274	и со	2	5
275	равно как	2	5
276	и что	2	5
277	же в	2	5
278	как на	3	5
279	в нашем	5	5
280	и следовательно	3	4
281	но даже	2	4
282	наконец в	3	4
283	одним из	2	4
284	слово в	3	4
285	конце концов	3	4
286	как он	4	4
287	но именно	3	4
288	влияние на	2	4
289	в романе	24	4
290	на котором	2	4
291	о нем	3	4
292	они были	4	4
293	в основу	2	4
294	он в	2	4
295	к этой	3	4
296	того же	4	4
297	связи со	2	4
298	произведений и	3	4
299	здесь в	6	4
300	или в	3	4
301	и во	6	4
302	со всем	2	4
303	всех своих	2	4
304	во всей	3	4
305	своего развития	2	4
306	этот процесс	4	4
307	одна из	3	4
308	только то	2	4
309	нельзя понять	2	4
310	превращается в	4	4
311	в таком	2	4
312	и другие	4	4
313	в последнем	2	4
314	и о	5	4
315	под влиянием	2	4
316	на протяжении	7	4
317	не к	2	4
318	сам он	3	4
319	думать что	2	4
320	подобно тому	2	4
321	что для	2	4
322	один и	3	4
323	к новому	2	4
324	романа в	3	4
325	им в	2	4
326	что было	3	4
327	все в	2	4
328	чем он	2	4
329	нового и	2	4
330	вполне понятно	4	4
331	и если	2	3
332	все они	5	3
333	перед нами	4	3
334	к одному	2	3
335	во все	3	3
336	каждый из	2	3
337	в плане	3	3
338	или иной	2	3
339	что уже	2	3
340	между жизнью	3	3
341	и глубже	5	3
342	начала и	8	3
343	в году	11	3
344	и при	2	3
345	вследствие этого	2	3
346	они должны	2	3
347	в развитии	2	3
348	со всеми	5	3
349	от них	2	3
350	но как	5	3
351	и этот	2	3
352	для этой	3	3
353	но конечно	5	3
354	она была	3	3
355	речи и	2	3
356	при анализе	3	3
357	или точнее	2	3
358	в различных	2	3
359	что на	2	3
360	xviii века	6	3
361	же он	2	3
362	смысле слова	5	3
363	на его	4	3
364	нуждается в	4	3
365	не была	2	3
366	перехода от	2	3
367	мы видим	9	3
368	числе и	3	3
369	было в	2	3
370	в качестве	2	3
371	тот же	4	3
372	вряд ли	3	3
373	культуры и	7	3
374	все остальные	3	3
375	никак не	3	3
376	дело в	4	3
377	всех сторон	2	3
378	в это	2	3
379	это было	2	3
380	поэтому и	4	3
381	и тот	4	3
382	дело с	2	3
383	во второй	2	3
384	во всем	4	3
385	том числе	4	3
386	мира в	2	3
387	все те	2	3
388	в чем	3	3
389	этот образ	11	3
390	в форме	3	3
391	связи и	2	3
392	поэтому в	2	3
393	и очень	2	3
394	с начала	7	3
395	с таким	3	3
396	места в	2	3
397	в одном	7	3
398	не касается	4	3
399	и прежде	4	3
400	не боится	2	3
401	влияния на	2	3
402	весь этот	5	3
403	в системе	3	3
404	эпохи и	3	3
405	с их	5	3
406	что эта	2	3
407	и особенно	2	3
408	но оно	2	3
409	но они	4	3
410	на их	4	3
411	не дает	4	3
412	но он	9	3
413	здесь с	3	2
414	имеет и	2	2
415	и сама	2	2
416	о чем	3	2
417	этого романа	2	2
418	в другом	3	2
419	совершенно неправильно	2	2
420	не был	4	2
421	превращаются в	2	2
422	и выражения	2	2
423	социальные группы	2	2
424	ведь это	3	2
425	вообще в	2	2
426	с нею	2	2
427	ни одной	2	2
428	эти явления	2	2
429	в виде	2	2
430	ко всем	3	2
431	смысл в	2	2
432	одной и	2	2
433	характер и	3	2
434	в последующих	3	2
435	эта система	2	2
436	на языке	2	2
437	и форм	2	2
438	всем этим	3	2
439	о мире	3	2
440	это уже	2	2
441	были и	4	2
442	представляется нам	2	2
443	в более	4	2
444	связь с	6	2
445	мира и	4	2
446	мы имеем	2	2
447	этого целого	2	2
448	в эти	2	2
449	его на	2	2
450	отметить что	2	2
451	функций в	2	2
452	с ними	4	2
453	из его	2	2
454	который в	2	2
455	в первой	3	2
456	научного изучения	3	2
457	жизни с	2	2
458	представление о	2	2
459	поэтому они	2	2
460	в последних	2	2
461	все то	2	2
462	из важнейших	2	2
463	с этими	2	2
464	он считает	2	2
465	из этой	3	2
466	это в	4	2
467	можно было	3	2
468	образ и	2	2
469	связаны с	6	2
470	себя в	2	2
471	дело не	3	2
472	в этот	2	2
473	той или	2	2
474	переход от	2	2
475	и необходимо	2	2
476	прежде чем	2	2
477	именно и	2	2
478	и самое	3	2
479	принадлежат к	2	2
480	и вполне	2	2
481	и вот	4	2
482	даны в	2	2
483	именно этот	2	2
484	времени и	5	2
485	говорят о	3	2
486	но только	2	2
487	мы остановимся	3	2
488	так называемые	2	2
489	как известно	3	2
490	связан с	6	2
491	ни для	4	2
492	и так	5	2
493	конечно и	3	2
494	мы еще	8	2
495	ведь они	2	2
496	далеко не	3	2
497	правда не	4	2
498	он говорит	6	2
499	жизнью и	4	2
500	на тему	2	2
501	или иных	2	2
502	своей книге	3	2
503	имеем в	2	2
504	свое значение	2	2
505	в другой	2	2
506	же они	2	2
507	выражение в	2	2
508	увидим дальше	3	2
509	характерно для	2	2
510	все что	4	2
511	то его	2	2
512	тех или	2	2
513	эти элементы	2	2
514	говорит о	2	2
515	и есть	5	2
516	момент в	2	2
517	чем в	2	2
