N	2gram	Vygotskiy_	Istorich
205	в своем	3	13
206	время как	7	13
207	не имеет	6	13
208	в себе	14	13
209	установить что	4	13
210	по себе	5	13
211	то время	8	13
212	таким же	3	13
213	у нее	5	12
214	во всем	4	12
215	в их	4	12
216	к этой	2	12
217	ответ на	3	12
218	и их	7	12
219	одним из	3	12
220	за ним	3	12
221	в основном	4	12
222	не знает	3	12
223	что не	2	12
224	к ней	2	12
225	должно было	2	11
226	от этого	3	11
227	никто не	2	11
228	и более	2	11
229	связанные с	3	11
230	относится к	5	11
231	происходит в	2	11
232	только с	2	11
233	точки зрения	39	11
234	хотя и	4	11
235	в этот	3	11
236	уже в	3	11
237	ясно что	4	11
238	к которому	3	11
239	я не	3	11
240	по мере	10	11
241	такой же	4	11
242	должны быть	5	11
243	на этой	7	10
244	что же	3	10
245	в ее	7	10
246	почти всегда	3	10
247	известно что	3	10
248	но если	5	10
249	что эта	7	10
250	но как	3	10
251	есть только	3	10
252	связанных с	2	10
253	о связи	3	10
254	как правило	2	10
255	что эти	3	10
256	начинается с	2	10
257	не мог	2	10
258	на основе	5	10
259	в состоянии	4	10
260	и других	5	10
261	а с	3	10
262	но так	2	10
263	в которой	16	10
264	ни в	3	10
265	его к	2	10
266	о чем	8	10
267	еще один	2	10
268	не можем	4	10
269	друг с	6	10
270	и к	11	10
271	в основе	5	9
272	в свою	3	9
273	которой он	2	9
274	из этого	4	9
275	она в	2	9
276	в себя	4	9
277	не могут	9	9
278	а по	4	9
279	это и	7	9
280	тогда когда	12	9
281	по этому	4	9
282	не представляет	3	9
283	но эти	2	9
284	зависимости от	6	9
285	на этот	2	9
286	зависит от	3	9
287	но для	2	9
288	в первую	3	9
289	с другом	6	9
290	что на	5	9
291	только на	5	9
292	в чем	5	9
293	себе в	5	9
294	стороны и	6	9
295	и вместе	2	9
296	вот почему	3	9
297	целый ряд	6	9
298	приводит к	10	9
299	тем самым	14	8
300	у них	2	8
301	одно из	6	8
302	здесь в	2	8
303	но вместе	2	8
304	для этого	4	8
305	только что	7	8
306	вообще не	6	8
307	именно в	9	8
308	что такое	2	8
309	входит в	3	8
310	тому как	2	8
311	во всяком	2	8
312	из иного	2	8
313	в современной	2	8
314	смысле этого	4	8
315	приводит нас	4	8
316	это положение	4	8
317	подобно тому	2	8
318	большинстве случаев	2	8
319	же самое	12	8
320	и потому	3	8
321	и другое	4	8
322	оказывается что	2	8
323	что его	2	8
324	ту же	4	8
325	в зависимости	6	8
326	приводят к	2	8
327	чем это	5	8
328	та же	2	8
329	и из	2	8
330	но с	4	8
331	которые в	5	8
332	от того	6	8
333	частный случай	4	8
334	его с	3	8
335	можно сказать	9	8
336	с другими	5	8
337	одном случае	2	8
338	это делается	3	8
339	не с	3	8
340	конечно не	2	8
341	на самом	3	7
342	это означает	2	7
343	в конце	5	7
344	и о	4	7
345	с самого	13	7
346	а только	2	7
347	состоит в	3	7
348	того чтобы	26	7
349	если в	6	7
350	себе и	2	7
351	еще в	3	7
352	связь между	10	7
353	о которых	3	7
354	есть не	3	7
355	но эта	2	7
356	когда мы	2	7
357	тому что	14	7
358	как она	6	7
359	одного из	2	7
360	в начале	6	7
361	в какой	6	7
362	того же	7	7
363	если мы	6	7
364	ключ к	3	7
365	как на	8	7
366	это мы	6	7
367	между тем	2	7
368	совершенно не	2	7
369	и при	2	7
370	между собой	15	7
371	этого слова	5	7
372	для объяснения	3	7
373	не есть	4	7
374	в области	5	7
375	самом деле	6	7
376	образом в	5	7
377	что оно	9	7
378	не по	7	7
379	для него	6	7
380	в большинстве	2	7
381	одну из	2	6
382	с той	3	6
383	для того	24	6
384	видим в	3	6
385	отличие от	4	6
386	можно ли	2	6
387	обстоит дело	2	6
388	говорит что	3	6
389	как говорит	6	6
390	самое что	3	6
391	были бы	5	6
392	дело с	3	6
393	этой точки	4	6
394	между ними	8	6
395	что все	6	6
396	в середине	2	6
397	что ее	2	6
398	с большим	2	6
399	от его	2	6
400	самого начала	13	6
401	той же	13	6
402	не могла	2	6
403	из которого	3	6
404	до того	2	6
405	то в	4	6
406	к которой	3	6
407	что как	2	6
408	также и	2	6
409	но что	2	6
410	в одну	2	6
411	этого вопроса	3	6
412	его от	2	6
413	они и	2	6
414	мог бы	6	6
415	только по	5	6
416	только о	3	6
417	и тогда	3	6
418	этой стадии	2	6
419	этих двух	4	6
420	тому же	2	6
421	что по	2	6
422	оно может	2	6
423	на одной	2	6
424	отношения к	5	6
425	в каком	2	5
426	этого мы	3	5
427	только как	2	5
428	никак не	5	5
429	это было	2	5
430	в своих	2	5
431	друг другу	5	5
432	не видит	2	5
433	по своей	12	5
434	по своему	11	5
435	том числе	2	5
436	ее как	2	5
437	что если	2	5
438	показать что	8	5
439	это в	2	5
440	это же	2	5
441	бы в	7	5
442	с ее	2	5
443	не означает	4	5
444	в самых	2	5
445	мы легко	2	5
446	несмотря на	2	5
447	мы в	3	5
448	в совершенно	3	5
449	о природе	9	5
450	она может	2	5
451	но даже	2	5
452	в виду	5	5
453	не могло	3	5
454	в нашей	4	5
455	отличается от	6	5
456	этому же	2	5
457	оно не	3	5
458	что между	2	5
459	мы и	5	5
460	без всякого	2	5
461	одним словом	2	5
462	подобного рода	2	5
463	и может	2	5
464	к другой	6	5
465	но этот	2	5
466	в таком	2	5
467	нами в	6	5
468	обратимся к	3	5
469	в отличие	4	5
470	однако не	2	5
471	чем перейти	3	4
472	действия и	4	4
473	здесь как	2	4
474	только те	3	4
475	в меньшей	3	4
476	и во	5	4
477	из одного	2	4
478	и вообще	3	4
479	все время	3	4
480	время в	3	4
481	находятся в	2	4
482	в наших	8	4
483	к пониманию	4	4
484	столь же	2	4
485	себя и	2	4
486	нами выше	2	4
487	чем в	5	4
488	во второй	5	4
489	идет от	3	4
490	в разных	6	4
491	эти три	2	4
492	и больше	2	4
493	и всей	3	4
494	во всей	3	4
495	мы нашли	9	4
496	в результате	3	4
497	нельзя было	2	4
498	что есть	2	4
499	она все	3	4
500	если же	2	4
501	слова в	7	4
502	это одно	2	4
503	ребенка в	6	4
504	как раз	6	4
505	он сам	2	4
506	что было	2	4
507	в пользу	6	4
508	очевидно что	6	4
509	для нее	3	4
510	что уже	2	4
511	не содержит	2	4
512	он мог	2	4
513	на друга	2	4
514	вывод что	2	4
515	случае в	4	4
516	говорится в	4	4
517	принадлежит к	2	4
518	содержит в	4	4
519	идет по	3	4
520	по сравнению	23	4
521	этим самым	2	4
522	нас в	4	4
523	отнюдь не	2	4
524	с точки	31	4
525	над ними	2	4
526	от нее	3	4
527	что их	2	4
528	в действительности	3	4
529	в ответ	3	4
530	не раз	2	4
531	а это	2	4
532	один раз	4	4
533	о его	3	4
534	содержится в	5	4
535	привести к	4	4
536	и которые	3	4
537	друг на	2	4
538	есть в	5	4
539	исходит из	2	4
540	в самом	15	4
541	знаем о	2	4
542	перейти к	6	4
543	но на	3	4
544	стороны с	2	4
545	по своим	2	4
546	это обычно	2	3
547	точку зрения	4	3
548	на основании	2	3
549	просто как	2	3
550	в такой	6	3
551	из всех	5	3
552	уже говорили	2	3
553	не могли	5	3
554	точка зрения	2	3
555	представить себе	5	3
556	нельзя сказать	2	3
557	есть представление	2	3
558	при таком	2	3
559	наоборот в	2	3
560	могли быть	2	3
561	переход от	5	3
562	переходит к	4	3
563	и весь	3	3
564	себе что	3	3
565	связи и	3	3
566	идет речь	2	3
567	бы дать	2	3
568	мы могли	15	3
569	сравнению с	21	3
570	рассматривается как	2	3
571	на другую	3	3
572	она должна	2	3
573	я могу	2	3
574	как таковое	2	3
575	стоят в	2	3
576	является в	7	3
577	сравнительно с	2	3
578	казалось бы	4	3
579	том смысле	2	3
580	была бы	3	3
581	в другую	3	3
582	ребенка и	10	3
583	мы находим	3	3
584	совсем не	2	3
585	с теми	2	3
586	как оно	2	3
587	должно быть	3	3
588	как они	2	3
589	меньшей мере	3	3
590	а другой	2	3
591	всего сказанного	3	3
592	поэтому в	2	3
593	всякий раз	3	3
594	к самому	2	3
595	к другому	5	3
596	тем же	8	3
597	быть понят	2	3
598	в системе	3	3
599	из двух	3	3
600	из того	7	3
601	все те	2	3
602	об одном	4	3
603	как к	4	3
604	они говорят	2	3
605	и могут	2	3
606	этому поводу	3	3
607	всего в	2	3
608	этой мысли	2	3
609	больше и	2	3
610	нам в	2	3
611	могли бы	10	3
612	что можно	2	3
613	первых порах	3	3
614	входят в	2	3
615	но то	2	3
616	на первых	4	3
617	все равно	2	3
618	остановиться на	4	3
619	с несомненностью	5	3
620	которые он	2	3
621	только не	14	3
622	внимание на	4	3
623	является не	4	3
624	и делает	2	3
625	при котором	2	3
626	бы с	2	3
627	к его	3	3
628	оно есть	5	3
629	для всех	2	3
630	поэтому он	2	3
631	имеет в	4	3
632	едва ли	5	3
633	при переходе	9	3
634	совершенно очевидно	3	3
635	связаны между	4	3
636	в обратном	2	3
637	к изучению	4	3
638	видно из	2	3
639	где они	4	3
640	он с	2	3
641	нашли что	3	3
642	и до	3	3
643	и той	5	3
644	этот факт	4	3
645	даже если	2	3
646	где мы	2	3
647	как эта	3	3
648	рода и	2	3
649	момент в	3	3
650	имеем дело	2	3
651	позволяет нам	3	2
652	а и	2	2
653	для всего	2	2
654	все более	2	2
655	в каждом	3	2
656	поэтому мы	5	2
657	нас на	2	2
658	наконец в	3	2
659	к более	3	2
660	в ходе	14	2
661	в новой	4	2
662	свою очередь	3	2
663	о человеке	2	2
664	друг от	3	2
665	в момент	4	2
666	совершается в	5	2
667	я видел	2	2
668	и во-вторых	4	2
669	естественно что	3	2
670	числе и	2	2
671	от более	4	2
672	значение и	2	2
673	развития если	3	2
674	к двум	2	2
675	этом и	2	2
676	в центре	2	2
677	ее от	2	2
678	и ничего	2	2
679	лишь в	3	2
680	с другим	3	2
681	изменения и	2	2
682	и наиболее	2	2
683	она является	2	2
684	эту точку	2	2
685	мы всегда	3	2
686	можно говорить	2	2
687	в мышлении	8	2
688	и другой	3	2
689	для его	2	2
690	в нашем	6	2
691	тем и	2	2
692	с помощью	18	2
693	которой она	3	2
694	в овладении	2	2
695	не путем	2	2
696	себя от	2	2
697	вместо того	2	2
698	в определенных	4	2
699	они будут	2	2
700	одной и	5	2
701	друга и	2	2
702	в работах	2	2
703	специального исследования	2	2
704	одновременно и	3	2
705	развития как	2	2
706	другой раз	4	2
707	на ее	2	2
708	вещи и	2	2
709	и иначе	2	2
710	у одного	2	2
711	в сущности	16	2
712	возникает из	6	2
713	оно имеет	2	2
714	обе стороны	2	2
715	входящий в	2	2
716	к другу	4	2
717	все больше	3	2
718	уяснить себе	3	2
719	содержат в	4	2
720	на одно	2	2
721	напоминает о	2	2
722	и приобретает	2	2
723	для каждой	3	2
724	в конечном	2	2
725	мы ни	2	2
726	случае они	2	2
727	к совершенно	2	2
728	нам остается	2	2
729	это совершенно	2	2
730	не из	2	2
731	совпадает с	5	2
732	к целому	2	2
733	только одно	2	2
734	и следовательно	8	2
735	в процессе	12	2
736	к другим	11	2
737	верно что	2	2
738	может и	3	2
739	на самых	3	2
740	которое и	2	2
741	особого исследования	2	2
742	которой мы	2	2
743	одно и	3	2
744	ступенях развития	2	2
745	с развитием	6	2
746	себе ничего	4	2
747	она представляет	4	2
748	ступени к	6	2
749	которые мы	4	2
750	которого не	2	2
751	мы остановимся	4	2
752	бы показать	2	2
753	мысль что	2	2
754	предмета и	3	2
755	в самой	3	2
756	мы встречаем	2	2
757	от друга	3	2
758	и функции	2	2
759	ребенок не	3	2
760	полагает что	2	2
761	выражается в	2	2
762	сам по	2	2
763	в силе	2	2
764	остается в	2	2
765	в развитии	27	2
766	которых мы	5	2
767	что для	3	2
768	за счет	4	2
769	сказывается в	2	2
770	между этими	3	2
771	новый и	2	2
772	нужно было	4	2
773	только потому	3	2
774	особенности в	2	2
775	ступени развития	7	2
776	то о	5	2
777	что с	7	2
778	случае не	2	2
779	это сказывается	2	2
780	с которыми	3	2
781	мышления и	16	2
782	в любой	2	2
783	в сознании	11	2
784	гораздо больше	3	2
785	силу того	6	2
786	найденные в	2	2
787	как по	5	2
788	следовательно не	2	2
789	никем не	2	2
790	от одного	3	2
791	в новый	2	2
792	нет и	4	2
793	непосредственной связи	2	2
794	нас вопрос	2	2
795	всем его	2	2
796	функции и	4	2
797	чем к	2	2
798	на первом	2	2
799	не для	2	2
800	нельзя не	2	2
801	в большей	2	2
802	учение о	3	2
