N	2gram	Trubetskoy	Dialekti
282	он один	2	2
283	мысль о	2	2
284	наконец в	2	2
285	не вполне	3	2
286	есть как	2	2
287	в других	3	2
288	из него	2	2
289	учение и	2	2
290	а так	3	2
291	религиозного сознания	6	2
292	отвлеченные понятия	2	2
293	которые в	2	2
294	с идеей	2	2
295	то есть	4	2
296	к которому	2	2
297	связано с	2	2
298	и проч	2	2
299	его от	2	2
300	образом в	5	2
301	от них	2	2
302	с другом	5	2
303	без сновидений	2	2
304	и мир	2	2
305	выбор между	2	2
306	на небе	2	2
307	некоторые из	2	2
308	но при	2	2
309	на нее	3	2
310	с ней	3	2
311	перестает быть	2	2
312	к другу	2	2
313	связана с	2	2
314	психической жизни	2	2
315	друг с	5	2
316	на этот	4	2
317	к его	2	2
318	основано на	2	2
319	но когда	2	2
320	в пользу	2	2
321	и сами	2	2
