N	2gram	Vygotskiy_	TeoriaLi
179	связи с	2	3
180	в связи	3	3
181	таким образом	38	3
182	например в	5	3
183	тех или	2	3
184	в этой	5	3
185	имеет место	2	3
186	в одном	4	3
187	как раз	4	3
188	вовсе не	7	3
189	вслед за	10	3
190	может служить	3	2
191	в каком	3	2
192	к одному	5	2
193	не могли	4	2
194	имеет в	3	2
195	не могут	6	2
196	то в	2	2
197	идет о	2	2
198	для всех	5	2
199	так же	29	2
200	если в	2	2
201	но как	4	2
202	не всегда	2	2
203	человека и	3	2
204	дело в	2	2
205	что она	11	2
206	за пределы	2	2
207	искусства как	6	2
208	говорит что	10	2
209	в глаза	2	2
210	отличается от	4	2
211	об этом	3	2
212	и даже	11	2
213	в конце	6	2
214	к более	2	2
215	и здесь	3	2
216	сама по	2	2
217	на деле	11	2
218	таком случае	3	2
219	воздействия на	2	2
220	эстетическое переживание	3	2
221	это и	3	2
222	времени и	2	2
223	казалось бы	4	2
224	ни было	2	2
225	искусство есть	7	2
226	у нас	4	2
227	к своему	2	2
228	только на	7	2
229	и другие	5	2
230	вследствие этого	2	2
231	у него	4	2
232	это может	2	2
233	самом деле	19	2
234	и состоит	2	2
235	на вопрос	4	2
236	в чем	5	2
237	вместе с	10	2
238	в какой	6	2
239	при всем	3	2
240	на котором	2	2
241	в лирическом	2	2
242	для понимания	2	2
243	к нему	3	2
244	для такого	2	2
245	тот кто	2	2
246	искусства если	3	2
247	и это	6	2
248	тому что	7	2
249	от всех	3	2
250	о том	11	2
251	зрения и	2	2
252	в самой	2	2
253	что такое	2	2
254	могли бы	3	2
255	есть как	3	2
256	если мы	21	2
257	образом и	4	2
258	оно не	2	2
259	должен быть	2	2
260	роман и	2	2
261	и на	6	2
262	этой точки	7	2
263	об искусстве	2	2
264	на этом	3	2
265	к чему	2	2
266	из которых	5	2
267	всякий раз	10	2
268	в известном	2	2
269	один из	6	2
270	произведении искусства	4	2
271	в них	4	2
272	в поэзии	5	2
273	по себе	21	2
274	материала в	2	2
275	речь идет	4	2
276	несмотря на	8	2
277	в той	2	2
278	к жизни	2	2
279	мы в	3	2
280	что и	27	2
281	тем или	2	2
282	ту или	2	2
283	к числу	3	2
284	и больше	2	2
285	с ними	2	2
286	о его	2	2
287	в стихе	9	2
288	и наоборот	2	2
289	то ни	2	2
290	имеет дело	2	2
291	себя и	3	2
292	заключается в	15	2
293	все это	11	2
294	только о	3	2
295	что они	7	2
296	как будто	10	2
297	случае не	2	2
298	при чтении	2	2
299	из виду	2	2
300	обращается к	2	2
301	могут служить	3	2
302	бы то	3	2
303	который в	3	2
304	этих двух	4	2
305	имеем дело	2	2
306	основе своей	2	2
307	на основе	2	2
308	тем же	4	2
309	чем это	2	2
