N	2gram	Vinokur_St	Myshleni
498	по мнению	4	5
499	дело не	4	5
500	чем у	2	5
501	свою собственную	3	5
502	не для	3	5
503	свое время	3	5
504	не просто	2	5
505	в форме	2	5
506	кроме того	3	5
507	а как	5	4
508	так например	12	4
509	с того	2	4
510	такое же	2	4
511	которую он	3	4
512	на нее	3	4
513	как более	2	4
514	думать что	2	4
515	этот раз	2	4
516	стороны в	2	4
517	не подлежит	2	4
518	его не	3	4
519	предисловии к	2	4
520	в применении	3	4
521	себе отчета	2	4
522	мне кажется	7	4
523	можно ли	5	4
524	совсем не	3	4
525	и я	5	4
526	из его	3	4
527	бы то	2	4
528	но эти	2	4
529	хотя в	2	4
530	также в	2	4
531	в середине	2	4
532	но ведь	8	4
533	меньшей мере	3	4
534	не к	2	4
535	на эту	5	4
536	как о	2	4
537	знака в	2	4
538	не могу	2	4
539	а именно	3	4
540	ни одного	4	4
541	что значит	2	4
542	того или	4	4
543	в чисто	2	4
544	не до	2	4
545	однако и	2	4
546	превращается в	2	4
547	что там	2	4
548	разница между	3	4
549	как будто	5	4
550	в очень	4	4
551	на который	2	4
552	вот что	3	4
553	с нашей	2	4
554	и вся	2	4
555	нас не	3	4
556	была бы	10	4
557	действительно не	3	4
558	жизни и	6	4
559	на которое	2	4
560	то это	3	4
561	не было	7	4
562	в некоторых	3	4
563	конечно не	2	4
564	нельзя не	3	4
565	не оставляет	2	4
566	вернее сказать	2	3
567	точно и	2	3
568	к своему	3	3
569	о мире	2	3
570	этой главы	3	3
571	при таком	2	3
572	то очевидно	2	3
573	и теперь	2	3
574	но к	2	3
575	эти вопросы	3	3
576	этой работы	2	3
577	не надо	2	3
578	должна была	6	3
579	далее в	4	3
580	оно стало	2	3
581	к сожалению	4	3
582	случае и	2	3
583	из истории	3	3
584	и всей	2	3
585	объяснения в	2	3
586	и можно	2	3
587	же это	3	3
588	а к	2	3
589	на это	2	3
590	от которого	2	3
591	путем в	2	3
592	к истории	2	3
593	и лишь	2	3
594	не приходится	5	3
595	что касается	4	3
596	когда речь	2	3
597	надо сказать	2	3
598	по его	5	3
599	и без	4	3
600	как можно	2	3
601	но разве	3	3
602	никаких оснований	2	3
603	уже выше	2	3
604	без всяких	2	3
605	это явление	2	3
606	доказать что	2	3
607	ни были	2	3
608	и всегда	2	3
609	одном из	4	3
610	этой мысли	2	3
611	не так	2	3
612	без всякой	3	3
613	и сейчас	6	3
614	что тот	2	3
615	не могла	2	3
616	которых в	3	3
617	не сумел	3	3
618	во многих	3	3
619	что так	3	3
620	применении к	3	3
621	языка не	2	3
622	в период	2	3
623	за то	5	3
624	и именно	2	3
625	повод для	2	3
626	ближайшим образом	2	3
627	в это	3	3
628	основана на	2	3
629	в настоящее	2	3
630	никаких сомнений	3	3
631	настоящее время	2	3
632	не были	2	3
633	да и	4	3
634	согласно которой	2	3
635	или иного	4	3
636	говорит в	3	3
637	для понимания	2	3
638	из этой	2	3
639	образом не	2	3
640	то ни	2	3
641	но также	13	3
642	бы не	2	3
643	и пр	4	3
644	но именно	3	3
645	или иначе	3	3
646	о значении	3	3
647	же время	5	3
648	быть не	2	3
649	которой можно	2	2
650	это дело	3	2
651	а во	3	2
652	сомневаться в	3	2
653	ii и	2	2
654	со страниц	2	2
655	сомнению что	2	2
656	поэзии и	3	2
657	еще до	4	2
658	не имели	2	2
659	бы это	2	2
660	должно было	5	2
661	работы над	5	2
662	причем в	2	2
663	является еще	2	2
664	за него	2	2
665	но я	5	2
666	места в	3	2
667	за основу	2	2
668	это можно	3	2
669	к числу	3	2
670	разумеется что	5	2
671	на точку	2	2
672	хотя это	2	2
673	в которую	2	2
674	его собственной	3	2
675	ему не	3	2
676	этого рода	2	2
677	вплоть до	6	2
678	более чем	3	2
679	не всегда	2	2
680	что поэтому	2	2
681	более что	2	2
682	занимает в	3	2
683	а то	3	2
684	с нею	3	2
685	говорят что	2	2
686	невозможно было	2	2
687	особенно в	2	2
688	факты из	2	2
689	рода в	2	2
690	он по	2	2
691	не хочу	3	2
692	том отношении	4	2
693	всех трех	2	2
694	их и	2	2
695	критики и	2	2
696	ли можно	2	2
697	похоже на	3	2
698	который всегда	2	2
699	не хочет	2	2
700	столько же	3	2
701	или с	2	2
702	им самим	2	2
703	где он	2	2
704	зрения в	2	2
705	что ни	2	2
706	ссылается на	2	2
707	в руках	2	2
708	для своего	2	2
709	могло быть	3	2
710	только у	2	2
711	и мн	3	2
712	а если	2	2
713	только тем	2	2
714	мн др	3	2
715	тем или	3	2
716	иметь в	2	2
717	и т	36	2
718	на чем	2	2
719	хотел бы	2	2
720	что от	2	2
721	мысль о	2	2
722	каждого из	3	2
723	не должен	2	2
724	в сторону	2	2
725	и ему	2	2
726	очень хорошо	2	2
727	который был	2	2
728	его же	2	2
729	те или	2	2
730	даже не	5	2
731	не раз	2	2
732	для установления	3	2
733	для изучения	4	2
734	и очень	5	2
735	уже о	6	2
736	если б	5	2
737	на себя	3	2
738	котором он	2	2
739	отношений к	2	2
740	на них	2	2
741	сколько в	2	2
742	он был	5	2
743	и уже	3	2
744	с полной	2	2
745	никем не	2	2
746	в м	2	2
747	система которая	2	2
748	и так	3	2
749	х и	2	2
750	два слова	2	2
751	или иным	3	2
752	можно назвать	3	2
753	бы ни	3	2
754	же и	4	2
