N	2gram	Tiupa_Narr	Marksizm
265	в собственном	2	2
266	его как	2	2
267	даже не	3	2
268	отличается от	4	2
269	было в	2	2
270	не что	2	2
271	другом и	2	2
272	во второй	2	2
273	та же	2	2
274	бы не	2	2
275	героя и	4	2
276	на него	3	2
277	дело с	2	2
278	зрения и	2	2
279	есть в	2	2
280	его жизни	2	2
281	зависит от	2	2
282	или иную	2	2
283	оно не	2	2
284	и соответственно	2	2
285	высказываний как	2	2
286	а именно	3	2
287	что мы	2	2
288	нового времени	2	2
289	тому же	5	2
290	жизни но	2	2
291	отношения к	2	2
292	как хорошо	2	2
