N	2gram	Trubetskoy	Problema
171	тому что	2	13
172	в области	4	13
173	из них	5	13
174	при условии	2	12
175	так или	5	12
176	в которой	5	12
177	на первый	2	12
178	в другом	2	12
179	с одной	3	12
180	в самой	2	12
181	в целом	5	12
182	что это	5	12
183	в начале	3	12
184	на земле	3	12
185	или иначе	5	12
186	то время	2	12
187	оказывается что	5	11
188	в истории	3	11
189	только не	2	11
190	тот же	3	11
191	о которых	7	11
192	не могут	4	11
193	одной стороны	2	11
194	и у	4	11
195	по этому	2	11
196	бы то	3	11
197	и их	5	11
198	к нему	2	11
199	что его	4	11
200	заключается в	3	11
201	состоит из	4	10
202	не то	3	10
203	быть и	5	10
204	отличается от	6	10
205	очень много	3	10
206	что у	2	10
207	что для	4	10
208	или менее	8	10
209	что оно	3	10
210	представление о	3	10
211	только то	2	10
212	на том	2	10
213	более или	8	10
214	даже если	3	10
215	из которых	4	10
216	однако это	2	10
217	вопрос о	3	9
218	тогда когда	3	9
219	только тогда	2	9
220	она не	2	9
221	между прочим	2	9
222	же касается	2	9
223	представить себе	2	9
224	то с	2	9
225	в тех	3	9
226	и до	3	9
227	идет речь	8	9
228	и наконец	3	9
229	не вполне	3	9
230	в своих	2	9
231	их в	2	9
232	мы говорили	8	9
233	на себе	2	9
234	не очень	2	9
235	в которых	2	9
236	что если	3	9
237	бы в	3	9
238	о котором	7	9
239	жизнь и	3	9
240	в жизни	3	9
241	между собой	4	8
242	и по	3	8
243	никто не	2	8
244	для него	2	8
245	только что	3	8
246	с этой	3	8
247	в силу	7	8
248	а наоборот	3	8
249	и особенно	2	8
250	если же	3	8
251	тем же	2	8
252	но тогда	3	8
253	в сознании	7	8
254	из этих	8	8
255	во всей	2	8
256	заметим что	2	8
257	которые не	3	8
258	с ее	2	8
259	и при	6	8
260	ни было	3	8
261	но для	2	8
262	во всем	3	8
263	мы будем	3	8
264	конечно не	3	8
265	и весь	2	8
266	что при	7	8
267	что на	2	7
268	и поэтому	2	7
269	друг друга	2	7
270	а с	4	7
271	на этой	3	7
272	виде как	2	7
273	в основе	2	7
274	же не	3	7
275	и так	2	7
276	все они	6	7
277	в такой	4	7
278	все в	2	7
279	даже в	3	7
280	что их	3	7
281	из себя	10	7
282	же как	3	7
283	этой области	4	7
284	что касается	6	7
285	мы все	2	7
286	тому же	6	7
287	на него	2	6
288	по своей	7	6
289	этого слова	2	6
290	этот вопрос	2	6
291	если он	2	6
292	и того	3	6
293	факт что	4	6
294	не знает	2	6
295	но с	2	6
296	для меня	4	6
297	самого себя	4	6
298	что под	2	6
299	гораздо больше	3	6
300	по существу	7	6
301	в общем	6	6
302	и может	3	6
303	с которыми	2	6
304	и уже	2	6
305	независимо от	2	6
306	зависимости от	2	6
307	как на	6	6
308	одна из	2	5
309	отношение к	4	5
310	он должен	2	5
311	но по	3	5
312	из всех	5	5
313	все прочие	4	5
314	для всякого	2	5
315	по одному	3	5
316	только один	2	5
317	лишь в	5	5
318	том чтобы	2	5
319	чем больше	4	5
320	все что	10	5
321	образом и	2	5
322	я не	2	5
323	сводится к	2	5
324	во внимание	2	5
325	что эта	4	5
326	представляет собою	2	5
327	между тем	12	5
328	от того	3	5
329	ничем не	5	5
330	мы видели	2	5
331	том виде	2	5
332	тех пор	2	5
333	говорили выше	6	5
334	и будет	2	5
335	что с	6	5
336	к этому	5	5
337	должно быть	5	5
338	одним из	4	5
339	от тех	3	5
340	они не	2	5
341	по его	2	5
342	от него	3	4
343	должен быть	2	4
344	следовательно и	2	4
345	у них	6	4
346	друг от	6	4
347	при таком	2	4
348	отличие от	3	4
349	одно из	3	4
350	в эту	2	4
351	это обстоятельство	2	4
352	в ту	2	4
353	указывают на	3	4
354	во втором	2	4
355	будет иметь	2	4
356	себя и	2	4
357	в одну	4	4
358	на нее	2	4
359	не стоит	2	4
360	именно потому	2	4
361	если это	2	4
362	о них	2	4
363	которых мы	4	4
364	я в	2	4
365	друг к	2	4
366	от друга	6	4
367	от нее	2	4
368	на нас	3	4
369	той же	2	4
370	он тоже	2	4
371	веры в	2	4
372	не потому	2	4
373	но на	2	4
374	нет в	2	4
375	входящих в	2	4
376	тем как	2	4
377	и те	2	4
378	в разных	3	4
379	можно назвать	3	4
380	в сущности	2	4
381	мы сказали	4	4
382	что эти	2	4
383	на одном	2	4
384	из него	2	4
385	к ним	2	4
386	что только	3	4
387	до тех	2	4
388	к другу	2	4
389	в свою	2	4
390	так чтобы	2	4
391	он все	2	3
392	все дело	2	3
393	ее и	4	3
394	из того	4	3
395	одного и	3	3
396	том же	4	3
397	они должны	3	3
398	разобраться в	2	3
399	однако мы	2	3
400	на месте	2	3
401	смотреть на	2	3
402	для этой	2	3
403	но так	2	3
404	а потому	5	3
405	сравнению с	5	3
406	него с	2	3
407	что такой	2	3
408	что многие	2	3
409	должна быть	6	3
410	как для	3	3
411	по сравнению	5	3
412	борьбы с	2	3
413	случаях когда	3	3
414	эти последние	2	3
415	из таких	2	3
416	столь же	5	3
417	совершенно ясно	2	3
418	о которой	2	3
419	и других	3	3
420	многих других	2	3
421	чем в	3	3
422	тот факт	4	3
423	помнить что	2	3
424	в европе	6	3
425	и говорить	3	3
426	каждый из	3	3
427	эти элементы	3	3
428	в отдельных	2	3
429	которые уже	2	3
430	за ними	3	3
431	ни один	4	3
432	и где	2	3
433	образом в	3	3
434	от них	2	3
435	одной и	2	3
436	к полной	2	3
437	отличаются друг	3	3
438	выше мы	4	3
439	к той	2	3
440	всех других	2	3
441	с ними	2	3
442	не будут	2	3
443	и состоит	2	3
444	то ясно	4	3
445	конечно в	2	3
446	а к	2	3
447	от которого	2	3
448	из нее	2	3
449	потому и	2	3
450	а для	2	3
451	это конечно	2	3
452	говорить что	3	3
453	знаем что	8	3
454	образом как	2	3
455	на этом	2	3
456	в процессе	2	3
457	может не	3	3
458	сейчас же	3	3
459	а следовательно	2	3
460	в совершенно	3	3
461	этих двух	2	3
462	еще больше	3	3
463	ни для	2	3
464	а и	8	2
465	в состоянии	5	2
466	не сознавая	2	2
467	то ему	2	2
468	к такому	2	2
469	доказать что	2	2
470	тех кто	5	2
471	что за	2	2
472	на друга	2	2
473	от себя	2	2
474	чтобы все	3	2
475	очень мало	2	2
476	в один	2	2
477	такой же	2	2
478	с общим	2	2
479	ту же	2	2
480	к своим	2	2
481	что до	2	2
482	все-таки не	4	2
483	нас что	2	2
484	между этими	2	2
485	в глазах	2	2
486	и дальше	2	2
487	которой мы	2	2
488	в с	3	2
489	уже более	2	2
490	исторического развития	2	2
491	для самого	2	2
492	более всего	2	2
493	народа который	2	2
494	на каждом	2	2
495	как у	3	2
496	том и	2	2
497	почти все	2	2
498	всех прочих	2	2
499	рассматриваться как	3	2
500	без того	4	2
501	на почве	3	2
502	со своей	2	2
503	ближе к	3	2
504	же что	2	2
505	из предыдущего	2	2
506	по отношению	11	2
507	свою очередь	2	2
508	ему и	2	2
509	на все	5	2
510	а будет	2	2
511	сказали что	3	2
512	они могут	2	2
513	весьма часто	2	2
514	в в	4	2
515	многие из	5	2
516	все его	2	2
517	редких случаях	2	2
518	что представление	2	2
519	представление об	4	2
520	сказали выше	2	2
521	и некоторые	2	2
522	на более	2	2
523	пришлось бы	2	2
524	признать что	4	2
525	нечего и	3	2
526	только мы	2	2
527	что такие	2	2
528	всех тех	2	2
529	принять во	2	2
530	том случае	4	2
531	в общей	2	2
532	цивилизации в	3	2
533	и там	2	2
534	случае если	5	2
535	всеми этими	2	2
536	из двух	2	2
537	отношению к	11	2
538	работы и	2	2
539	друг на	2	2
540	рассматривать как	2	2
541	что по	3	2
542	он считает	2	2
543	выше что	2	2
544	со своими	2	2
545	и сейчас	4	2
546	чтобы быть	2	2
547	у в	2	2
548	должны быть	3	2
549	ко всему	2	2
550	только одно	3	2
551	самих себя	3	2
552	широком смысле	2	2
