N	2gram	Bakhtin_Pr	slovoVRo
117	языка но	2	8
118	не на	5	8
119	в значительной	2	8
120	человека в	2	8
121	в самом	7	8
122	входит в	8	8
123	на мир	2	8
124	в предмете	4	8
125	том что	3	7
126	от него	3	7
127	его не	2	7
128	но здесь	3	7
129	в целом	3	7
130	связи с	2	7
131	известной степени	4	7
132	например в	3	7
133	слово и	2	7
134	здесь не	4	7
135	за пределы	12	7
136	также и	3	7
137	не было	2	7
138	в таком	3	7
139	кроме того	3	7
140	во всем	2	7
141	ничего не	6	6
142	как к	2	6
143	на этом	2	6
144	единство и	2	6
145	что в	7	6
146	ни в	11	6
147	нем и	2	6
148	дело с	6	6
149	вне себя	4	6
150	можно сказать	2	6
151	другой стороны	4	6
152	говорить о	3	6
153	и здесь	2	6
154	хотя бы	4	6
155	конечно и	4	6
156	человек в	2	6
157	в свою	2	6
158	себя и	3	6
159	подхода к	2	6
160	между тем	7	6
161	слова не	3	5
162	в каждом	2	5
163	а как	3	5
164	слова с	2	5
165	не знает	3	5
166	не менее	4	5
167	в поэзии	9	5
168	и проч	28	5
169	отношению к	19	5
170	должен быть	2	5
171	в других	4	5
172	хотя и	3	5
173	особенно в	2	5
174	в данном	4	5
175	и при	2	5
176	по отношению	21	5
177	этом отношении	2	5
178	не является	3	5
179	для того	2	5
180	должна быть	4	5
181	и более	2	5
182	не с	4	5
183	как такового	3	5
184	они не	3	5
185	в дальнейшем	3	5
186	о том	4	5
187	оно может	2	5
188	и этим	6	5
189	к его	2	5
190	имеет дело	9	5
191	как его	3	5
192	со словом	5	5
193	с помощью	7	5
194	но как	2	4
195	и ее	2	4
196	оно было	2	4
197	в другом	2	4
198	что и	2	4
199	в виду	4	4
200	что он	2	4
201	он должен	2	4
202	оценок и	2	4
203	том же	2	4
204	не всегда	6	4
205	в виде	2	4
206	в частности	2	4
207	того что	2	4
208	может иметь	5	4
209	но конечно	4	4
210	лучшем случае	2	4
211	входя в	2	4
212	в чем	2	4
213	что оно	2	4
214	как вещь	4	4
215	момент его	2	4
216	того чтобы	2	4
217	и во	2	4
218	всех своих	2	4
219	одной из	3	4
220	но это	3	4
221	его как	3	4
222	всех сторон	2	4
223	и как	8	4
224	если бы	3	4
225	вообще не	7	4
226	со всеми	3	4
227	и о	5	4
228	или как	3	4
229	в известной	3	4
230	быть только	5	4
231	формы и	5	4
232	он может	2	4
233	в лучшем	2	4
234	материал в	4	4
235	в некоторых	2	4
236	как только	3	4
237	первый план	2	4
238	отношения к	6	4
239	в себя	2	4
240	по существу	2	4
241	на первый	2	4
242	данном случае	4	3
243	в иных	3	3
244	нуждается в	2	3
245	и чистой	2	3
246	материал и	2	3
247	но она	2	3
248	а лишь	2	3
249	форм и	2	3
250	как это	2	3
251	может и	4	3
252	со всех	2	3
253	в более	4	3
254	не его	2	3
255	и те	2	3
256	смысле слова	2	3
257	отметить что	7	3
258	было бы	8	3
259	а иногда	2	3
260	на единство	2	3
261	связи и	3	3
262	входят в	3	3
263	в корне	2	3
264	и вообще	2	3
265	или иного	2	3
266	произведения как	8	3
267	к этому	2	3
268	того или	2	3
269	не все	2	3
270	дело в	2	3
271	должно быть	5	3
272	менее всего	3	3
273	действительности в	2	3
274	композиционная форма	4	3
275	отличается от	2	3
276	на него	3	3
277	но лишь	2	3
278	своим предметом	4	3
279	тем что	2	3
280	в связи	2	3
281	и другие	2	3
282	нами в	2	3
283	которых мы	4	3
284	лишь как	4	3
285	движения и	2	3
286	ни с	2	3
287	материала и	2	3
288	не есть	6	3
289	предмета и	2	3
290	все что	3	3
291	и это	3	3
292	произведения и	2	3
293	от чисто	2	3
294	лингвистики и	2	3
295	и художественно	2	3
296	степени и	2	3
297	в форме	4	3
298	и тем	3	3
299	чем в	2	3
300	каждый момент	4	2
301	как композиционная	2	2
302	на самом	4	2
303	в таких	2	2
304	о которых	2	2
305	слова но	3	2
306	единству и	2	2
307	своих моментах	2	2
308	она может	3	2
309	есть только	2	2
310	к себе	2	2
311	и у	2	2
312	и есть	2	2
313	есть не	2	2
314	не остается	2	2
315	и вся	2	2
316	тем как	5	2
317	то что	8	2
318	определенности и	3	2
319	что все	2	2
320	значение для	3	2
321	поступка и	9	2
322	в едином	2	2
323	произведения в	5	2
324	связь с	3	2
325	дело идет	2	2
326	к действительности	3	2
327	словом но	2	2
328	и оценки	2	2
329	анализа и	2	2
330	между ними	4	2
331	цели и	2	2
332	себя как	5	2
333	на них	3	2
334	в единство	2	2
335	что не	4	2
336	место в	8	2
337	в ее	4	2
338	только как	6	2
339	вне ее	2	2
340	войти в	2	2
341	случае не	2	2
342	в двух	2	2
343	и другими	3	2
344	и социальное	2	2
345	этического и	2	2
346	проникает в	2	2
347	его моментов	2	2
348	да и	3	2
349	и взаимоотношения	2	2
350	все то	3	2
351	из важнейших	3	2
352	иметь дело	2	2
353	приходится иметь	2	2
354	довлеет себе	2	2
355	независимо от	13	2
356	дело и	5	2
357	и что	2	2
358	к единству	5	2
359	в равной	2	2
360	можно было	4	2
361	и эта	2	2
362	не нужно	5	2
363	перестает быть	4	2
364	в области	11	2
365	то или	2	2
366	значение имеет	3	2
367	и которые	2	2
368	человека как	2	2
369	ни было	3	2
370	тем не	3	2
371	у нас	2	2
372	на материале	3	2
373	совершенно не	7	2
374	без всякой	2	2
375	за его	3	2
376	чем не	2	2
377	и иной	3	2
378	ни к	2	2
379	но они	4	2
380	мы можем	6	2
381	в какой	2	2
382	не можем	2	2
383	культуры и	3	2
384	нет и	3	2
385	на то	2	2
386	материалу к	2	2
387	можно говорить	2	2
388	от всех	4	2
389	это отношение	2	2
390	мы увидим	3	2
391	столь же	2	2
392	в котором	2	2
393	в своих	2	2
394	зрения самого	2	2
395	к материалу	11	2
396	и становится	7	2
397	приводит к	3	2
398	в начале	2	2
399	материала в	10	2
400	дано в	3	2
401	несмотря на	3	2
402	или иное	2	2
403	как отношение	2	2
404	и только	4	2
405	не к	6	2
406	в нашем	4	2
407	ибо в	2	2
408	не входят	4	2
