N	2gram	Nazirov_Tv	Formalny
162	и отчасти	3	6
163	тем самым	10	6
164	в которой	5	6
165	ее и	2	6
166	в направлении	2	6
167	и лишь	2	6
168	в конце	5	6
169	в россии	5	6
170	и тем	2	6
171	и других	5	6
172	в частности	4	6
173	его и	2	6
174	и это	2	6
175	тому что	2	6
176	в этих	2	6
177	один из	5	6
178	познания и	2	6
179	он был	2	6
180	ее в	3	6
181	особенно в	3	6
182	действительности в	2	6
183	в статье	2	6
184	такой же	4	6
185	не по	3	6
186	жизнь и	2	6
187	например в	3	6
188	о том	9	6
189	по преимуществу	4	6
190	уже в	5	6
191	если он	4	6
192	как она	2	6
193	с ним	4	6
194	той же	4	6
195	даже в	4	5
196	должен был	2	5
197	все более	2	5
198	что оно	2	5
199	к которому	3	5
200	в виду	3	5
201	а как	2	5
202	в основном	9	5
203	мы уже	2	5
204	отличие от	3	5
205	одной из	7	5
206	так например	3	5
207	не так	5	5
208	в него	2	5
209	одного из	3	5
210	в отличие	3	5
211	то это	2	5
212	в такой	2	5
213	что не	5	5
214	и по	5	5
215	можно сказать	2	5
216	хотя и	5	5
217	если в	3	5
218	то в	2	5
219	не столько	4	5
220	в мире	8	5
221	его как	2	5
222	в роман	3	5
223	значение в	2	5
224	с этой	4	5
225	ни на	3	5
226	не имеет	2	5
227	отчасти и	2	5
228	подхода к	3	5
229	в котором	8	5
230	этом романе	2	5
231	приводит к	4	5
232	еще в	3	5
233	и со	2	5
234	и что	2	5
235	и притом	2	4
236	или даже	2	4
237	от него	2	4
238	одним из	6	4
239	б м	2	4
240	героя в	4	4
241	влияние на	3	4
242	в романе	24	4
243	о нем	2	4
244	того же	2	4
245	в сюжете	2	4
246	от других	2	4
247	не будет	2	4
248	или в	2	4
249	самого начала	3	4
250	и тогда	2	4
251	был бы	3	4
252	во всей	2	4
253	с самого	3	4
254	в литературном	2	4
255	одна из	5	4
256	только как	2	4
257	нем и	2	4
258	не значит	2	4
259	к ней	3	4
260	тем не	2	4
261	на него	2	4
262	едва ли	2	4
263	превращается в	2	4
264	та же	4	4
265	в таком	4	4
266	и другие	4	4
267	и о	2	4
268	в целях	2	4
269	отношении к	2	4
270	но если	4	4
271	на протяжении	3	4
272	не к	2	4
273	что для	3	4
274	зависит от	4	4
275	роман и	2	4
276	этот вопрос	4	4
277	между людьми	3	4
278	в литературной	2	4
279	среды и	3	4
280	но эта	3	4
281	это время	2	4
282	и если	3	3
283	перед нами	3	3
284	к одному	2	3
285	в плане	4	3
286	а что	2	3
287	быть поняты	2	3
288	в году	22	3
289	души и	2	3
290	в современной	2	3
291	так что	4	3
292	со всеми	3	3
293	для этой	2	3
294	в в	2	3
295	точка зрения	2	3
296	что на	3	3
297	xviii века	2	3
298	на его	4	3
299	нуждается в	2	3
300	и через	4	3
301	мы видим	3	3
302	не дают	2	3
303	было в	2	3
304	в качестве	2	3
305	тот же	3	3
306	вряд ли	2	3
307	культуры и	2	3
308	время не	2	3
309	дело в	4	3
310	во второй	3	3
311	но уже	2	3
312	что как	2	3
313	мира в	2	3
314	в чем	4	3
315	в известной	4	3
316	во что	2	3
317	когда он	4	3
318	в которых	3	3
319	из себя	2	3
320	романа и	4	3
321	в одном	3	3
322	ту же	4	3
323	не то	2	3
324	но он	3	3
325	человека в	9	2
326	во времени	3	2
327	человека и	6	2
328	и необходимости	2	2
329	герой романа	2	2
330	евгения онегина	3	2
331	не был	4	2
332	и внутреннего	3	2
333	есть не	2	2
334	не могли	2	2
335	в виде	4	2
336	при помощи	4	2
337	и та	2	2
338	не знает	2	2
339	а с	4	2
340	на первом	2	2
341	только через	2	2
342	только с	3	2
343	это уже	7	2
344	в современном	5	2
345	что этот	2	2
346	связь с	3	2
347	и без	2	2
348	однако в	3	2
349	значит что	3	2
350	же не	2	2
351	в создании	2	2
352	людей в	2	2
353	с ними	3	2
354	у тургенева	2	2
355	первом плане	2	2
356	в двух	2	2
357	на этих	2	2
358	не отрицал	2	2
359	который в	4	2
360	в первой	4	2
361	к миру	2	2
362	жизни с	2	2
363	представление о	9	2
364	но она	2	2
365	мышления и	2	2
366	и мир	3	2
367	х годов	3	2
368	из этой	3	2
369	это в	3	2
370	образ и	2	2
371	что она	5	2
372	в лице	4	2
373	в душе	4	2
374	себя в	3	2
375	дело не	3	2
376	что человек	3	2
377	в этот	3	2
378	переход от	2	2
379	переходит в	2	2
380	поступков и	2	2
381	и вот	2	2
382	на земле	4	2
383	человека как	2	2
384	в философии	2	2
385	с другим	3	2
386	героя и	4	2
387	времени и	4	2
388	как у	3	2
389	что его	4	2
390	но только	3	2
391	ни к	2	2
392	русской литературы	3	2
393	как известно	3	2
394	связан с	4	2
395	на этот	3	2
396	от одной	2	2
397	далеко не	3	2
398	особое место	3	2
399	он говорит	3	2
400	в принципе	5	2
401	жизни но	2	2
402	в стихах	2	2
403	жизни не	2	2
404	во многом	8	2
405	однако это	2	2
406	таком случае	2	2
407	и того	2	2
408	говорит о	3	2
409	это объясняется	2	2
410	и есть	2	2
411	и всякий	2	2
