N	2gram	Bakhtin_Pr	Tvorches
206	он говорит	2	4
207	точки зрения	31	4
208	ту же	2	4
209	могут быть	9	4
210	сих пор	9	4
211	однако в	3	4
212	же не	4	4
213	же как	2	4
214	для автора	4	4
215	с ними	2	4
216	мы видим	3	4
217	в основе	4	4
218	и мы	2	4
219	но эти	4	4
220	так сказать	9	4
221	по преимуществу	2	4
222	дело в	2	4
223	в каждом	15	4
224	особенно в	2	4
225	себя в	3	4
226	о достоевском	7	4
227	и одновременно	3	4
228	превращается в	5	4
229	тем что	6	4
230	него в	5	4
231	и наконец	7	4
232	он ни	2	4
233	и есть	3	4
234	с этой	2	4
235	времени и	2	4
236	героев и	4	4
237	такой же	4	4
238	его и	3	4
239	по крайней	2	4
240	в отличие	4	4
241	далеко не	7	4
242	с собой	3	4
243	этот вопрос	4	4
244	в которых	4	4
245	мир достоевского	13	4
246	личности в	4	4
247	с точки	21	4
248	той же	8	4
249	но он	4	4
250	до сих	9	4
251	не есть	4	3
252	во времени	3	3
253	его к	4	3
254	на самом	5	3
255	в процессе	6	3
256	к себе	6	3
257	в другом	3	3
258	отношение к	4	3
259	как к	3	3
260	романного мира	3	3
261	для себя	3	3
262	друг друга	4	3
263	к которому	2	3
264	подхода к	2	3
265	в виду	3	3
266	достоевского всегда	2	3
267	стремление достоевского	2	3
268	в один	2	3
269	от ее	3	3
270	макар девушкин	6	3
271	в него	6	3
272	в свете	4	3
273	более того	8	3
274	достоевского он	3	3
275	к тому	4	3
276	может служить	3	3
277	к самому	2	3
278	и человек	2	3
279	в ней	2	3
280	самого автора	8	3
281	на себя	4	3
282	другой стороны	6	3
283	что оно	2	3
284	всяком случае	4	3
285	достоевского является	2	3
286	идеи в	10	3
287	себя как	3	3
288	и др	7	3
289	должны быть	3	3
290	и до	6	3
291	там где	12	3
292	в первом	2	3
293	можно сказать	2	3
294	как мы	13	3
295	но зато	2	3
296	да и	2	3
297	сказать что	4	3
298	в мир	4	3
299	бы он	4	3
300	то в	2	3
301	сами по	4	3
302	из этих	3	3
303	это в	2	3
304	и еще	2	3
305	его как	5	3
306	отличается от	5	3
307	иного рода	2	3
308	ни на	3	3
309	автора в	4	3
310	во второй	2	3
311	я и	2	3
312	кроме того	5	3
313	лишь в	4	3
314	был бы	6	3
315	ее в	3	3
316	и их	3	3
317	у нас	3	3
318	себе не	2	3
319	со всеми	2	3
320	человека но	2	3
321	на западе	2	3
322	в жизни	5	3
323	на этот	4	3
324	тут и	2	3
325	автора и	7	3
326	в себя	6	3
327	что для	2	3
328	жизни не	2	3
329	образом и	4	3
330	и если	2	3
331	и к	5	3
332	достоевского мы	4	3
333	но на	3	3
334	его героев	6	3
335	на этом	2	3
336	он и	8	3
337	в настоящем	2	3
338	по себе	16	3
339	несмотря на	7	3
340	жизни и	3	3
341	в направлении	4	3
342	и что	5	3
343	во всяком	7	3
344	нет ни	2	3
345	и особенно	2	3
346	или в	7	3
347	и только	3	3
348	тому же	2	3
349	в одном	20	3
350	он все	3	2
351	данном случае	2	2
352	от автора	6	2
353	в отношении	5	2
354	к одному	7	2
355	во все	2	2
356	не могут	10	2
357	м энгельгардт	2	2
358	слова не	2	2
359	в построении	4	2
360	или наконец	4	2
361	во что	2	2
362	а что	5	2
363	но как	4	2
364	это очень	2	2
365	не потому	2	2
366	он живет	2	2
367	на вид	2	2
368	авантюрный сюжет	8	2
369	с героями	2	2
370	не во	5	2
371	является в	2	2
372	этот принцип	3	2
373	как достоевский	2	2
374	б м	4	2
375	ведь это	4	2
376	начала и	2	2
377	авантюрного романа	2	2
378	а как	11	2
379	человека по	2	2
380	пространстве а	2	2
381	и всегда	2	2
382	относится и	2	2
383	в устах	2	2
384	одном из	2	2
385	в одно	4	2
386	в формах	3	2
387	точку зрения	7	2
388	здесь нет	4	2
389	знает что	2	2
390	это я	2	2
391	в другое	2	2
392	о нем	15	2
393	и имеет	2	2
394	тому что	3	2
395	она не	10	2
396	на том	2	2
397	он в	3	2
398	тоже не	3	2
399	того же	3	2
400	была бы	5	2
401	жизнь в	2	2
402	произведений достоевского	8	2
403	точка зрения	13	2
404	приходит в	2	2
405	героя как	2	2
406	которые были	2	2
407	его можно	2	2
408	настоящее время	3	2
409	в художественном	6	2
410	с героем	3	2
411	то это	3	2
412	весь роман	2	2
413	целом ряде	3	2
414	между собой	2	2
415	что же	9	2
416	авторского сознания	5	2
417	его творчестве	3	2
418	у меня	6	2
419	и среди	2	2
420	героя с	6	2
421	того чтобы	2	2
422	у тургенева	6	2
423	героя а	6	2
424	было бы	8	2
425	мир по	2	2
426	же в	2	2
427	связи с	3	2
428	в пространстве	3	2
429	в сущности	10	2
430	он был	2	2
431	не знал	2	2
432	раскольников и	2	2
433	значение в	2	2
434	рядом с	19	2
435	входят в	2	2
436	к миру	3	2
437	здесь мы	4	2
438	кажется что	4	2
439	всех этих	2	2
440	что если	3	2
441	на ней	2	2
442	но при	4	2
443	в данном	2	2
444	с другими	8	2
445	только то	3	2
446	и нет	6	2
447	человек с	2	2
448	во всех	4	2
449	время не	3	2
450	о своем	3	2
451	с самим	3	2
452	не нужно	2	2
453	в которые	2	2
454	героем и	2	2
455	по мере	4	2
456	тем не	2	2
457	достоевского для	2	2
458	что идея	2	2
459	мир в	4	2
460	что как	2	2
461	образ человека	2	2
462	мира в	5	2
463	он писал	2	2
464	и лишь	2	2
465	но ведь	3	2
466	в речи	3	2
467	чем у	2	2
468	карамазова и	3	2
469	и со	4	2
470	в результате	7	2
471	и о	7	2
472	указывает на	2	2
473	отношении к	5	2
474	наконец в	4	2
475	второй части	2	2
476	непосредственно в	2	2
477	достоевский заставляет	2	2
478	то он	3	2
479	не имеет	2	2
480	и является	2	2
481	за пределами	2	2
482	со своими	2	2
483	ни в	5	2
484	и здесь	6	2
485	их в	8	2
486	а между	2	2
487	героев в	4	2
488	все что	4	2
489	я в	2	2
490	представляется нам	2	2
491	в произведении	7	2
492	входит в	9	2
493	героя к	2	2
494	но для	3	2
495	в диалоге	3	2
496	сам с	2	2
497	так ли	2	2
498	со своим	2	2
499	жизни а	3	2
500	действительности не	2	2
501	не из	3	2
502	отсюда же	2	2
503	произведения в	2	2
504	в литературной	2	2
505	на мир	6	2
506	с их	7	2
507	макара девушкина	8	2
508	только как	2	2
509	уже говорили	3	2
510	и уже	3	2
511	конце концов	7	2
512	уже после	2	2
513	авторской речи	3	2
514	бы ни	3	2
515	или даже	2	2
516	человек и	2	2
517	себя на	2	2
518	как на	4	2
519	сюжета в	2	2
520	же и	5	2
521	как его	4	2
522	если же	7	2
523	не значит	4	2
524	достоевского было	3	2
525	как раз	9	2
526	не дает	3	2
527	его произведениях	2	2
528	мы уже	4	2
529	ибо в	2	2
