N	2gram	Losev_Vesc	Psycholo
159	и о	4	17
160	время как	4	17
161	так и	4	16
162	не имеет	2	16
163	тому как	5	16
164	сводится к	4	16
165	говорит о	3	16
166	от того	7	16
167	и тем	7	16
168	из которых	3	16
169	же как	3	16
170	то это	5	16
171	к этому	2	16
172	и потому	8	15
173	еще не	12	15
174	далеко не	2	15
175	о которых	2	15
176	что именно	4	15
177	только на	3	15
178	в частности	3	15
179	во всех	5	15
180	в результате	9	15
181	для него	8	15
182	и так	2	15
183	не можем	3	15
184	о котором	2	15
185	не просто	23	15
186	что на	2	14
187	очевидно что	2	14
188	это только	2	14
189	не то	4	14
190	должна быть	8	14
191	хотя бы	9	14
192	главным образом	3	14
193	по существу	3	14
194	с ним	8	14
195	есть только	18	14
196	это и	12	14
197	само по	4	14
198	прежде всего	17	14
199	это есть	8	14
200	бы в	9	14
201	этом отношении	2	14
202	в жизни	5	14
203	всяком случае	2	14
204	то время	4	14
205	или в	3	14
206	этих двух	2	14
207	но он	2	14
208	как он	2	13
209	а с	3	13
210	точка зрения	5	13
211	именно в	2	13
212	этот вопрос	6	13
213	отнюдь не	8	13
214	со стороны	9	13
215	когда она	4	13
216	могла бы	3	13
217	в той	6	13
218	но если	12	12
219	по самому	3	12
220	и этот	2	12
221	того же	5	12
222	в самой	3	12
223	их в	6	12
224	конце концов	2	12
225	сам по	4	12
226	в свою	5	12
227	ничего не	12	12
228	не менее	11	12
229	и другие	2	12
230	этой точки	3	12
231	тогда когда	5	12
232	что не	11	12
233	и до	6	12
234	и может	3	12
235	что эти	2	12
236	я не	7	12
237	и уже	2	12
238	об этом	5	12
239	и другое	6	12
240	и с	11	12
241	как только	6	12
242	образом и	4	11
243	как к	5	11
244	оба эти	3	11
245	подобно тому	5	11
246	не будет	13	11
247	по сравнению	8	11
248	утверждать что	2	11
249	ли это	9	11
250	исходит из	2	11
251	но совершенно	4	11
252	сравнению с	7	11
253	его в	8	11
254	на все	2	11
255	мы видели	3	11
256	была бы	3	11
257	бы сказать	2	11
258	с его	2	11
259	на это	5	11
260	есть в	4	11
261	раз в	2	11
262	уже в	2	11
263	не было	4	11
264	конечно не	2	11
265	с но	2	11
266	данном случае	2	10
267	в состоянии	2	10
268	в другом	3	10
269	только тогда	4	10
270	не так	2	10
271	это было	2	10
272	отличается от	8	10
273	не является	3	10
274	и их	11	10
275	во всем	2	10
276	но как	3	10
277	и у	4	10
278	в их	4	10
279	совсем не	2	10
280	в данном	6	10
281	должно быть	8	10
282	смысл и	12	10
283	сами по	3	10
284	и от	4	10
285	вопрос о	6	9
286	тем самым	2	9
287	и следовательно	20	9
288	и ее	19	9
289	в силу	4	9
290	ту же	2	9
291	и та	2	9
292	то как	2	9
293	на него	3	9
294	но все	3	9
295	и другой	2	9
296	не есть	79	9
297	должен быть	5	9
298	на нас	3	9
299	если же	5	9
300	мы говорили	2	9
301	мы будем	3	9
302	оно есть	16	9
303	в действительности	7	9
304	о чем	2	9
305	к чему	2	9
306	в виде	3	9
307	но что	9	9
308	в чем	10	9
309	с в	3	9
310	можно сказать	8	9
311	из его	2	9
312	с ее	10	9
313	его и	4	9
314	это совершенно	4	9
315	не к	3	9
316	и таким	2	8
317	из того	3	8
318	гораздо более	2	8
319	именно потому	2	8
320	что же	17	8
321	и во	3	8
322	мы получим	3	8
323	одно и	6	8
324	и эта	4	8
325	стороны и	2	8
326	наряду с	2	8
327	себе и	2	8
328	и более	4	8
329	которую мы	2	8
330	тем же	2	8
331	в собственном	3	8
332	том как	4	8
333	бы и	9	8
334	с другом	2	8
335	это значит	30	8
336	относится к	6	8
337	только то	4	8
338	по преимуществу	2	8
339	то чтобы	3	8
340	со всей	2	8
341	к нему	3	8
342	жизнь и	2	8
343	друг с	2	8
344	ни на	7	8
345	и вообще	6	8
346	этом смысле	2	8
347	о ней	5	7
348	она есть	12	7
349	различие между	3	7
350	не как	2	7
351	что здесь	2	7
352	и эти	3	7
353	бы его	2	7
354	себе не	3	7
355	свою очередь	5	7
356	же мы	2	7
357	одно из	2	7
358	от этого	3	7
359	или вернее	2	7
360	если это	4	7
361	должны быть	6	7
362	ее с	5	7
363	ее не	6	7
364	только один	3	7
365	дело в	6	7
366	себя и	8	7
367	нас в	3	7
368	которые мы	2	7
369	что только	4	7
370	что такое	20	7
371	есть как	3	7
372	все что	3	7
373	если он	3	7
374	это можно	2	7
375	и заставляет	2	7
376	есть нечто	12	7
377	и дает	2	7
378	в качестве	4	7
379	признать что	2	7
380	мысли и	5	7
381	в особенности	3	7
382	слова в	2	7
383	не существует	4	7
384	в отношении	7	6
385	находятся в	2	6
386	совершенно в	2	6
387	к этим	2	6
388	нисколько не	7	6
389	для нее	2	6
390	отношение к	4	6
391	то мы	3	6
392	еще более	4	6
393	а только	3	6
394	или его	2	6
395	и без	4	6
396	а потому	2	6
397	того и	2	6
398	на две	2	6
399	из самых	3	6
400	почти все	2	6
401	слова и	7	6
402	не все	3	6
403	тем не	11	6
404	каждой из	2	6
405	иное как	12	6
406	как не	2	6
407	что иное	12	6
408	в себя	13	6
409	остановиться на	3	6
410	на нее	2	6
411	от всех	5	6
412	оно не	6	6
413	или менее	4	6
414	у всех	3	6
415	один и	2	6
416	у меня	3	6
417	без всякого	7	6
418	она должна	4	6
419	нуждается в	2	6
420	не потому	7	6
421	не что	12	6
422	ничем не	4	6
423	и ни	3	6
424	только с	3	6
425	больше того	6	6
426	она была	2	6
427	да и	5	6
428	то и	7	6
429	независимо от	5	6
430	значит что	32	6
431	к ней	4	6
432	сама по	7	6
433	бы что	3	6
434	что есть	8	6
435	более или	4	6
436	ее на	2	6
437	что я	26	6
438	уже не	15	6
439	к его	2	6
440	приводит к	2	6
441	только как	2	6
442	говорить о	9	6
443	только одно	2	6
444	одного из	2	5
445	еще и	11	5
446	к одному	3	5
447	что ему	3	5
448	нет никакой	4	5
449	человека и	3	5
450	что то	3	5
451	все равно	6	5
452	между ними	6	5
453	у них	2	5
454	и чем	4	5
455	на вопрос	2	5
456	знает что	2	5
457	к такому	2	5
458	она и	2	5
459	между собой	2	5
460	и она	3	5
461	а затем	2	5
462	для ее	2	5
463	как совершенно	2	5
464	и чтобы	2	5
465	в одну	2	5
466	смысла и	8	5
467	то в	4	5
468	а я	3	5
469	но они	2	5
470	но даже	3	5
471	не мог	3	5
472	видели что	3	5
473	учения о	2	5
474	имеет никакого	2	5
475	или что	5	5
476	действительность и	8	5
477	значит ли	7	5
478	бы то	12	5
479	или не	7	5
480	и эту	2	5
481	это все	3	5
482	нас не	2	5
483	нет никакого	3	5
484	который мы	4	5
485	для такого	2	5
486	нам не	2	5
487	к действительности	2	5
488	это будет	4	5
489	мы находим	5	5
490	можно ли	7	5
491	и больше	13	5
492	и еще	4	5
493	хотя и	5	5
494	но она	3	5
495	себя в	11	5
496	дело не	4	5
497	то или	5	5
498	но еще	3	5
499	не значит	11	5
500	только о	2	5
501	и сам	3	5
502	силы и	2	5
503	она может	4	5
504	есть все	2	5
505	нет и	4	5
506	оно может	3	5
507	в смысле	22	5
508	не понимает	3	5
509	однако не	4	5
510	так чтобы	4	5
511	и тогда	7	5
512	отношения к	3	5
513	быть не	5	5
514	собственном смысле	4	5
515	что ее	2	4
516	ее и	2	4
517	и формы	2	4
518	с именем	6	4
519	заключается не	2	4
520	когда оно	2	4
521	здравого смысла	2	4
522	этого вопроса	3	4
523	сделать это	2	4
524	также и	9	4
525	может и	3	4
526	к другому	3	4
527	никак нельзя	2	4
528	однако в	3	4
529	и вне	2	4
530	понятий и	2	4
531	вот это	3	4
532	указанием на	2	4
533	в истории	3	4
534	в первом	2	4
535	в применении	2	4
536	не с	8	4
537	это вовсе	2	4
538	применении к	3	4
539	так то	4	4
540	не на	2	4
541	если оно	9	4
542	себе что	3	4
543	или как	3	4
544	обе эти	2	4
545	где она	2	4
546	все еще	3	4
547	с собой	2	4
548	эти две	6	4
549	для его	2	4
550	из себя	6	4
551	это так	4	4
552	что между	2	4
553	мы говорим	6	4
554	если не	3	4
555	по смыслу	5	4
556	что образ	2	4
557	находится в	4	4
558	и того	2	4
559	но к	2	4
560	момент который	2	4
561	с самой	6	4
562	и всякий	3	4
563	но для	2	4
564	те или	5	4
565	в это	2	4
566	является в	2	4
567	но эта	2	4
568	сам себя	4	4
569	смысл в	2	4
570	его от	2	4
571	бы на	3	4
572	в свете	8	4
573	это может	3	4
574	не знаем	2	4
575	с которой	3	4
576	себя как	3	4
577	здесь не	2	4
578	может не	4	4
579	с ними	4	4
580	вот почему	3	4
581	в первой	2	4
582	ли мы	2	4
583	можно с	3	4
584	т е	79	4
585	если она	11	4
586	с ней	2	4
587	же самой	3	4
588	кто не	3	4
589	от одного	2	4
590	это что	5	4
591	отношении к	4	4
592	при всем	2	4
593	стало быть	3	4
594	если вы	3	4
595	мог бы	7	4
596	есть конечно	3	4
597	же время	4	4
598	основе своей	2	4
599	в слове	2	4
600	не о	2	3
601	ни о	3	3
602	как же	6	3
603	его на	4	3
604	с чем	7	3
605	но ведь	2	3
606	когда я	5	3
607	ни было	12	3
608	для себя	6	3
609	вообще и	5	3
610	состоит из	3	3
611	и тут	7	3
612	как можно	5	3
613	что тут	7	3
614	зрения и	2	3
615	в более	2	3
616	не из	2	3
617	в полной	2	3
618	от смысла	2	3
619	вот эта	2	3
620	же не	4	3
621	со всем	5	3
622	как нечто	3	3
623	при чем	2	3
624	а есть	5	3
625	очень хорошо	2	3
626	она является	4	3
627	что нужно	4	3
628	на их	2	3
629	из общего	2	3
630	его как	2	3
631	и нет	3	3
632	нечто совершенно	2	3
633	нем нет	2	3
634	если я	6	3
635	к себе	4	3
636	и ничего	2	3
637	кроме того	5	3
638	превращается в	3	3
639	они как	2	3
640	чем то	2	3
641	ни к	3	3
642	быть только	6	3
643	может считаться	3	3
644	моментов в	2	3
645	то он	2	3
646	мы еще	2	3
647	на почве	6	3
648	о них	4	3
649	вещей и	12	3
650	быть совершенно	3	3
651	ближе к	2	3
652	из самого	2	3
653	не быть	4	3
654	о которой	3	3
655	но с	2	3
656	подходит к	2	3
657	и прежде	2	3
658	для меня	3	3
659	вопроса о	3	3
660	даже не	8	3
661	можно выразить	2	3
662	слово в	2	3
663	решительно все	3	3
664	чтобы это	3	3
665	мере в	2	3
666	в руки	2	3
667	в разных	6	3
668	в отдельности	4	3
669	с а	4	3
670	и оно	4	3
671	переживания и	2	3
672	всех прочих	3	3
673	определенным образом	6	3
674	равно как	4	3
675	нет ничего	2	3
676	быть может	3	3
677	чего не	2	3
678	на ее	3	3
679	том или	2	3
680	есть еще	3	3
681	тем более	3	3
682	равным образом	4	3
683	было в	3	3
684	случае не	3	3
685	на язык	3	3
686	и можно	2	3
687	здесь как	2	3
688	он сам	2	3
689	только мы	2	3
690	с другими	8	3
691	к другой	3	3
692	бы ни	3	3
693	этой основной	2	3
694	как я	6	3
695	смысле что	2	3
696	к делу	2	3
697	и самое	3	3
698	в уме	3	3
699	не столько	2	3
700	под именем	2	3
701	но уже	3	3
702	явлений и	3	3
703	или иначе	5	3
704	быть и	5	3
705	он и	2	3
706	в каком-то	5	3
707	но когда	3	3
708	как таковая	4	3
709	и который	2	3
710	совершенно невозможно	2	3
711	то ни	13	3
712	имеем дело	3	3
713	сознательно и	2	3
714	есть для	2	3
715	же и	2	3
716	части и	2	3
717	находим в	2	2
718	от его	2	2
719	другими словами	9	2
720	жизни в	3	2
721	как ее	2	2
722	а потом	3	2
723	ему не	3	2
724	человек имеет	2	2
725	и кто	2	2
726	себе как	2	2
727	вещи как	12	2
728	следовательно и	2	2
729	к ее	3	2
730	но именно	3	2
731	отличаются от	2	2
732	от ее	6	2
733	явление то	4	2
734	ведь и	6	2
735	от всякого	4	2
736	каком случае	4	2
737	на этой	2	2
738	этот метод	3	2
739	ли в	3	2
740	которым они	2	2
741	и такой	2	2
742	другое дело	2	2
743	а если	6	2
744	во втором	2	2
745	по законам	2	2
746	как вещь	9	2
747	ли что	2	2
748	переходит в	4	2
749	себя смысл	2	2
750	то с	3	2
751	тем или	2	2
752	же оно	3	2
753	это однако	3	2
754	для всякой	3	2
755	вбирает в	3	2
756	и должна	2	2
757	первом случае	2	2
758	и слов	2	2
759	я уже	2	2
760	можно только	6	2
761	ту или	3	2
762	смысл ее	4	2
763	только к	2	2
764	себя с	5	2
765	д и	11	2
766	же тогда	2	2
767	и со	2	2
768	между собою	12	2
769	понимать как	2	2
770	чем не	2	2
771	нет жизни	2	2
772	по крайней	10	2
773	было и	2	2
774	признает что	2	2
775	это различие	2	2
776	в сферу	2	2
777	является и	3	2
778	совсем обратное	2	2
779	есть лишь	2	2
780	точке зрения	4	2
781	самого же	2	2
782	вообще не	6	2
783	или иных	2	2
784	учение об	10	2
785	не вполне	2	2
786	есть уже	4	2
787	той и	2	2
788	звук и	5	2
789	не важно	4	2
790	самый смысл	4	2
791	спорить с	2	2
792	на такой	2	2
793	она могла	2	2
794	которая была	2	2
795	ни от	7	2
796	и делает	2	2
797	для всякого	6	2
798	к чисто	2	2
799	они совершенно	2	2
800	она еще	2	2
801	чтобы не	2	2
802	она будет	2	2
803	никакого отношения	4	2
804	возможности и	2	2
805	бы я	3	2
806	когда же	2	2
807	что мне	2	2
808	которого я	2	2
809	крайней мере	10	2
810	сказали что	2	2
811	собой если	2	2
812	есть ли	10	2
813	другое и	2	2
814	по своей	3	2
815	не был	2	2
816	что из	3	2
817	который бы	3	2
818	есть то	12	2
819	со своим	8	2
820	тут же	4	2
821	что действительность	2	2
822	в науке	3	2
823	следовательно в	2	2
824	в свое	2	2
825	на действительность	3	2
826	не годится	2	2
827	только те	2	2
828	но то	4	2
829	нужно было	3	2
830	но из	2	2
831	эти а	2	2
832	от нее	2	2
833	к природе	2	2
834	даже и	5	2
835	только от	2	2
836	две вещи	3	2
837	идеи и	3	2
838	всегда есть	5	2
839	и ничем	2	2
840	смысле и	4	2
841	чем мы	3	2
842	той или	3	2
843	необходимые для	3	2
844	мы сказали	2	2
845	тех или	6	2
846	еще один	2	2
847	вещи а	3	2
848	а можно	2	2
849	одном и	2	2
850	есть просто	6	2
851	в россии	2	2
852	имени а	3	2
853	есть именно	7	2
854	как оно	4	2
855	необходимо чтобы	7	2
856	нет что	2	2
857	образ и	3	2
858	сразу и	2	2
859	я хочу	5	2
860	бы к	2	2
861	поэтому и	2	2
862	я только	2	2
863	который я	2	2
864	думают что	5	2
865	нельзя было	4	2
866	природе своей	2	2
867	он есть	2	2
868	как о	5	2
869	и смысла	3	2
870	исходить из	2	2
871	иметь никакого	2	2
872	ничто не	2	2
873	метода и	4	2
874	что сущность	2	2
875	говорится о	2	2
876	нужно для	4	2
877	что существуют	2	2
878	мы возьмем	3	2
879	с какой	2	2
880	без этого	3	2
881	этого метода	4	2
882	в сфере	6	2
883	как с	7	2
884	не зависит	2	2
885	есть всегда	5	2
886	тут не	7	2
887	допустим что	3	2
888	и выражение	3	2
889	будь то	3	2
890	и значения	2	2
891	не говорит	3	2
892	исходят из	2	2
893	что смысл	4	2
894	так или	5	2
895	эти вещи	2	2
896	и значит	5	2
897	из основных	3	2
898	чем же	5	2
899	учение о	2	2
900	а следовательно	4	2
