N	2gram	Tiupa_Teor	Myslijsy
191	в своей	8	6
192	в этой	3	6
193	в мире	26	6
194	художественного произведения	5	6
195	к нам	2	6
196	у нас	2	6
197	из виду	2	6
198	образом и	2	6
199	и к	3	6
200	для всех	2	6
201	к которому	3	6
202	в их	4	6
203	между двумя	3	6
204	я как	2	6
205	об этом	2	6
206	ни было	2	6
207	а именно	3	6
208	не могло	2	6
209	заключается в	2	6
210	но на	2	6
211	мог бы	3	6
212	при котором	2	6
213	в основании	2	6
214	у него	2	6
215	ни был	2	6
216	лишь в	10	6
217	но он	4	6
218	от своего	2	5
219	а с	3	5
220	состоит в	22	5
221	однако в	7	5
222	произведении искусства	2	5
223	из которого	3	5
224	если в	2	5
225	отношение к	7	5
226	вытекает из	2	5
227	входит в	4	5
228	в нашем	4	5
229	даже в	3	5
230	перед нами	3	5
231	понятие о	3	5
232	в области	7	5
233	что может	2	5
234	в произведении	3	5
235	человеческой жизни	3	5
236	не столько	7	5
237	с языком	3	5
238	известной степени	3	5
239	значительной степени	2	5
240	мы имеем	7	5
241	времени и	2	5
242	одним из	3	5
243	отношении к	4	5
244	в какой	2	5
245	и здесь	2	5
246	субъекта и	4	5
247	в той	2	5
248	к другому	2	5
249	данном случае	5	4
250	с чем	2	4
251	в другом	4	4
252	к своему	2	4
253	в поэзии	2	4
254	то ни	2	4
255	не на	4	4
256	дело в	2	4
257	не ограничивается	2	4
258	но во	2	4
259	ни в	5	4
260	к содержанию	3	4
261	собственно говоря	2	4
262	в противном	2	4
263	или даже	4	4
264	не вполне	2	4
265	чтобы не	2	4
266	он должен	3	4
267	противном случае	2	4
268	не знает	4	4
269	по своему	4	4
270	этой точки	2	4
271	в связи	3	4
272	бы то	2	4
273	имеет место	3	4
274	с его	6	4
275	но она	2	4
276	имеет в	2	4
277	внешнего мира	2	4
278	только о	2	4
279	ведет к	2	4
280	так или	5	4
281	на этом	2	4
282	я и	2	4
283	что можно	3	4
284	отношения к	4	4
285	и ее	4	3
286	в отношении	4	3
287	должен быть	2	3
288	и прежде	2	3
289	из тех	2	3
290	искусство есть	2	3
291	от себя	3	3
292	в формах	2	3
293	отличие от	7	3
294	тем в	2	3
295	и др	3	3
296	здесь мы	2	3
297	одной из	2	3
298	в известном	2	3
299	и состоит	2	3
300	сводятся к	3	3
301	во внутренней	2	3
302	говоря словами	4	3
303	искусства и	3	3
304	на свою	2	3
305	есть как	2	3
306	я в	18	3
307	значения и	2	3
308	как будто	2	3
309	в себя	5	3
310	до известной	2	3
311	как это	10	3
312	при чтении	2	3
313	известного рода	2	3
314	его я	2	3
315	здесь не	2	3
316	случае не	2	3
317	жизни то	2	3
318	для обозначения	2	3
319	в пространстве	2	3
320	нас самих	2	3
321	человека с	3	3
322	ее в	2	3
323	или иначе	6	3
324	в большинстве	2	3
325	вопрос что	2	3
326	на мир	2	3
327	в форме	4	3
328	еще и	2	2
329	я с	5	2
330	во времени	4	2
331	к более	2	2
332	роль в	3	2
333	духовной жизни	2	2
334	мы по	2	2
335	ни к	3	2
336	времени в	2	2
337	которая в	2	2
338	а а	5	2
339	принадлежит к	3	2
340	на языке	3	2
341	который в	2	2
342	большей части	2	2
343	быть и	2	2
344	не сами	2	2
345	не могли	2	2
346	таких случаях	2	2
347	у и	2	2
348	в первой	6	2
349	с их	2	2
350	и возможность	2	2
351	во второй	7	2
352	сознания в	2	2
353	по своей	8	2
354	с человеком	2	2
355	от всех	2	2
356	имеем в	3	2
357	деятельности в	5	2
358	со своей	4	2
359	имеет дело	2	2
360	при всей	2	2
361	внешних предметов	2	2
362	могло быть	2	2
363	значении этого	4	2
364	в глаза	2	2
365	как совокупность	3	2
366	а на	3	2
367	это и	2	2
368	кто говорит	5	2
369	к нашему	2	2
370	на две	3	2
371	произведений искусства	2	2
372	может и	2	2
373	что каждый	2	2
374	может служить	2	2
375	о его	2	2
376	таковы например	2	2
377	обращается к	2	2
378	я не	2	2
379	не принадлежит	2	2
380	а напротив	2	2
381	существования в	2	2
382	в противоположность	3	2
383	себя в	7	2
384	дело не	2	2
385	с ее	4	2
386	подобных случаях	2	2
387	отличается от	2	2
388	слова как	3	2
389	никем не	2	2
390	и сам	4	2
391	человека к	3	2
392	всей своей	2	2
393	на меня	3	2
394	мы легко	2	2
395	ключ к	2	2
396	к его	3	2
397	к чему	2	2
398	произведения искусства	4	2
399	из которых	2	2
400	всякий раз	2	2
401	лишь один	2	2
402	жизни но	2	2
403	и внешней	3	2
404	этих двух	2	2
405	ни для	2	2
406	имеем дело	2	2
407	не сама	2	2
408	в системе	2	2
