N	2gram	Losev_Prob	VLabPisa
180	иметь в	5	2
181	или иной	8	2
182	и потому	3	2
183	того или	8	2
184	которые в	4	2
185	еще и	9	2
186	с другими	6	2
187	только то	6	2
188	то это	3	2
189	о чем	11	2
190	одной стороны	4	2
191	крайней мере	8	2
192	что многие	2	2
193	можно было	8	2
194	должно быть	3	2
195	что она	8	2
196	о своем	4	2
197	даже не	3	2
198	объективного мира	3	2
199	отличается от	2	2
200	в другом	2	2
201	что нет	3	2
202	и даже	19	2
203	от того	2	2
204	которые обычно	2	2
205	уже по	2	2
206	мысль о	3	2
207	вообще и	6	2
208	мышления в	2	2
209	конце концов	11	2
210	и весь	4	2
211	бы не	4	2
212	все они	2	2
213	в области	8	2
214	только для	3	2
215	и наконец	3	2
216	в науке	4	2
217	еще не	18	2
218	после этого	4	2
219	нет никаких	2	2
220	они должны	2	2
221	в которой	2	2
222	не приходится	2	2
223	частности в	2	2
224	между собою	9	2
225	понимать как	2	2
226	точном смысле	2	2
227	по крайней	8	2
228	в известной	2	2
229	у пушкина	2	2
230	что ни	3	2
231	в чем	3	2
232	сих пор	6	2
233	с одной	4	2
234	его от	4	2
235	же самое	9	2
236	заключается в	2	2
237	но вот	2	2
238	эта теория	4	2
239	так например	2	2
240	что его	4	2
241	в жизни	3	2
242	но не	13	2
243	и для	10	2
244	искусства и	3	2
245	и этот	4	2
246	стороны и	3	2
247	также и	22	2
248	не менее	26	2
249	только с	3	2
250	но в	19	2
251	на то	12	2
252	в общем	5	2
253	он в	2	2
254	ли это	2	2
255	что такое	23	2
256	мы наблюдаем	2	2
257	многие из	2	2
258	не вполне	4	2
259	знаем что	2	2
260	в своих	3	2
261	пока еще	12	2
262	ни одна	2	2
263	себе и	2	2
264	и заключается	2	2
265	будто бы	4	2
266	к его	2	2
267	но для	3	2
268	между прочим	3	2
269	к сожалению	6	2
270	тогда когда	4	2
271	из которых	2	2
272	он и	8	2
273	значит что	6	2
274	что мы	23	2
275	с нею	2	2
276	смысле слова	11	2
277	только не	4	2
278	можно ли	9	2
279	по себе	20	2
280	о процессе	2	2
281	всяком случае	11	2
282	для них	5	2
283	внимание на	4	2
284	же как	2	2
285	должны быть	2	2
286	он сам	2	2
287	о его	2	2
288	числе и	2	2
289	говорить о	14	2
290	самый факт	2	2
291	собою и	2	2
292	и может	2	2
293	по его	3	2
294	только о	8	2
295	он не	5	2
296	и сам	3	2
297	во всей	4	2
298	должна быть	2	2
299	не быть	2	2
300	но с	2	2
301	что при	2	2
302	на язык	2	2
303	хотя и	8	2
304	лишь в	4	2
305	том числе	2	2
306	во всяком	18	2
307	до сих	6	2
308	того как	3	2
309	в системе	3	2
