N	2gram	Bakhtin_Fr	slovoVRo
357	связана с	5	3
358	романе не	2	3
359	на самом	8	2
360	и отчасти	3	2
361	во все	2	2
362	эти явления	2	2
363	ни о	2	2
364	слова но	2	2
365	но мы	3	2
366	для всего	3	2
367	этого рода	3	2
368	образы в	8	2
369	и существенно	2	2
370	гораздо сложнее	2	2
371	образов но	5	2
372	же задаче	2	2
373	и внутренне	2	2
374	и у	7	2
375	связанное с	2	2
376	и есть	5	2
377	это и	10	2
378	как он	3	2
379	не остается	4	2
380	у них	2	2
381	и вся	2	2
382	и за	2	2
383	тем как	2	2
384	и ни	3	2
385	в один	2	2
386	своего времени	3	2
387	есть в	5	2
388	самого начала	3	2
389	нем не	4	2
390	то что	9	2
391	оставаясь в	2	2
392	по своему	5	2
393	что все	4	2
394	с самого	3	2
395	к ним	2	2
396	в сторону	2	2
397	связь с	3	2
398	дело идет	3	2
399	и само	2	2
400	которая в	2	2
401	в образе	9	2
402	которые были	2	2
403	и т.п	31	2
404	хотя он	2	2
405	между ними	4	2
406	и та	2	2
407	связанная с	3	2
408	в основу	2	2
409	на них	2	2
410	что не	4	2
411	место в	3	2
412	для них	2	2
413	в ее	2	2
414	мы видим	6	2
415	в пределе	6	2
416	его для	2	2
417	и самый	3	2
418	нужно сказать	4	2
419	очень тесно	2	2
420	что они	3	2
421	значение и	3	2
422	человеком и	2	2
423	из самых	3	2
424	и другими	2	2
425	на языке	3	2
426	в xvii	3	2
427	да и	2	2
428	очень часто	4	2
429	это очень	2	2
430	все то	6	2
431	к началу	3	2
432	из важнейших	2	2
433	первом случае	3	2
434	до нас	4	2
435	то в	3	2
436	независимо от	3	2
437	и что	3	2
438	существенную роль	9	2
439	можно было	5	2
440	и эта	2	2
441	мировоззрения и	2	2
442	что она	4	2
443	из своих	2	2
444	та же	2	2
445	но этот	5	2
446	перестает быть	3	2
447	и возможности	3	2
448	он был	8	2
449	между человеком	2	2
450	в области	2	2
451	об этом	5	2
452	значение как	2	2
453	в жизни	4	2
454	у нас	3	2
455	как у	2	2
456	а именно	2	2
457	за его	2	2
458	чем не	3	2
459	в течение	3	2
460	шута и	2	2
461	к ней	2	2
462	но они	6	2
463	путем перевода	2	2
464	мы можем	5	2
465	остановимся на	2	2
466	как известно	2	2
467	в средние	2	2
468	нет и	4	2
469	на то	2	2
470	и связанные	2	2
471	средние века	2	2
472	можно говорить	2	2
473	от всех	6	2
474	века в	3	2
475	в котором	3	2
476	из его	2	2
477	в мировой	3	2
478	значение это	3	2
479	во франции	6	2
480	в начале	2	2
481	момент в	2	2
482	и одновременно	5	2
483	и она	3	2
484	несмотря на	3	2
485	освобождает от	2	2
486	мы все	2	2
487	уже говорили	7	2
488	мировой литературе	3	2
489	то время	4	2
490	этих форм	3	2
491	но их	2	2
492	и жизни	2	2
493	только о	2	2
494	и только	2	2
495	нового времени	6	2
496	исторических и	2	2
497	в нашем	3	2
498	из древнейших	2	2
499	подчеркнуть что	5	2
