N	2gram	Bakhtin_Pr	formyVre
212	более того	8	6
213	ту же	2	6
214	ни одного	3	6
215	мы видим	3	6
216	во всей	3	6
217	входят в	2	6
218	сказать что	4	6
219	особенно в	2	6
220	за пределы	7	6
221	мы не	4	6
222	и самое	4	6
223	в сущности	10	6
224	дан в	2	6
225	в разрезе	6	6
226	смысле слова	2	6
227	автора и	7	6
228	о том	5	6
229	именно в	5	6
230	все что	4	6
231	в которых	4	6
232	бы ни	3	6
233	что было	6	6
234	романа как	3	6
235	в таком	3	6
236	в различных	3	6
237	слова и	8	6
238	с помощью	2	6
239	во все	2	5
240	следовательно и	3	5
241	стороны и	4	5
242	как человек	3	5
243	произведения и	2	5
244	понятно что	2	5
245	был бы	6	5
246	он должен	2	5
247	только на	3	5
248	так что	6	5
249	например у	3	5
250	одно из	2	5
251	от этого	2	5
252	сочетается с	5	5
253	в него	6	5
254	в едином	4	5
255	они не	5	5
256	с другими	8	5
257	но здесь	4	5
258	что все	2	5
259	там где	12	5
260	с ними	2	5
261	не на	7	5
262	всего этого	2	5
263	в этой	5	5
264	и они	2	5
265	отсюда и	3	5
266	и от	3	5
267	хотя бы	4	5
268	бы он	4	5
269	в своей	11	5
270	по преимуществу	2	5
271	об этом	3	5
272	тем что	6	5
273	всем этим	2	5
274	с этой	2	5
275	или как	8	5
276	но они	2	5
277	самим собою	3	5
278	конечно и	3	5
279	не имеет	2	5
280	и является	2	5
281	далеко не	7	5
282	вообще не	2	5
283	да и	2	5
284	он может	4	5
285	в смысле	3	5
286	романа но	3	5
287	но на	3	5
288	романа и	3	5
289	ни были	3	5
290	и уже	3	5
291	точка зрения	13	5
292	или в	7	5
293	и только	3	5
294	нового времени	3	5
295	как его	4	5
296	той же	8	5
297	мы будем	2	5
298	мы и	2	5
299	вполне понятно	2	5
300	даже в	6	4
301	перед нами	12	4
302	мы должны	3	4
303	его на	2	4
304	в одной	8	4
305	по себе	16	4
306	видения и	11	4
307	при всей	2	4
308	европейского романа	4	4
309	по отношению	12	4
310	его целом	6	4
311	в другом	3	4
312	не был	2	4
313	друг друга	4	4
314	раскрытия и	2	4
315	и при	2	4
316	у толстого	3	4
317	авантюрного романа	2	4
318	что он	15	4
319	и о	7	4
320	как он	3	4
321	в одно	4	4
322	на друга	2	4
323	мы здесь	2	4
324	в один	2	4
325	даны в	3	4
326	именно как	2	4
327	дело идет	6	4
328	сливается с	6	4
329	становится здесь	2	4
330	что не	3	4
331	другой стороны	6	4
332	на его	2	4
333	у достоевского	29	4
334	он был	2	4
335	войти в	2	4
336	мы сказали	3	4
337	и со	4	4
338	быть и	2	4
339	на ней	2	4
340	не становится	6	4
341	в данном	2	4
342	пределах отдельных	2	4
343	явления в	2	4
344	как если	3	4
345	у нас	3	4
346	все равно	2	4
347	вследствие этого	2	4
348	себе и	5	4
349	лишь как	9	4
350	друг на	2	4
351	же и	5	4
352	всей его	2	4
353	мир и	5	4
354	в своих	4	4
355	их и	2	4
356	несмотря на	7	4
357	всяком случае	4	4
358	же что	5	4
359	раз и	6	4
360	иного рода	2	4
361	это и	5	4
362	а следовательно	2	4
363	друг другу	3	4
364	переходим к	4	4
365	совершенно иной	2	4
366	в нашем	2	4
367	все в	3	4
368	чем в	3	4
369	нет ни	2	3
370	этого нового	2	3
371	вопрос о	3	3
372	и всегда	2	3
373	как можно	2	3
374	значение они	2	3
375	его к	4	3
376	человека но	2	3
377	наконец в	4	3
378	не входят	2	3
379	в произведениях	6	3
380	узком смысле	2	3
381	подхода к	2	3
382	связи между	3	3
383	точку зрения	7	3
384	то они	2	3
385	самого начала	2	3
386	здесь конечно	3	3
387	почти всегда	2	3
388	значение для	3	3
389	тому что	3	3
390	она не	10	3
391	в чисто	3	3
392	жизнь в	2	3
393	человек из	4	3
394	не входит	5	3
395	и идеи	2	3
396	но это	6	3
397	они уже	3	3
398	и художественного	2	3
399	же как	2	3
400	в зависимости	5	3
401	на этом	2	3
402	того и	4	3
403	на материале	5	3
404	конечно в	2	3
405	известной степени	2	3
406	и так	2	3
407	не сливается	2	3
408	одна из	5	3
409	все то	5	3
410	бы в	7	3
411	все время	3	3
412	но при	4	3
413	и еще	2	3
414	бы и	6	3
415	дело в	2	3
416	менее всего	7	3
417	время не	3	3
418	по мере	4	3
419	время оно	2	3
420	и здесь	6	3
421	целый ряд	2	3
422	зависимости от	5	3
423	мы увидим	6	3
424	нам важно	2	3
425	ним как	3	3
426	бы не	2	3
427	он ни	2	3
428	имеется и	2	3
429	совершенно не	5	3
430	нет но	2	3
431	как на	4	3
432	его и	3	3
433	и имеет	2	3
434	нем в	3	3
435	сами по	4	3
436	и соответствующие	2	3
437	дело здесь	2	3
438	друг за	2	3
439	можно сказать	2	3
440	ни один	3	3
441	в творчестве	6	3
442	на почве	5	3
443	внутренне не	2	3
444	жизни не	2	3
445	если мы	3	3
446	не место	2	3
447	за другом	2	3
448	выражение в	6	3
449	жизни а	3	3
450	произведения в	2	3
451	момент его	2	3
452	находится в	2	3
453	к другому	6	3
454	и явления	2	3
455	и есть	3	3
456	в плоскости	6	3
457	в слове	3	3
458	ни был	2	3
459	дано в	3	3
460	однако не	3	3
461	тем же	3	3
462	не о	3	2
463	данном случае	2	2
464	или даже	2	2
465	в плане	6	2
466	идет о	5	2
467	или наконец	4	2
468	внешнее и	2	2
469	на себя	4	2
470	внутреннего человека	2	2
471	и самая	2	2
472	человек и	2	2
473	в человеке	6	2
474	с идеей	4	2
475	в духе	4	2
476	в каждом	15	2
477	к более	2	2
478	лишь один	2	2
479	ведь это	4	2
480	быть лишь	2	2
481	и изображающего	2	2
482	произведения как	2	2
483	эта особенность	4	2
484	одном из	2	2
485	героя в	7	2
486	а вовсе	2	2
487	самом деле	10	2
488	слова но	4	2
489	друга и	2	2
490	весь роман	2	2
491	от них	3	2
492	для своего	2	2
493	к нему	11	2
494	эти проблемы	2	2
495	была бы	5	2
496	месте и	2	2
497	его жизнь	3	2
498	него самого	2	2
499	романа с	2	2
500	с которой	2	2
501	для создания	2	2
502	отношении к	5	2
503	в узком	2	2
504	совершенно новое	2	2
505	но как	4	2
506	себя как	3	2
507	с нею	2	2
508	в поэзии	2	2
509	изображенный мир	3	2
510	подходом к	2	2
511	действие романа	2	2
512	в уста	4	2
513	нового типа	2	2
514	и пр	5	2
515	на котором	3	2
516	из одного	8	2
517	не знал	2	2
518	этого слова	3	2
519	должны быть	3	2
520	правда в	2	2
521	разрезе одного	2	2
522	в мир	4	2
523	с их	7	2
524	самое слово	2	2
525	и нет	6	2
526	одном времени	2	2
527	перестает быть	4	2
528	мы даем	2	2
529	то в	2	2
530	то и	3	2
531	дело и	2	2
532	тон и	4	2
533	то он	3	2
534	лежит в	2	2
535	и эта	2	2
536	его мире	2	2
537	его как	5	2
538	быть или	2	2
539	себя в	3	2
540	человек с	2	2
541	словом и	3	2
542	прямой и	3	2
543	отличается от	5	2
544	лишает их	2	2
545	как их	4	2
546	и изображения	7	2
547	себя самого	3	2
548	сделаны из	2	2
549	романа не	4	2
550	за всеми	2	2
551	и лишь	2	2
552	достоевского в	15	2
553	герой и	3	2
554	себя на	2	2
555	себе не	2	2
556	остается вне	2	2
557	особый тип	2	2
558	для нас	2	2
559	опирается на	2	2
560	нами в	3	2
561	между собою	5	2
562	этот мир	3	2
563	вне его	4	2
564	к своему	2	2
565	должна быть	8	2
566	непосредственно в	2	2
567	романов и	2	2
568	к определенному	2	2
569	он у	2	2
570	про себя	2	2
571	за пределами	2	2
572	что у	2	2
573	эта форма	3	2
574	со своими	2	2
575	и глубоко	2	2
576	авантюрный роман	2	2
577	героев в	4	2
578	с собой	3	2
579	образом и	4	2
580	этот вопрос	4	2
581	зрения на	8	2
582	но для	3	2
583	п все	2	2
584	него нет	3	2
585	не становятся	2	2
586	как таковой	2	2
587	и этим	5	2
588	лишь на	5	2
589	дана как	3	2
590	разобранные нами	3	2
591	рядом и	2	2
592	весь этот	2	2
593	в стиле	4	2
594	по природе	2	2
595	на мир	6	2
596	со всею	5	2
597	я не	6	2
598	по ту	2	2
599	от нее	2	2
600	он сам	5	2
601	одну и	2	2
602	в чужом	4	2
603	они даны	2	2
604	он только	2	2
605	и сама	2	2
606	и особенно	2	2
607	является не	2	2
608	мы остановимся	3	2
609	и сам	6	2
610	тому же	2	2
611	тяготеет к	2	2
612	если же	7	2
613	в первых	2	2
614	в другое	2	2
615	и сами	3	2
