N	2gram	Tiupa_Narr	Tvorches
200	с этой	3	4
201	времени и	9	4
202	его и	2	4
203	ведет к	3	4
204	в отличие	6	4
205	и более	2	4
206	не мог	7	4
207	далеко не	6	4
208	зависит от	3	4
209	не вполне	3	4
210	с собой	2	4
211	представляет собой	21	4
212	еще в	4	4
213	личности в	2	4
214	к жизни	3	4
215	с точки	2	4
216	на стороне	3	4
217	в финале	3	4
218	той же	2	4
219	но он	2	4
220	до сих	3	4
221	в ходе	4	3
222	во времени	9	3
223	в процессе	2	3
224	вплоть до	5	3
225	к себе	11	3
226	в другом	5	3
227	отношение к	2	3
228	как к	3	3
229	едва ли	5	3
230	и внутреннего	3	3
231	для себя	3	3
232	давно уже	2	3
233	друг друга	2	3
234	в виду	2	3
235	и тем	9	3
236	со стороны	14	3
237	в области	4	3
238	сам себя	2	3
239	людей и	2	3
240	не по	5	3
241	о котором	4	3
242	в него	2	3
243	мы узнаем	2	3
244	только с	2	3
245	к тому	13	3
246	особое место	4	3
247	может служить	5	3
248	свидетельствует о	4	3
249	в ней	5	3
250	одного из	6	3
251	на себя	5	3
252	другой стороны	2	3
253	всяком случае	2	3
254	прошлого и	2	3
255	а теперь	2	3
256	точно так	2	3
257	что с	2	3
258	в первом	4	3
259	можно сказать	11	3
260	как мы	3	3
261	но зато	4	3
262	да и	5	3
263	сказать что	5	3
264	если в	2	3
265	то в	4	3
266	говорил о	2	3
267	сами по	2	3
268	из этих	6	3
269	в начале	4	3
270	и тогда	2	3
271	и еще	2	3
272	не все	2	3
273	его как	2	3
274	к ней	3	3
275	с ее	3	3
276	иного рода	2	3
277	только что	4	3
278	автора в	2	3
279	во второй	2	3
280	лишь в	3	3
281	и вот	2	3
282	не является	7	3
283	человека как	2	3
284	как по	2	3
285	для того	4	3
286	у нас	4	3
287	то у	3	3
288	со всеми	3	3
289	на протяжении	12	3
290	в жизни	9	3
291	на этот	2	3
292	но уже	2	3
293	с другим	2	3
294	автора и	2	3
295	в себя	3	3
296	человеческих отношений	2	3
297	и к	7	3
298	а по	2	3
299	не существует	3	3
300	он и	2	3
301	по себе	4	3
302	как она	2	3
303	жизни и	7	3
304	сводится к	10	3
305	в направлении	2	3
306	во всяком	2	3
307	характера и	3	3
308	или в	7	3
309	и только	2	3
310	тому же	9	3
311	жизни но	3	3
312	в одном	5	3
313	по причине	2	2
314	данном случае	12	2
315	в нее	2	2
316	и притом	3	2
317	но как	3	2
318	о чем	6	2
319	еще раз	3	2
320	вслед за	4	2
321	эти два	2	2
322	при такой	3	2
323	в силу	5	2
324	по своей	3	2
325	начала и	5	2
326	а как	2	2
327	свою очередь	2	2
328	в современной	4	2
329	в формах	2	2
330	точку зрения	3	2
331	а во	5	2
332	связано с	2	2
333	он идет	2	2
334	из нас	3	2
335	о нем	5	2
336	говорилось выше	3	2
337	действующих лиц	8	2
338	е годы	2	2
339	тому что	4	2
340	она не	2	2
341	ли в	2	2
342	на том	2	2
343	не могу	2	2
344	того же	2	2
345	точка зрения	5	2
346	которая в	2	2
347	ответ на	6	2
348	между собой	3	2
349	в известном	4	2
350	не будет	2	2
351	для них	2	2
352	когда же	2	2
353	у меня	2	2
354	ли он	2	2
355	героя с	2	2
356	когда она	2	2
357	того чтобы	7	2
358	когда в	4	2
359	у тургенева	2	2
360	было бы	2	2
361	представляют собой	5	2
362	же в	6	2
363	связи с	3	2
364	в пространстве	3	2
365	в сущности	2	2
366	в связи	3	2
367	в качестве	27	2
368	во время	2	2
369	заключает в	2	2
370	в двух	2	2
371	в действительности	2	2
372	и того	5	2
373	в литературном	2	2
374	к миру	2	2
375	по поводу	3	2
376	себя но	2	2
377	не столь	2	2
378	известном смысле	4	2
379	но при	5	2
380	в данном	17	2
381	а к	3	2
382	во всех	2	2
383	о своем	2	2
384	уже говорилось	2	2
385	по мере	2	2
386	тем не	7	2
387	в е	3	2
388	переход от	2	2
389	не сводится	8	2
390	тот самый	2	2
391	даже если	2	2
392	войне и	2	2
393	мира в	4	2
394	и лишь	2	2
395	в речи	5	2
396	как о	2	2
397	в результате	4	2
398	и о	4	2
399	х гг	2	2
400	в глазах	7	2
401	с одной	5	2
402	по словам	2	2
403	не имеет	3	2
404	и является	2	2
405	за пределами	3	2
406	со своими	3	2
407	столь же	6	2
408	и здесь	3	2
409	их в	4	2
410	человек в	3	2
411	все что	4	2
412	я в	7	2
413	и мире	2	2
414	в произведении	2	2
415	своего я	2	2
416	в ряде	2	2
417	в сфере	2	2
418	входит в	2	2
419	ключ к	2	2
420	к его	5	2
421	героя к	2	2
422	в прозе	4	2
423	но для	5	2
424	со своим	2	2
425	к своей	2	2
426	жизни а	4	2
427	всякий раз	2	2
428	внимание на	7	2
429	которой он	4	2
430	и уже	4	2
431	пока еще	4	2
432	не говорит	4	2
433	или даже	3	2
434	своей собственной	2	2
435	не просто	2	2
436	человек и	2	2
437	как на	2	2
438	если же	2	2
439	не к	4	2
440	о которой	3	2
441	как раз	9	2
442	ясно что	2	2
