N	2gram	Propp_Isto	Vladivir
368	что есть	2	3
369	и хотя	4	3
370	думать что	2	3
371	все что	5	3
372	будто бы	2	3
373	найти в	2	3
374	в которых	4	3
375	а по	3	3
376	прибавить что	2	3
377	так у	4	3
378	и действительно	6	3
379	видели и	3	3
380	сейчас же	2	3
381	но когда	3	3
382	он на	2	3
383	это же	4	3
384	как будто	2	3
385	за это	3	2
386	человека в	5	2
387	на ступени	3	2
388	мы пока	2	2
389	утверждать что	2	2
390	в европе	3	2
391	это то	2	2
392	том как	5	2
393	тот кто	7	2
394	приходит к	3	2
395	не потому	5	2
396	одна из	6	2
397	к себе	3	2
398	своих детей	2	2
399	с той	2	2
400	или же	6	2
401	не по	3	2
402	на пути	2	2
403	и начал	2	2
404	не всегда	9	2
405	в одно	2	2
406	если он	2	2
407	же он	2	2
408	образом в	3	2
409	только тогда	4	2
410	его по	2	2
411	к изучению	2	2
412	находит в	3	2
413	нами и	2	2
414	но так	3	2
415	на этой	5	2
416	дальше и	2	2
417	на том	5	2
418	они не	5	2
419	но оно	3	2
420	такого же	2	2
421	мира и	2	2
422	одного из	3	2
423	богом и	2	2
424	к отдельным	2	2
425	однако в	2	2
426	о двух	2	2
427	меня не	2	2
428	то чего	2	2
429	в ее	4	2
430	видно по	3	2
431	но вместе	4	2
432	на более	2	2
433	и может	2	2
434	должна быть	3	2
435	например в	11	2
436	этом случае	13	2
437	этом мы	2	2
438	и затем	2	2
439	совершенно так	3	2
440	в основе	3	2
441	стоит на	3	2
442	этот момент	2	2
443	в которую	2	2
444	еще один	3	2
445	если в	4	2
446	приведем еще	2	2
447	они были	2	2
448	интересно что	6	2
449	но эти	4	2
450	с другими	4	2
451	в нашей	2	2
452	но дело	2	2
453	при изучении	2	2
454	от этого	6	2
455	за ним	4	2
456	и раньше	2	2
457	известно что	3	2
458	них не	2	2
459	та же	2	2
460	то здесь	4	2
461	она в	2	2
462	во сне	5	2
463	его и	2	2
464	бросается в	2	2
465	одновременно с	2	2
466	сих пор	7	2
467	после того	4	2
468	и пр	6	2
469	или на	3	2
470	не знал	2	2
471	человека с	2	2
472	язык и	2	2
473	смерти а	2	2
474	он же	2	2
475	здесь можно	5	2
476	из которых	7	2
477	а через	2	2
478	в русской	8	2
479	есть уже	2	2
480	это он	2	2
481	всего мира	2	2
482	в другой	5	2
483	должны быть	2	2
484	до него	4	2
485	тогда когда	3	2
486	то его	2	2
487	здесь и	2	2
488	и уже	2	2
489	что эта	2	2
490	только после	3	2
491	уже после	2	2
492	представлений о	12	2
493	что во	2	2
494	в некоторых	6	2
495	входить в	2	2
496	уже видели	2	2
497	в себя	3	2
498	меня в	4	2
499	относится к	3	2
500	представлением о	5	2
501	до сих	7	2
502	случае мы	2	2
