N	2gram	Vygotskiy_	formyVre
204	в которых	3	6
205	от друга	2	6
206	бы ни	2	6
207	в таком	4	6
208	слова и	8	6
209	в совершенно	5	6
210	и речи	27	6
211	с помощью	64	6
212	не имеют	2	5
213	по своей	12	5
214	понятно что	3	5
215	был бы	2	5
216	только на	2	5
217	так что	3	5
218	ничем не	2	5
219	одно из	2	5
220	от этого	6	5
221	в него	4	5
222	они не	4	5
223	с другими	3	5
224	что все	2	5
225	там где	4	5
226	с ними	3	5
227	той или	2	5
228	не на	2	5
229	что они	23	5
230	в этой	7	5
231	одно и	7	5
232	и от	5	5
233	числе и	3	5
234	хотя бы	2	5
235	мы имеем	6	5
236	в своей	9	5
237	об этом	2	5
238	тем что	12	5
239	с этой	6	5
240	или как	2	5
241	но они	4	5
242	первый план	5	5
243	не имеет	3	5
244	и является	2	5
245	далеко не	2	5
246	вообще не	3	5
247	в смысле	9	5
248	но на	3	5
249	ни были	2	5
250	или в	4	5
251	и только	4	5
252	той же	8	5
253	мы будем	4	5
254	мы и	4	5
255	даже в	5	4
256	перед нами	15	4
257	из того	4	4
258	мы должны	15	4
259	по себе	11	4
260	чтобы они	2	4
261	по отношению	4	4
262	в другом	3	4
263	которых мы	2	4
264	друг друга	7	4
265	и т.д	8	4
266	и при	3	4
267	что он	13	4
268	между этими	2	4
269	как он	8	4
270	как у	2	4
271	на друга	3	4
272	в один	4	4
273	не являются	4	4
274	даны в	3	4
275	в историческом	2	4
276	и тех	2	4
277	мы наблюдаем	3	4
278	в чем	2	4
279	другой стороны	5	4
280	и те	3	4
281	и совершенно	2	4
282	на его	5	4
283	формы и	3	4
284	для них	3	4
285	связи в	2	4
286	а затем	4	4
287	связаны с	4	4
288	в корне	2	4
289	в новое	2	4
290	включает в	2	4
291	тем более	2	4
292	на одном	2	4
293	в глаза	2	4
294	только что	5	4
295	как если	2	4
296	все равно	4	4
297	себе и	2	4
298	друг на	3	4
299	же и	2	4
300	стадии развития	4	4
301	и более	4	4
302	связан с	2	4
303	этом случае	4	4
304	в своих	3	4
305	как она	4	4
306	всяком случае	10	4
307	же что	2	4
308	к жизни	2	4
309	же самое	9	4
310	во всем	7	4
311	в нашем	2	4
312	чем в	4	4
313	и развития	3	3
314	еще и	2	3
315	все более	2	3
316	этого нового	2	3
317	вопрос о	2	3
318	и которые	5	3
319	которые в	5	3
320	его к	6	3
321	образов и	2	3
322	вступает в	3	3
323	в тех	2	3
324	что здесь	2	3
325	с нашей	4	3
326	связи между	6	3
327	и эти	2	3
328	и характер	2	3
329	как это	16	3
330	в другую	3	3
331	самого начала	6	3
332	как уже	8	3
333	значение для	4	3
334	по сравнению	6	3
335	этой проблемы	2	3
336	тому что	3	3
337	на одной	2	3
338	в чисто	2	3
339	вступают в	2	3
340	что на	2	3
341	но это	7	3
342	не столько	4	3
343	смысле но	2	3
344	же как	10	3
345	для развития	5	3
346	нашей точки	2	3
347	из всех	2	3
348	в зависимости	6	3
349	на этом	3	3
350	того и	2	3
351	это значит	6	3
352	конечно в	2	3
353	с самого	6	3
354	очень часто	4	3
355	одна из	2	3
356	с которыми	4	3
357	не могли	3	3
358	бы в	5	3
359	и между	4	3
360	все время	6	3
361	другом месте	3	3
362	существенную роль	2	3
363	бы и	2	3
364	только к	2	3
365	менее всего	2	3
366	к ней	2	3
367	из нее	2	3
368	и здесь	5	3
369	целый ряд	4	3
370	зависимости от	7	3
371	мы увидим	4	3
372	в первый	2	3
373	как на	2	3
374	свое значение	2	3
375	в течение	2	3
376	но только	3	3
377	нас в	4	3
378	при всем	2	3
379	по своему	14	3
380	сами по	4	3
381	от всех	2	3
382	можно сказать	2	3
383	основе этого	4	3
384	ни один	5	3
385	внутренне не	2	3
386	если мы	12	3
387	в свою	4	3
388	связь с	4	3
389	главным образом	3	3
390	что мы	18	3
391	внимание на	4	3
392	которой он	2	3
393	находится в	4	3
394	к другому	2	3
395	распадается на	4	3
396	мы в	3	3
397	сравнению с	4	3
398	в слове	3	3
399	мы говорили	5	3
400	однако не	3	3
401	не мог	4	3
402	тем же	8	3
403	мы также	2	2
404	в каком	3	2
405	начиная с	2	2
406	в область	2	2
407	или даже	2	2
408	в плане	2	2
409	идет о	2	2
410	действия и	2	2
411	на себя	2	2
412	случае в	2	2
413	для всего	2	2
414	приходит к	7	2
415	и поэтому	4	2
416	каждый из	2	2
417	комплекса и	2	2
418	если в	3	2
419	а потом	2	2
420	в каждом	2	2
421	он так	2	2
422	свою очередь	3	2
423	на один	5	2
424	остановиться на	3	2
425	в наших	2	2
426	участвуют в	3	2
427	этот тип	3	2
428	возникает в	2	2
429	самом деле	4	2
430	к основному	2	2
431	на место	2	2
432	но по	3	2
433	они имеют	3	2
434	и вместе	2	2
435	от других	2	2
436	которой они	2	2
437	значит что	6	2
438	связей и	3	2
439	в стороне	2	2
440	комплекса в	4	2
441	с необходимостью	3	2
442	могло бы	4	2
443	форме и	2	2
444	этом же	2	2
445	вообще в	2	2
446	слова то	3	2
447	но как	4	2
448	видит в	2	2
449	по этому	6	2
450	с нею	2	2
451	на более	3	2
452	связь между	7	2
453	что уже	3	2
454	на котором	3	2
455	на другой	2	2
456	этого слова	13	2
457	к данному	2	2
458	исторического развития	2	2
459	совершенно так	2	2
460	этот момент	4	2
461	его развития	3	2
462	вопрос об	2	2
463	этого момента	2	2
464	с их	3	2
465	мы видели	8	2
466	самое слово	2	2
467	имеет в	2	2
468	когда мы	2	2
469	то в	3	2
470	то и	5	2
471	лежит в	3	2
472	как оно	5	2
473	и рядом	2	2
474	на которые	3	2
475	и тогда	2	2
476	указать на	2	2
477	и эта	4	2
478	образом не	2	2
479	животных и	5	2
480	словом и	3	2
481	все другие	2	2
482	этой стадии	6	2
483	о котором	2	2
484	которое мы	2	2
485	отличается от	5	2
486	также в	2	2
487	речи в	7	2
488	процесса в	7	2
489	но этот	2	2
490	и тот	6	2
491	как их	2	2
492	важную роль	4	2
493	которые могут	3	2
494	и может	4	2
495	как они	5	2
496	человека мы	4	2
497	для нас	6	2
498	опирается на	3	2
499	нами в	4	2
500	когда они	2	2
501	одновременно с	2	2
502	но если	2	2
503	они стали	2	2
504	которые мы	3	2
505	моментов в	3	2
506	не можем	4	2
507	что у	3	2
508	эта форма	3	2
509	в действии	8	2
510	эти формы	2	2
511	как с	4	2
512	этот вопрос	5	2
513	зрения на	2	2
514	но для	2	2
515	в одних	2	2
516	лишь на	2	2
517	тогда когда	10	2
518	еще в	2	2
519	и снова	4	2
520	в так	2	2
521	в человеческом	2	2
522	от нее	4	2
523	выражается в	2	2
524	и том	3	2
525	действии и	2	2
526	они даны	2	2
527	высшей степени	11	2
528	и особенно	4	2
529	является не	6	2
530	в языке	3	2
531	мы остановимся	2	2
532	и сам	4	2
533	тому же	6	2
534	целом и	2	2
535	в другое	2	2
536	ясно что	4	2
