N	2gram	Vygotskiy_	Vvedenie
123	по своему	2	5
124	одно из	2	5
125	как это	8	5
126	на почве	3	5
127	а потому	5	5
128	есть не	6	5
129	не есть	4	5
130	она есть	2	5
131	другой стороны	7	5
132	в них	4	5
133	уже в	3	5
134	в целом	8	5
135	всяком случае	7	5
136	что и	27	5
137	а не	18	5
138	хотя и	3	5
139	во всяком	9	5
140	само по	8	4
141	по сравнению	3	4
142	в результате	4	4
143	мы имеем	7	4
144	о чем	2	4
145	одной стороны	7	4
146	и ее	4	4
147	в области	12	4
148	в каждом	5	4
149	только что	3	4
150	должен быть	2	4
151	в особенности	3	4
152	этом отношении	7	4
153	это только	4	4
154	еще не	2	4
155	времени и	2	4
156	в чем	5	4
157	отличие от	6	4
158	в отличие	4	4
159	с одной	6	4
160	заключается в	15	4
161	к тому	8	4
162	чтобы понять	4	4
163	и для	9	4
164	не имеет	3	4
165	об искусстве	2	4
166	только с	2	4
167	в котором	5	4
168	ответ на	2	4
169	тогда когда	7	4
170	в одном	4	4
171	из них	4	4
172	в себе	6	4
173	как она	4	4
174	и заключается	4	4
175	с точки	12	4
176	в своей	6	4
177	как раз	4	4
178	сравнению с	3	4
179	можно сказать	2	4
180	той же	9	4
181	никогда не	13	3
182	до конца	9	3
183	в каком	3	3
184	одна из	5	3
185	в отношении	3	3
186	и вообще	3	3
187	в очень	2	3
188	что это	12	3
189	в изучении	2	3
190	в своем	3	3
191	и той	5	3
192	с этим	7	3
193	так же	29	3
194	как оно	2	3
195	в собственном	4	3
196	бы и	5	3
197	и наоборот	2	3
198	что она	11	3
199	к этому	5	3
200	не как	3	3
201	в конце	6	3
202	от того	6	3
203	отношение к	3	3
204	и здесь	3	3
205	или же	2	3
206	сама по	2	3
207	если бы	10	3
208	зависимости от	7	3
209	исследования и	4	3
210	при помощи	27	3
211	в сущности	15	3
212	и вот	5	3
213	понятно что	3	3
214	в этих	6	3
215	в силу	4	3
216	только на	7	3
217	в частности	6	3
218	как история	2	3
219	как в	17	3
220	или как	2	3
221	том виде	2	3
222	что даже	3	3
223	мы видели	2	3
224	стороны и	3	3
225	материал для	4	3
226	к нему	3	3
227	на том	2	3
228	и на	6	3
229	гораздо более	2	3
230	того же	3	3
231	с понятием	2	3
232	или иных	2	3
233	может служить	3	3
234	зависит от	2	3
235	в ней	3	3
236	в конечном	6	3
237	и к	5	3
238	вообще и	2	3
239	мы говорим	2	3
240	на этом	3	3
241	между ними	2	3
242	однако в	2	3
243	из которых	5	3
244	то это	3	3
245	но что	3	3
246	этому поводу	3	3
247	в известном	2	3
248	по этому	3	3
249	что же	4	3
250	нуждается в	3	3
251	от себя	4	3
252	совсем не	3	3
253	тех или	2	3
254	же как	8	3
255	говорит о	4	3
256	при этом	28	3
257	в зависимости	6	3
258	и уже	2	3
259	что с	5	3
260	наряду с	3	3
261	во внимание	4	3
262	все эти	7	3
263	связи с	2	3
264	и тогда	3	3
265	этой области	4	3
266	и есть	5	3
267	и сам	3	3
268	как будто	10	3
269	же самое	8	3
270	в этой	5	3
271	чем же	2	3
272	в слове	3	3
273	собственном смысле	3	3
274	и других	4	3
275	того как	5	3
276	чем в	2	3
277	в языке	3	2
278	самое что	2	2
279	в таких	2	2
280	ничего не	4	2
281	таким путем	6	2
282	у нас	4	2
283	и потому	2	2
284	иметь дело	4	2
285	из того	2	2
286	его к	2	2
287	мы должны	4	2
288	во всех	4	2
289	и до	2	2
290	с конца	2	2
291	время в	2	2
292	или иным	2	2
293	что следовательно	3	2
294	все время	6	2
295	но как	4	2
296	лежит в	2	2
297	это в	4	2
298	есть только	7	2
299	в известных	3	2
300	должно быть	2	2
301	этой точки	7	2
302	бы в	3	2
303	не существует	4	2
304	которые не	3	2
305	мысли и	2	2
306	что здесь	2	2
307	что оно	4	2
308	не могли	4	2
309	ее от	4	2
310	критики и	3	2
311	конце концов	6	2
312	что именно	4	2
313	и те	5	2
314	в связи	3	2
315	подобно тому	7	2
316	казалось бы	4	2
317	том же	4	2
318	него в	2	2
319	а с	2	2
320	одного и	2	2
321	свою очередь	3	2
322	что если	7	2
323	у них	2	2
324	и при	3	2
325	и другие	5	2
326	когда мы	4	2
327	это может	2	2
328	должна была	3	2
329	так и	6	2
330	без остатка	3	2
331	к своему	2	2
332	одной и	6	2
333	отношении к	3	2
334	от других	3	2
335	после того	2	2
336	на котором	2	2
337	и далее	2	2
338	каким образом	3	2
339	философии и	2	2
340	увидим что	3	2
341	искусства и	24	2
342	и так	7	2
343	значение в	2	2
344	целом ряде	2	2
345	говорит он	3	2
346	тому что	7	2
347	которого мы	2	2
348	на то	17	2
349	на тему	2	2
350	могло бы	5	2
351	и сейчас	4	2
352	если это	2	2
353	состоит в	5	2
354	для объяснения	3	2
355	искусство и	5	2
356	в своих	12	2
357	себе и	2	2
358	и без	3	2
359	будто бы	2	2
360	в свою	3	2
361	и с	5	2
362	которое в	2	2
363	произведения и	2	2
364	но это	3	2
365	и из	7	2
366	в основу	3	2
367	что мы	9	2
368	и совершенно	7	2
369	мы можем	6	2
370	тому как	10	2
371	точно так	6	2
372	речь идет	4	2
373	несмотря на	8	2
374	принять во	2	2
375	в соответствующих	2	2
376	жизни и	5	2
377	с теми	2	2
378	смысле и	2	2
379	тем или	2	2
380	к числу	3	2
381	не было	5	2
382	сам по	4	2
383	того не	2	2
384	мы не	15	2
385	в тех	2	2
386	только о	3	2
387	что они	7	2
388	самое же	3	2
389	по самой	3	2
390	значение и	3	2
391	это есть	6	2
392	как только	3	2
393	должна быть	3	2
394	случае не	2	2
395	из которой	2	2
396	например в	5	2
397	во всем	5	2
398	этого слова	5	2
399	если же	3	2
400	не к	2	2
401	из его	4	2
402	по существу	6	2
403	что каждая	2	2
404	этих двух	4	2
