N	2gram	Vygotskiy_	EvropaiC
202	целом ряде	2	3
203	в данном	4	3
204	а в	7	3
205	в нем	13	3
206	в ней	5	3
207	что оно	12	3
208	не то	4	3
209	ко всем	2	3
210	для нас	9	3
211	же не	2	3
212	в сторону	2	3
213	с в	2	3
214	ближе к	2	3
215	различия между	2	3
216	сейчас же	16	3
217	было бы	15	3
218	и может	3	3
219	во всем	3	3
220	если же	3	3
221	в нашем	3	3
222	в совершенно	6	3
223	же как	4	3
224	и того	2	3
225	заключается в	13	3
226	тот же	5	3
227	эти мысли	2	3
228	как мы	6	3
229	мы будем	3	3
230	чем в	3	3
231	образом и	3	2
232	он все	2	2
233	одна из	6	2
234	все то	6	2
235	мы все	8	2
236	нет в	2	2
237	но как	3	2
238	из этой	2	2
239	есть только	3	2
240	не потому	2	2
241	на одном	5	2
242	то время	4	2
243	и поэтому	4	2
244	что она	10	2
245	при таком	4	2
246	то есть	16	2
247	в другом	3	2
248	из нее	2	2
249	но если	3	2
250	до тех	2	2
251	на него	4	2
252	должен быть	3	2
253	зависимости от	9	2
254	всех остальных	2	2
255	на первый	2	2
256	этих двух	8	2
257	в виду	5	2
258	не было	2	2
259	он должен	8	2
260	из двух	3	2
261	в частности	6	2
262	по его	5	2
263	что они	11	2
264	от себя	2	2
265	такой же	2	2
266	это может	2	2
267	и где	2	2
268	тем как	2	2
269	одной и	4	2
270	никто не	4	2
271	работы и	3	2
272	не знает	2	2
273	и из	3	2
274	в глазах	2	2
275	однако мы	3	2
276	том и	3	2
277	рассматривать как	3	2
278	для него	5	2
279	мы видели	2	2
280	на нее	2	2
281	те черты	2	2
282	именно потому	4	2
283	том чтобы	7	2
284	смотреть на	3	2
285	и так	4	2
286	в эту	2	2
287	не имеет	2	2
288	что у	7	2
289	тому что	11	2
290	в ту	2	2
291	на том	4	2
292	они не	3	2
293	гораздо более	3	2
294	в котором	5	2
295	тех пор	2	2
296	если это	4	2
297	их в	4	2
298	те же	3	2
299	и там	2	2
300	в англию	2	2
301	давно уже	2	2
302	ту же	3	2
303	в своих	9	2
304	в свою	3	2
305	этот вопрос	6	2
306	к другу	5	2
307	о них	2	2
308	что на	6	2
309	в которых	4	2
310	одной стороны	15	2
311	к такому	3	2
312	на этом	11	2
313	между ними	2	2
314	если он	2	2
315	по этому	5	2
316	в них	7	2
317	только не	5	2
318	представить себе	2	2
319	так чтобы	2	2
320	совершенно ясно	13	2
321	жизни и	8	2
322	друг к	5	2
323	а затем	2	2
324	сводится к	7	2
325	от нее	2	2
326	во всяком	2	2
327	и уже	4	2
328	во внимание	5	2
329	и дальше	3	2
330	себя и	3	2
331	и его	10	2
332	в сущности	14	2
333	же время	2	2
334	и только	5	2
335	заключает в	7	2
336	что эти	4	2
337	в себя	2	2
338	которую он	2	2
339	той же	6	2
340	имеет место	3	2
341	принять во	2	2
342	вовсе не	8	2
343	мы и	2	2
344	к таким	3	2
345	в основе	9	2
346	почти все	3	2
347	тем же	3	2
