N	2gram	Propp_Isto	Tvorches
383	ни в	4	2
384	и здесь	13	2
385	их в	3	2
386	им в	2	2
387	все что	4	2
388	это довольно	2	2
389	в эту	3	2
390	но для	3	2
391	со своим	4	2
392	он стал	2	2
393	отсюда же	4	2
394	которой он	3	2
395	в египте	13	2
396	из этого	2	2
397	представлений о	4	2
398	что во	2	2
399	или даже	3	2
400	не просто	3	2
401	и делает	2	2
402	как на	3	2
403	самое время	2	2
404	как его	2	2
405	меня в	2	2
406	мы уже	10	2
407	ясно что	2	2
