N	2gram	Vygotskiy_	RusskieA
154	заметить что	2	5
155	в то	5	5
156	в целом	8	5
157	там где	7	5
158	не было	4	5
159	например в	5	5
160	тот же	5	5
161	в его	11	5
162	то и	3	5
163	можно было	7	5
164	только для	3	5
165	ничего общего	3	5
166	стоит в	2	5
167	не с	2	5
168	и для	4	5
169	с другой	8	5
170	и к	5	5
171	отнюдь не	2	5
172	с ним	6	5
173	мы уже	12	5
174	показывают что	2	4
175	если в	2	4
176	и ее	4	4
177	в глаза	3	4
178	у них	2	4
179	на две	3	4
180	здесь мы	6	4
181	бросается в	2	4
182	и там	2	4
183	и до	4	4
184	во всей	3	4
185	этого слова	5	4
186	во всяком	6	4
187	в основе	5	4
188	по своему	6	4
189	в круг	2	4
190	а к	2	4
191	дело не	3	4
192	к ней	3	4
193	несмотря на	7	4
194	и здесь	9	4
195	не просто	7	4
196	к тем	3	4
197	кроме того	2	4
198	та же	6	4
199	она в	4	4
200	такой же	2	4
201	это имеет	2	4
202	на кладбище	2	4
203	но все	2	4
204	что у	7	4
205	что для	6	4
206	именно в	3	4
207	в котором	7	4
208	в своих	6	4
209	как они	2	4
210	этот вопрос	5	4
211	в ней	23	4
212	всяком случае	6	4
213	то время	4	4
214	во всем	2	4
215	тем и	2	4
216	но он	5	4
217	никогда не	9	3
218	чтобы не	2	3
219	всех этих	2	3
220	очевидно что	4	3
221	его к	2	3
222	том как	5	3
223	в одной	2	3
224	и поэтому	3	3
225	каждый из	3	3
226	то есть	30	3
227	с той	8	3
228	это и	4	3
229	в виду	6	3
230	на все	2	3
231	как он	2	3
232	и такие	2	3
233	и другое	6	3
234	мы знаем	3	3
235	в отдельности	2	3
236	что все	10	3
237	и это	13	3
238	тех пор	2	3
239	точки зрения	19	3
240	этот случай	2	3
241	связь с	5	3
242	и те	2	3
243	такое же	3	3
244	совсем не	3	3
245	в какой	8	3
246	в ее	9	3
247	что с	4	3
248	и во	3	3
249	считает что	2	3
250	в своей	6	3
251	он был	3	3
252	свою очередь	3	3
253	место в	6	3
254	и другими	2	3
255	увидим что	11	3
256	имеет место	2	3
257	и то	10	3
258	на которых	4	3
259	или не	3	3
260	совершенно очевидно	3	3
261	независимо от	2	3
262	ее на	2	3
263	это в	3	3
264	и еще	2	3
265	в которой	8	3
266	которые не	2	3
267	от этого	4	3
268	до тех	2	3
269	на него	3	3
270	в эту	2	3
271	если бы	22	3
272	так называемой	4	3
273	что ее	3	3
274	увидим ниже	2	3
275	сих пор	6	3
276	в воде	2	3
277	что касается	2	3
278	жизнь и	2	3
279	с одной	7	3
280	это конечно	3	3
281	есть в	3	3
282	на этот	2	3
283	думать что	3	3
284	не к	5	3
285	на то	25	3
286	все что	2	3
287	в русской	4	3
288	когда он	8	3
289	с таким	4	3
290	из которых	6	3
291	можно назвать	2	3
292	с точки	11	3
293	говорит о	6	3
294	здесь не	3	3
295	только как	2	3
296	и его	8	3
297	по его	3	3
298	как на	9	3
299	как только	4	3
300	что именно	3	3
301	тому же	2	3
302	пор пока	2	3
303	до сих	7	3
304	его мнению	2	2
305	ясно и	3	2
306	дело так	3	2
307	к этим	2	2
308	и следовательно	2	2
309	могло бы	4	2
310	не имеют	4	2
311	в себе	9	2
312	от него	2	2
313	на эту	2	2
314	перед нами	12	2
315	евгении онегине	2	2
316	само собой	3	2
317	с другим	2	2
318	в силу	2	2
319	в конце	5	2
320	остановиться на	3	2
321	отношение к	2	2
322	и наконец	2	2
323	должен быть	4	2
324	одним из	2	2
325	и тем	4	2
326	он должен	2	2
327	и всегда	2	2
328	ни одно	2	2
329	мы попытаемся	2	2
330	в частности	3	2
331	на основании	2	2
332	самом деле	33	2
333	т п	7	2
334	показать что	13	2
335	в один	4	2
336	утверждает что	3	2
337	не так	4	2
338	на которую	2	2
339	но так	2	2
340	но мы	4	2
341	к этой	3	2
342	они не	2	2
343	с другом	2	2
344	и без	2	2
345	одной стороны	6	2
346	в евгении	2	2
347	для чего	2	2
348	здесь в	4	2
349	поэзии и	3	2
350	прав когда	3	2
351	между двумя	3	2
352	когда в	4	2
353	мы видим	15	2
354	и когда	8	2
355	у древних	2	2
356	что эти	5	2
357	в двух	11	2
358	можно сказать	2	2
359	из своей	2	2
360	для него	4	2
361	что чем	3	2
362	относится к	2	2
363	с его	2	2
364	в одну	2	2
365	сказать что	14	2
366	на всю	2	2
367	все то	15	2
368	он не	11	2
369	имеем здесь	2	2
370	что если	6	2
371	когда мы	5	2
372	другой стороны	5	2
373	значит что	2	2
374	и он	5	2
375	тем более	2	2
376	если она	2	2
377	но совершенно	4	2
378	из нее	3	2
379	и даже	4	2
380	мы можем	12	2
381	друг с	2	2
382	целый ряд	6	2
383	которые с	2	2
384	общего с	2	2
385	как не	3	2
386	таком виде	2	2
387	и которые	3	2
388	не является	2	2
389	ее с	5	2
390	с этой	5	2
391	не ясно	2	2
392	в несколько	2	2
393	совершенно не	8	2
394	как у	2	2
395	с и	6	2
396	они как	2	2
397	как известно	2	2
398	в жизни	6	2
399	вытекает из	2	2
400	весь смысл	2	2
401	и так	4	2
402	в чем	3	2
403	что такое	2	2
404	уже знаем	2	2
405	и если	13	2
406	быть не	2	2
407	из всего	3	2
408	но что	3	2
409	был не	2	2
410	если он	5	2
411	по себе	5	2
412	и действительно	2	2
413	и затем	3	2
414	из этого	10	2
415	что эта	8	2
416	говорить о	3	2
417	не более	3	2
418	у него	6	2
419	друг другу	2	2
420	только одно	3	2
421	это означало	3	2
422	что такой	2	2
423	но эта	3	2
424	что при	5	2
425	однако не	3	2
426	части и	2	2
427	из одного	3	2
