N	2gram	Vygotskiy_	KulturaY
115	в которых	3	13
116	для нас	4	13
117	там где	7	13
118	и его	14	13
119	той же	13	13
120	этот вопрос	2	12
121	для этого	4	12
122	вопроса о	2	12
123	с этой	5	12
124	как в	7	12
125	а только	2	12
126	того же	7	12
127	тогда когда	12	12
128	могут быть	7	12
129	этого слова	5	12
130	в результате	3	12
131	но также	3	12
132	речь в	8	12
133	однако не	2	12
134	ясно что	4	12
135	или иной	2	11
136	в их	4	11
137	в своем	3	11
138	речи и	36	11
139	из этих	6	11
140	в нем	6	11
141	этом отношении	7	11
142	совершенно не	2	11
143	и здесь	5	11
144	и то	10	11
145	слова в	7	11
146	в какой	6	11
147	уже в	3	11
148	он не	5	11
149	в каком	2	10
150	тем самым	14	10
151	так же	26	10
152	в то	10	10
153	к этому	2	10
154	они не	2	10
155	как и	19	10
156	ту же	4	10
157	с этим	5	10
158	в нашей	4	10
159	бы в	7	10
160	несмотря на	2	10
161	в речи	6	10
162	от того	6	10
163	в первом	6	10
164	на фоне	3	10
165	этом смысле	2	10
166	конечно не	2	10
167	очевидно что	6	9
168	ли не	3	9
169	в целом	7	9
170	что все	6	9
171	и для	5	9
172	в своей	4	9
173	можно сказать	9	9
174	что слово	2	9
175	рядом с	2	9
176	но это	4	9
177	в которой	16	9
178	слова как	5	9
179	не имеет	6	9
180	на то	5	9
181	ни в	3	9
182	но для	2	9
183	мы говорим	2	9
184	что мы	14	9
185	и есть	4	9
186	подобного рода	2	9
187	на самом	3	8
188	в первую	3	8
189	в частности	4	8
190	мере в	2	8
191	в структуре	2	8
192	мы видели	10	8
193	в своих	2	8
194	состоит в	3	8
195	что на	5	8
196	в чем	5	8
197	убедиться что	2	8
198	с одной	7	8
199	и о	4	8
200	что они	11	8
201	этом случае	15	8
202	слов и	6	8
203	то и	5	8
204	и как	7	8
205	об этом	4	8
206	в этих	2	8
207	тому что	14	8
208	заключается в	14	8
209	но все	2	8
210	не есть	4	8
211	отнюдь не	2	8
212	в таком	2	8
213	тому же	2	8
214	до конца	8	7
215	в свою	3	7
216	идет о	3	7
217	той мере	2	7
218	в процессе	12	7
219	казалось бы	4	7
220	свою очередь	3	7
221	и потому	3	7
222	была бы	3	7
223	не знает	3	7
224	смысле этого	4	7
225	бы сказать	4	7
226	а с	3	7
227	она не	7	7
228	на том	2	7
229	одной стороны	7	7
230	языка но	2	7
231	например в	5	7
232	речи не	7	7
233	никак не	5	7
234	когда мы	2	7
235	язык в	2	7
236	все равно	2	7
237	и более	2	7
238	в самой	3	7
239	есть в	5	7
240	на этот	2	7
241	столь же	2	7
242	в котором	6	7
243	когда он	2	7
244	с ним	5	7
245	в одном	4	7
246	внимание на	4	7
247	только как	2	7
248	в слове	11	7
249	учение о	3	7
250	даже в	2	6
251	перед нами	3	6
252	данном случае	5	6
253	его к	2	6
254	она есть	2	6
255	в себе	14	6
256	нуждается в	5	6
257	как к	4	6
258	грамматических форм	2	6
259	на этом	4	6
260	были бы	5	6
261	речи можно	4	6
262	отличие от	4	6
263	мы знаем	5	6
264	которые в	5	6
265	от этого	3	6
266	можно ли	2	6
267	на этой	7	6
268	гораздо более	4	6
269	этой точки	4	6
270	в отличие	4	6
271	мы называем	2	6
272	что оно	9	6
273	в ее	7	6
274	должны быть	5	6
275	что с	7	6
276	той или	2	6
277	первую очередь	3	6
278	что эти	3	6
279	по поводу	3	6
280	речи а	5	6
281	что если	2	6
282	за пределы	2	6
283	мы не	10	6
284	отличается от	6	6
285	прежде чем	3	6
286	что как	2	6
287	или в	2	6
288	но только	5	6
289	не с	3	6
290	только что	7	6
291	оно не	3	6
292	приводит к	10	6
293	могли бы	10	6
294	в сфере	8	6
295	на основе	5	6
296	тем же	8	6
297	никогда не	7	5
298	в конечном	2	5
299	в отношении	9	5
300	к его	3	5
301	и к	11	5
302	мы должны	7	5
303	относится к	5	5
304	все те	2	5
305	речи как	9	5
306	в другом	3	5
307	а это	2	5
308	в конце	5	5
309	но если	5	5
310	в разговоре	2	5
311	здесь как	2	5
312	и при	2	5
313	в современной	2	5
314	так что	8	5
315	по своему	11	5
316	в большей	2	5
317	учения о	4	5
318	что можно	2	5
319	на вопрос	6	5
320	но как	3	5
321	и тогда	3	5
322	в двух	2	5
323	интерес к	2	5
324	нельзя было	2	5
325	и от	6	5
326	из того	7	5
327	время в	3	5
328	и он	4	5
329	речи но	12	5
330	и даже	3	5
331	переход от	5	5
332	языка на	2	5
333	одного и	3	5
334	для нашей	2	5
335	у него	2	5
336	нас в	4	5
337	отношение к	8	5
338	и является	5	5
339	есть не	3	5
340	но что	2	5
341	и их	7	5
342	только не	14	5
343	и того	3	5
344	мы в	3	5
345	точка зрения	2	5
346	только о	3	5
347	и только	7	5
348	но с	4	5
349	мы находим	3	5
350	связь между	10	5
351	чем в	5	5
352	его в	7	4
353	о которых	3	4
354	мы приходим	2	4
355	остается в	2	4
356	о чем	8	4
357	в каждом	3	4
358	которых мы	5	4
359	к которому	3	4
360	этого термина	2	4
361	первом случае	5	4
362	в виде	2	4
363	точку зрения	4	4
364	связано с	4	4
365	всего в	2	4
366	в такой	6	4
367	одно из	6	4
368	нам в	2	4
369	и все	5	4
370	к нему	5	4
371	к этой	2	4
372	мог бы	6	4
373	в письменной	8	4
374	себе и	2	4
375	с большим	2	4
376	во втором	5	4
377	и без	2	4
378	одного из	2	4
379	между ними	8	4
380	в известном	2	4
381	точно так	3	4
382	структуре слова	2	4
383	речи с	10	4
384	же как	14	4
385	вот почему	3	4
386	нужно было	4	4
387	речи к	6	4
388	в значении	2	4
389	почти всегда	3	4
390	иначе говоря	3	4
391	здесь мы	2	4
392	это есть	6	4
393	именно поэтому	3	4
394	как известно	6	4
395	представление о	8	4
396	то в	4	4
397	по сравнению	23	4
398	поэтому что	2	4
399	к другой	6	4
400	это в	2	4
401	конечном счете	2	4
402	и по	6	4
403	мы можем	7	4
404	языка так	2	4
405	в возможности	2	4
406	как они	2	4
407	уяснить себе	3	4
408	такой же	4	4
409	и иной	2	4
410	на деле	2	4
411	том и	3	4
412	отношения к	5	4
413	иначе как	10	4
414	для каждой	3	4
415	что для	3	4
416	этой речи	7	4
417	в смысле	9	4
418	связанные с	3	4
419	отношения между	8	4
420	и это	2	4
421	но на	3	4
422	выражение в	6	4
423	из которых	3	4
424	из них	2	4
425	в лучшем	3	4
426	до того	2	4
427	в ряду	3	4
428	сам по	2	4
429	этой области	2	4
430	нельзя не	2	4
431	последнее время	5	4
432	если же	2	4
433	но он	3	4
434	мы и	5	4
435	не мог	2	4
436	этого вопроса	3	3
437	еще один	2	3
438	слова но	3	3
439	и непосредственно	3	3
440	но мы	5	3
441	и следовательно	8	3
442	действия и	4	3
443	случае в	4	3
444	том как	2	3
445	не раз	2	3
446	что здесь	2	3
447	с той	3	3
448	наряду с	2	3
449	от речи	8	3
450	значении слова	2	3
451	и вместе	2	3
452	всю свою	2	3
453	вместо того	2	3
454	том же	7	3
455	с таким	3	3
456	мы обязаны	2	3
457	том смысле	2	3
458	показать что	8	3
459	которое было	2	3
460	себе в	5	3
461	образом в	5	3
462	все время	3	3
463	его и	2	3
464	который мы	6	3
465	в свете	9	3
466	значение для	2	3
467	но так	2	3
468	одно только	3	3
469	лучшем случае	3	3
470	своей собственной	2	3
471	что наша	2	3
472	от слова	7	3
473	к слову	14	3
474	естественно что	3	3
475	большинстве случаев	2	3
476	более того	2	3
477	представить себе	5	3
478	на его	3	3
479	а из	4	3
480	в начале	6	3
481	поэзии и	2	3
482	не представляет	3	3
483	не для	2	3
484	о его	3	3
485	в собственном	4	3
486	и может	2	3
487	на котором	4	3
488	которое и	2	3
489	во время	2	3
490	из одного	2	3
491	значение и	2	3
492	значение в	3	3
493	признать что	2	3
494	смысле что	3	3
495	их как	2	3
496	в одну	2	3
497	речь а	2	3
498	показывает что	6	3
499	если в	6	3
500	устной речи	18	3
501	только и	5	3
502	известном смысле	2	3
503	до крайности	3	3
504	говорит что	3	3
505	силу того	6	3
506	для данного	3	3
507	менее всего	3	3
508	нет и	4	3
509	то время	8	3
510	которое мы	4	3
511	мысли и	13	3
512	по мере	10	3
513	речи мы	7	3
514	по своим	2	3
515	та же	2	3
516	в других	2	3
517	одним из	3	3
518	не по	7	3
519	что его	2	3
520	ему нужно	2	3
521	но даже	2	3
522	она может	2	3
523	не могло	3	3
524	только с	2	3
525	что есть	2	3
526	различие в	2	3
527	языка с	2	3
528	для него	6	3
529	идет речь	2	3
530	что у	4	3
531	каждой из	5	3
532	перед вами	2	3
533	какой мере	2	3
534	знаем что	3	3
535	все что	7	3
536	собственном смысле	4	3
537	речи на	2	3
538	в наших	8	3
539	в большинстве	2	3
540	с их	2	3
541	и делает	2	3
542	таким же	3	3
543	мы могли	15	3
544	значение слова	16	3
545	при котором	2	3
546	без всякого	2	3
547	в системе	3	3
548	в ходе	14	2
549	все более	2	2
550	выражения и	2	2
551	наших глазах	4	2
552	что их	2	2
553	в действительности	3	2
554	из всех	5	2
555	показывают что	2	2
556	о природе	9	2
557	не станем	3	2
558	более сложных	2	2
559	в одной	6	2
560	для нее	3	2
561	для всего	2	2
562	который по	2	2
563	в состоянии	4	2
564	идет по	3	2
565	она должна	2	2
566	связанных с	2	2
567	нам о	2	2
568	и той	5	2
569	втором случае	5	2
570	у них	2	2
571	что между	2	2
572	это остается	2	2
573	было сказано	3	2
574	в основном	4	2
575	из речи	3	2
576	нас к	10	2
577	в определенных	4	2
578	они будут	2	2
579	отношение между	7	2
580	друг от	3	2
581	нам нужно	3	2
582	и составляет	2	2
583	одной и	5	2
584	может и	3	2
585	речи это	4	2
586	зрения как	2	2
587	свою мысль	2	2
588	нами в	6	2
589	одной из	4	2
590	в разных	6	2
591	с которыми	3	2
592	речь не	6	2
593	родного языка	18	2
594	особенности в	2	2
595	ничего нового	3	2
596	языке и	2	2
597	к овладению	2	2
598	письменная речь	10	2
599	и речь	3	2
600	это положение	4	2
601	не из	2	2
602	что этот	6	2
603	по природе	2	2
604	к самому	2	2
605	том числе	2	2
606	как оно	2	2
607	ответ на	3	2
608	не могла	2	2
609	от мысли	5	2
610	относительно того	2	2
611	показать в	2	2
612	по этому	4	2
613	не умеет	2	2
614	пользуется в	2	2
615	за счет	4	2
616	к другому	5	2
617	здесь в	2	2
618	его от	2	2
619	смысле можно	2	2
620	речи то	4	2
621	как слово	2	2
622	находится в	3	2
623	и до	3	2
624	первых порах	3	2
625	всегда в	2	2
626	какие же	2	2
627	этого понятия	3	2
628	которой мы	2	2
629	никто не	2	2
630	языка его	2	2
631	обратно в	2	2
632	на этих	2	2
633	к осознанию	2	2
634	этим вопросом	2	2
635	ее в	11	2
636	сравнению со	3	2
637	очень часто	2	2
638	одна из	2	2
639	отношений между	11	2
640	речи может	2	2
641	речи так	4	2
642	как такового	2	2
643	значение этого	2	2
644	ряд слов	2	2
645	имеет в	4	2
646	но эти	2	2
647	оказывается что	2	2
648	с другими	5	2
649	не до	2	2
650	не исчерпывает	2	2
651	мере не	2	2
652	только к	4	2
653	у нее	5	2
654	силу этого	2	2
655	это было	2	2
656	и там	3	2
657	наоборот в	2	2
658	и слово	4	2
659	имеет место	4	2
660	этого процесса	3	2
661	дело с	3	2
662	речи является	3	2
663	исходит из	2	2
664	как правило	2	2
665	функцию и	2	2
666	на первых	4	2
667	ее от	2	2
668	мы снова	3	2
669	и ничего	2	2
670	известно что	3	2
671	между словом	8	2
672	и понимания	2	2
673	между отдельными	4	2
674	должен был	2	2
675	не является	4	2
676	речь эта	2	2
677	понятно что	3	2
678	нами выше	2	2
679	слова с	5	2
680	не означает	4	2
681	отношении к	4	2
682	свое выражение	8	2
683	которого не	2	2
684	эти последние	2	2
685	и значение	5	2
686	связи и	3	2
687	в живом	3	2
688	мысль и	3	2
689	время как	7	2
690	едва ли	5	2
691	если как	2	2
692	от одной	4	2
693	в самых	2	2
694	вообще не	6	2
695	поэтому в	2	2
696	это отношение	3	2
697	как увидим	2	2
698	между понятиями	20	2
699	зависит от	3	2
700	от друга	3	2
701	этот закон	2	2
702	и вообще	3	2
703	этому же	2	2
704	перейти к	6	2
705	значения в	2	2
706	даже при	2	2
707	речь и	5	2
708	той и	3	2
709	с внешней	5	2
710	а по	4	2
711	всякий раз	3	2
712	увидим ниже	3	2
713	не можем	4	2
714	тому как	2	2
715	в случае	5	2
716	устной и	4	2
717	что эта	7	2
718	и против	2	2
719	это же	2	2
720	чем это	5	2
721	что было	2	2
722	является не	4	2
723	женского рода	3	2
724	друг другу	5	2
725	в период	2	2
726	сравнению с	21	2
727	во всем	4	2
728	из основных	3	2
729	в себя	4	2
730	в совершенно	3	2
731	в пользу	6	2
732	мы легко	2	2
733	момент в	3	2
734	связана с	4	2
735	одним и	2	2
736	письменной речью	2	2
737	тем и	2	2
