N	2gram	Savitsky_E	Myslijsy
176	для понимания	2	7
177	в данном	3	7
178	бы и	3	7
179	этом смысле	3	7
180	несмотря на	4	7
181	его на	2	6
182	но если	5	6
183	друг от	2	6
184	в стороне	3	6
185	в ее	8	6
186	в своей	8	6
187	должна быть	2	6
188	в этой	2	6
189	в мире	2	6
190	эти последние	2	6
191	новое слово	3	6
192	от друга	2	6
193	главным образом	2	6
194	все более	9	6
195	и к	3	6
196	в их	11	6
197	в виде	5	6
198	себе в	3	6
199	с а	2	6
200	как оно	2	6
201	к ним	3	6
202	ни было	4	6
203	а именно	2	6
204	заключается в	2	6
205	но на	3	6
206	мог бы	2	6
207	жизни и	2	6
208	из того	2	5
209	в процессе	4	5
210	но даже	4	5
211	и таким	2	5
212	как же	2	5
213	можно было	3	5
214	не говоря	2	5
215	уже и	3	5
216	за тем	2	5
217	если в	2	5
218	в некотором	4	5
219	как не	2	5
220	например с	2	5
221	этот вопрос	2	5
222	которое в	2	5
223	чем в	4	5
224	даже в	4	5
225	в области	11	5
226	известной степени	3	5
227	что эти	2	5
228	с течением	2	5
229	в течение	5	5
230	отношении к	15	5
231	в какой	2	5
232	на этот	2	5
233	в той	5	5
234	не к	2	5
235	данном случае	2	4
236	начиная с	2	4
237	и чем	2	4
238	относятся к	2	4
239	от этого	5	4
240	некотором смысле	3	4
241	то ни	4	4
242	не на	4	4
243	в применении	3	4
244	будет ли	2	4
245	кажется что	2	4
246	дело в	3	4
247	можно считать	3	4
248	более чем	2	4
249	же мало	2	4
250	бы совершенно	2	4
251	чем больше	2	4
252	еще более	2	4
253	это так	3	4
254	а тем	2	4
255	но с	2	4
256	не дает	3	4
257	по своему	7	4
258	значение только	2	4
259	одна и	2	4
260	что к	2	4
261	или по	2	4
262	и другая	2	4
263	этой точки	5	4
264	на них	2	4
265	бы то	4	4
266	имеет место	2	4
267	имеет в	2	4
268	различия в	3	4
269	стороны и	6	4
270	этом отношении	3	4
271	такой же	2	4
272	к которым	5	4
273	во многом	2	4
274	в некоторых	2	4
275	только одно	2	4
276	или поздно	2	3
277	в отношении	32	3
278	и поэтому	2	3
279	нужно иметь	2	3
280	и прежде	3	3
281	тем в	3	3
282	одной из	5	3
283	рано или	2	3
284	в известной	3	3
285	течением времени	2	3
286	для них	2	3
287	в известном	3	3
288	время в	3	3
289	в развитии	2	3
290	применении к	3	3
291	ее от	2	3
292	окажется что	2	3
293	и наконец	2	3
294	следовало бы	2	3
295	которую мы	5	3
296	как будто	2	3
297	как это	4	3
298	происходит в	2	3
299	в общем	3	3
300	даже при	2	3
301	большинстве случаев	3	3
302	говоря уже	2	3
303	это значит	2	3
304	в результате	3	3
305	ее в	3	3
306	в большинстве	2	3
307	сказанному выше	2	3
308	он сам	2	3
309	можем сказать	2	3
310	и человеческой	2	2
311	во все	3	2
312	духовной жизни	2	2
313	тому чтобы	2	2
314	по общему	3	2
315	большей части	2	2
316	какой бы	2	2
317	и эта	2	2
318	только к	2	2
319	целый ряд	2	2
320	во второй	3	2
321	по своей	2	2
322	и имеет	2	2
323	когда он	3	2
324	стороны в	2	2
325	но еще	2	2
326	в сфере	3	2
327	не дают	2	2
328	земного шара	9	2
329	как совокупность	4	2
330	и народов	3	2
331	в прошлом	3	2
332	связано с	3	2
333	к природе	2	2
334	же как	5	2
335	мира но	2	2
336	по признаку	3	2
337	существования в	3	2
338	и еще	2	2
339	этот процесс	2	2
340	не нужно	2	2
341	с т	2	2
342	другой и	2	2
343	приближается к	3	2
344	или точнее	2	2
345	наблюдения над	2	2
346	по своим	3	2
347	его собственная	2	2
