N	2gram	Tiupa_Teor	Istorich
136	в своем	7	13
137	в себе	14	13
138	с ними	2	13
139	не просто	2	13
140	в форме	4	13
141	по себе	2	13
142	в их	4	12
143	одним из	3	12
144	не знает	4	12
145	и вот	3	11
146	никто не	3	11
147	точки зрения	11	11
148	хотя и	4	11
149	далеко не	4	11
150	к которому	3	11
151	я не	2	11
152	восходит к	2	11
153	в ее	6	10
154	вступает в	2	10
155	но как	2	10
156	вслед за	3	10
157	как правило	5	10
158	он и	2	10
159	на основе	2	10
160	а с	3	10
161	в которой	3	10
162	ни в	5	10
163	о чем	3	10
164	а на	3	10
165	себя в	7	10
166	и к	3	10
167	он должен	3	9
168	в основе	6	9
169	в свою	4	9
170	в себя	5	9
171	не могут	2	9
172	это и	2	9
173	более или	6	9
174	героя и	6	9
175	не будет	3	9
176	таких случаях	2	9
177	или менее	6	9
178	герой не	3	9
179	только на	2	9
180	в чем	2	9
181	с его	6	9
182	приводит к	6	9
183	тем самым	6	8
184	должен быть	2	8
185	роль в	3	8
186	именно в	3	8
187	что такое	2	8
188	входит в	4	8
189	тому как	3	8
190	или даже	4	8
191	образом и	2	8
192	в жизни	3	8
193	подобно тому	3	8
194	может оказаться	2	8
195	но она	2	8
196	и потому	3	8
197	могло быть	2	8
198	чем это	2	8
199	и наоборот	2	8
200	и сам	4	8
201	можно сказать	5	8
202	с другими	6	8
203	не с	3	8
204	это тоже	2	8
205	в конце	2	7
206	и о	5	7
207	а только	4	7
208	состоит в	22	7
209	однако в	7	7
210	того чтобы	5	7
211	если в	2	7
212	тому что	2	7
213	в какой	2	7
214	того же	4	7
215	если мы	2	7
216	ключ к	2	7
217	между тем	5	7
218	между собой	3	7
219	этого слова	4	7
220	в области	7	7
221	самом деле	2	7
222	не столько	7	7
223	и некоторые	2	7
224	о ней	3	7
225	обращается к	2	7
226	для него	5	7
227	в большинстве	2	7
228	одну из	2	6
229	для того	5	6
230	видим в	2	6
231	отличие от	7	6
232	говорит что	2	6
233	как говорит	3	6
234	этой точки	2	6
235	между ними	6	6
236	в сказании	2	6
237	в роли	3	6
238	от себя	3	6
239	из которого	3	6
240	быть и	2	6
241	то в	2	6
242	не на	4	6
243	сводится к	12	6
244	это может	2	6
245	мог бы	3	6
246	к жизни	2	6
247	только о	2	6
248	этих двух	2	6
249	не случайно	5	6
250	к чему	2	6
251	отношения к	4	6
252	в каком	2	5
253	такого рода	13	5
254	это было	2	5
255	соответствии с	2	5
256	художественного творчества	5	5
257	по своей	8	5
258	имеются и	2	5
259	в одно	2	5
260	xix века	2	5
261	по своему	4	5
262	том числе	3	5
263	мира и	4	5
264	особого рода	7	5
265	с ее	4	5
266	мы легко	2	5
267	несмотря на	2	5
268	мы в	2	5
269	в виду	5	5
270	от своего	2	5
271	как уже	2	5
272	не могло	2	5
273	отличается от	2	5
274	это делает	2	5
275	оно не	2	5
276	со своей	4	5
277	в сторону	3	5
278	или иначе	6	5
279	вокруг него	2	5
280	могла бы	2	5
281	в таком	3	5
282	в отличие	7	5
283	могут служить	2	4
284	тем более	2	4
285	столь же	3	4
286	себя и	2	4
287	во второй	7	4
288	и больше	2	4
289	во всей	3	4
290	не от	2	4
291	ведет к	2	4
292	слова в	4	4
293	как раз	3	4
294	перед ним	2	4
295	человека и	2	4
296	на свою	2	4
297	так или	5	4
298	принадлежит к	3	4
299	который в	2	4
300	в литературе	4	4
301	в глаза	2	4
302	вытекает из	2	4
303	на почве	5	4
304	дома и	2	4
305	отнюдь не	3	4
306	с точки	3	4
307	еще и	2	4
308	о его	2	4
309	дело в	2	4
310	ни к	3	4
311	есть в	3	4
312	человека с	3	4
313	в самом	7	4
314	но на	2	4
315	своей жизни	2	3
316	рассказ о	2	3
317	не могли	2	3
318	которая в	2	3
319	речь идет	2	3
320	на языке	3	3
321	при всей	2	3
322	о себе	2	3
323	чтобы не	2	3
324	казалось бы	2	3
325	была бы	3	3
326	говорит и	3	3
327	бы то	2	3
328	в противоположность	3	3
329	подобных случаях	2	3
330	ни было	2	3
331	вследствие этого	2	3
332	всякий раз	2	3
333	к другому	2	3
334	тем же	2	3
335	в системе	2	3
336	в соответствии	3	3
337	как к	5	3
338	воздействия на	2	3
339	мире и	2	3
340	в формах	2	3
341	в тексте	19	3
342	могли бы	2	3
343	что можно	3	3
344	то ни	2	3
345	в последней	2	3
346	и одной	2	3
347	от всех	2	3
348	только не	3	3
349	при котором	2	3
350	к его	3	3
351	для всех	2	3
352	имеет в	2	3
353	оказывается в	3	3
354	это своего	2	3
355	говорит в	2	3
356	не обязательно	3	3
357	рода и	2	3
358	но их	3	3
359	имеем дело	2	3
360	а и	5	2
361	к более	2	2
362	в ходе	5	2
363	свою очередь	3	2
364	в момент	3	2
365	ногами и	2	2
366	к нашему	2	2
367	однако все	2	2
368	числе и	2	2
369	лишь в	10	2
370	по пути	4	2
371	с человеком	2	2
372	к нам	2	2
373	материала в	2	2
374	в нашем	4	2
375	у одного	2	2
376	сама по	2	2
377	при всем	2	2
378	в мире	26	2
379	в конечном	6	2
380	совпадает с	4	2
381	к одному	2	2
382	на время	2	2
383	способность к	2	2
384	случае это	2	2
385	и прежде	2	2
386	таком случае	2	2
387	может и	2	2
388	как такой	2	2
389	соединении с	2	2
390	героя как	2	2
391	быть названо	2	2
392	одно и	2	2
393	не сами	2	2
394	за пределами	5	2
395	в самой	2	2
396	или иных	3	2
397	не следует	4	2
398	в состав	6	2
399	в рамках	13	2
400	мыслится как	5	2
401	того или	6	2
402	не входит	2	2
403	место в	7	2
404	случае не	2	2
405	мышления и	3	2
406	жизни на	2	2
407	уже говорилось	2	2
408	никем не	2	2
409	а для	2	2
410	всей своей	2	2
411	вопрос что	2	2
412	говорить о	4	2
