N	2gram	Losev_Vlad	Mirosoze
219	все эти	6	4
220	народа и	2	4
221	что они	4	4
222	в истории	4	4
223	ума и	2	4
224	сам он	2	4
225	и можно	4	4
226	к которой	2	4
227	толстой и	2	4
228	с ней	3	4
229	было не	2	4
230	и даже	23	4
231	и по	10	4
232	ни в	4	4
233	человека как	3	4
234	особенно в	2	4
235	его личности	2	4
236	мы не	2	4
237	нас в	2	4
238	время как	3	4
239	ни с	6	4
240	него не	4	4
241	это была	3	4
242	еще более	3	4
243	но на	3	4
244	в той	2	4
245	в своих	7	4
246	и что	11	4
247	то время	6	4
248	будто бы	2	4
249	в социализме	2	4
250	в свой	3	3
251	к его	5	3
252	и сама	2	3
253	о чем	6	3
254	он никогда	2	3
255	для себя	6	3
256	одним из	3	3
257	христианства и	2	3
258	с которым	4	3
259	и тем	2	3
260	но она	4	3
261	до последних	2	3
262	в россию	5	3
263	все же	11	3
264	мы должны	3	3
265	что же	11	3
266	вл соловьев	232	3
267	даже и	12	3
268	на его	7	3
269	людей в	2	3
270	было для	3	3
271	ли он	2	3
272	я никогда	3	3
273	от всякой	2	3
274	которую он	6	3
275	хотя и	9	3
276	литературы и	2	3
277	и то	13	3
278	а к	24	3
279	то это	4	3
280	и еще	3	3
281	к этому	11	3
282	конечно не	5	3
283	об этом	13	3
284	в этот	5	3
285	и самого	2	3
286	я и	2	3
287	него в	4	3
288	для нас	9	3
289	он считал	2	3
290	чем не	2	3
291	но этот	3	3
292	во всех	4	3
293	на этот	9	3
294	в самых	2	3
295	к леонтьев	12	3
296	не вполне	3	3
297	в одном	2	3
298	со своей	5	3
299	всяком случае	8	3
300	и всегда	4	3
301	это был	5	3
302	только одно	4	3
303	и за	3	3
304	учение о	2	3
305	он все	2	2
306	был для	3	2
307	в каком	3	2
308	не стал	3	2
309	его к	3	2
310	нисколько не	4	2
311	не раз	5	2
312	на что	2	2
313	же о	3	2
314	его была	2	2
315	писал о	2	2
316	со своим	5	2
317	этого не	2	2
318	бы его	2	2
319	и других	2	2
320	были в	2	2
321	от своего	2	2
322	такого рода	4	2
323	и был	6	2
324	к своему	4	2
325	после этого	2	2
326	нет никаких	2	2
327	начала и	2	2
328	во многих	2	2
329	говорил что	2	2
330	с богом	3	2
331	своей жизни	5	2
332	его от	2	2
333	он так	2	2
334	в последний	3	2
335	о нем	9	2
336	которые в	2	2
337	не менее	9	2
338	был очень	2	2
339	толстого в	4	2
340	она была	2	2
341	того же	11	2
342	тем самым	2	2
343	с того	2	2
344	ему в	4	2
345	разного рода	8	2
346	и без	2	2
347	и сам	7	2
348	богом и	2	2
349	во мне	2	2
350	ни одного	2	2
351	между ними	2	2
352	и ту	2	2
353	не столько	4	2
354	всегда был	2	2
355	с которой	2	2
356	был человек	2	2
357	к жизни	2	2
358	не были	2	2
359	связи с	7	2
360	в сущности	2	2
361	был не	3	2
362	е в	7	2
363	во время	4	2
364	мы хотели	3	2
365	правда в	3	2
366	а мы	3	2
367	их в	3	2
368	к леонтьева	8	2
369	на всю	2	2
370	о своих	2	2
371	с которыми	2	2
372	не могли	2	2
373	что если	3	2
374	когда мы	2	2
375	то в	6	2
376	в свои	2	2
377	его как	2	2
378	это было	9	2
379	философии но	2	2
380	этом отношении	2	2
381	и часто	3	2
382	и нужно	2	2
383	кто не	2	2
384	соловьева в	33	2
385	и о	6	2
386	не по	2	2
387	ни к	2	2
388	она всегда	2	2
389	есть вера	2	2
390	уже на	3	2
391	человека с	2	2
392	а за	3	2
393	я хотел	2	2
394	с другой	3	2
395	на одной	3	2
396	что такое	3	2
397	что я	5	2
398	которой он	7	2
399	религиозной и	2	2
400	истории в	2	2
401	если не	4	2
402	но я	4	2
403	он и	8	2
404	что мы	2	2
405	по себе	3	2
406	и действительно	3	2
407	ко всему	4	2
408	и который	2	2
409	что во	2	2
410	и своим	2	2
411	и весь	2	2
412	но эта	2	2
413	на свою	3	2
414	знаю что	2	2
