N	2gram	Losev_Dial	Mirosoze
161	и от	4	6
162	что это	20	6
163	и нет	9	6
164	было в	2	6
165	если бы	10	6
166	с этой	7	6
167	же и	2	6
168	к чему	2	6
169	жизнь и	9	6
170	что у	2	6
171	на то	5	6
172	и здесь	3	6
173	есть прежде	4	6
174	и если	5	5
175	есть явление	6	5
176	оно не	7	5
177	природы в	2	5
178	в то	9	5
179	– идея	2	5
180	в их	2	5
181	так и	11	5
182	все время	4	5
183	от этого	5	5
184	должны быть	7	5
185	верит в	2	5
186	и я	3	5
187	сказать что	7	5
188	во всяком	5	5
189	в основе	6	5
190	да и	4	5
191	одно из	8	5
192	и мы	6	5
193	с этим	4	5
194	– это	11	5
195	по преимуществу	2	5
196	отличается от	9	5
197	и как	13	5
198	бы в	5	5
199	для этого	3	5
200	еще не	7	5
201	как будто	3	5
202	сознания но	2	5
203	культуры и	2	5
204	думать что	3	5
205	когда он	3	5
206	личность и	5	5
207	личности в	9	5
208	хочет быть	4	5
209	той же	6	5
210	и тут	5	5
211	в силах	2	4
212	ее и	2	4
213	жизни он	2	4
214	как о	6	4
215	сам не	2	4
216	иное как	6	4
217	не что	6	4
218	от того	9	4
219	как к	2	4
220	он должен	3	4
221	не всегда	3	4
222	так что	11	4
223	может ли	4	4
224	что иное	6	4
225	есть в	4	4
226	в разных	2	4
227	к другому	2	4
228	по своему	2	4
229	в чем	11	4
230	в него	2	4
231	одна и	3	4
232	а для	2	4
233	тому что	5	4
234	к этой	2	4
235	и этим	3	4
236	место в	2	4
237	могут быть	5	4
238	тогда когда	9	4
239	мы видим	4	4
240	все эти	4	4
241	и тогда	6	4
242	мир в	3	4
243	что они	2	4
244	в истории	7	4
245	никто не	4	4
246	и можно	5	4
247	я хочу	2	4
248	не от	2	4
249	если есть	3	4
250	значит что	29	4
251	сознания и	5	4
252	оно есть	4	4
253	плоти и	3	4
254	нем нет	3	4
255	и даже	21	4
256	и по	2	4
257	что было	2	4
258	в свете	3	4
259	стало быть	23	4
260	ни в	20	4
261	и только	6	4
262	все равно	5	4
263	от всякого	5	4
264	мы не	11	4
265	нас в	3	4
266	от его	2	4
267	время как	6	4
268	ни с	4	4
269	мы еще	2	4
270	но на	2	4
271	есть также	3	4
272	может не	4	4
273	в своих	3	4
274	и что	21	4
275	то время	6	4
276	идея и	5	4
277	были бы	2	3
278	ведь это	2	3
279	и сама	6	3
280	можно и	6	3
281	о чем	2	3
282	сознание и	4	3
283	и мира	4	3
284	науки и	2	3
285	для себя	2	3
286	есть момент	2	3
287	и тем	3	3
288	но она	4	3
289	все же	4	3
290	идеи и	2	3
291	верить в	2	3
292	одной и	4	3
293	можно ли	6	3
294	это уже	2	3
295	все его	2	3
296	что же	12	3
297	даже и	9	3
298	в виду	12	3
299	что оно	9	3
300	же он	2	3
301	и та	4	3
302	всегда есть	5	3
303	же как	4	3
304	души и	3	3
305	и когда	4	3
306	и судьба	2	3
307	это значит	29	3
308	хотя и	9	3
309	и то	7	3
310	– значит	4	3
311	для философии	2	3
312	истории и	6	3
313	бытия и	5	3
314	то это	9	3
315	в противоположность	3	3
316	к этому	3	3
317	конечно не	6	3
318	об этом	8	3
319	в этот	3	3
320	что нет	5	3
321	находится в	2	3
322	и ничего	5	3
323	как не	4	3
324	не значит	5	3
325	и той	4	3
326	я и	2	3
327	превращается в	6	3
328	но ведь	2	3
329	говорят о	2	3
330	для нас	2	3
331	со всеми	2	3
332	лишь как	4	3
333	во всех	2	3
334	есть по	2	3
335	– к	2	3
336	с другим	2	3
337	мир и	6	3
338	он может	2	3
339	не вполне	2	3
340	о себе	2	3
341	но для	3	3
342	есть всегда	9	3
343	в одном	3	3
344	тому как	5	3
345	всяком случае	3	3
346	но когда	2	3
347	что дух	4	3
348	нет ни	5	3
349	только одно	4	3
350	учение о	11	3
351	и всякий	4	3
352	что природа	2	2
353	не о	6	2
354	на самом	2	2
355	в каком	9	2
356	что их	2	2
357	или иной	4	2
358	в жертву	2	2
359	тому чтобы	3	2
360	и об	2	2
361	не имеют	2	2
362	нисколько не	4	2
363	веры в	2	2
364	есть только	13	2
365	не потому	2	2
366	– и	8	2
367	оказывается что	5	2
368	на что	2	2
369	ибо и	3	2
370	тогда все	2	2
371	ничего и	2	2
372	этого не	2	2
373	бы его	2	2
374	и социализм	2	2
375	а как	2	2
376	– есть	3	2
377	же можно	2	2
378	есть ли	8	2
379	от своего	2	2
380	не надо	3	2
381	после этого	2	2
382	нет никаких	3	2
383	самом деле	7	2
384	говорил что	2	2
385	жизни тут	2	2
386	была бы	5	2
387	быть в	4	2
388	его от	2	2
389	– как	6	2
390	о нем	6	2
391	только потому	4	2
392	не менее	11	2
393	она была	3	2
394	весь мир	3	2
395	тем самым	3	2
396	разного рода	2	2
397	и без	4	2
398	ни одного	2	2
399	с которой	2	2
400	есть еще	4	2
401	когда она	4	2
402	вот почему	3	2
403	существует не	2	2
404	то не	2	2
405	связи с	3	2
406	в сущности	10	2
407	раз навсегда	2	2
408	е в	4	2
409	и ее	8	2
410	– вот	3	2
411	и они	3	2
412	идея есть	4	2
413	а мы	3	2
414	их в	2	2
415	что нужно	2	2
416	в который	3	2
417	в вечности	6	2
418	личности но	5	2
419	ни того	9	2
420	есть то	9	2
421	что если	5	2
422	когда мы	3	2
423	то в	5	2
424	я бы	3	2
425	себе а	2	2
426	бы быть	2	2
427	его как	6	2
428	что личность	2	2
429	с их	4	2
430	это было	5	2
431	себя но	2	2
432	этом отношении	2	2
433	бы это	3	2
434	и часто	3	2
435	которая не	2	2
436	в мысли	2	2
437	он один	2	2
438	если я	2	2
439	целый ряд	3	2
440	и нужно	2	2
441	подобно тому	5	2
442	сознания в	2	2
443	ее в	3	2
444	смысл и	2	2
445	и о	9	2
446	ни к	3	2
447	но они	3	2
448	она всегда	4	2
449	она хочет	4	2
450	есть вера	4	2
451	– на	2	2
452	все –	3	2
453	быть не	3	2
454	– одно	2	2
455	вообще не	3	2
456	с другой	5	2
457	прежде чем	2	2
458	их не	3	2
459	в сфере	3	2
460	ни один	2	2
461	что такое	25	2
462	в смысле	4	2
463	что я	3	2
464	есть судьба	2	2
465	из себя	3	2
466	тут не	4	2
467	если не	3	2
468	но я	2	2
469	он и	3	2
470	исходит от	2	2
471	духа с	2	2
472	что мы	10	2
473	по себе	31	2
474	тотчас же	3	2
475	нем не	2	2
476	сам по	6	2
477	и уже	5	2
478	что эта	2	2
479	и чтобы	2	2
480	и уж	2	2
481	она в	3	2
482	бытия но	2	2
483	исторического процесса	2	2
