N	2gram	Losev_Prob	KulturaY
383	о которых	6	4
384	не имеют	6	4
385	о чем	11	4
386	которых мы	2	4
387	сразу же	2	4
388	этого термина	8	4
389	уже на	3	4
390	здесь идет	2	4
391	в науке	4	4
392	в виде	20	4
393	же мы	4	4
394	в такой	3	4
395	одно из	2	4
396	так например	2	4
397	говорить об	2	4
398	нам в	3	4
399	и все	9	4
400	к нему	5	4
401	к этой	2	4
402	себе и	2	4
403	с большим	2	4
404	и без	6	4
405	одного из	2	4
406	а а	6	4
407	однако в	2	4
408	свидетельствует о	5	4
409	точно так	7	4
410	же как	2	4
411	в значении	2	4
412	это есть	10	4
413	уже и	6	4
414	для обозначения	4	4
415	представление о	6	4
416	то в	6	4
417	утверждать что	2	4
418	ли это	2	4
419	это в	3	4
420	однако и	4	4
421	чтобы понять	3	4
422	языка а	2	4
423	в данной	2	4
424	и по	3	4
425	мы можем	8	4
426	говорить что	2	4
427	мы увидим	3	4
428	д и	4	4
429	как они	3	4
430	бы не	4	4
431	а главное	3	4
432	тот или	4	4
433	но ведь	6	4
434	в условиях	2	4
435	понимать как	2	4
436	отношения к	2	4
437	ни на	5	4
438	что для	4	4
439	или иных	2	4
440	а то	2	4
441	в смысле	2	4
442	будто бы	4	4
443	отношения между	2	4
444	и это	13	4
445	как таковой	4	4
446	из которых	2	4
447	из них	3	4
448	о значении	4	4
449	сам по	7	4
450	только после	3	4
451	но еще	2	4
452	так или	7	4
453	он есть	5	4
454	этой области	5	4
455	как только	3	4
456	именно на	3	4
457	если же	4	4
458	но он	3	4
459	мы и	8	4
460	указание на	6	4
461	следовательно и	3	3
462	помнить что	3	3
463	с первого	2	3
464	но мы	3	3
465	и следовательно	6	3
466	понимать что	3	3
467	том как	2	3
468	на эту	2	3
469	в настоящее	17	3
470	те или	3	3
471	каждый из	3	3
472	в это	2	3
473	во многих	4	3
474	не раз	2	3
475	иное как	5	3
476	что здесь	4	3
477	значении слова	2	3
478	не хочет	3	3
479	конце концов	11	3
480	в одно	5	3
481	то тем	2	3
482	которое было	2	3
483	мы скажем	3	3
484	в искусстве	3	3
485	все время	3	3
486	в буквальном	3	3
487	который мы	2	3
488	в него	3	3
489	для этой	2	3
490	не приходится	2	3
491	тому чтобы	2	3
492	мы наблюдаем	2	3
493	именно как	7	3
494	как именно	5	3
495	настоящее время	17	3
496	естественно что	2	3
497	а скорее	3	3
498	на его	2	3
499	не для	3	3
500	содержания и	2	3
501	о его	2	3
502	иметь в	5	3
503	и может	2	3
504	со всем	2	3
505	значение и	7	3
506	же такое	5	3
507	из самых	3	3
508	в дальнейшем	5	3
509	даже не	3	3
510	значение в	4	3
511	таковы например	2	3
512	но зато	3	3
513	под этим	4	3
514	если в	2	3
515	только и	5	3
516	но она	3	3
517	смысла и	2	3
518	таких случаях	2	3
519	нет и	5	3
520	то время	2	3
521	не нужно	6	3
522	которое мы	2	3
523	случае если	2	3
524	мысли и	2	3
525	что нет	3	3
526	сколько угодно	4	3
527	сама по	6	3
528	в других	5	3
529	таком случае	14	3
530	одним из	2	3
531	между собою	9	3
532	что его	4	3
533	в целях	2	3
534	но даже	3	3
535	быть только	3	3
536	только с	3	3
537	различие в	3	3
538	не хватает	2	3
539	для него	2	3
540	идет речь	2	3
541	тех или	5	3
542	мы получаем	3	3
543	если это	2	3
544	он в	2	3
545	знаем что	2	3
546	все что	2	3
547	случае когда	2	3
548	в наших	2	3
549	литературе и	4	3
550	меньше всего	3	3
551	есть также	3	3
552	раз и	13	3
553	и уже	4	3
554	то ни	3	3
555	или даже	3	3
556	и делает	3	3
557	мы могли	2	3
558	бы то	2	3
559	значение слова	4	3
560	мы будем	3	3
561	без всякого	5	3
562	в системе	3	3
563	общем и	2	2
564	что их	4	2
565	но можно	2	2
566	не стал	2	2
567	в действительности	5	2
568	и возможно	2	2
569	о природе	2	2
570	и должны	3	2
571	хотелось бы	3	2
572	которого оно	2	2
573	с целью	4	2
574	что многие	2	2
575	для всего	2	2
576	предполагает что	4	2
577	в состоянии	2	2
578	наше внимание	2	2
579	для которого	4	2
580	она должна	3	2
581	конечно в	2	2
582	нам о	3	2
583	и той	4	2
584	не что	5	2
585	не был	4	2
586	есть и	4	2
587	уже по	2	2
588	но есть	2	2
589	что между	2	2
590	слова это	2	2
591	это вовсе	3	2
592	нашей темы	2	2
593	быть и	5	2
594	есть нечто	13	2
595	он должен	2	2
596	себе не	3	2
597	можно будет	3	2
598	на русском	2	2
599	известной мере	2	2
600	или о	3	2
601	отношение между	2	2
602	слова то	3	2
603	к своему	2	2
604	нет никаких	2	2
605	ничем не	2	2
606	в москве	2	2
607	может и	3	2
608	от нас	6	2
609	не годится	2	2
610	что иное	5	2
611	у пушкина	2	2
612	нами в	3	2
613	и др	2	2
614	с которыми	4	2
615	самым мы	2	2
616	ведь и	2	2
617	речь не	2	2
618	здесь то	2	2
619	ничего нового	2	2
620	языке и	4	2
621	собственно говоря	4	2
622	указывает на	16	2
623	он говорит	2	2
624	если угодно	2	2
625	что этот	2	2
626	к самому	2	2
627	содержание это	2	2
628	том числе	2	2
629	большую роль	2	2
630	говорит и	3	2
631	как оно	3	2
632	рабочих и	3	2
633	смысл то	2	2
634	и те	2	2
635	к сожалению	6	2
636	этот термин	5	2
637	для чего	2	2
638	на некоторые	2	2
639	по этому	6	2
640	для них	5	2
641	здесь в	4	2
642	его от	4	2
643	переходит в	2	2
644	тем или	4	2
645	по тому	2	2
646	разница между	2	2
647	думать что	2	2
648	находится в	2	2
649	и до	3	2
650	потому и	2	2
651	понимать под	2	2
652	и самый	3	2
653	этого понятия	2	2
654	а может	3	2
655	никто не	2	2
656	буквальном смысле	3	2
657	ее в	2	2
658	учению о	2	2
659	и строго	2	2
660	с этими	4	2
661	например на	2	2
662	не столь	2	2
663	одна из	4	2
664	отношений между	2	2
665	как такового	4	2
666	пусть даже	3	2
667	с такими	3	2
668	оказывается что	4	2
669	с другими	6	2
670	на такие	2	2
671	можно только	2	2
672	не собираемся	2	2
673	сознания и	4	2
674	дело в	3	2
675	его как	2	2
676	когда есть	2	2
677	это было	3	2
678	поэтому и	2	2
679	которые не	5	2
680	от другого	4	2
681	в теории	4	2
682	и тот	2	2
683	и часто	2	2
684	а ведь	2	2
685	можем говорить	2	2
686	общего с	10	2
687	и ничего	4	2
688	иной раз	3	2
689	и хорошо	2	2
690	по его	3	2
691	не является	12	2
692	ничего общего	14	2
693	на значение	2	2
694	самого же	2	2
695	отказаться от	2	2
696	от всякого	2	2
697	каждый раз	3	2
698	в известной	2	2
699	общем смысле	2	2
700	бы что	3	2
701	эти последние	2	2
702	и значение	4	2
703	самый факт	2	2
704	на тот	4	2
705	он является	2	2
706	время как	2	2
707	едва ли	10	2
708	сами по	5	2
709	с историей	2	2
710	мы сказали	2	2
711	в жизни	3	2
712	нами как	2	2
713	в литературе	4	2
714	свой смысл	3	2
715	и так	2	2
716	вовсе еще	3	2
717	вообще не	5	2
718	не будет	11	2
719	и терминов	2	2
720	поэтому в	2	2
721	это отношение	3	2
722	своему содержанию	4	2
723	на почве	2	2
724	во что	2	2
725	и вообще	13	2
726	здесь только	5	2
727	бы вполне	2	2
728	перейти к	4	2
729	а следовательно	2	2
730	предметы и	2	2
731	основана на	2	2
732	видно что	2	2
733	не стоит	2	2
734	он и	8	2
735	то во	4	2
736	увидим ниже	2	2
737	не можем	2	2
738	он будет	2	2
739	тому как	3	2
740	не знаем	3	2
741	правда в	3	2
742	свое место	2	2
743	смысле и	2	2
744	в случае	5	2
745	поскольку они	2	2
746	что эта	2	2
747	большей частью	5	2
748	что было	2	2
749	является не	4	2
750	поскольку он	2	2
751	друг другу	2	2
752	а тем	3	2
753	но оно	2	2
754	чем же	2	2
755	литературы и	5	2
756	момент в	2	2
757	одним и	3	2
758	и чтобы	3	2
759	часто и	2	2
760	ровно ничего	4	2
761	тем и	3	2
762	этих случаях	4	2
763	он тоже	2	2
