N	2gram	Vygotskiy_	VeschiIm
113	в свете	4	8
114	если бы	13	8
115	с тем	9	8
116	для него	9	8
117	не с	2	8
118	с другой	11	8
119	как с	5	8
120	отнюдь не	2	8
121	в действительности	6	7
122	от того	8	7
123	и тем	5	7
124	из них	6	7
125	самом деле	9	7
126	а в	5	7
127	все эти	9	7
128	в сущности	17	7
129	я не	6	7
130	относится к	3	7
131	никак не	6	7
132	или не	2	7
133	можно только	2	7
134	сама по	4	7
135	слова и	3	7
136	тем что	12	7
137	вообще не	5	7
138	с этой	8	7
139	ни на	3	7
140	оно не	2	7
141	сравнению с	9	7
142	без всякого	2	7
143	никогда не	10	6
144	в каком	2	6
145	вопрос о	15	6
146	что является	2	6
147	как же	2	6
148	независимо от	3	6
149	когда мы	4	6
150	как я	3	6
151	и все	2	6
152	больше того	3	6
153	а если	2	6
154	в нем	10	6
155	между ними	5	6
156	должны быть	2	6
157	в своей	5	6
158	тех или	2	6
159	как мы	20	6
160	одно и	2	6
161	в данном	4	6
162	можно было	11	6
163	если я	4	6
164	и другое	5	6
165	все равно	2	6
166	в сфере	9	6
167	этот вопрос	8	6
168	их в	3	6
169	мы говорим	4	6
170	несмотря на	3	6
171	в той	8	6
172	жизни и	2	6
173	с точки	12	6
174	как только	4	6
175	в одном	3	6
176	мы должны	13	5
177	а это	3	5
178	свою очередь	4	5
179	вместе с	9	5
180	как это	11	5
181	того же	13	5
182	точка зрения	8	5
183	тогда когда	10	5
184	то это	2	5
185	один из	4	5
186	мы видим	6	5
187	в его	15	5
188	для этого	3	5
189	во всех	3	5
190	в которой	8	5
191	мысли и	7	5
192	в мысли	8	5
193	и здесь	2	5
194	кроме того	2	5
195	в жизни	2	5
196	подобно тому	6	5
197	что у	4	5
198	что для	2	5
199	все что	2	5
200	знания и	2	5
201	в свою	5	5
202	по смыслу	3	5
203	только не	7	5
204	как она	3	5
205	тому как	6	5
206	те или	2	5
207	так же	22	4
208	том как	3	4
209	и притом	2	4
210	в силу	14	4
211	в конце	3	4
212	отношение к	12	4
213	об отношении	2	4
214	что именно	4	4
215	в их	4	4
216	так и	8	4
217	из истории	2	4
218	только тогда	5	4
219	который мы	2	4
220	что все	9	4
221	как понятие	3	4
222	в этой	8	4
223	то время	4	4
224	это будет	2	4
225	этой точки	7	4
226	не то	5	4
227	его на	2	4
228	того чтобы	26	4
229	то как	3	4
230	в качестве	13	4
231	тот же	7	4
232	во всяком	4	4
233	с ними	4	4
234	в основе	12	4
235	и от	2	4
236	слово и	2	4
237	само по	2	4
238	то в	7	4
239	с этим	9	4
240	есть в	2	4
241	только то	4	4
242	дело не	2	4
243	мы можем	15	4
244	по своей	7	4
245	его и	4	4
246	от всякого	2	4
247	но только	4	4
248	отношении к	2	4
249	и более	8	4
250	что только	3	4
251	время как	4	4
252	в котором	2	4
253	на этом	8	4
254	может не	3	4
255	находится в	2	4
256	еще более	5	4
257	говорит о	4	4
258	он не	13	4
259	собственном смысле	2	4
260	к одному	4	3
261	этого вопроса	5	3
262	что ему	2	3
263	из того	12	3
264	но как	6	3
265	не является	7	3
266	вопроса о	5	3
267	в другом	7	3
268	в уме	5	3
269	при переходе	2	3
270	и эти	2	3
271	казалось бы	5	3
272	оба эти	5	3
273	в виде	3	3
274	только на	3	3
275	в частности	9	3
276	быть совершенно	2	3
277	если он	4	3
278	а с	3	3
279	по существу	5	3
280	мы видели	10	3
281	к нему	4	3
282	к тому	14	3
283	а только	8	3
284	существует в	2	3
285	с которой	2	3
286	одной стороны	10	3
287	другой стороны	9	3
288	различие между	4	3
289	если не	3	3
290	в целом	8	3
291	говорим что	2	3
292	же как	9	3
293	вот почему	3	3
294	тогда как	3	3
295	и во	2	3
296	заключается в	15	3
297	содержится в	5	3
298	и может	4	3
299	раз навсегда	2	3
300	в истории	3	3
301	из его	2	3
302	только один	4	3
303	тем более	5	3
304	к другой	2	3
305	в собственном	2	3
306	говорит что	7	3
307	не нужно	2	3
308	я это	3	3
309	но уже	2	3
310	только что	6	3
311	кто не	2	3
312	для того	20	3
313	как в	7	3
314	с одной	10	3
315	остановиться на	3	3
316	случае не	2	3
317	но все	2	3
318	у него	8	3
319	не имеет	7	3
320	видели что	2	3
321	в своих	5	3
322	оно может	2	3
323	из которых	3	3
324	не можем	2	3
325	но когда	2	3
326	к другому	3	3
327	из этого	3	3
328	не говорит	3	3
329	из основных	7	3
330	бы что	2	3
331	отношения к	2	3
332	вопрос как	4	3
333	а тем	2	3
334	этих двух	4	3
335	мы будем	4	3
336	имеем дело	2	3
337	мы уже	4	3
338	но он	8	3
339	данном случае	3	2
340	свое время	2	2
341	может идти	3	2
342	тем самым	13	2
343	когда оно	2	2
344	тому что	14	2
345	к этим	2	2
346	о чем	3	2
347	не как	3	2
348	наряду с	3	2
349	которые мы	2	2
350	едва ли	2	2
351	является в	2	2
352	очевидно что	2	2
353	слово в	3	2
354	конце концов	2	2
355	в виду	4	2
356	на все	7	2
357	совершенно в	3	2
358	сделать это	2	2
359	как он	7	2
360	что если	6	2
361	в свое	2	2
362	может ли	2	2
363	быть в	3	2
364	на вопрос	7	2
365	же мы	2	2
366	мере в	5	2
367	бы сказать	4	2
368	как чисто	2	2
369	видим что	3	2
370	он говорит	3	2
371	с другом	10	2
372	уже в	4	2
373	своей собственной	2	2
374	сделать и	2	2
375	ту же	5	2
376	а потому	3	2
377	по законам	3	2
378	знает что	5	2
379	что на	2	2
380	всяком случае	2	2
381	чего не	2	2
382	отличаются от	2	2
383	между собой	17	2
384	не столько	3	2
385	понятий и	22	2
386	нуждается в	3	2
387	тем или	2	2
388	связи с	9	2
389	эти теории	2	2
390	в связи	6	2
391	не на	5	2
392	в первом	4	2
393	может сделать	3	2
394	что эти	4	2
395	в первой	2	2
396	на их	3	2
397	в состоянии	6	2
398	ли мы	2	2
399	вопрос об	4	2
400	к его	4	2
401	тот момент	4	2
402	первом случае	2	2
403	существует только	2	2
404	что эта	7	2
405	в начале	2	2
406	сознания и	3	2
407	только к	4	2
408	к этому	7	2
409	с ней	3	2
410	с развитием	3	2
411	в данной	2	2
412	этом и	2	2
413	друг с	10	2
414	переход от	7	2
415	исходит из	2	2
416	стороны и	3	2
417	сознательно и	3	2
418	этом отношении	7	2
419	находятся в	3	2
420	говорили что	2	2
421	же по	3	2
422	и другие	13	2
423	раз в	4	2
424	быть понято	2	2
425	но они	2	2
426	обе эти	8	2
427	в сферу	2	2
428	моментов в	4	2
429	ничто не	3	2
430	на нее	2	2
431	именно потому	3	2
432	том чтобы	3	2
433	и внимания	3	2
434	учения о	2	2
435	или иных	2	2
436	только одной	2	2
437	именно в	8	2
438	зависит от	4	2
439	и другой	2	2
440	слова в	3	2
441	когда он	3	2
442	и к	7	2
443	для его	2	2
444	функции и	3	2
445	но для	3	2
446	приводит к	10	2
447	но на	2	2
448	что между	5	2
449	о которых	2	2
450	в более	2	2
451	целиком и	2	2
452	и на	11	2
453	совершенно ясно	2	2
454	раз и	3	2
455	которую мы	3	2
456	сущности это	2	2
457	и того	8	2
458	он сам	2	2
459	является не	2	2
460	и делает	2	2
461	во внутреннем	2	2
462	как будто	2	2
463	во всем	2	2
464	один и	5	2
465	но с	2	2
466	этом смысле	5	2
467	той же	7	2
468	мы говорили	5	2
469	во втором	2	2
470	учение о	3	2
471	с его	3	2
472	на основе	6	2
