N	2gram	Vygotskiy_	formyVre
318	одна из	5	3
319	все то	4	3
320	не могли	4	3
321	бы в	3	3
322	все время	6	3
323	бы и	5	3
324	дело в	2	3
325	в таких	2	3
326	и здесь	3	3
327	целый ряд	12	3
328	зависимости от	7	3
329	мы увидим	4	3
330	в первый	3	3
331	совершенно не	7	3
332	как на	6	3
333	его и	4	3
334	которой мы	2	3
335	но только	6	3
336	нас в	2	3
337	при всем	3	3
338	что есть	3	3
339	по своему	2	3
340	сами по	4	3
341	явлений и	3	3
342	от всех	3	3
343	можно сказать	2	3
344	в творчестве	5	3
345	на почве	3	3
346	если мы	21	3
347	в свою	3	3
348	главным образом	3	3
349	что мы	9	3
350	которой он	2	3
351	мы в	3	3
352	у всех	2	3
353	на нас	2	3
354	и есть	5	3
355	сравнению с	3	3
356	не быть	2	3
357	не к	2	3
358	в слове	3	3
359	без всякого	2	3
360	по самому	7	3
361	тем же	4	3
362	в каком	3	2
363	в очень	2	2
364	в область	3	2
365	нигде не	2	2
366	ее и	2	2
367	что те	3	2
368	идет о	2	2
369	действия и	4	2
370	и об	2	2
371	случае в	3	2
372	в полном	3	2
373	приходит к	5	2
374	и поэтому	3	2
375	если в	2	2
376	оказывается что	5	2
377	в каждом	5	2
378	этого произведения	2	2
379	у шекспира	2	2
380	свою очередь	3	2
381	на один	2	2
382	и изучает	2	2
383	остановиться на	2	2
384	произведение и	2	2
385	к более	2	2
386	он же	3	2
387	должен быть	2	2
388	это новое	2	2
389	столько же	4	2
390	произведения как	3	2
391	в новой	2	2
392	в прошлое	2	2
393	одном из	2	2
394	как история	2	2
395	самом деле	19	2
396	на место	3	2
397	п в	2	2
398	из которой	2	2
399	утверждает что	5	2
400	же мы	2	2
401	и вместе	2	2
402	его не	3	2
403	от других	3	2
404	что даже	3	2
405	и очень	2	2
406	в искусстве	24	2
407	образом в	3	2
408	человека не	3	2
409	больше и	2	2
410	в обществе	3	2
411	к нему	3	2
412	от этой	2	2
413	а только	4	2
414	могло бы	5	2
415	они и	2	2
416	была бы	2	2
417	определяется и	2	2
418	живет в	2	2
419	образы и	2	2
420	в русском	4	2
421	отношении к	3	2
422	в узком	2	2
423	слова то	2	2
424	внутренняя форма	6	2
425	но как	4	2
426	процесс в	4	2
427	по этому	3	2
428	в поэзии	5	2
429	такие же	2	2
430	отметить что	2	2
431	о его	2	2
432	того не	2	2
433	на котором	2	2
434	на другой	3	2
435	этого слова	5	2
436	должны быть	6	2
437	только один	2	2
438	роман и	2	2
439	мы видели	2	2
440	или не	2	2
441	имеет в	3	2
442	и нет	2	2
443	когда мы	4	2
444	то в	2	2
445	то и	2	2
446	они сами	2	2
447	его с	3	2
448	новое значение	2	2
449	ее на	2	2
450	лежит в	2	2
451	как оно	2	2
452	и тогда	3	2
453	сами же	2	2
454	для такого	2	2
455	которое мы	2	2
456	отличается от	4	2
457	и тот	4	2
458	которые могут	2	2
459	и может	3	2
460	чистом виде	3	2
461	как они	2	2
462	произведения с	4	2
463	себе не	4	2
464	для нас	5	2
465	смысл и	2	2
466	когда они	2	2
467	к своему	2	2
468	лучше всего	2	2
469	но если	2	2
470	которые мы	4	2
471	должна быть	3	2
472	моментов в	2	2
473	не можем	3	2
474	мы различаем	4	2
475	которого мы	2	2
476	должны были	2	2
477	что у	8	2
478	эта форма	2	2
479	превращение в	2	2
480	учение об	2	2
481	нет никакой	3	2
482	но к	3	2
483	образом и	4	2
484	этот вопрос	2	2
485	зрения на	2	2
486	п все	2	2
487	произведении и	2	2
488	там же	2	2
489	мы говорим	2	2
490	не существует	4	2
491	тогда когда	7	2
492	в соответствующих	2	2
493	в разные	2	2
494	в немецкой	2	2
495	как только	3	2
496	природа человека	2	2
497	в языке	3	2
498	только о	3	2
499	и сам	3	2
500	тому же	4	2
501	если же	3	2
502	представление о	6	2
503	основе своей	2	2
504	ясно что	22	2
