N	2gram	Tiupa_Narr	StatiiOP
180	в форме	5	4
181	то есть	19	4
182	по своей	3	4
183	не всегда	2	4
184	не являются	2	4
185	но как	2	4
186	так или	2	4
187	они не	2	4
188	состоит в	13	4
189	обращает на	3	4
190	в связи	2	4
191	в первом	3	4
192	этого слова	2	4
193	который в	2	4
194	как мы	3	4
195	да и	4	4
196	если в	3	4
197	что по	2	4
198	значительной степени	2	4
199	сами по	2	4
200	есть в	2	4
201	и он	3	4
202	в обоих	2	4
203	в значительной	2	4
204	и тот	2	4
205	на него	3	4
206	из двух	3	4
207	а именно	3	4
208	тому же	5	4
209	как известно	2	4
210	а по	2	4
211	не существует	3	4
212	или в	2	4
213	в таком	2	4
214	в основе	5	4
215	или иначе	3	4
216	будто бы	3	4
217	перед нами	4	3
218	или иной	5	3
219	в полном	2	3
220	при всей	4	3
221	как к	2	3
222	что нет	2	3
223	а во	3	3
224	или менее	2	3
225	она не	2	3
226	на том	3	3
227	и как	5	3
228	не то	2	3
229	здесь не	4	3
230	не будет	3	3
231	представляют собой	2	3
232	себя и	2	3
233	и ее	2	3
234	а иногда	2	3
235	том числе	6	3
236	бы то	3	3
237	известном смысле	2	3
238	и до	2	3
239	особенно в	3	3
240	бы не	2	3
241	в рассказе	4	3
242	наконец в	2	3
243	во всей	2	3
244	за рамки	2	3
245	ни для	7	3
246	когда он	3	3
247	в свою	3	3
248	себя внимание	3	3
249	здесь совершенно	2	3
250	представляет собой	13	3
251	может не	3	3
252	то или	3	3
253	или иное	2	3
254	то ни	3	3
255	более или	2	3
256	отношения к	2	3
257	тем самым	6	2
258	различие между	2	2
259	нуждается в	5	2
260	в литературе	2	2
261	в рамках	12	2
262	со словами	2	2
263	которого он	2	2
264	свою очередь	3	2
265	отличие от	5	2
266	то она	2	2
267	а если	2	2
268	времени в	2	2
269	которая в	2	2
270	на свой	2	2
271	говорит и	2	2
272	между собой	2	2
273	точно так	2	2
274	и когда	2	2
275	тогда как	12	2
276	числе и	4	2
277	той или	4	2
278	было в	2	2
279	жизнью и	2	2
280	хотя в	2	2
281	бы быть	3	2
282	на чем	2	2
283	когда мы	2	2
284	истории и	2	2
285	время в	2	2
286	с ее	3	2
287	дело с	2	2
288	как правило	4	2
289	он уже	2	2
290	жизни в	3	2
291	ни было	3	2
292	для своей	2	2
293	в пределах	2	2
294	в отличие	5	2
295	не случайно	2	2
296	далеко не	5	2
297	всей его	2	2
298	о своей	2	2
299	за собой	4	2
300	в последние	2	2
301	зрения на	2	2
302	те же	4	2
303	мог бы	3	2
304	роль в	2	2
305	в случае	7	2
306	только о	2	2
307	жизни но	2	2
308	имеем дело	2	2
