N	2gram	Ircho_Kome	Problema
457	в сущности	3	4
458	войти в	2	4
459	например в	3	4
460	по всему	3	4
461	там и	3	4
462	любви к	5	4
463	если она	2	4
464	к ним	5	4
465	на это	3	4
466	бы к	2	4
467	до тех	5	4
468	начиная от	2	4
469	в свою	12	4
470	при всем	5	4
471	равно как	7	4
472	это время	2	4
473	на что	2	4
474	с которым	3	4
475	представляется нам	2	4
476	как ее	2	3
477	о ней	2	3
478	для человека	2	3
479	из того	3	3
480	котором он	2	3
481	в новой	2	3
482	том же	2	3
483	от своего	2	3
484	в каждой	2	3
485	от ее	3	3
486	последние десятилетия	2	3
487	на месте	3	3
488	совсем другой	3	3
489	времени в	2	3
490	в отличие	3	3
491	нет никаких	2	3
492	в образе	5	3
493	сравнению с	3	3
494	нуждается в	2	3
495	чтобы они	2	3
496	речи о	4	3
497	не стал	2	3
498	в первом	2	3
499	должна быть	2	3
500	чтобы в	3	3
501	по сравнению	3	3
502	после того	3	3
503	каждой из	4	3
504	столь же	5	3
505	в последние	2	3
506	вещей и	2	3
507	представляет собой	5	3
508	такую же	3	3
509	как она	2	3
510	о которой	2	3
511	в и	3	3
512	друг другу	3	3
513	каждом из	2	3
514	с помощью	4	3
515	чем в	5	3
516	я на	2	3
517	она должна	2	3
518	в одной	2	3
519	что между	2	3
520	хотя это	2	3
521	со стороны	16	3
522	образом в	2	3
523	от них	2	3
524	о любви	3	3
525	в голову	2	3
526	пока не	2	3
527	на ее	4	3
528	не столько	3	3
529	не сам	2	3
530	мы понимаем	3	3
531	мы видим	2	3
532	г и	2	3
533	в первой	3	3
534	конечно в	2	3
535	и мы	5	3
536	т е	18	3
537	но при	2	3
538	остается только	2	3
539	должен был	6	3
540	на основании	3	3
541	а для	2	3
542	больше всего	4	3
543	при его	2	3
544	один и	3	3
545	речь идет	5	3
546	на этом	3	3
547	любовь и	2	3
548	к их	2	3
549	я и	2	3
550	этих двух	2	3
551	еще больше	4	3
552	что ему	4	2
553	плавта и	7	2
554	действия и	2	2
555	приходит к	2	2
556	и любовь	2	2
557	и готов	3	2
558	слов в	2	2
559	почему в	2	2
560	же можно	2	2
561	от себя	2	2
562	такое же	2	2
563	такой же	2	2
564	отказаться от	3	2
565	они были	2	2
566	среди которых	4	2
567	к своим	2	2
568	на которые	3	2
569	у кого	2	2
570	в глазах	10	2
571	по тому	4	2
572	и дальше	2	2
573	его для	2	2
574	которой мы	2	2
575	в с	2	2
576	сам он	3	2
577	в комедии	22	2
578	и дать	2	2
579	и эта	2	2
580	в которые	2	2
581	не приходит	2	2
582	и вот	3	2
583	за свое	2	2
584	и со	2	2
585	в ст	3	2
586	его жизни	2	2
587	отношения между	2	2
588	а по	5	2
589	о будущем	2	2
590	со своей	2	2
591	роль в	3	2
592	ближе к	3	2
593	перед лицом	2	2
594	и жизнь	2	2
595	на рубеже	2	2
596	в уже	2	2
597	на фоне	2	2
598	у плавта	6	2
599	но его	2	2
600	у меня	5	2
601	не дает	5	2
602	уверен в	2	2
603	понимает что	2	2
604	остается в	3	2
605	в семье	2	2
606	да не	2	2
607	они будут	2	2
608	по отношению	6	2
609	в обоих	2	2
610	как этот	2	2
611	свою очередь	10	2
612	ли не	6	2
613	в произведениях	2	2
614	ему и	3	2
615	а на	3	2
616	в свое	2	2
617	не зная	5	2
618	т п	5	2
619	друга и	2	2
620	для понимания	3	2
621	как например	2	2
622	не находит	2	2
623	больше того	2	2
624	даже при	2	2
625	все его	2	2
626	а после	3	2
627	основе своей	2	2
628	на сцене	7	2
629	ее на	2	2
630	на них	3	2
631	и я	3	2
632	у еврипида	2	2
633	известной степени	2	2
634	обращается к	4	2
635	признать что	5	2
636	то ли	4	2
637	десять раз	2	2
638	и там	3	2
639	также в	2	2
640	из жизни	2	2
641	либо в	4	2
642	из двух	3	2
643	выясняется что	3	2
644	в изображении	3	2
645	не приходится	5	2
646	которого и	2	2
647	действующих лиц	7	2
648	отношению к	4	2
649	его за	3	2
650	не с	2	2
651	не будучи	2	2
652	что по	2	2
653	человека с	2	2
654	не случайно	3	2
655	ним в	2	2
656	что я	5	2
657	не отличаются	2	2
658	ii в	3	2
659	он дал	2	2
660	из которой	2	2
661	же его	2	2
