N	2gram	Propp_Isto	KulturaY
404	в некоторых	6	3
405	с большой	3	3
406	таким же	5	3
407	за это	3	2
408	стоит на	3	2
409	возможно что	2	2
410	показывают что	8	2
411	о природе	3	2
412	только у	2	2
413	в европе	3	2
414	он имеет	4	2
415	от него	2	2
416	в одной	5	2
417	с целью	2	2
418	его так	2	2
419	приходит к	3	2
420	эти два	2	2
421	оттого что	4	2
422	у них	2	2
423	есть и	3	2
424	но есть	4	2
425	строится на	2	2
426	на пути	2	2
427	состоит из	4	2
428	в основном	5	2
429	он должен	2	2
430	нас к	10	2
431	к своему	2	2
432	здесь совершенно	2	2
433	одной из	3	2
434	и др	6	2
435	с неба	2	2
436	в руки	3	2
437	особенности в	2	2
438	можно привести	2	2
439	говорит он	2	2
440	что этот	5	2
441	том числе	3	2
442	на той	2	2
443	к отдельным	2	2
444	когда она	2	2
445	для чего	2	2
446	из своего	4	2
447	к рассмотрению	2	2
448	жизни и	4	2
449	думать что	2	2
450	находится в	2	2
451	тех которые	2	2
452	никто не	4	2
453	он стал	2	2
454	с некоторыми	2	2
455	ее в	8	2
456	очень часто	4	2
457	с этими	3	2
458	с этого	2	2
459	одна из	6	2
460	на тех	2	2
461	нет в	2	2
462	но эти	4	2
463	оказывается что	2	2
464	с другими	4	2
465	он иногда	2	2
466	это было	2	2
467	от которого	2	2
468	которые не	2	2
469	и там	3	2
470	наоборот в	2	2
471	борьбы с	3	2
472	как правило	2	2
473	всегда остается	2	2
474	за что	2	2
475	известно что	3	2
476	после чего	3	2
477	по его	2	2
478	то здесь	4	2
479	когда они	3	2
480	не видел	2	2
481	он является	2	2
482	время как	3	2
483	связан с	7	2
484	является и	4	2
485	только теперь	2	2
486	их не	3	2
487	зависит от	4	2
488	меня в	4	2
489	человек в	2	2
490	и вообще	3	2
491	перейти к	2	2
492	имеем в	2	2
493	на которой	4	2
494	а по	3	2
495	основана на	2	2
496	где нет	2	2
497	увидим ниже	4	2
498	тому как	2	2
499	не знаем	3	2
500	в сказке	46	2
501	что эта	2	2
502	это же	4	2
503	в русской	8	2
504	большей частью	3	2
505	понял что	2	2
506	во всем	4	2
507	в себя	3	2
508	но оно	3	2
509	мы легко	2	2
510	это время	2	2
511	этих случаях	10	2
