N	2gram	Propp_Isto	Problemy
272	тоже не	2	4
273	и говорит	2	4
274	по мере	4	4
275	то это	9	4
276	на котором	5	4
277	здесь в	4	4
278	находится в	6	4
279	связи с	10	4
280	он был	3	4
281	войти в	2	4
282	во всей	2	4
283	эти слова	3	4
284	нет в	2	4
285	время как	3	4
286	как нам	2	4
287	то и	2	4
288	всех этих	4	4
289	в которой	2	4
290	это было	2	4
291	героя из	2	4
292	с ее	2	4
293	в свете	4	4
294	что если	2	4
295	об этом	11	4
296	вследствие этого	2	4
297	именно потому	2	4
298	то он	2	4
299	также и	3	4
300	поэтому в	2	4
301	что такое	3	4
302	само по	2	4
303	и если	4	4
304	не есть	2	4
305	ни один	8	4
306	еще в	2	4
307	все в	2	4
308	а так	2	4
309	здесь нет	2	4
310	за собой	3	4
311	чтобы не	3	3
312	или даже	3	3
313	только у	2	3
314	вступает в	2	3
315	тут и	2	3
316	ни одной	2	3
317	есть только	3	3
318	которые в	3	3
319	на которой	2	3
320	по своей	2	3
321	к чему	4	3
322	этого не	6	3
323	в основном	4	3
324	например у	2	3
325	мы знаем	10	3
326	увидим что	8	3
327	своего рода	2	3
328	могли бы	3	3
329	что этот	5	3
330	так в	7	3
331	здесь же	2	3
332	почти не	4	3
333	с героем	2	3
334	между собой	4	3
335	всего в	2	3
336	или меньшей	2	3
337	того чтобы	3	3
338	а затем	4	3
339	и герой	3	3
340	и по	4	3
341	самый факт	2	3
342	этом случае	3	3
343	должны быть	4	3
344	еще один	3	3
345	в других	3	3
346	говорят что	5	3
347	ее в	7	3
348	того как	6	3
349	мы видим	16	3
350	очень часто	7	3
351	и мы	2	3
352	одной из	6	3
353	из этих	2	3
354	себе а	2	3
355	дело в	3	3
356	то время	3	3
357	мог бы	3	3
358	вводит в	2	3
359	себя за	2	3
360	а может	2	3
361	мы здесь	8	3
362	и есть	5	3
363	себе не	2	3
364	но они	6	3
365	мы можем	7	3
366	не с	3	3
367	на нее	3	3
368	связан с	4	3
369	но уже	3	3
370	оно может	2	3
371	если мы	4	3
372	все еще	3	3
373	большей или	2	3
374	но что	2	3
375	говорит о	2	3
376	именно на	2	3
377	будто бы	4	3
378	однако не	2	3
379	не дает	2	3
380	мы будем	5	3
381	чем в	2	3
382	свой материал	2	2
383	его но	3	2
384	еще и	2	2
385	в книге	4	2
386	также не	2	2
387	ясно и	2	2
388	что их	3	2
389	из всех	2	2
390	указывает на	2	2
391	я его	2	2
392	но она	2	2
393	мы обратимся	2	2
394	не видит	3	2
395	к этому	2	2
396	должны были	9	2
397	он дает	2	2
398	но есть	3	2
399	социальной жизни	4	2
400	должен быть	3	2
401	оно и	2	2
402	одном месте	2	2
403	и эти	4	2
404	уже с	2	2
405	относится и	2	2
406	не всегда	9	2
407	тогда когда	2	2
408	и пусть	2	2
409	в образе	3	2
410	мне не	2	2
411	к сожалению	3	2
412	вот он	2	2
413	этой мысли	2	2
414	одно из	2	2
415	в особенности	3	2
416	не так	2	2
417	от этого	2	2
418	здесь он	2	2
419	как она	3	2
420	заметить что	2	2
421	показать что	2	2
422	с которой	2	2
423	ответ на	3	2
424	не могла	2	2
425	хотя он	2	2
426	отнюдь не	2	2
427	как один	2	2
428	тогда и	3	2
429	в темноте	2	2
430	же как	7	2
431	когда она	3	2
432	впечатление что	2	2
433	образом в	2	2
434	этих случаях	11	2
435	и вызывает	3	2
436	со всех	4	2
437	в рамках	2	2
438	и между	3	2
439	делают его	2	2
440	можно найти	2	2
441	к которой	2	2
442	ее на	2	2
443	не все	5	2
444	бы быть	4	2
445	с ней	2	2
446	мы привели	2	2
447	еще до	2	2
448	что здесь	9	2
449	материал в	3	2
450	и вполне	2	2
451	что герой	13	2
452	нигде не	2	2
453	в качестве	8	2
454	в истории	2	2
455	и другие	7	2
456	иметь в	2	2
457	а именно	5	2
458	для нас	17	2
459	отказаться от	2	2
460	основной вопрос	2	2
461	к ней	3	2
462	его уже	2	2
463	она и	2	2
464	с одной	8	2
465	на пути	2	2
466	в какой	4	2
467	после того	2	2
468	непосредственно в	3	2
469	и они	5	2
470	столь же	2	2
471	ничем не	2	2
472	ты не	5	2
473	и она	4	2
474	роль в	3	2
475	и именно	2	2
476	в стороне	4	2
477	она знает	2	2
478	из этого	3	2
479	и должно	3	2
480	является не	2	2
481	для наших	2	2
482	же самое	3	2
483	быть не	2	2
484	них не	2	2
485	но оно	4	2
486	один и	2	2
487	его очень	2	2
488	нам важно	3	2
